## [BeGaze]
## Converted from:	E:\SMI-A\Quick Run\tom4-[022df438-af4d-47c5-9c9d-f620e22be785]\tom4-1-unified.smi
## Date:	01.01.0001 00:00:00
## Version:	BeGaze 3.5.101
## IDF Version:	10
## Sample Rate:	30
## Separator Type:	Trial
## Trial Count:	1
## Uses Plane File:	False
## Stimulus:	tom4-1-recording.avi
## Number of Samples:	3162
## Reversed:	none
## [Run]
## Subject:	tom4
## Description:	Run4
## [Calibration]
## Calibration Area:	1280	960
## [Geometry]
## Stimulus Dimension [mm]:	1280	960
## Head Distance [mm]:	1450
## [Hardware Setup]
## System ID:	
## Operating System :	
## IView X Version:	
## [Filter Settings]
## Heuristics:	False
## Heuristics Stage:	0
## Bilateral:	False
## Gaze Cursor Filter:	False
## Saccade Length [px]:	0
## Filter Depth [ms]:	0
## Format:	LEFT, RIGHT, DIAMETER, POR, AOI, EYEPOSITION, GAZEVECTOR, TRIGGER, FRAMECOUNTER
##
Time,Type,Trial,L Dia X [px],L Dia Y [px],L Pupil Diameter [mm],R Dia X [px],R Dia Y [px],R Pupil Diameter [mm],B POR X [px],B POR Y [px],L POR X [px],L POR Y [px],R POR X [px],R POR Y [px],B AOI Hit,L EPOS X,L EPOS Y,L EPOS Z,R EPOS X,R EPOS Y,R EPOS Z,L GVEC X,L GVEC Y,L GVEC Z,R GVEC X,R GVEC Y,R GVEC Z,Trigger,Frame,Aux1,B Event Info,Stimulus
157689941,SMP,1,127.00,101.00,4.00,126.00,100.00,4.00,618.26,687.92,725.18,705.59,568.55,696.10,-,30.79,0.58,-20.90,-30.21,0.85,-22.35,-0.09,-0.35,0.93,0.08,-0.34,0.94,0,00:00:00:00,,Blink,tom4-1-recording.avi
157723419,SMP,1,125.00,99.00,6.00,124.00,98.00,4.90,669.32,-176.92,730.25,-320.88,650.81,267.06,-,30.48,-0.03,-20.21,-29.90,0.49,-22.13,-0.08,0.42,0.90,0.01,0.02,1.00,0,00:00:00:01,,Blink,tom4-1-recording.avi
157756622,SMP,1,126.00,100.00,4.76,124.00,98.00,4.60,624.37,371.69,628.22,393.68,671.14,520.07,-,30.39,-0.30,-19.99,-29.76,0.30,-22.02,-0.01,-0.09,1.00,-0.01,-0.20,0.98,0,00:00:00:02,,Blink,tom4-1-recording.avi
157789886,SMP,1,127.00,100.00,4.54,126.00,98.00,4.50,619.53,411.35,613.83,473.38,674.30,544.31,-,30.33,-0.39,-19.88,-29.67,0.18,-21.96,0.00,-0.16,0.99,-0.01,-0.22,0.98,0,00:00:00:02,,Blink,tom4-1-recording.avi
157823059,SMP,1,128.00,101.00,4.48,128.00,100.00,4.50,624.62,428.55,612.44,502.84,684.83,557.06,-,30.33,-0.46,-19.82,-29.62,0.13,-21.93,0.00,-0.18,0.98,-0.02,-0.23,0.97,0,00:00:00:03,,Blink,tom4-1-recording.avi
157856445,SMP,1,0.00,0.00,0.00,0.00,0.00,0.00,624.62,428.55,612.44,502.84,684.83,557.06,-,30.33,-0.46,-19.82,-29.62,0.13,-21.93,0.00,-0.18,0.98,-0.02,-0.23,0.97,0,00:00:00:04,,Blink,tom4-1-recording.avi
157889709,SMP,1,0.00,0.00,0.00,0.00,0.00,0.00,4622.26,15946.74,0.00,0.00,-13359.17,-37073.51,-,0.00,0.00,0.00,-29.62,0.13,-21.93,0.00,0.00,0.00,0.35,0.92,0.19,0,00:00:00:05,,Blink,tom4-1-recording.avi
157922973,SMP,1,45.00,43.00,1.82,44.00,46.00,1.84,560.69,463.63,515.27,451.26,648.38,729.59,-,30.33,-0.46,-19.82,-29.62,0.13,-21.93,0.09,-0.14,0.99,0.01,-0.37,0.93,0,00:00:00:06,,Blink,tom4-1-recording.avi
157956237,SMP,1,126.00,102.00,4.42,126.00,100.00,4.46,626.82,452.89,614.69,526.60,686.59,580.63,-,30.33,-0.46,-19.82,-29.63,0.14,-21.95,0.00,-0.20,0.98,-0.02,-0.25,0.97,0,00:00:00:06,,Blink,tom4-1-recording.avi
157989410,SMP,1,127.00,102.00,4.44,126.00,100.00,4.40,627.18,456.10,613.26,533.07,688.61,582.81,-,30.33,-0.46,-19.82,-29.63,0.14,-21.95,0.00,-0.21,0.98,-0.02,-0.25,0.97,0,00:00:00:07,,Blink,tom4-1-recording.avi
