## [BeGaze]
## Converted from:	E:\SMI-A\Quick Run\tom9b-[28b773ea-abe1-4f69-9bc9-668f83eef4b6]\tom9b-5-unified.smi
## Date:	01.01.0001 00:00:00
## Version:	BeGaze 3.5.101
## IDF Version:	10
## Sample Rate:	30
## Separator Type:	Trial
## Trial Count:	1
## Uses Plane File:	False
## Stimulus:	tom9b-5-recording.avi
## Number of Samples:	2863
## Reversed:	none
## [Run]
## Subject:	tom9b
## Description:	Run11
## [Calibration]
## Calibration Area:	1280	960
## [Geometry]
## Stimulus Dimension [mm]:	1280	960
## Head Distance [mm]:	1450
## [Hardware Setup]
## System ID:	
## Operating System :	
## IView X Version:	
## [Filter Settings]
## Heuristics:	False
## Heuristics Stage:	0
## Bilateral:	False
## Gaze Cursor Filter:	False
## Saccade Length [px]:	0
## Filter Depth [ms]:	0
## Format:	LEFT, RIGHT, DIAMETER, POR, AOI, EYEPOSITION, GAZEVECTOR, TRIGGER, FRAMECOUNTER
##
Time,Type,Trial,L Dia X [px],L Dia Y [px],L Pupil Diameter [mm],R Dia X [px],R Dia Y [px],R Pupil Diameter [mm],B POR X [px],B POR Y [px],L POR X [px],L POR Y [px],R POR X [px],R POR Y [px],B AOI Hit,L EPOS X,L EPOS Y,L EPOS Z,R EPOS X,R EPOS Y,R EPOS Z,L GVEC X,L GVEC Y,L GVEC Z,R GVEC X,R GVEC Y,R GVEC Z,Trigger,Frame,Aux1,B Event Info,Stimulus
1451169250,SMP,1,126.00,118.00,4.00,122.00,124.00,4.00,309.41,1086.49,624.99,860.92,209.59,921.21,-,31.15,1.58,-22.19,-31.60,2.70,-24.30,-0.01,-0.47,0.89,0.35,-0.48,0.81,0,00:00:00:00,,Blink,tom9b-5-recording.avi
1451202636,SMP,1,129.00,118.00,5.16,128.00,124.00,5.92,294.54,930.01,600.23,852.39,234.31,670.71,-,30.81,1.25,-21.53,-30.65,1.62,-22.70,0.01,-0.46,0.89,0.34,-0.30,0.89,0,00:00:00:01,,Blink,tom9b-5-recording.avi
1451235748,SMP,1,128.00,117.00,4.92,126.00,122.00,5.86,304.76,733.71,464.03,758.66,300.50,640.21,-,30.62,1.04,-21.17,-30.25,1.28,-22.23,0.13,-0.39,0.91,0.30,-0.28,0.91,0,00:00:00:01,,Blink,tom9b-5-recording.avi
1451269104,SMP,1,121.00,124.00,4.74,124.00,122.00,4.92,548.42,733.27,606.06,728.08,531.04,777.81,-,30.62,1.04,-21.17,-30.25,1.28,-22.23,0.01,-0.37,0.93,0.11,-0.40,0.91,0,00:00:00:02,,Blink,tom9b-5-recording.avi
1451302337,SMP,1,47.00,57.00,0.00,94.00,114.00,4.40,817.38,629.45,0.00,0.00,885.22,739.37,-,0.00,0.00,0.00,-30.25,1.28,-22.23,0.00,0.00,0.00,-0.19,-0.37,0.91,0,00:00:00:03,,Blink,tom9b-5-recording.avi
1451335632,SMP,1,109.00,115.00,5.00,112.00,114.00,4.46,1341.75,729.09,1280.94,555.81,1072.12,771.17,-,30.62,1.04,-21.17,-30.25,1.28,-22.23,-0.50,-0.20,0.85,-0.33,-0.38,0.87,0,00:00:00:04,,Blink,tom9b-5-recording.avi
1451368927,SMP,1,108.00,117.00,5.04,112.00,116.00,4.48,1366.89,743.47,1301.02,567.76,1087.89,781.02,-,30.62,1.04,-21.17,-30.25,1.28,-22.23,-0.51,-0.20,0.84,-0.34,-0.38,0.86,0,00:00:00:04,,Blink,tom9b-5-recording.avi
1451402130,SMP,1,107.00,118.00,5.22,112.00,116.00,4.54,1285.73,727.71,1227.52,581.51,1079.94,787.76,-,30.62,1.04,-21.17,-30.25,1.28,-22.23,-0.47,-0.22,0.86,-0.33,-0.39,0.86,0,00:00:00:05,,Blink,tom9b-5-recording.avi
1451435363,SMP,1,116.00,122.00,5.42,114.00,118.00,4.54,1250.66,670.99,1192.02,593.29,1132.42,757.96,-,30.62,1.04,-21.17,-29.92,0.81,-21.94,-0.44,-0.23,0.87,-0.37,-0.36,0.86,0,00:00:00:06,,Blink,tom9b-5-recording.avi
1451468627,SMP,1,117.00,122.00,5.42,116.00,120.00,4.64,1209.76,635.70,1162.55,603.46,1133.54,728.50,-,30.62,1.04,-21.17,-29.76,0.55,-21.84,-0.42,-0.24,0.87,-0.37,-0.34,0.86,0,00:00:00:07,,Blink,tom9b-5-recording.avi
