## [BeGaze]
## Converted from:	E:\SMI-A\Quick Run\tom6-[5e49a753-6d7f-4b4e-b379-bb17a711c74a]\tom6-1-unified.smi
## Date:	01.01.0001 00:00:00
## Version:	BeGaze 3.5.101
## IDF Version:	10
## Sample Rate:	30
## Separator Type:	Trial
## Trial Count:	1
## Uses Plane File:	False
## Stimulus:	tom6-1-recording.avi
## Number of Samples:	2700
## Reversed:	none
## [Run]
## Subject:	tom6
## Description:	Run7
## [Calibration]
## Calibration Area:	1280	960
## [Geometry]
## Stimulus Dimension [mm]:	1280	960
## Head Distance [mm]:	1450
## [Hardware Setup]
## System ID:	
## Operating System :	
## IView X Version:	
## [Filter Settings]
## Heuristics:	False
## Heuristics Stage:	0
## Bilateral:	False
## Gaze Cursor Filter:	False
## Saccade Length [px]:	0
## Filter Depth [ms]:	0
## Format:	LEFT, RIGHT, DIAMETER, POR, AOI, EYEPOSITION, GAZEVECTOR, TRIGGER, FRAMECOUNTER
##
Time,Type,Trial,L Dia X [px],L Dia Y [px],L Pupil Diameter [mm],R Dia X [px],R Dia Y [px],R Pupil Diameter [mm],B POR X [px],B POR Y [px],L POR X [px],L POR Y [px],R POR X [px],R POR Y [px],B AOI Hit,L EPOS X,L EPOS Y,L EPOS Z,R EPOS X,R EPOS Y,R EPOS Z,L GVEC X,L GVEC Y,L GVEC Z,R GVEC X,R GVEC Y,R GVEC Z,Trigger,Frame,Aux1,B Event Info,Stimulus
147066009,SMP,1,0.00,0.00,0.00,0.00,0.00,0.00,NaN,NaN,0.00,0.00,0.00,0.00,-,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,00:00:00:00,,Blink,tom6-1-recording.avi
147099273,SMP,1,90.00,114.00,4.84,92.00,116.00,4.96,579.78,1009.65,458.56,1242.21,753.61,809.14,-,31.60,2.70,-24.30,-31.60,2.70,-24.30,-0.12,0.68,-0.72,-0.08,-0.43,0.90,0,00:00:00:01,,Blink,tom6-1-recording.avi
147132537,SMP,1,109.00,125.00,6.64,102.00,120.00,4.50,1939.49,824.35,2817.50,1011.26,1015.45,984.07,-,31.60,2.70,-24.30,-31.60,2.70,-24.30,-0.86,-0.28,0.42,-0.27,-0.53,0.81,0,00:00:00:02,,Blink,tom6-1-recording.avi
147165740,SMP,1,51.00,57.00,0.00,102.00,114.00,4.48,1183.43,953.25,1203.69,898.49,1057.69,1008.77,-,31.60,2.70,-24.30,-31.60,2.70,-24.30,-0.43,-0.44,0.79,-0.30,-0.53,0.79,0,00:00:00:02,,Blink,tom6-1-recording.avi
147199127,SMP,1,114.00,126.00,6.90,108.00,120.00,4.58,1115.83,927.66,1150.90,882.40,997.48,975.37,-,31.60,2.70,-24.30,-31.60,2.70,-24.30,-0.40,-0.44,0.80,-0.26,-0.52,0.81,0,00:00:00:03,,Blink,tom6-1-recording.avi
147232360,SMP,1,51.00,62.00,0.00,102.00,124.00,4.68,1212.24,973.04,1227.30,914.47,1081.27,1028.58,-,31.60,2.70,-24.30,-31.60,2.70,-24.30,-0.44,-0.45,0.78,-0.31,-0.54,0.78,0,00:00:00:04,,Blink,tom6-1-recording.avi
147265686,SMP,1,105.00,125.00,6.90,100.00,122.00,4.66,1249.59,1008.77,1259.18,903.17,1075.52,1049.41,-,31.60,2.70,-24.30,-31.60,2.70,-24.30,-0.46,-0.44,0.77,-0.31,-0.56,0.77,0,00:00:00:05,,Blink,tom6-1-recording.avi
147298950,SMP,1,108.00,124.00,7.06,104.00,118.00,4.44,1619.63,1583.12,1572.18,1285.55,1024.10,1061.53,-,31.60,2.70,-24.30,-31.60,2.70,-24.30,-0.56,-0.58,0.59,-0.27,-0.57,0.78,0,00:00:00:06,,Blink,tom6-1-recording.avi
147332122,SMP,1,95.00,101.00,6.68,100.00,112.00,4.42,1271.31,1009.22,1272.41,905.60,1103.01,1058.23,-,31.60,2.70,-24.30,-31.60,2.70,-24.30,-0.47,-0.44,0.77,-0.32,-0.56,0.76,0,00:00:00:06,,Blink,tom6-1-recording.avi
147365509,SMP,1,105.00,123.00,7.10,100.00,118.00,4.42,1203.82,1025.31,1205.78,897.35,1049.47,1081.88,-,31.60,2.70,-24.30,-31.60,2.70,-24.30,-0.43,-0.44,0.79,-0.29,-0.58,0.76,0,00:00:00:07,,Blink,tom6-1-recording.avi
