## [BeGaze]
## Converted from:	E:\SMI-A\Quick Run\tom7-[fd7eddf1-a594-43e1-8201-3abeaea5eabb]\tom7-2-unified.smi
## Date:	01.01.0001 00:00:00
## Version:	BeGaze 3.5.101
## IDF Version:	10
## Sample Rate:	30
## Separator Type:	Trial
## Trial Count:	1
## Uses Plane File:	False
## Stimulus:	tom7-2-recording.avi
## Number of Samples:	3474
## Reversed:	none
## [Run]
## Subject:	tom7
## Description:	Run8
## [Calibration]
## Calibration Area:	1280	960
## [Geometry]
## Stimulus Dimension [mm]:	1280	960
## Head Distance [mm]:	1450
## [Hardware Setup]
## System ID:	
## Operating System :	
## IView X Version:	
## [Filter Settings]
## Heuristics:	False
## Heuristics Stage:	0
## Bilateral:	False
## Gaze Cursor Filter:	False
## Saccade Length [px]:	0
## Filter Depth [ms]:	0
## Format:	LEFT, RIGHT, DIAMETER, POR, AOI, EYEPOSITION, GAZEVECTOR, TRIGGER, FRAMECOUNTER
##
Time,Type,Trial,L Dia X [px],L Dia Y [px],L Pupil Diameter [mm],R Dia X [px],R Dia Y [px],R Pupil Diameter [mm],B POR X [px],B POR Y [px],L POR X [px],L POR Y [px],R POR X [px],R POR Y [px],B AOI Hit,L EPOS X,L EPOS Y,L EPOS Z,R EPOS X,R EPOS Y,R EPOS Z,L GVEC X,L GVEC Y,L GVEC Z,R GVEC X,R GVEC Y,R GVEC Z,Trigger,Frame,Aux1,B Event Info,Stimulus
336503570,SMP,1,126.00,108.00,4.00,126.00,98.00,4.00,590.23,1015.87,837.39,824.10,409.80,894.27,-,30.86,1.74,-22.16,-31.60,2.70,-24.30,-0.18,-0.43,0.88,0.20,-0.48,0.85,0,00:00:00:00,,-,tom7-2-recording.avi
336536743,SMP,1,127.00,109.00,4.24,128.00,104.00,4.50,552.57,995.55,773.72,864.76,415.49,896.32,-,30.60,1.28,-21.36,-31.60,2.70,-24.30,-0.13,-0.46,0.88,0.20,-0.48,0.85,0,00:00:00:00,,Saccade,tom7-2-recording.avi
336570007,SMP,1,126.00,110.00,5.12,130.00,108.00,5.14,645.28,750.74,794.52,673.59,528.73,766.24,-,30.49,1.01,-20.92,-31.60,2.70,-24.30,-0.15,-0.32,0.94,0.11,-0.39,0.91,0,00:00:00:01,,Saccade,tom7-2-recording.avi
336603240,SMP,1,127.00,104.00,5.10,132.00,92.00,5.10,653.44,695.48,758.42,729.12,584.70,680.07,-,30.46,0.84,-20.64,-30.81,1.85,-23.00,-0.12,-0.37,0.92,0.06,-0.33,0.94,0,00:00:00:02,,Fixation,tom7-2-recording.avi
336636627,SMP,1,126.00,111.00,4.94,128.00,106.00,5.24,695.49,690.92,750.68,759.27,666.77,698.50,-,30.42,0.72,-20.47,-30.43,1.56,-22.60,-0.11,-0.39,0.91,-0.01,-0.34,0.94,0,00:00:00:03,,Fixation,tom7-2-recording.avi
336669921,SMP,1,127.00,114.00,4.80,130.00,108.00,4.98,705.99,725.75,747.47,779.86,690.06,779.07,-,30.40,0.63,-20.35,-30.21,1.41,-22.39,-0.11,-0.40,0.91,-0.03,-0.41,0.91,0,00:00:00:04,,Fixation,tom7-2-recording.avi
336703124,SMP,1,124.00,112.00,4.74,128.00,110.00,4.94,723.77,780.12,758.63,854.07,711.36,798.82,-,30.38,0.60,-20.27,-30.06,1.35,-22.25,-0.12,-0.46,0.88,-0.04,-0.42,0.91,0,00:00:00:04,,Blink,tom7-2-recording.avi
336736358,SMP,1,128.00,110.00,4.56,128.00,110.00,4.88,727.95,738.66,754.96,797.26,723.97,808.65,-,30.35,0.57,-20.22,-29.95,1.30,-22.16,-0.12,-0.42,0.90,-0.05,-0.43,0.90,0,00:00:00:05,,Blink,tom7-2-recording.avi
336769622,SMP,1,128.00,103.00,4.18,128.00,110.00,4.86,748.79,743.87,783.31,787.60,731.23,811.80,-,30.36,0.52,-20.16,-29.88,1.25,-22.11,-0.14,-0.41,0.90,-0.06,-0.43,0.90,0,00:00:00:06,,Blink,tom7-2-recording.avi
336803009,SMP,1,130.00,112.00,4.72,128.00,106.00,4.78,729.67,749.09,745.53,819.05,738.66,825.98,-,30.34,0.48,-20.13,-29.80,1.22,-22.08,-0.11,-0.43,0.90,-0.07,-0.44,0.90,0,00:00:00:07,,Blink,tom7-2-recording.avi
