## [BeGaze]
## Converted from:	D:\Recorded Data\Experiment Data\EyeTrackMocapTest1\T-[82df3710-777d-459f-badf-b2f5e417ba82]\T-1-recording.idf
## Date:	23.12.2015 15:53:50
## Version:	BeGaze 3.5.101
## IDF Version:	10
## Sample Rate:	30
## Separator Type:	Trial
## Trial Count:	1
## Uses Plane File:	False
## Stimulus:	t-1-recording.avi
## Number of Samples:	602
## Reversed:	none
## [Run]
## Subject:	T
## Description:	Run1
## [Calibration]
## Calibration Area:	1280	960
## [Geometry]
## Stimulus Dimension [mm]:	1280	960
## Head Distance [mm]:	1450
## [Hardware Setup]
## System ID:	
## Operating System :	
## IView X Version:	
## [Filter Settings]
## Heuristics:	False
## Heuristics Stage:	0
## Bilateral:	False
## Gaze Cursor Filter:	False
## Saccade Length [px]:	0
## Filter Depth [ms]:	0
## Format:	LEFT, RIGHT, DIAMETER, POR, AOI, EYEPOSITION, GAZEVECTOR, TRIGGER, FRAMECOUNTER
##
Time,Type,Trial,L Dia X [px],L Dia Y [px],L Pupil Diameter [mm],R Dia X [px],R Dia Y [px],R Pupil Diameter [mm],B POR X [px],B POR Y [px],L POR X [px],L POR Y [px],R POR X [px],R POR Y [px],B AOI Hit,L EPOS X,L EPOS Y,L EPOS Z,R EPOS X,R EPOS Y,R EPOS Z,L GVEC X,L GVEC Y,L GVEC Z,R GVEC X,R GVEC Y,R GVEC Z,Trigger,Frame,Aux1,B Event Info,Stimulus
657319109,SMP,1,123.00,81.00,4.60,116.00,83.00,4.44,737.15,302.95,732.25,179.43,762.72,348.75,-,31.05,-0.18,-18.41,-27.95,-0.09,-24.17,-0.09,-0.02,1.00,-0.08,0.00,1.00,0,00:00:00:00,,Fixation,t-1-recording.avi
657352260,SMP,1,123.50,81.00,4.62,117.00,83.00,4.46,746.66,308.76,740.99,183.34,774.68,354.29,-,31.05,-0.18,-18.41,-27.95,-0.09,-24.17,-0.10,-0.03,0.99,-0.09,0.00,1.00,0,00:00:00:00,,Fixation,t-1-recording.avi
657385575,SMP,1,122.00,81.50,4.46,116.00,85.00,4.52,763.57,303.91,761.82,166.50,789.13,358.67,-,31.05,-0.18,-18.41,-27.95,-0.09,-24.16,-0.12,-0.02,0.99,-0.10,0.00,1.00,0,00:00:00:01,,Fixation,t-1-recording.avi
657419069,SMP,1,123.50,82.00,4.46,118.00,86.00,4.56,780.63,304.46,777.29,160.90,809.79,363.51,-,31.05,-0.18,-18.41,-27.95,-0.09,-24.16,-0.13,-0.02,0.99,-0.11,-0.01,0.99,0,00:00:00:02,,Fixation,t-1-recording.avi
657451862,SMP,1,124.00,83.00,4.76,117.00,86.00,4.50,795.65,321.92,790.70,188.49,830.72,367.73,-,31.05,-0.18,-18.41,-27.95,-0.09,-24.16,-0.14,-0.04,0.99,-0.13,-0.01,0.99,0,00:00:00:03,,Fixation,t-1-recording.avi
657485164,SMP,1,122.00,82.00,4.74,115.00,86.00,4.46,821.52,324.12,818.25,189.37,858.94,368.54,-,31.05,-0.18,-18.41,-27.95,-0.09,-24.16,-0.16,-0.05,0.99,-0.15,-0.01,0.99,0,00:00:00:03,,Fixation,t-1-recording.avi
657518839,SMP,1,121.50,82.00,4.70,116.00,87.00,4.54,854.59,322.08,853.00,178.16,894.65,372.19,-,31.05,-0.18,-18.41,-27.95,-0.09,-24.16,-0.19,-0.04,0.98,-0.18,-0.01,0.98,0,00:00:00:04,,Blink,t-1-recording.avi
657551954,SMP,1,120.00,83.50,4.74,115.00,90.00,4.56,894.14,325.36,898.82,178.21,934.61,373.37,-,31.05,-0.18,-18.41,-27.95,-0.09,-24.16,-0.22,-0.05,0.97,-0.21,-0.01,0.98,0,00:00:00:05,,Blink,t-1-recording.avi
657585427,SMP,1,117.50,85.00,4.62,111.00,90.00,4.44,951.64,327.46,964.56,163.88,992.92,382.86,-,31.05,-0.18,-18.41,-27.95,-0.09,-24.16,-0.26,-0.05,0.96,-0.25,-0.01,0.97,0,00:00:00:06,,Blink,t-1-recording.avi
657619111,SMP,1,115.50,86.00,4.62,109.00,91.00,4.44,1005.20,339.75,1027.47,166.88,1047.59,394.08,-,31.05,-0.18,-18.41,-27.95,-0.09,-24.16,-0.31,-0.06,0.95,-0.29,-0.02,0.96,0,00:00:00:07,,Blink,t-1-recording.avi
