## [BeGaze]
## Converted from:	E:\SMI-A\Quick Run\tom5-[5e5c9794-81cd-4bb4-8613-412d8c30a7c7]\tom5-2-unified.smi
## Date:	01.01.0001 00:00:00
## Version:	BeGaze 3.5.101
## IDF Version:	10
## Sample Rate:	30
## Separator Type:	Trial
## Trial Count:	1
## Uses Plane File:	False
## Stimulus:	tom5-2-recording.avi
## Number of Samples:	2144
## Reversed:	none
## [Run]
## Subject:	tom5
## Description:	Run5
## [Calibration]
## Calibration Area:	1280	960
## [Geometry]
## Stimulus Dimension [mm]:	1280	960
## Head Distance [mm]:	1450
## [Hardware Setup]
## System ID:	
## Operating System :	
## IView X Version:	
## [Filter Settings]
## Heuristics:	False
## Heuristics Stage:	0
## Bilateral:	False
## Gaze Cursor Filter:	False
## Saccade Length [px]:	0
## Filter Depth [ms]:	0
## Format:	LEFT, RIGHT, DIAMETER, POR, AOI, EYEPOSITION, GAZEVECTOR, TRIGGER, FRAMECOUNTER
##
Time,Type,Trial,L Dia X [px],L Dia Y [px],L Pupil Diameter [mm],R Dia X [px],R Dia Y [px],R Pupil Diameter [mm],B POR X [px],B POR Y [px],L POR X [px],L POR Y [px],R POR X [px],R POR Y [px],B AOI Hit,L EPOS X,L EPOS Y,L EPOS Z,R EPOS X,R EPOS Y,R EPOS Z,L GVEC X,L GVEC Y,L GVEC Z,R GVEC X,R GVEC Y,R GVEC Z,Trigger,Frame,Aux1,B Event Info,Stimulus
646874755,SMP,1,129.00,134.00,4.86,128.00,128.00,4.82,244.12,790.86,229.66,892.49,316.00,860.13,-,30.16,0.11,-20.48,-29.46,0.16,-21.28,0.30,-0.46,0.83,0.27,-0.45,0.85,0,00:00:00:19,,Saccade,tom5-2-recording.avi
646907989,SMP,1,111.00,133.00,4.74,118.00,126.00,4.56,272.96,835.34,329.84,891.06,305.39,865.25,-,30.16,0.11,-20.48,-29.46,0.16,-21.28,0.23,-0.47,0.85,0.28,-0.45,0.85,0,00:00:00:20,,Saccade,tom5-2-recording.avi
646941253,SMP,1,109.00,132.00,4.84,114.00,126.00,4.38,278.44,853.73,360.80,886.06,296.67,873.35,-,30.16,0.11,-20.48,-29.46,0.16,-21.28,0.21,-0.47,0.86,0.29,-0.45,0.84,0,00:00:00:21,,Saccade,tom5-2-recording.avi
646974517,SMP,1,118.00,131.00,4.78,114.00,126.00,4.34,246.87,801.09,248.25,889.38,305.60,876.79,-,30.16,0.11,-20.48,-29.46,0.16,-21.28,0.29,-0.46,0.84,0.28,-0.46,0.84,0,00:00:00:22,,Saccade,tom5-2-recording.avi
647007904,SMP,1,123.00,131.00,4.80,120.00,126.00,4.60,254.78,784.77,242.69,883.03,321.09,861.29,-,30.13,0.05,-20.45,-29.46,0.16,-21.28,0.30,-0.46,0.84,0.27,-0.45,0.85,0,00:00:00:23,,Fixation,tom5-2-recording.avi
647041137,SMP,1,123.00,130.00,4.82,120.00,124.00,4.34,250.40,783.91,243.12,875.25,311.89,867.84,-,30.09,0.03,-20.44,-29.46,0.16,-21.28,0.30,-0.45,0.84,0.28,-0.45,0.85,0,00:00:00:23,,Fixation,tom5-2-recording.avi
647074371,SMP,1,125.00,130.00,4.82,124.00,124.00,4.62,268.62,770.29,242.03,875.10,341.55,854.05,-,30.06,0.02,-20.43,-29.46,0.16,-21.28,0.30,-0.45,0.84,0.26,-0.45,0.86,0,00:00:01:00,,Fixation,tom5-2-recording.avi
647107635,SMP,1,124.00,129.00,4.80,122.00,124.00,4.60,267.46,768.01,241.50,872.55,340.58,850.26,-,30.03,-0.01,-20.41,-29.46,0.16,-21.28,0.30,-0.45,0.84,0.26,-0.44,0.86,0,00:00:01:01,,Blink,tom5-2-recording.avi
647140899,SMP,1,123.00,127.00,4.70,122.00,122.00,4.58,266.50,765.42,240.00,870.19,340.69,846.18,-,30.01,-0.04,-20.39,-29.45,0.12,-21.24,0.30,-0.45,0.84,0.26,-0.44,0.86,0,00:00:01:02,,Blink,tom5-2-recording.avi
647174255,SMP,1,123.00,127.00,4.66,124.00,122.00,4.50,266.19,764.25,238.59,869.36,340.18,847.59,-,29.99,-0.06,-20.37,-29.45,0.12,-21.24,0.30,-0.45,0.84,0.26,-0.44,0.86,0,00:00:01:03,,Blink,tom5-2-recording.avi
647207519,SMP,1,116.00,127.00,4.64,122.00,122.00,4.52,271.83,765.58,239.23,872.33,349.86,848.29,-,29.99,-0.06,-20.37,-29.45,0.12,-21.24,0.30,-0.45,0.84,0.25,-0.44,0.86,0,00:00:01:03,,Blink,tom5-2-recording.avi
647240753,SMP,1,0.00,0.00,0.00,0.00,0.00,0.00,-2241.20,1996.76,-3158.19,2128.26,0.00,0.00,-,29.99,-0.06,-20.37,0.00,0.00,0.00,-0.89,0.42,-0.19,0.00,0.00,0.00,0,00:00:01:04,,Blink,tom5-2-recording.avi
647274108,SMP,1,30.00,43.00,2.56,0.00,0.00,0.00,1412.10,860.57,1342.59,948.50,0.00,0.00,-,29.99,-0.06,-20.37,0.00,0.00,0.00,-0.50,-0.45,0.74,0.00,0.00,0.00,0,00:00:01:05,,Blink,tom5-2-recording.avi
647307281,SMP,1,0.00,0.00,0.00,0.00,0.00,0.00,925.94,236.17,847.41,158.11,0.00,0.00,-,29.99,-0.06,-20.37,0.00,0.00,0.00,0.19,-0.11,-0.98,0.00,0.00,0.00,0,00:00:01:06,,Blink,tom5-2-recording.avi
647340850,SMP,1,103.00,98.00,4.22,96.00,92.00,3.92,174.46,499.92,170.67,597.29,247.63,572.22,-,29.99,-0.06,-20.37,-29.45,0.12,-21.24,0.36,-0.24,0.90,0.34,-0.23,0.91,0,00:00:01:06,,Blink,tom5-2-recording.avi
647373901,SMP,1,113.00,104.00,4.38,114.00,100.00,4.38,192.23,488.53,164.64,591.42,280.98,562.59,-,29.99,-0.06,-20.37,-29.45,0.12,-21.24,0.36,-0.24,0.90,0.31,-0.22,0.92,0,00:00:01:07,,Blink,tom5-2-recording.avi
647407135,SMP,1,101.00,105.00,4.36,90.00,102.00,4.28,189.61,502.76,161.79,593.65,299.79,560.78,-,29.99,-0.06,-20.37,-29.45,0.12,-21.24,0.37,-0.24,0.90,0.30,-0.22,0.93,0,00:00:01:08,,Blink,tom5-2-recording.avi
647440521,SMP,1,113.00,103.00,4.28,116.00,100.00,4.44,184.33,495.73,159.71,596.12,280.80,559.72,-,29.99,-0.06,-20.37,-29.45,0.12,-21.24,0.37,-0.24,0.90,0.31,-0.22,0.92,0,00:00:01:09,,Blink,tom5-2-recording.avi
647473632,SMP,1,109.00,102.00,4.28,106.00,98.00,4.28,177.08,507.45,154.51,596.03,291.42,558.57,-,29.99,-0.06,-20.37,-29.45,0.12,-21.24,0.37,-0.24,0.90,0.30,-0.22,0.93,0,00:00:01:10,,Blink,tom5-2-recording.avi
647506988,SMP,1,111.00,102.00,4.24,112.00,98.00,4.36,172.91,497.08,151.28,597.29,270.72,558.15,-,29.99,-0.06,-20.37,-29.45,0.12,-21.24,0.37,-0.24,0.90,0.32,-0.22,0.92,0,00:00:01:10,,-,tom5-2-recording.avi
647540405,SMP,1,98.00,103.00,4.20,90.00,100.00,4.20,46.77,636.32,143.67,598.52,296.24,554.96,-,30.00,-0.07,-20.36,-29.45,0.12,-21.24,0.38,-0.24,0.89,0.30,-0.21,0.93,0,00:00:01:11,,Saccade,tom5-2-recording.avi
647573516,SMP,1,99.00,103.00,4.20,90.00,100.00,4.20,209.36,463.84,141.57,599.97,298.67,554.78,-,30.01,-0.07,-20.34,-29.45,0.12,-21.24,0.38,-0.24,0.89,0.30,-0.21,0.93,0,00:00:01:12,,Saccade,tom5-2-recording.avi
647606750,SMP,1,109.00,102.00,4.16,116.00,98.00,4.38,158.99,507.86,139.25,602.83,267.55,560.69,-,30.02,-0.08,-20.32,-29.45,0.12,-21.24,0.38,-0.25,0.89,0.32,-0.22,0.92,0,00:00:01:13,,Fixation,tom5-2-recording.avi
647640014,SMP,1,109.00,102.00,4.16,110.00,100.00,4.36,140.45,533.58,135.78,606.82,275.56,560.36,-,30.03,-0.10,-20.30,-29.45,0.12,-21.24,0.38,-0.25,0.89,0.32,-0.22,0.92,0,00:00:01:13,,Fixation,tom5-2-recording.avi
647673370,SMP,1,109.00,103.00,4.14,110.00,100.00,4.36,150.73,524.87,139.04,607.34,275.01,561.71,-,30.04,-0.11,-20.27,-29.45,0.12,-21.24,0.38,-0.25,0.89,0.32,-0.22,0.92,0,00:00:01:14,,Fixation,tom5-2-recording.avi
647706634,SMP,1,100.00,104.00,4.16,92.00,102.00,4.22,133.81,555.04,144.14,606.24,289.33,561.01,-,30.05,-0.13,-20.25,-29.45,0.12,-21.24,0.38,-0.25,0.89,0.31,-0.22,0.93,0,00:00:01:15,,Fixation,tom5-2-recording.avi
647739898,SMP,1,106.00,103.00,4.16,104.00,100.00,4.22,158.67,524.88,146.26,607.32,281.71,561.86,-,30.05,-0.14,-20.23,-29.40,0.10,-21.21,0.38,-0.25,0.89,0.31,-0.22,0.92,0,00:00:01:16,,Fixation,tom5-2-recording.avi
647773162,SMP,1,107.00,104.00,4.18,106.00,102.00,4.22,145.71,549.08,147.87,612.22,288.79,564.11,-,30.05,-0.16,-20.22,-29.36,0.09,-21.19,0.38,-0.25,0.89,0.31,-0.22,0.93,0,00:00:01:17,,Fixation,tom5-2-recording.avi
647806488,SMP,1,107.00,104.00,4.18,106.00,102.00,4.26,134.33,565.60,148.55,612.46,293.09,565.18,-,30.05,-0.17,-20.20,-29.33,0.08,-21.17,0.38,-0.25,0.89,0.30,-0.22,0.93,0,00:00:01:18,,Fixation,tom5-2-recording.avi
647839752,SMP,1,106.00,104.00,4.18,104.00,102.00,4.24,123.97,581.80,149.63,612.05,297.51,568.12,-,30.05,-0.18,-20.19,-29.30,0.07,-21.15,0.38,-0.25,0.89,0.30,-0.23,0.93,0,00:00:01:18,,Saccade,tom5-2-recording.avi
647872985,SMP,1,107.00,104.00,4.18,106.00,102.00,4.22,-18.49,721.19,148.87,615.35,301.80,568.47,-,30.05,-0.19,-20.17,-29.27,0.06,-21.13,0.38,-0.26,0.89,0.30,-0.23,0.93,0,00:00:01:19,,Saccade,tom5-2-recording.avi
647906250,SMP,1,107.00,104.00,4.18,106.00,102.00,4.20,217.48,478.77,147.75,614.61,308.44,570.12,-,30.05,-0.20,-20.16,-29.24,0.05,-21.11,0.38,-0.25,0.89,0.29,-0.23,0.93,0,00:00:01:20,,Saccade,tom5-2-recording.avi
647939544,SMP,1,107.00,104.00,4.18,106.00,102.00,4.22,221.36,478.53,150.08,614.42,313.69,569.66,-,30.05,-0.20,-20.15,-29.22,0.04,-21.10,0.37,-0.25,0.89,0.29,-0.23,0.93,0,00:00:01:21,,Fixation,tom5-2-recording.avi
647972869,SMP,1,102.00,102.00,3.96,106.00,100.00,4.20,213.23,485.34,130.86,628.90,316.26,569.88,-,30.05,-0.22,-20.14,-29.20,0.03,-21.09,0.39,-0.26,0.88,0.29,-0.23,0.93,0,00:00:01:22,,Fixation,tom5-2-recording.avi
648006134,SMP,1,106.00,103.00,4.16,106.00,100.00,4.20,223.85,480.67,149.95,615.49,318.59,572.83,-,30.05,-0.23,-20.13,-29.18,0.03,-21.07,0.37,-0.26,0.89,0.28,-0.23,0.93,0,00:00:01:23,,Fixation,tom5-2-recording.avi
648039398,SMP,1,108.00,103.00,4.18,104.00,100.00,4.16,234.12,491.22,161.42,625.13,327.60,584.13,-,30.05,-0.25,-20.12,-29.16,0.02,-21.06,0.37,-0.26,0.89,0.28,-0.24,0.93,0,00:00:01:23,,Saccade,tom5-2-recording.avi
648072662,SMP,1,113.00,106.00,4.20,116.00,104.00,4.26,190.01,562.45,167.40,641.66,309.03,607.15,-,30.06,-0.29,-20.10,-29.15,0.01,-21.05,0.36,-0.28,0.89,0.29,-0.26,0.92,0,00:00:02:00,,Saccade,tom5-2-recording.avi
648105865,SMP,1,113.00,107.00,4.20,116.00,104.00,4.26,186.76,566.94,165.82,639.31,311.48,608.56,-,30.06,-0.33,-20.08,-29.14,0.00,-21.05,0.36,-0.28,0.89,0.29,-0.26,0.92,0,00:00:02:01,,Fixation,tom5-2-recording.avi
648139282,SMP,1,113.00,105.00,4.20,116.00,102.00,4.24,194.94,560.52,168.04,639.40,313.09,611.15,-,30.06,-0.37,-20.07,-29.13,-0.01,-21.04,0.36,-0.28,0.89,0.29,-0.26,0.92,0,00:00:02:02,,Fixation,tom5-2-recording.avi
648172668,SMP,1,113.00,105.00,4.20,116.00,102.00,4.24,208.97,542.97,169.84,636.67,312.44,614.91,-,30.07,-0.40,-20.06,-29.13,-0.01,-21.04,0.36,-0.27,0.89,0.29,-0.26,0.92,0,00:00:02:02,,Saccade,tom5-2-recording.avi
648205749,SMP,1,112.00,105.00,4.20,114.00,102.00,4.22,195.98,565.46,170.21,638.63,318.01,613.70,-,30.07,-0.42,-20.04,-29.12,-0.02,-21.03,0.36,-0.28,0.89,0.28,-0.26,0.92,0,00:00:02:03,,Saccade,tom5-2-recording.avi
648239013,SMP,1,112.00,105.00,4.20,114.00,102.00,4.22,209.47,544.67,170.98,633.76,317.00,613.97,-,30.07,-0.45,-20.03,-29.12,-0.02,-21.03,0.36,-0.27,0.89,0.28,-0.26,0.92,0,00:00:02:04,,Saccade,tom5-2-recording.avi
648272460,SMP,1,112.00,105.00,4.18,114.00,102.00,4.22,203.06,554.88,169.15,637.12,316.83,616.17,-,30.07,-0.46,-20.02,-29.12,-0.02,-21.03,0.36,-0.27,0.89,0.28,-0.27,0.92,0,00:00:02:05,,Blink,tom5-2-recording.avi
648305633,SMP,1,112.00,105.00,4.20,114.00,102.00,4.22,211.20,545.09,171.71,635.45,317.37,616.08,-,30.06,-0.48,-20.01,-29.12,-0.02,-21.03,0.36,-0.27,0.89,0.28,-0.26,0.92,0,00:00:02:06,,Blink,tom5-2-recording.avi
648338897,SMP,1,111.00,105.00,4.20,112.00,102.00,4.22,212.51,543.57,171.67,635.03,317.57,616.85,-,30.06,-0.49,-20.01,-29.12,-0.02,-21.03,0.36,-0.27,0.89,0.28,-0.27,0.92,0,00:00:02:06,,Blink,tom5-2-recording.avi
648372161,SMP,1,111.00,106.00,4.20,112.00,102.00,4.22,216.83,538.78,173.68,633.95,318.07,616.72,-,30.06,-0.51,-20.00,-29.12,-0.02,-21.03,0.36,-0.27,0.89,0.28,-0.27,0.92,0,00:00:02:07,,Blink,tom5-2-recording.avi
648405395,SMP,1,55.00,50.00,0.00,110.00,100.00,4.02,319.68,513.35,0.00,0.00,389.80,621.97,-,0.00,0.00,0.00,-29.12,-0.02,-21.03,0.00,0.00,0.00,0.23,-0.27,0.93,0,00:00:02:08,,Blink,tom5-2-recording.avi
648438659,SMP,1,117.00,101.00,4.34,110.00,96.00,3.98,539.38,526.63,494.32,612.82,606.93,642.27,-,30.06,-0.51,-20.00,-29.13,-0.01,-21.08,0.10,-0.27,0.96,0.05,-0.30,0.95,0,00:00:02:09,,Blink,tom5-2-recording.avi
648472015,SMP,1,124.00,102.00,4.32,122.00,98.00,4.16,552.83,520.28,501.03,612.37,625.52,637.86,-,30.05,-0.51,-20.00,-29.14,0.00,-21.11,0.10,-0.27,0.96,0.03,-0.29,0.96,0,00:00:02:09,,Blink,tom5-2-recording.avi
648505249,SMP,1,123.00,103.00,4.36,118.00,98.00,4.16,550.73,515.79,497.75,610.16,624.42,632.49,-,30.05,-0.51,-20.00,-29.15,0.00,-21.13,0.10,-0.27,0.96,0.03,-0.29,0.96,0,00:00:02:10,,Blink,tom5-2-recording.avi
648538513,SMP,1,121.00,103.00,4.38,114.00,98.00,4.10,545.63,517.01,496.27,608.69,616.45,632.39,-,30.04,-0.51,-20.00,-29.17,0.00,-21.15,0.10,-0.27,0.96,0.04,-0.29,0.96,0,00:00:02:11,,Blink,tom5-2-recording.avi
648571746,SMP,1,120.00,103.00,4.38,114.00,98.00,4.16,545.09,511.65,491.31,607.93,619.60,626.95,-,30.04,-0.51,-19.99,-29.18,0.01,-21.16,0.11,-0.27,0.96,0.03,-0.29,0.96,0,00:00:02:12,,Fixation,tom5-2-recording.avi
648604980,SMP,1,124.00,104.00,4.40,122.00,100.00,4.20,544.14,511.03,490.57,608.92,618.79,623.03,-,30.03,-0.51,-19.99,-29.18,0.01,-21.17,0.11,-0.27,0.96,0.04,-0.28,0.96,0,00:00:02:13,,Fixation,tom5-2-recording.avi
648638458,SMP,1,98.00,104.00,4.14,82.00,100.00,4.10,432.80,507.51,367.95,619.54,517.19,615.72,-,30.03,-0.51,-19.99,-29.18,0.01,-21.17,0.21,-0.27,0.94,0.12,-0.27,0.95,0,00:00:02:14,,Saccade,tom5-2-recording.avi
648671630,SMP,1,108.00,105.00,4.14,106.00,100.00,4.16,198.41,561.93,181.63,652.86,303.12,604.55,-,30.03,-0.51,-19.99,-29.18,0.01,-21.17,0.35,-0.29,0.89,0.29,-0.25,0.92,0,00:00:02:14,,Saccade,tom5-2-recording.avi
648704895,SMP,1,110.00,106.00,4.18,108.00,102.00,4.20,192.61,562.98,170.89,650.35,303.10,609.06,-,30.03,-0.51,-19.99,-29.18,0.01,-21.17,0.36,-0.28,0.89,0.29,-0.26,0.92,0,00:00:02:15,,Fixation,tom5-2-recording.avi
648738128,SMP,1,109.00,107.00,4.22,106.00,102.00,4.22,198.50,555.46,173.85,645.68,305.52,606.89,-,30.04,-0.51,-19.99,-29.18,0.01,-21.17,0.36,-0.28,0.89,0.29,-0.26,0.92,0,00:00:02:16,,Fixation,tom5-2-recording.avi
648771514,SMP,1,108.00,107.00,4.22,106.00,104.00,4.22,195.34,550.12,165.95,640.29,303.32,607.83,-,30.04,-0.53,-19.99,-29.18,0.01,-21.17,0.36,-0.28,0.89,0.29,-0.26,0.92,0,00:00:02:17,,Fixation,tom5-2-recording.avi
648804779,SMP,1,109.00,107.00,4.22,106.00,104.00,4.22,201.85,541.48,167.23,638.51,301.73,610.37,-,30.04,-0.53,-19.99,-29.18,0.01,-21.17,0.36,-0.27,0.89,0.30,-0.26,0.92,0,00:00:02:18,,Saccade,tom5-2-recording.avi
648838104,SMP,1,108.00,108.00,4.20,104.00,104.00,4.22,187.84,556.18,162.69,642.94,299.95,607.01,-,30.04,-0.53,-20.00,-29.18,0.01,-21.17,0.37,-0.28,0.89,0.30,-0.26,0.92,0,00:00:02:19,,Saccade,tom5-2-recording.avi
648871276,SMP,1,110.00,108.00,4.22,108.00,104.00,4.24,194.20,548.67,163.17,640.98,300.15,609.79,-,30.04,-0.53,-20.00,-29.18,0.01,-21.17,0.36,-0.28,0.89,0.30,-0.26,0.92,0,00:00:02:19,,Saccade,tom5-2-recording.avi
648904541,SMP,1,111.00,109.00,4.20,112.00,106.00,4.40,117.64,636.19,152.76,644.16,303.16,605.30,-,30.04,-0.54,-20.00,-29.18,0.01,-21.17,0.37,-0.28,0.89,0.29,-0.26,0.92,0,00:00:02:20,,Saccade,tom5-2-recording.avi
648937774,SMP,1,112.00,109.00,4.20,114.00,108.00,4.40,95.32,651.55,143.50,648.66,294.20,606.78,-,30.04,-0.54,-20.00,-29.18,0.01,-21.17,0.38,-0.28,0.88,0.30,-0.26,0.92,0,00:00:02:21,,Fixation,tom5-2-recording.avi
648971130,SMP,1,112.00,110.00,4.20,114.00,108.00,4.40,137.75,606.26,145.45,649.29,293.12,609.56,-,30.04,-0.54,-20.00,-29.18,0.01,-21.17,0.38,-0.28,0.88,0.30,-0.26,0.92,0,00:00:02:22,,Fixation,tom5-2-recording.avi
