## [BeGaze]
## Converted from:	E:\SMI-A\Quick Run\tom5-[5e5c9794-81cd-4bb4-8613-412d8c30a7c7]\tom5-2-unified.smi
## Date:	01.01.0001 00:00:00
## Version:	BeGaze 3.5.101
## IDF Version:	10
## Sample Rate:	30
## Separator Type:	Trial
## Trial Count:	1
## Uses Plane File:	False
## Stimulus:	tom5-2-recording.avi
## Number of Samples:	2144
## Reversed:	none
## [Run]
## Subject:	tom5
## Description:	Run5
## [Calibration]
## Calibration Area:	1280	960
## [Geometry]
## Stimulus Dimension [mm]:	1280	960
## Head Distance [mm]:	1450
## [Hardware Setup]
## System ID:	
## Operating System :	
## IView X Version:	
## [Filter Settings]
## Heuristics:	False
## Heuristics Stage:	0
## Bilateral:	False
## Gaze Cursor Filter:	False
## Saccade Length [px]:	0
## Filter Depth [ms]:	0
## Format:	LEFT, RIGHT, DIAMETER, POR, AOI, EYEPOSITION, GAZEVECTOR, TRIGGER, FRAMECOUNTER
##
Time,Type,Trial,L Dia X [px],L Dia Y [px],L Pupil Diameter [mm],R Dia X [px],R Dia Y [px],R Pupil Diameter [mm],B POR X [px],B POR Y [px],L POR X [px],L POR Y [px],R POR X [px],R POR Y [px],B AOI Hit,L EPOS X,L EPOS Y,L EPOS Z,R EPOS X,R EPOS Y,R EPOS Z,L GVEC X,L GVEC Y,L GVEC Z,R GVEC X,R GVEC Y,R GVEC Z,Trigger,Frame,Aux1,B Event Info,Stimulus
646076019,SMP,1,131.00,115.00,4.00,130.00,116.00,4.00,442.04,920.03,626.00,842.31,363.72,865.98,-,31.21,1.58,-22.29,-30.18,1.15,-22.21,-0.01,-0.45,0.89,0.24,-0.46,0.86,0,00:00:00:00,,Blink,tom5-2-recording.avi
646109375,SMP,1,127.00,116.00,5.50,120.00,116.00,5.94,286.07,502.62,413.10,560.21,288.09,509.67,-,30.90,1.13,-21.59,-29.98,0.98,-21.99,0.17,-0.23,0.96,0.31,-0.18,0.93,0,00:00:00:01,,Blink,tom5-2-recording.avi
646142547,SMP,1,124.00,111.00,5.00,116.00,114.00,5.04,398.55,666.92,428.00,712.42,425.28,746.49,-,30.71,0.89,-21.24,-29.86,0.89,-21.85,0.16,-0.35,0.92,0.20,-0.37,0.91,0,00:00:00:02,,Blink,tom5-2-recording.avi
646175903,SMP,1,128.00,113.00,4.86,124.00,118.00,4.78,390.73,687.82,417.58,749.06,420.32,753.70,-,30.57,0.74,-21.04,-29.73,0.64,-21.65,0.17,-0.38,0.91,0.20,-0.38,0.90,0,00:00:00:03,,Blink,tom5-2-recording.avi
646209197,SMP,1,122.00,116.00,4.80,114.00,118.00,4.78,381.37,686.72,401.24,762.02,418.38,741.85,-,30.49,0.65,-20.88,-29.68,0.46,-21.51,0.18,-0.39,0.90,0.20,-0.37,0.91,0,00:00:00:03,,Fixation,tom5-2-recording.avi
646242401,SMP,1,129.00,124.00,4.80,128.00,120.00,4.78,375.42,684.38,385.12,761.51,417.60,752.71,-,30.42,0.53,-20.76,-29.63,0.39,-21.45,0.19,-0.39,0.90,0.20,-0.38,0.90,0,00:00:00:04,,Fixation,tom5-2-recording.avi
646275726,SMP,1,126.00,122.00,4.90,120.00,116.00,4.64,376.59,675.09,379.60,754.19,422.04,749.99,-,30.37,0.43,-20.67,-29.58,0.28,-21.37,0.20,-0.38,0.90,0.20,-0.38,0.91,0,00:00:00:05,,Fixation,tom5-2-recording.avi
646309020,SMP,1,128.00,122.00,4.76,124.00,116.00,4.64,370.45,684.28,370.25,771.53,421.01,748.47,-,30.37,0.43,-20.67,-29.57,0.22,-21.33,0.20,-0.39,0.90,0.20,-0.37,0.91,0,00:00:00:06,,Blink,tom5-2-recording.avi
646342163,SMP,1,112.00,120.00,4.50,120.00,116.00,4.70,116.66,675.16,172.53,757.02,184.75,693.41,-,30.37,0.43,-20.67,-29.57,0.22,-21.33,0.35,-0.36,0.86,0.38,-0.31,0.87,0,00:00:00:07,,Blink,tom5-2-recording.avi
646375518,SMP,1,104.00,117.00,4.22,110.00,114.00,4.86,-163.18,684.86,-34.50,760.17,-43.91,663.37,-,30.37,0.43,-20.67,-29.57,0.22,-21.33,0.48,-0.34,0.80,0.52,-0.27,0.81,0,00:00:00:07,,Blink,tom5-2-recording.avi
646408843,SMP,1,104.00,116.00,4.26,112.00,112.00,4.88,-127.66,664.94,-11.45,738.64,-28.60,667.35,-,30.37,0.43,-20.67,-29.57,0.22,-21.33,0.47,-0.33,0.82,0.51,-0.27,0.81,0,00:00:00:08,,Blink,tom5-2-recording.avi
646442016,SMP,1,51.00,60.00,4.36,0.00,0.00,0.00,21.76,1069.19,-30.61,758.74,64.27,1322.54,-,30.37,0.43,-20.67,-29.57,0.22,-21.33,0.48,-0.34,0.81,-0.39,0.66,-0.64,0,00:00:00:09,,Blink,tom5-2-recording.avi
646475280,SMP,1,109.00,117.00,4.38,116.00,114.00,4.88,-90.21,659.12,-10.16,746.88,24.06,657.94,-,30.37,0.43,-20.67,-29.57,0.22,-21.33,0.47,-0.34,0.82,0.48,-0.27,0.83,0,00:00:00:10,,Blink,tom5-2-recording.avi
646508819,SMP,1,109.00,113.00,4.40,116.00,108.00,4.84,-57.62,647.92,14.46,736.74,48.74,653.33,-,30.37,0.43,-20.67,-29.57,0.22,-21.33,0.46,-0.33,0.82,0.47,-0.27,0.84,0,00:00:00:10,,Blink,tom5-2-recording.avi
646541900,SMP,1,111.00,116.00,4.44,118.00,114.00,4.86,-29.17,636.14,37.44,725.99,74.80,641.89,-,30.37,0.43,-20.67,-29.57,0.22,-21.33,0.44,-0.33,0.83,0.45,-0.27,0.85,0,00:00:00:12,,Blink,tom5-2-recording.avi
646575134,SMP,1,100.00,93.00,4.44,96.00,68.00,4.26,-125.51,748.95,33.88,730.29,161.30,607.45,-,30.37,0.43,-20.67,-29.57,0.22,-21.33,0.45,-0.33,0.83,0.40,-0.25,0.88,0,00:00:00:12,,Blink,tom5-2-recording.avi
646608489,SMP,1,109.00,112.00,4.36,116.00,108.00,4.64,11.15,622.74,59.03,716.07,112.90,637.13,-,30.37,0.43,-20.67,-29.57,0.22,-21.33,0.43,-0.32,0.84,0.43,-0.27,0.86,0,00:00:00:13,,Blink,tom5-2-recording.avi
646641723,SMP,1,111.00,116.00,4.34,122.00,116.00,4.90,49.86,620.68,73.79,714.41,164.20,636.28,-,30.37,0.43,-20.67,-29.57,0.22,-21.33,0.42,-0.32,0.85,0.39,-0.27,0.88,0,00:00:00:14,,Blink,tom5-2-recording.avi
646675018,SMP,1,61.00,57.00,0.00,122.00,114.00,4.84,-589.48,1154.29,-1594.26,1749.53,189.60,635.56,-,30.37,0.43,-20.67,-29.57,0.22,-21.33,-0.80,0.51,-0.32,0.38,-0.27,0.89,0,00:00:00:14,,Blink,tom5-2-recording.avi
646708465,SMP,1,119.00,117.00,4.70,120.00,112.00,4.80,123.07,599.78,146.68,695.22,207.44,631.53,-,30.37,0.39,-20.65,-29.57,0.22,-21.33,0.37,-0.32,0.87,0.36,-0.27,0.89,0,00:00:00:15,,Blink,tom5-2-recording.avi
646741516,SMP,1,122.00,116.00,4.56,124.00,110.00,4.72,150.10,627.31,168.46,722.21,231.11,661.03,-,30.37,0.39,-20.65,-29.57,0.22,-21.33,0.36,-0.34,0.87,0.35,-0.29,0.89,0,00:00:00:16,,Blink,tom5-2-recording.avi
646774841,SMP,1,126.00,132.00,4.90,124.00,126.00,4.70,205.00,827.50,246.06,903.65,258.46,857.77,-,30.31,0.31,-20.60,-29.46,0.16,-21.28,0.29,-0.47,0.83,0.32,-0.44,0.84,0,00:00:00:17,,Blink,tom5-2-recording.avi
646808105,SMP,1,117.00,132.00,4.98,116.00,124.00,4.50,202.40,818.14,234.77,897.90,258.41,857.85,-,30.26,0.22,-20.55,-29.46,0.16,-21.28,0.30,-0.47,0.83,0.32,-0.44,0.84,0,00:00:00:18,,Blink,tom5-2-recording.avi
646841491,SMP,1,124.00,133.00,4.84,120.00,126.00,4.66,225.14,806.13,227.27,900.98,291.26,864.73,-,30.20,0.16,-20.51,-29.46,0.16,-21.28,0.31,-0.47,0.83,0.29,-0.45,0.85,0,00:00:00:18,,Blink,tom5-2-recording.avi
