## [BeGaze]
## Converted from:	E:\SMI-A\Quick Run\tom5-[e69d8e79-13be-49eb-9d9b-087e133191b0]\tom5-3-unified.smi
## Date:	01.01.0001 00:00:00
## Version:	BeGaze 3.5.101
## IDF Version:	10
## Sample Rate:	30
## Separator Type:	Trial
## Trial Count:	1
## Uses Plane File:	False
## Stimulus:	tom5-3-recording.avi
## Number of Samples:	2504
## Reversed:	none
## [Run]
## Subject:	tom5 (1)
## Description:	Run6
## [Calibration]
## Calibration Area:	1280	960
## [Geometry]
## Stimulus Dimension [mm]:	1280	960
## Head Distance [mm]:	1450
## [Hardware Setup]
## System ID:	
## Operating System :	
## IView X Version:	
## [Filter Settings]
## Heuristics:	False
## Heuristics Stage:	0
## Bilateral:	False
## Gaze Cursor Filter:	False
## Saccade Length [px]:	0
## Filter Depth [ms]:	0
## Format:	LEFT, RIGHT, DIAMETER, POR, AOI, EYEPOSITION, GAZEVECTOR, TRIGGER, FRAMECOUNTER
##
Time,Type,Trial,L Dia X [px],L Dia Y [px],L Pupil Diameter [mm],R Dia X [px],R Dia Y [px],R Pupil Diameter [mm],B POR X [px],B POR Y [px],L POR X [px],L POR Y [px],R POR X [px],R POR Y [px],B AOI Hit,L EPOS X,L EPOS Y,L EPOS Z,R EPOS X,R EPOS Y,R EPOS Z,L GVEC X,L GVEC Y,L GVEC Z,R GVEC X,R GVEC Y,R GVEC Z,Trigger,Frame,Aux1,B Event Info,Stimulus
934242156,SMP,1,101.00,104.00,4.94,82.00,92.00,3.06,173.34,710.51,264.09,592.49,314.46,771.88,-,30.57,1.28,-21.74,-29.66,0.52,-21.79,0.29,-0.25,0.92,0.28,-0.38,0.88,0,00:00:00:10,,Blink,tom5-3-recording.avi
934275482,SMP,1,100.00,110.00,4.80,80.00,104.00,3.60,202.57,641.73,269.75,626.08,276.71,734.36,-,30.57,1.28,-21.74,-29.64,0.49,-21.78,0.29,-0.27,0.92,0.31,-0.35,0.88,0,00:00:00:11,,Blink,tom5-3-recording.avi
934308776,SMP,1,60.00,58.00,4.94,0.00,0.00,0.00,185.21,577.20,266.77,611.77,237.05,652.45,-,30.57,1.28,-21.74,-29.64,0.49,-21.78,0.29,-0.26,0.92,0.34,-0.29,0.89,0,00:00:00:12,,Blink,tom5-3-recording.avi
934342041,SMP,1,75.00,92.00,4.74,52.00,70.00,2.92,182.10,583.77,280.20,592.68,233.45,662.45,-,30.57,1.28,-21.74,-29.60,0.52,-21.76,0.28,-0.25,0.93,0.34,-0.30,0.89,0,00:00:00:13,,Blink,tom5-3-recording.avi
934375274,SMP,1,61.00,59.00,5.02,0.00,0.00,0.00,180.82,558.04,263.06,592.63,233.87,636.02,-,30.57,1.28,-21.74,-29.60,0.52,-21.76,0.29,-0.25,0.92,0.35,-0.27,0.90,0,00:00:00:13,,Blink,tom5-3-recording.avi
934408599,SMP,1,85.00,89.00,5.02,48.00,60.00,2.62,95.72,524.84,260.30,590.41,141.97,529.96,-,30.57,1.28,-21.74,-29.60,0.52,-21.76,0.29,-0.24,0.92,0.41,-0.19,0.89,0,00:00:00:14,,Blink,tom5-3-recording.avi
934441772,SMP,1,49.00,58.00,4.44,0.00,0.00,0.00,375.57,460.80,327.43,573.56,0.00,0.00,-,30.57,1.28,-21.74,0.00,0.00,0.00,0.24,-0.23,0.94,0.00,0.00,0.00,0,00:00:00:15,,Blink,tom5-3-recording.avi
934475158,SMP,1,121.00,113.00,4.82,120.00,106.00,4.28,620.31,663.14,648.94,656.95,622.75,751.52,-,30.57,1.28,-21.74,-29.55,0.56,-21.81,-0.03,-0.31,0.95,0.03,-0.38,0.92,0,00:00:00:16,,Blink,tom5-3-recording.avi
934508544,SMP,1,131.00,111.00,5.12,128.00,102.00,4.62,675.91,649.07,670.74,652.70,699.33,753.27,-,30.26,0.83,-21.03,-29.49,0.60,-21.86,-0.05,-0.31,0.95,-0.03,-0.39,0.92,0,00:00:00:16,,Blink,tom5-3-recording.avi
934541656,SMP,1,132.00,115.00,5.20,130.00,112.00,4.76,657.01,637.45,635.91,630.45,699.67,744.80,-,30.15,0.66,-20.75,-29.45,0.63,-21.89,-0.02,-0.29,0.96,-0.03,-0.38,0.92,0,00:00:00:17,,Blink,tom5-3-recording.avi
934574920,SMP,1,134.00,114.00,5.04,130.00,104.00,4.68,633.58,635.56,608.25,681.85,685.11,747.54,-,30.10,0.58,-20.63,-29.42,0.64,-21.90,0.01,-0.33,0.94,-0.02,-0.38,0.92,0,00:00:00:18,,Blink,tom5-3-recording.avi
934608154,SMP,1,134.00,115.00,4.96,132.00,108.00,4.74,613.86,621.89,583.17,696.72,672.48,732.82,-,30.06,0.53,-20.54,-29.40,0.66,-21.92,0.03,-0.34,0.94,-0.01,-0.37,0.93,0,00:00:00:19,,Blink,tom5-3-recording.avi
934641540,SMP,1,134.00,118.00,4.86,132.00,114.00,4.80,594.71,616.99,558.13,705.17,660.03,728.18,-,30.03,0.51,-20.48,-29.38,0.66,-21.92,0.05,-0.35,0.94,0.00,-0.37,0.93,0,00:00:00:20,,-,tom5-3-recording.avi
934674896,SMP,1,133.00,117.00,4.84,130.00,110.00,4.72,585.17,617.92,550.05,702.87,649.92,729.27,-,30.02,0.49,-20.46,-29.36,0.67,-21.93,0.06,-0.35,0.94,0.01,-0.37,0.93,0,00:00:00:20,,-,tom5-3-recording.avi
934708160,SMP,1,119.00,120.00,4.72,120.00,118.00,4.52,869.90,690.09,844.04,719.98,884.80,797.78,-,30.02,0.49,-20.46,-29.36,0.67,-21.93,-0.19,-0.35,0.92,-0.19,-0.41,0.89,0,00:00:00:21,,Saccade,tom5-3-recording.avi
934741424,SMP,1,109.00,116.00,4.40,108.00,120.00,4.42,1289.79,890.27,1250.98,831.98,1142.54,936.82,-,30.02,0.49,-20.46,-29.36,0.67,-21.93,-0.46,-0.39,0.79,-0.36,-0.48,0.80,0,00:00:00:22,,Saccade,tom5-3-recording.avi
934774719,SMP,1,116.00,121.00,5.12,112.00,114.00,4.46,1343.80,926.09,1274.57,831.28,1192.40,986.53,-,30.02,0.49,-20.46,-29.36,0.67,-21.93,-0.48,-0.39,0.79,-0.39,-0.50,0.77,0,00:00:00:23,,Saccade,tom5-3-recording.avi
934808044,SMP,1,116.00,123.00,4.90,112.00,116.00,4.42,1227.24,883.47,1177.62,832.91,1134.96,963.74,-,30.02,0.49,-20.46,-29.36,0.67,-21.93,-0.42,-0.40,0.81,-0.36,-0.50,0.79,0,00:00:01:00,,Saccade,tom5-3-recording.avi
934841308,SMP,1,119.00,122.00,4.72,118.00,116.00,4.54,1122.72,859.75,1095.55,833.13,1050.78,937.45,-,30.02,0.49,-20.46,-29.34,0.67,-21.93,-0.37,-0.41,0.83,-0.30,-0.49,0.82,0,00:00:01:01,,Fixation,tom5-3-recording.avi
934874511,SMP,1,126.00,125.00,4.98,122.00,116.00,4.62,1020.50,830.12,1002.73,816.64,974.17,914.28,-,30.02,0.49,-20.46,-29.33,0.68,-21.94,-0.31,-0.41,0.86,-0.25,-0.49,0.84,0,00:00:01:01,,Fixation,tom5-3-recording.avi
934907745,SMP,1,114.00,115.00,4.22,124.00,114.00,4.58,1077.99,835.75,1072.39,820.85,992.62,891.01,-,30.02,0.49,-20.46,-29.32,0.68,-21.95,-0.35,-0.41,0.84,-0.26,-0.47,0.84,0,00:00:01:02,,Saccade,tom5-3-recording.avi
934941009,SMP,1,124.00,118.00,4.78,124.00,106.00,4.56,998.81,800.82,985.01,788.49,953.32,884.21,-,30.02,0.49,-20.46,-29.32,0.69,-21.96,-0.29,-0.39,0.87,-0.23,-0.47,0.85,0,00:00:01:03,,Saccade,tom5-3-recording.avi
934974365,SMP,1,126.00,116.00,4.94,124.00,102.00,4.60,950.03,789.13,938.66,780.03,916.11,876.07,-,29.98,0.45,-20.40,-29.31,0.70,-21.97,-0.26,-0.39,0.88,-0.21,-0.46,0.86,0,00:00:01:04,,Fixation,tom5-3-recording.avi
935007629,SMP,1,127.00,113.00,4.84,128.00,98.00,4.62,913.86,785.45,906.04,786.44,888.25,872.28,-,29.98,0.45,-20.40,-29.31,0.70,-21.98,-0.24,-0.40,0.89,-0.19,-0.46,0.87,0,00:00:01:05,,Fixation,tom5-3-recording.avi
935040893,SMP,1,129.00,120.00,4.84,128.00,108.00,4.72,885.43,760.42,880.69,793.44,871.12,841.20,-,29.98,0.45,-20.40,-29.30,0.71,-21.99,-0.22,-0.41,0.89,-0.17,-0.44,0.88,0,00:00:01:05,,Fixation,tom5-3-recording.avi
935074127,SMP,1,123.00,114.00,4.60,128.00,106.00,4.70,868.76,775.48,869.10,813.88,852.23,847.62,-,29.98,0.45,-20.40,-29.30,0.72,-22.00,-0.21,-0.42,0.88,-0.16,-0.45,0.88,0,00:00:01:06,,Fixation,tom5-3-recording.avi
935107391,SMP,1,122.00,112.00,4.58,128.00,102.00,4.68,863.50,795.25,863.73,816.84,845.06,874.19,-,29.98,0.45,-20.40,-29.30,0.72,-22.00,-0.20,-0.42,0.88,-0.15,-0.47,0.87,0,00:00:01:07,,Fixation,tom5-3-recording.avi
935140747,SMP,1,121.00,115.00,4.74,124.00,110.00,4.42,926.61,684.03,905.61,684.09,913.07,785.48,-,29.98,0.45,-20.40,-29.29,0.73,-22.02,-0.24,-0.32,0.92,-0.21,-0.40,0.89,0,00:00:01:08,,Saccade,tom5-3-recording.avi
935174011,SMP,1,118.00,106.00,4.78,120.00,104.00,4.34,947.81,532.81,923.13,541.06,933.45,643.89,-,29.98,0.45,-20.40,-29.28,0.73,-22.02,-0.26,-0.21,0.94,-0.23,-0.29,0.93,0,00:00:01:09,,Saccade,tom5-3-recording.avi
935207275,SMP,1,113.00,102.00,4.60,120.00,102.00,4.44,970.32,478.18,947.65,493.84,949.09,590.79,-,29.98,0.45,-20.40,-29.26,0.73,-22.05,-0.28,-0.17,0.95,-0.24,-0.25,0.94,0,00:00:01:09,,Fixation,tom5-3-recording.avi
935240539,SMP,1,118.00,105.00,4.72,120.00,104.00,4.48,957.28,478.02,925.74,500.06,954.46,595.42,-,29.98,0.45,-20.40,-29.25,0.72,-22.06,-0.26,-0.17,0.95,-0.25,-0.25,0.94,0,00:00:01:10,,Fixation,tom5-3-recording.avi
935273742,SMP,1,121.00,107.00,4.78,122.00,106.00,4.60,952.38,477.24,916.49,500.60,956.90,596.77,-,29.98,0.45,-20.40,-29.24,0.72,-22.07,-0.25,-0.17,0.95,-0.25,-0.25,0.94,0,00:00:01:11,,Fixation,tom5-3-recording.avi
935307128,SMP,1,111.00,106.00,4.70,122.00,106.00,4.62,952.40,473.80,917.46,500.62,957.45,592.82,-,29.98,0.45,-20.40,-29.25,0.71,-22.07,-0.25,-0.17,0.95,-0.25,-0.25,0.94,0,00:00:01:12,,Saccade,tom5-3-recording.avi
935340515,SMP,1,124.00,100.00,4.80,120.00,100.00,4.54,970.79,419.72,929.92,448.72,978.10,544.63,-,29.98,0.45,-20.40,-29.25,0.70,-22.08,-0.26,-0.13,0.96,-0.26,-0.21,0.94,0,00:00:01:13,,Saccade,tom5-3-recording.avi
935373626,SMP,1,122.00,101.00,4.76,120.00,102.00,4.60,971.58,416.42,933.83,448.87,976.72,539.92,-,29.98,0.45,-20.40,-29.25,0.69,-22.09,-0.27,-0.13,0.96,-0.26,-0.21,0.94,0,00:00:01:13,,Fixation,tom5-3-recording.avi
935406890,SMP,1,120.00,101.00,4.76,122.00,102.00,4.64,974.04,412.88,934.73,449.75,983.13,536.65,-,29.98,0.45,-20.40,-29.26,0.68,-22.09,-0.27,-0.13,0.96,-0.27,-0.20,0.94,0,00:00:01:14,,Fixation,tom5-3-recording.avi
935440124,SMP,1,124.00,101.00,4.80,122.00,102.00,4.64,969.08,409.72,926.82,446.34,982.72,535.04,-,29.98,0.45,-20.40,-29.27,0.67,-22.10,-0.26,-0.13,0.96,-0.27,-0.20,0.94,0,00:00:01:15,,Fixation,tom5-3-recording.avi
935473510,SMP,1,120.00,101.00,4.74,122.00,102.00,4.68,977.59,409.39,941.30,446.44,981.82,531.90,-,29.98,0.45,-20.40,-29.27,0.67,-22.10,-0.27,-0.13,0.95,-0.27,-0.20,0.94,0,00:00:01:16,,Saccade,tom5-3-recording.avi
935506744,SMP,1,124.00,102.00,4.80,122.00,102.00,4.66,967.52,408.29,924.84,446.56,982.93,533.67,-,29.98,0.45,-20.40,-29.28,0.66,-22.11,-0.26,-0.13,0.96,-0.27,-0.20,0.94,0,00:00:01:16,,Saccade,tom5-3-recording.avi
935540008,SMP,1,120.00,100.00,4.64,120.00,102.00,4.62,902.16,397.25,859.00,447.41,936.36,522.32,-,29.95,0.41,-20.35,-29.29,0.65,-22.11,-0.21,-0.13,0.97,-0.23,-0.19,0.95,0,00:00:01:16,,Saccade,tom5-3-recording.avi
935573272,SMP,1,127.00,101.00,4.74,128.00,102.00,4.70,856.63,406.50,827.76,454.75,880.55,525.66,-,29.93,0.37,-20.31,-29.29,0.64,-22.11,-0.18,-0.14,0.97,-0.19,-0.20,0.96,0,00:00:01:18,,Fixation,tom5-3-recording.avi
935606506,SMP,1,128.00,102.00,4.80,126.00,102.00,4.70,855.01,405.31,822.29,456.17,884.71,525.77,-,29.91,0.34,-20.27,-29.29,0.63,-22.11,-0.18,-0.14,0.97,-0.19,-0.20,0.96,0,00:00:01:19,,Fixation,tom5-3-recording.avi
935639892,SMP,1,129.00,103.00,4.76,126.00,104.00,4.76,855.17,400.28,823.64,455.87,884.89,519.16,-,29.88,0.31,-20.23,-29.29,0.62,-22.11,-0.18,-0.14,0.97,-0.19,-0.19,0.96,0,00:00:01:19,,Fixation,tom5-3-recording.avi
935673126,SMP,1,122.00,98.00,4.20,124.00,100.00,4.28,828.63,500.73,821.25,545.58,830.93,599.38,-,29.88,0.31,-20.23,-29.29,0.62,-22.11,-0.17,-0.21,0.96,-0.15,-0.26,0.95,0,00:00:01:20,,Fixation,tom5-3-recording.avi
935706390,SMP,1,128.00,120.00,4.68,134.00,116.00,4.72,700.15,795.68,745.28,824.85,668.15,822.11,-,29.88,0.31,-20.23,-29.28,0.63,-22.11,-0.11,-0.44,0.89,-0.01,-0.44,0.90,0,00:00:01:21,,Blink,tom5-3-recording.avi
935739624,SMP,1,126.00,121.00,4.84,118.00,110.00,4.28,709.49,780.09,733.62,835.23,698.94,819.06,-,29.88,0.31,-20.23,-29.28,0.64,-22.11,-0.10,-0.44,0.89,-0.03,-0.43,0.90,0,00:00:01:22,,Blink,tom5-3-recording.avi
935773040,SMP,1,130.00,121.00,4.88,132.00,110.00,3.80,719.07,764.96,730.22,831.46,721.32,815.99,-,29.88,0.31,-20.23,-29.28,0.64,-22.12,-0.09,-0.44,0.89,-0.05,-0.43,0.90,0,00:00:01:23,,Blink,tom5-3-recording.avi
935806274,SMP,1,131.00,109.00,4.36,134.00,118.00,4.74,755.33,806.24,774.20,819.93,737.45,874.73,-,29.88,0.31,-20.23,-29.28,0.65,-22.12,-0.13,-0.43,0.89,-0.06,-0.47,0.88,0,00:00:02:00,,Fixation,tom5-3-recording.avi
935839508,SMP,1,133.00,122.00,4.92,134.00,112.00,4.82,742.17,791.14,746.77,834.20,745.97,869.19,-,29.89,0.27,-20.20,-29.28,0.65,-22.12,-0.11,-0.44,0.89,-0.07,-0.47,0.88,0,00:00:02:00,,Fixation,tom5-3-recording.avi
935872741,SMP,1,129.00,120.00,4.66,130.00,118.00,4.54,748.78,876.22,759.59,903.79,742.54,949.91,-,29.90,0.25,-20.17,-29.27,0.65,-22.12,-0.12,-0.49,0.86,-0.07,-0.52,0.85,0,00:00:02:01,,Saccade,tom5-3-recording.avi
935906005,SMP,1,129.00,104.00,4.50,122.00,100.00,3.54,775.88,1038.52,792.04,935.64,736.03,1101.01,-,29.90,0.25,-20.17,-29.27,0.66,-22.12,-0.14,-0.51,0.85,-0.06,-0.61,0.79,0,00:00:02:02,,Saccade,tom5-3-recording.avi
935939392,SMP,1,136.00,108.00,4.56,134.00,96.00,4.82,780.02,932.71,797.34,941.71,757.36,997.78,-,29.90,0.25,-20.17,-29.27,0.66,-22.12,-0.14,-0.51,0.85,-0.08,-0.55,0.83,0,00:00:02:03,,Saccade,tom5-3-recording.avi
935972717,SMP,1,138.00,96.00,4.98,136.00,96.00,4.96,773.00,899.11,773.35,948.82,776.29,977.03,-,29.90,0.25,-20.17,-29.27,0.66,-22.13,-0.12,-0.52,0.85,-0.09,-0.54,0.84,0,00:00:02:04,,Saccade,tom5-3-recording.avi
936006072,SMP,1,123.00,110.00,4.66,130.00,108.00,4.30,626.76,773.67,644.93,757.64,635.85,860.86,-,29.90,0.25,-20.17,-29.27,0.67,-22.13,-0.02,-0.39,0.92,0.02,-0.46,0.89,0,00:00:02:05,,Saccade,tom5-3-recording.avi
936039215,SMP,1,125.00,109.00,4.72,118.00,108.00,4.68,540.97,675.23,526.37,763.83,591.50,764.86,-,29.89,0.27,-20.18,-29.27,0.67,-22.13,0.08,-0.39,0.92,0.06,-0.39,0.92,0,00:00:02:05,,Fixation,tom5-3-recording.avi
936072509,SMP,1,134.00,116.00,4.76,132.00,116.00,4.78,552.17,662.65,521.16,762.82,615.13,762.76,-,29.88,0.29,-20.18,-29.27,0.67,-22.13,0.08,-0.39,0.92,0.04,-0.39,0.92,0,00:00:02:06,,Fixation,tom5-3-recording.avi
936105743,SMP,1,132.00,114.00,4.72,128.00,110.00,4.78,583.65,650.57,551.65,722.07,646.07,763.40,-,29.89,0.31,-20.18,-29.27,0.67,-22.13,0.06,-0.36,0.93,0.01,-0.39,0.92,0,00:00:02:07,,Fixation,tom5-3-recording.avi
936139007,SMP,1,133.00,117.00,4.82,130.00,108.00,4.68,607.60,661.31,564.93,757.37,677.51,776.02,-,29.89,0.33,-20.18,-29.27,0.68,-22.13,0.04,-0.39,0.92,-0.02,-0.40,0.92,0,00:00:02:08,,Fixation,tom5-3-recording.avi
936172424,SMP,1,125.00,111.00,4.64,130.00,104.00,4.50,644.40,677.08,608.52,767.84,705.51,787.50,-,29.91,0.35,-20.17,-29.27,0.69,-22.13,0.01,-0.40,0.92,-0.04,-0.41,0.91,0,00:00:02:08,,Fixation,tom5-3-recording.avi
936205474,SMP,1,128.00,115.00,4.74,130.00,108.00,4.78,677.01,663.39,633.25,763.38,744.48,776.84,-,29.92,0.37,-20.16,-29.27,0.69,-22.13,-0.01,-0.39,0.92,-0.07,-0.40,0.91,0,00:00:02:09,,Fixation,tom5-3-recording.avi
936238708,SMP,1,131.00,112.00,4.84,132.00,96.00,4.16,703.45,641.46,655.33,759.02,773.96,721.52,-,29.93,0.36,-20.16,-29.27,0.70,-22.13,-0.03,-0.39,0.92,-0.10,-0.36,0.93,0,00:00:02:10,,Blink,tom5-3-recording.avi
936272125,SMP,1,131.00,116.00,4.78,130.00,108.00,4.82,723.46,647.64,675.45,763.45,793.47,743.47,-,29.94,0.37,-20.14,-29.27,0.70,-22.14,-0.05,-0.39,0.92,-0.11,-0.38,0.92,0,00:00:02:11,,Blink,tom5-3-recording.avi
936305358,SMP,1,128.00,111.00,4.72,132.00,100.00,4.72,731.56,655.46,685.15,769.91,799.31,751.69,-,29.95,0.37,-20.13,-29.26,0.70,-22.14,-0.06,-0.40,0.92,-0.12,-0.38,0.92,0,00:00:02:12,,Blink,tom5-3-recording.avi
936338592,SMP,1,131.00,109.00,4.80,132.00,98.00,4.82,743.58,652.17,697.71,762.88,810.35,755.26,-,29.96,0.37,-20.12,-29.26,0.71,-22.14,-0.07,-0.39,0.92,-0.13,-0.38,0.91,0,00:00:02:12,,Blink,tom5-3-recording.avi
936371826,SMP,1,129.00,109.00,4.84,130.00,94.00,4.70,745.63,659.23,697.25,771.73,815.32,765.16,-,29.97,0.37,-20.11,-29.26,0.71,-22.14,-0.07,-0.40,0.91,-0.13,-0.39,0.91,0,00:00:02:13,,Blink,tom5-3-recording.avi
936404998,SMP,1,123.00,105.00,4.60,130.00,102.00,4.84,678.88,592.31,626.47,696.11,755.78,709.59,-,29.99,0.37,-20.11,-29.26,0.71,-22.14,-0.01,-0.34,0.94,-0.08,-0.35,0.93,0,00:00:02:14,,Blink,tom5-3-recording.avi
936438537,SMP,1,127.00,114.00,4.74,132.00,108.00,4.96,689.28,588.61,650.03,688.86,751.81,692.53,-,30.00,0.37,-20.11,-29.26,0.71,-22.14,-0.03,-0.34,0.94,-0.08,-0.34,0.94,0,00:00:02:15,,Fixation,tom5-3-recording.avi
936471618,SMP,1,134.00,110.00,4.84,132.00,98.00,4.84,693.38,593.00,650.55,692.12,759.43,702.48,-,30.01,0.37,-20.10,-29.26,0.72,-22.14,-0.03,-0.34,0.94,-0.08,-0.35,0.93,0,00:00:02:15,,Fixation,tom5-3-recording.avi
936504852,SMP,1,129.00,114.00,4.76,132.00,106.00,4.88,701.10,598.11,658.68,696.13,766.22,707.90,-,30.02,0.36,-20.10,-29.26,0.72,-22.14,-0.04,-0.34,0.94,-0.09,-0.35,0.93,0,00:00:02:16,,Fixation,tom5-3-recording.avi
936538085,SMP,1,134.00,113.00,4.86,132.00,102.00,4.86,684.51,587.05,635.62,688.88,757.50,701.55,-,30.03,0.35,-20.09,-29.26,0.72,-22.14,-0.02,-0.34,0.94,-0.08,-0.34,0.94,0,00:00:02:17,,Saccade,tom5-3-recording.avi
936571380,SMP,1,122.00,110.00,4.72,114.00,106.00,4.64,483.26,509.81,456.93,612.02,548.32,602.98,-,30.02,0.35,-20.11,-29.26,0.72,-22.14,0.14,-0.27,0.95,0.10,-0.26,0.96,0,00:00:02:18,,Saccade,tom5-3-recording.avi
936604766,SMP,1,125.00,109.00,4.74,118.00,104.00,4.80,402.84,478.93,384.28,589.39,470.90,558.15,-,30.01,0.36,-20.13,-29.25,0.70,-22.13,0.20,-0.25,0.95,0.16,-0.23,0.96,0,00:00:02:19,,Fixation,tom5-3-recording.avi
936638061,SMP,1,125.00,109.00,4.76,118.00,106.00,4.84,422.69,478.92,390.64,592.10,496.92,567.28,-,30.00,0.37,-20.15,-29.24,0.68,-22.12,0.19,-0.25,0.95,0.14,-0.23,0.96,0,00:00:02:20,,Fixation,tom5-3-recording.avi
936671295,SMP,1,122.00,111.00,4.80,110.00,108.00,4.78,438.61,480.09,402.39,591.19,513.70,575.21,-,29.99,0.36,-20.16,-29.24,0.66,-22.10,0.18,-0.25,0.95,0.13,-0.24,0.96,0,00:00:02:20,,Fixation,tom5-3-recording.avi
936704528,SMP,1,127.00,112.00,4.80,118.00,108.00,4.78,458.93,484.57,417.69,595.08,535.89,584.81,-,29.98,0.36,-20.17,-29.24,0.64,-22.09,0.17,-0.26,0.95,0.11,-0.25,0.96,0,00:00:02:21,,Fixation,tom5-3-recording.avi
