Character,AnimationClip,StartFrame,FixationStartFrame,EndFrame,Target,AheadTargetPosition,HeadAlign,TorsoAlign,TurnBody
Norman,BookShelfGaze1Start-Ahead,1,1,48,null,"0 0 0",0,0,True
Norman,BookShelfGaze1,49,52,115,Bookshelf_0,"0 0 0",0,0,True
Norman,BookShelfGaze1-Ahead,116,-1,126,null,"0 0 0",0,0,True
Norman,BookShelfGaze2,127,28,156,Bookshelf_1,"0 0 0",0,0,True
Norman,BookShelfGaze3,157,59,217,BookShelfEnv_0,"0 0 0",0,0,True
Norman,BookShelfGaze4,218,37,255,BookShelfEnv_1,"0 0 0",0,0,True
Norman,BookShelfGaze5,256,24,281,BookShelfEnv_2,"0 0 0",0,0,True
Norman,BookShelfGaze6,282,38,334,Bookshelf_2,"0 0 0",0,0,True
Norman,BookShelfGaze6-Ahead,335,-1,398,null,"0 0 0",0,0,True
Norman,BookShelfGaze7,399,33,433,Bookshelf_3,"0 0 0",0,0,True
Norman,BookShelfGaze8,434,45,496,Bookshelf_4,"0 0 0",0,0,True
Norman,BookShelfGaze9,497,43,554,BookShelfEnv_3,"0 0 0",0,0,True
Norman,BookShelfGaze9-Ahead,555,-1,595,null,"0 0 0",0,0,True
Norman,BookShelfGaze10,596,24,620,Bookshelf_5,"0 0 0",0,0,True
Norman,BookShelfGaze11,621,21,643,Bookshelf_6,"0 0 0",0,0,True
Norman,BookShelfGaze12,644,22,674,Bookshelf_7,"0 0 0",0,0,True
Norman,BookShelfGaze13,675,27,703,Book2_0,"0 0 0",0,0,True
Norman,BookShelfGaze14,704,35,740,Bookshelf_8,"0 0 0",0,0,True
Norman,BookShelfGaze15,741,46,801,BookShelfEnv_4,"0 0 0",0,0,True
Norman,BookShelfGaze15-Ahead,802,-1,825,null,"0 0 0",0,0,True
Norman,BookShelfGaze16,826,46,886,Book2_1,"0 0 0",0,0,True
Norman,BookShelfGaze16-Ahead,887,-1,907,null,"0 0 0",0,0,True
Norman,BookShelfGaze17,908,30,939,Bookshelf_9,"0 0 0",0,0,True
Norman,BookShelfGaze18,940,50,991,BookShelfEnv_5,"0 0 0",0,0,True
Norman,BookShelfGaze19,992,24,1030,BookShelfEnv_6,"0 0 0",0,0,True
Norman,BookShelfGaze19-Ahead,1031,-1,1077,null,"0 0 0",0,0,True
Norman,BookShelfGaze20,1078,22,1100,Book2_2,"0 0 0",0,0,True
Norman,BookShelfGaze21,1101,31,1142,Bookshelf_10,"0 0 0",0,0,True
Norman,BookShelfGaze22,1143,29,1173,Book2_3,"0 0 0",0,0,True
Norman,BookShelfGaze23,1174,37,1224,Book1_0,"0 0 0",0,0,True
Norman,BookShelfGaze24,1225,31,1270,BookShelfEnv_7,"0 0 0",0,0,True
Norman,BookShelfGaze24-Ahead,1271,-1,1291,null,"0 0 0",0,0,True
Norman,BookShelfGaze25,1292,43,1349,Bookshelf_11,"0 0 0",0,0,True
Norman,BookShelfGaze25-Ahead,1350,-1,1393,null,"0 0 0",0,0,True
Norman,BookShelfGaze26,1394,40,1448,Book2_4,"0 0 0",0,0,True
Norman,BookShelfGaze26-Ahead,1449,-1,1459,null,"0 0 0",0,0,True
Norman,BookShelfGaze27,1460,23,1501,BookShelfEnv_8,"0 0 0",0,0,True
Norman,BookShelfGaze28,1502,22,1570,BookShelfEnv_9,"0 0 0",0,0,True
