0,0
0.1,15
0.25,2
0.38,19
0.43,19
0.465,15
0.54,19
0.595,6
0.64,14
0.725,6
0.785,16
0.89,1
1.005,15
1.205,0
1.955,0
2.055,2
2.16,21
2.24,2
2.355,15
2.48,4
2.58,14
2.675,18
2.815,0
2.885,20
2.96,4
3.015,19
3.085,13
3.16,6
3.225,14
3.3,6
3.365,20
3.445,8
3.57,18
3.66,1
3.695,13
3.74,15
3.86,1
3.925,21
4.005,19
4.12,3
4.245,20
4.31,1
4.36,14
4.425,6
4.48,19
4.555,2
4.695,15
4.77,20
4.85,13
4.91,6
5,21
5.125,0
5.875,0
5.975,12
6.05,1
6.11,18
6.17,6
6.23,7
6.31,4
6.41,18
6.45,1
6.495,13
6.56,12
6.645,1
6.775,19
6.88,19
6.99,3
7.11,20
7.175,1
7.225,14
7.29,6
7.345,19
7.42,2
7.56,15
7.64,20
7.72,13
7.78,6
7.865,21
7.99,0
