0,0
0.1,1
0.16,19
0.21,6
0.295,19
0.34,19
0.41,13
0.44,1
0.47,15
0.56,19
0.62,6
0.665,20
0.735,1
0.84,19
0.895,15
0.965,1
1.025,13
1.155,0
