0,0
0.1,17
0.145,1
0.245,19
0.295,15
0.395,2
0.545,19
0.63,19
0.68,15
0.8,0
0.825,7
0.9,1
0.975,19
1.03,19
1.065,1
1.095,13
1.13,18
1.22,1
1.28,14
1.405,0
