imagePositionX,imagePositionY,eventType
702.95,826.49,2
694.66,792.6,2
711.93,1118.44,2
798.23,1229.19,2
725,826.18,2
694.89,810.14,2
694.5,790.99,2
693.05,775.71,2
690.94,760.29,2
683.38,805.44,0
684.42,824.88,0
677.76,811.62,1
682.13,754.14,1
675.69,792.73,0
668.4,786.1,0
664.77,795.84,1
672.64,746.51,1
670.53,750.06,0
665.94,733.05,0
668.82,709.35,0
673.5,709.23,0
678.32,694.15,0
694.66,693.06,0
698.42,691.14,0
698.05,698.47,1
707.48,683.71,1
719.01,678.77,0
722.19,673.78,0
726.51,662.74,0
696.17,627.17,1
583.92,557.4,1
593.13,542.92,0
606.6,534.97,0
614.27,520.74,0
607.15,516.5,0
617.59,606.76,1
608.92,486.46,1
606.75,470.88,0
612.5,452.88,0
620.77,438.83,0
623.02,435.96,0
625.38,440.82,1
641.33,546.97,1
644.86,519.91,1
645.87,485.15,0
642.8,455,0
638.37,429.07,0
649.49,403.51,0
667.76,417.31,1
706.59,494.52,1
704.31,483.96,0
696.3,480.3,0
688,482.67,0
692.4,489.27,1
684.56,496.89,1
690.78,494.32,0
695.49,493.82,0
689.53,488.53,0
685.02,475.2,1
682.88,464.88,1
694.13,448.04,1
695.07,442.07,1
732.75,389.03,1
739.78,311.35,1
771.14,267.53,0
762.67,225.67,0
795.7,167.56,0
819.78,131.12,0
813.42,72.63,0
807.46,57.43,0
819.1,6.580002,2
797.97,-30.24,2
777.67,-51.28,2
777.93,-75.83,2
772.78,-75.13,2
757.76,-100.09,2
755.79,-101.13,2
732.39,-98.66,2
699.86,-0.5800018,2
724.28,174.98,0
722.88,295.59,0
713.35,396.48,0
704.4,477.42,1
660.68,588.5,1
637.81,558.92,1
658.5,638.03,1
648.81,700.04,1
674.46,774.93,1
686,813.69,0
691.65,824.13,0
718.37,870.5,2
726.27,901.28,2
713.68,917.85,2
713.78,930.92,2
592.27,897.6,2
568.7,888.62,2
574.17,872.74,2
581.2,851.39,2
613.69,830.96,2
649.4,787.82,2
668.73,746.06,2
708.78,740.69,2
747.01,720.14,2
786.88,761.28,0
556.02,746,0
352.54,766.87,1
144.73,798.75,1
247,777.62,1
385.24,747.38,1
477.27,742.62,1
314.45,777.33,1
148.77,834.39,1
273.72,799.62,2
319.31,936.74,2
502.3,806.63,2
288.94,831.51,2
-50.62,931.06,2
99.58,864.76,2
216.66,843.18,2
324.77,815.11,2
418.87,796.76,2
266.04,847.83,2
116.31,911.61,2
197.15,890.33,2
343.88,823.97,2
362.92,844.99,2
339.37,908.51,2
78.3,1001.58,0
130.67,1008.57,0
196.43,1003.26,0
255.07,1006.47,0
316.01,994.19,0
356.04,1024,0
419.1,1012.36,0
412.65,1077.18,0
466.43,1014.49,1
490.2,870.56,1
477.34,910.62,1
553.9,929.31,3
548.12,787.62,3
363.34,896.17,2
411.51,902.04,2
482.5,910.43,2
401.49,848.72,2
476.29,832.92,2
473.09,1114.37,2
548.91,910.53,2
562.35,1245.57,2
691.76,890.01,2
709.3,857.7,2
775.37,861.97,2
779.78,847.75,2
898.55,1043.35,2
866.01,805.06,2
895.66,814.71,2
918.73,781.16,3
836.21,967.59,1
895.27,1191.77,1
820.62,1074.73,1
833.16,1052.41,1
892.37,873.2,1
818.14,819.17,1
824.84,932.49,1
902.56,1206.37,1
819.53,1156.77,1
894.46,1161.36,2
833.64,1110.69,2
795.21,806.47,2
790.45,774.75,2
784.26,781.57,2
771.78,1031.11,2
740.88,908.12,2
739.92,884.77,2
748.63,1052.21,2
797.17,1179.46,2
725.42,856.58,2
743.65,840.15,2
737.08,830.27,2
734.16,828.68,2
766.99,1157.33,2
755.19,1115.83,2
762.45,1163.03,2
741.47,1113.86,2
719.99,823.73,2
713.11,827.07,2
714.99,819.75,2
722.27,1026.85,2
719.95,1012.77,2
733.96,1076.4,2
716.54,826.17,2
738.44,1066.88,2
722.63,831.15,2
737.15,1064.9,2
747.87,1206.73,2
759.74,1259.89,1
744.72,1088.77,1
719.32,1054.86,0
721.81,1067.1,0
766.2,1155.95,0
655.61,1202.14,3
645.08,986.17,2
672.18,1085.69,2
650.2,986.47,2
648.35,986.27,2
682.68,1001.16,2
676.38,990.52,2
662.51,961,0
692.32,976.85,0
686.59,922.23,0
702.96,925.5,0
726.83,963.92,0
702.22,956.85,0
683.51,930.28,2
708.2,935.6,2
703.03,936.76,2
698.87,935.44,2
712.96,996.35,2
720.34,938.47,2
706.07,918.66,2
705.22,985.77,2
655.43,886.72,2
690.42,968.86,2
670.02,900.84,2
646.35,881.31,2
676.63,940.62,2
656.67,933.98,2
642.97,952.63,2
645.81,959.73,2
610.4,923.62,2
601.31,916.65,2
657.79,777.67,2
679.95,680.69,2
720.5,519.3,2
719.78,522.04,0
723.33,523.13,0
725.1,531.27,0
720.97,567.92,0
718.32,605.35,2
708.93,580.13,2
715.7,587.92,2
704.89,628.23,2
711.25,572.01,2
939.6,715.07,2
706.35,586.26,2
725.5,600.18,2
735.18,611.66,2
735.22,629.1,2
731.25,643.98,2
734.3,668.33,0
738.62,681.79,0
741.85,683.68,0
745.08,678.79,0
748.92,679.61,0
753.49,674.89,1
749.48,652.39,1
748.58,643.64,0
747.81,631.19,0
730.76,719.14,0
695.54,969.07,2
670.6,943.77,2
680.82,878.06,2
729.97,1130.56,2
693.81,809.74,2
678.54,785.91,2
631.89,699.6,2
356.66,827.05,2
433.91,811.16,0
345.12,800.78,0
353.8,797.82,0
423.38,801.86,0
386.6,768.96,1
262.32,680.97,1
314.59,662.29,0
377.01,663.26,0
423.53,674.65,0
470.67,677.09,1
655.57,563.07,1
721.44,559.93,0
732.32,583.63,0
709.49,620.58,2
717.02,630.98,2
679.88,658.76,2
667.1,702.4,2
823.09,707.86,2
1342.85,760.52,2
1069.28,700.65,2
1047.45,769.86,2
918.27,717.96,2
1215.9,684.57,2
1265.38,604.97,2
1801.97,717.97,2
1724.01,669.34,2
1387.6,645.74,2
1123.34,587.32,2
1274.06,623.6,2
1442.88,656.08,2
1253.55,603.46,0
1098,589.5,0
1004.76,579.06,1
907.56,573.97,1
836.89,577.73,1
765.61,581.79,1
927.83,664,1
912.37,672.89,1
864.39,664.81,0
833.37,664.31,0
804.38,662.64,0
779.58,663.14,0
758.45,666.53,0
739.39,657.67,0
730.86,658.74,0
713.69,645.2,0
695.63,649.92,0
677.49,640.55,0
667.76,638.59,1
702.28,621.34,1
694.41,618.54,0
691.76,614.08,0
694.32,617.52,0
694.07,620.98,1
521.56,593.48,1
446.69,599.34,0
456.28,594.34,0
469.39,590.77,0
475.29,595.17,0
495.51,589.35,0
512.55,583.21,0
496.06,576.81,1
516.38,566.15,1
516.78,571.67,1
536.01,561.03,0
536.56,565.82,0
542.96,562.78,0
544.78,565.39,0
542.84,575.97,0
546.26,576.43,0
545.57,578.73,0
545.69,585.76,0
544.08,591.2,0
543.9,593.43,0
540.52,601.66,1
537.16,611.66,1
542.38,611.58,1
541.56,618.74,0
545.27,618.64,0
550.73,619.43,0
553.8,620.19,0
555.49,624.24,0
557.66,627.65,0
559.54,629.92,0
567.28,628.24,1
573.06,633.96,1
577.05,638.96,0
570.2,632.65,0
561.29,612.85,0
556.92,611.09,0
562.27,608.22,0
565.34,602.21,0
568.41,607.84,1
570.15,615.4,1
576.72,612.32,0
578.21,610.53,0
579.49,615.01,2
581.86,610.69,2
579.16,790.89,2
558.15,1068.32,2
604.63,1245.81,2
604.63,1245.81,2
596.22,1068.09,2
624.73,1304.79,2
736.13,811.05,2
530.46,1235.31,2
23992.04,-20188.86,2
662.85,1262.49,2
725.32,1120.35,2
1283.62,-2062.05,2
716.13,318.28,2
3731.91,-2525.46,2
745.32,1099.33,2
458.25,687.16,2
672.86,694.88,2
3996.16,19735.32,2
687.3,609,2
608.94,617.32,2
580.26,559.73,2
588.2,556.27,2
587.23,560.92,0
581.5,571.16,0
590.4,571.07,0
586.56,582.57,0
588.33,586.21,0
589.1,593.06,1
558.1,596.71,1
553.72,600.15,0
555.84,597.36,0
553.1,597.13,0
552.79,594.84,0
549.18,597.71,0
549.64,597.48,0
544.91,600.61,0
550.88,594.22,1
555.36,670.09,1
648.89,1106.92,1
756.68,1182.44,1
NaN,NaN,3
NaN,NaN,3
725.78,735.98,3
NaN,NaN,3
NaN,NaN,3
NaN,NaN,3
NaN,NaN,3
NaN,NaN,3
NaN,NaN,3
NaN,NaN,3
931.61,1875.96,3
895.39,1812.18,3
903.67,1806.08,3
18.18,1710,3
NaN,NaN,3
NaN,NaN,3
NaN,NaN,3
NaN,NaN,3
NaN,NaN,3
-31457.45,-38135.89,3
NaN,NaN,3
926.38,1323.1,3
1197.21,1075.71,3
NaN,NaN,3
NaN,NaN,3
NaN,NaN,3
1130.04,1445.38,3
561.48,327.24,0
552.7,375.21,0
578.92,436.68,0
598.67,485.09,0
603.92,527.69,0
608.62,556.6,0
619.07,576.69,0
617.82,598.41,0
616.48,612,1
559.04,616.87,1
560.41,622.78,1
565.86,641.28,0
568.66,651.42,0
570.46,655.26,0
571,652.07,0
576.2,654.32,0
579.13,650.02,0
580.49,655.29,1
583.49,647.23,1
585.46,651.79,1
587.22,638.85,0
587.77,637.61,0
583.37,640.19,0
584.76,644.34,0
586.04,656.1,0
596.22,643.15,1
600.44,567.15,1
605.03,571.76,0
604.14,582.27,0
601.94,587.56,0
599.28,596.82,1
591.16,620.46,1
592.41,624.72,0
588.62,651,0
581.91,677.38,0
571.61,696.58,0
579.67,708.2,0
579.95,717.28,0
