vRoot,vBones#srfBind_Cn_Pelvis,vBones#srfBind_Cn_SpineA,vBones#srfBind_Cn_SpineB,vBones#srfBind_Cn_SpineC,vBones#srfBind_Cn_Neck,vBones#srfBind_Cn_Head,vBones#srfBind_Cn_Nose,vBones#srfBind_Lf_Ear,vBones#srfBind_Rt_Ear,vBones#srfBind_Lf_ArmA,vBones#srfBind_Lf_ArmB,vBones#srfBind_Lf_ArmC,vBones#srfBind_Lf_ArmD,vBones#Hand_L,vBones#srfBind_Rt_ArmA,vBones#srfBind_Rt_ArmB,vBones#srfBind_Rt_ArmC,vBones#srfBind_Rt_ArmD,vBones#Hand_R,vBones#srfBind_Lf_LegA,vBones#srfBind_Lf_LegB,vBones#srfBind_Lf_LegC,vBones#srfBind_Lf_LegD,vBones#srfBind_Lf_FootA,vBones#srfBind_Lf_FootB,vBones#srfBind_Rt_LegA,vBones#srfBind_Rt_LegB,vBones#srfBind_Rt_LegC,vBones#srfBind_Rt_LegD,vBones#srfBind_Rt_FootA,vBones#srfBind_Lf_FootB 1,vBones#srfBind_Lf_FootB 2,vBones#srfBind_Lf_FootB 3,aRoot,aBones#srfBind_Cn_Pelvis,aBones#srfBind_Cn_SpineA,aBones#srfBind_Cn_SpineB,aBones#srfBind_Cn_SpineC,aBones#srfBind_Cn_Neck,aBones#srfBind_Cn_Head,aBones#srfBind_Cn_Nose,aBones#srfBind_Lf_Ear,aBones#srfBind_Rt_Ear,aBones#srfBind_Lf_ArmA,aBones#srfBind_Lf_ArmB,aBones#srfBind_Lf_ArmC,aBones#srfBind_Lf_ArmD,aBones#Hand_L,aBones#srfBind_Rt_ArmA,aBones#srfBind_Rt_ArmB,aBones#srfBind_Rt_ArmC,aBones#srfBind_Rt_ArmD,aBones#Hand_R,aBones#srfBind_Lf_LegA,aBones#srfBind_Lf_LegB,aBones#srfBind_Lf_LegC,aBones#srfBind_Lf_LegD,aBones#srfBind_Lf_FootA,aBones#srfBind_Lf_FootB,aBones#srfBind_Rt_LegA,aBones#srfBind_Rt_LegB,aBones#srfBind_Rt_LegC,aBones#srfBind_Rt_LegD,aBones#srfBind_Rt_FootA,aBones#srfBind_Lf_FootB 1,aBones#srfBind_Lf_FootB 2,aBones#srfBind_Lf_FootB 3,p0Root,p0Bones#srfBind_Cn_Pelvis,p0Bones#srfBind_Cn_SpineA,p0Bones#srfBind_Cn_SpineB,p0Bones#srfBind_Cn_SpineC,p0Bones#srfBind_Cn_Neck,p0Bones#srfBind_Cn_Head,p0Bones#srfBind_Cn_Nose,p0Bones#srfBind_Lf_Ear,p0Bones#srfBind_Rt_Ear,p0Bones#srfBind_Lf_ArmA,p0Bones#srfBind_Lf_ArmB,p0Bones#srfBind_Lf_ArmC,p0Bones#srfBind_Lf_ArmD,p0Bones#Hand_L,p0Bones#srfBind_Rt_ArmA,p0Bones#srfBind_Rt_ArmB,p0Bones#srfBind_Rt_ArmC,p0Bones#srfBind_Rt_ArmD,p0Bones#Hand_R,p0Bones#srfBind_Lf_LegA,p0Bones#srfBind_Lf_LegB,p0Bones#srfBind_Lf_LegC,p0Bones#srfBind_Lf_LegD,p0Bones#srfBind_Lf_FootA,p0Bones#srfBind_Lf_FootB,p0Bones#srfBind_Rt_LegA,p0Bones#srfBind_Rt_LegB,p0Bones#srfBind_Rt_LegC,p0Bones#srfBind_Rt_LegD,p0Bones#srfBind_Rt_FootA,p0Bones#srfBind_Lf_FootB 1,p0Bones#srfBind_Lf_FootB 2,p0Bones#srfBind_Lf_FootB 3,pRoot,pBones#srfBind_Cn_Pelvis,pBones#srfBind_Cn_SpineA,pBones#srfBind_Cn_SpineB,pBones#srfBind_Cn_SpineC,pBones#srfBind_Cn_Neck,pBones#srfBind_Cn_Head,pBones#srfBind_Cn_Nose,pBones#srfBind_Lf_Ear,pBones#srfBind_Rt_Ear,pBones#srfBind_Lf_ArmA,pBones#srfBind_Lf_ArmB,pBones#srfBind_Lf_ArmC,pBones#srfBind_Lf_ArmD,pBones#Hand_L,pBones#srfBind_Rt_ArmA,pBones#srfBind_Rt_ArmB,pBones#srfBind_Rt_ArmC,pBones#srfBind_Rt_ArmD,pBones#Hand_R,pBones#srfBind_Lf_LegA,pBones#srfBind_Lf_LegB,pBones#srfBind_Lf_LegC,pBones#srfBind_Lf_LegD,pBones#srfBind_Lf_FootA,pBones#srfBind_Lf_FootB,pBones#srfBind_Rt_LegA,pBones#srfBind_Rt_LegB,pBones#srfBind_Rt_LegC,pBones#srfBind_Rt_LegD,pBones#srfBind_Rt_FootA,pBones#srfBind_Lf_FootB 1,pBones#srfBind_Lf_FootB 2,pBones#srfBind_Lf_FootB 3,wRoot,wBones#srfBind_Cn_Pelvis,wBones#srfBind_Cn_SpineA,wBones#srfBind_Cn_SpineB,wBones#srfBind_Cn_SpineC,wBones#srfBind_Cn_Neck,wBones#srfBind_Cn_Head,wBones#srfBind_Cn_Nose,wBones#srfBind_Lf_Ear,wBones#srfBind_Rt_Ear,wBones#srfBind_Lf_ArmA,wBones#srfBind_Lf_ArmB,wBones#srfBind_Lf_ArmC,wBones#srfBind_Lf_ArmD,wBones#Hand_L,wBones#srfBind_Rt_ArmA,wBones#srfBind_Rt_ArmB,wBones#srfBind_Rt_ArmC,wBones#srfBind_Rt_ArmD,wBones#Hand_R,wBones#srfBind_Lf_LegA,wBones#srfBind_Lf_LegB,wBones#srfBind_Lf_LegC,wBones#srfBind_Lf_LegD,wBones#srfBind_Lf_FootA,wBones#srfBind_Lf_FootB,wBones#srfBind_Rt_LegA,wBones#srfBind_Rt_LegB,wBones#srfBind_Rt_LegC,wBones#srfBind_Rt_LegD,wBones#srfBind_Rt_FootA,wBones#srfBind_Lf_FootB 1,wBones#srfBind_Lf_FootB 2,wBones#srfBind_Lf_FootB 3,pEndEff#Hand_L,pEndEff#Hand_R,pEndEff#srfBind_Lf_FootA,pEndEff#srfBind_Rt_FootA,wEndEff#Hand_L,wEndEff#Hand_R,wEndEff#srfBind_Lf_FootA,wEndEff#srfBind_Rt_FootA,p0,p
0,46.32145,9.787766,19.68321,19.68321,15.43024,34.31894,0,0,0,0,30.70036,0,31.24619,21.39791,26.98829,0,0,16.65952,16.10046,134.7355,0,117.7225,0,198.3887,0,24.29612,0,57.55199,0,51.68353,0,0,0,5.2964,489.5324,0,79.62239,79.62239,453.219,801.7801,0,0,0,0,1615.39,0,571.9533,694.1332,854.5996,0,0,705.0081,807.296,1949.071,0,2375.95,0,2928.86,0,1067.063,0,1795.327,0,1151.644,0,0,0,0.0002550739,0.05845584,0,0.1280367,0.1280367,0.2239146,0.3279791,0,0,0,0,0.2407402,0,0.1248274,0.07052594,0.167574,0,0,0.2373998,0.1970943,0.2399297,0,0.5166295,0,0.3517221,0,0.1734537,0,0.4040965,0,0.1305418,0,0,0,0.0002871198,0.05910285,0.1269314,0.162123,0.162123,0.1506417,0.3170362,0,0,0,0,0.2092149,0,0.09647918,0.06466992,0.1145464,0,0,0.132882,0.1640365,0.1759776,0,0.519478,0,0.2507462,0,0.1469277,0,0.2929959,0,0.1339975,0,0,0,0.6482942,0.6482942,0.3908437,0.2462142,2.20727,0.4407654,2.198303,0,0,0,0.06246772,0.7009112,0.01259374,0.7825191,0,0.05933357,0.7005652,0.0126137,0.784183,0,1.293153,0.05930657,1.176858,0.1060746,0.4099538,0,1.307064,0.05850688,1.167702,0.1071833,1.238692,0,0,0,0,0,0,0,0,0,0,0,0.2114875,0.1916938
0,62.06319,10.21045,21.59452,21.59452,5.934703,56.21451,0,0,0,0,72.7057,0,12.22031,1.678587,18.95394,0,0,6.818455,10.74821,76.6581,0,196.9231,0,101.5617,0,51.02511,0,2.373881,0,13.58516,0,0,0,6.00312,259.2318,0,71.21642,71.21642,163.1774,356.0823,0,0,0,0,738.3892,0,712.1656,451.818,201.4305,0,0,275.8201,347.0661,952.1487,0,1699.169,0,2391.378,0,668.0704,0,1724.355,0,1008.415,0,0,0,0.0002891095,0.03095528,0,0.1145195,0.1145195,0.08061843,0.1456603,0,0,0,0,0.1100415,0,0.1554285,0.04590601,0.03949746,0,0,0.09287786,0.08473319,0.1172091,0,0.3694694,0,0.2871766,0,0.1085964,0,0.3881221,0,0.1143064,0,0,0,0.0002752639,0.0438622,0.03350125,0.1389199,0.1389199,0.102295,0.2455554,0,0,0,0,0.1796135,0,0.09227619,0.04798063,0.0897629,0,0,0.09331276,0.1194498,0.1465252,0,0.3381933,0,0.2180104,0,0.1157952,0,0.2977034,0,0.1253296,0,0,0,0.6482942,0.6482942,0.3908437,0.2462142,2.20727,0.4407654,2.198303,0,0,0,0.06246772,0.7009112,0.01259374,0.7825191,0,0.05933357,0.7005652,0.0126137,0.784183,0,1.293153,0.05930657,1.176858,0.1060746,0.4099538,0,1.307064,0.05850688,1.167702,0.1071833,1.238692,0,0,0,0,0,0,0,0,0,0,0,0.1410107,0.153102
0,68.71054,10.54976,22.33219,22.33219,9.039472,63.0206,0,0,0,0,89.67744,0,11.50782,16.78589,21.62712,0,0,16.05665,22.45801,51.64263,0,253.5686,0,23.70916,0,72.75414,0,59.76176,0,22.39519,0,0,0,7.18387,314.4833,0,87.22195,87.22195,100.7152,449.0029,0,0,0,0,830.5214,0,87.22195,207.6298,495.9655,0,0,79.62239,289.2826,900.1234,0,291.4659,0,1141.692,0,341.5421,0,980.3619,0,1021.532,0,0,0,0.0003459743,0.03755295,0,0.1402572,0.1402572,0.04975876,0.1836708,0,0,0,0,0.1237719,0,0.01903598,0.02109579,0.09725129,0,0,0.02681152,0.07062584,0.1108048,0,0.06337669,0,0.1371039,0,0.05551848,0,0.2206623,0,0.1157932,0,0,0,0.0002628919,0.0350755,0,0.1516071,0.1516071,0.07940225,0.190595,0,0,0,0,0.1389823,0,0.058924,0.02818327,0.113056,0,0,0.06920371,0.09957624,0.1223548,0,0.1961841,0,0.1622186,0,0.08103181,0,0.246336,0,0.1221741,0,0,0,0.6482942,0.6482942,0.3908437,0.2462142,2.20727,0.4407654,2.198303,0,0,0,0.06246772,0.7009112,0.01259374,0.7825191,0,0.05933357,0.7005652,0.0126137,0.784183,0,1.293153,0.05930657,1.176858,0.1060746,0.4099538,0,1.307064,0.05850688,1.167702,0.1071833,1.238692,0,0,0,0,0,0,0,0,0,0,0,0.09932268,0.1221107
0,63.3217,10.81355,22.11029,22.11029,11.56887,54.25037,0,0,0,0,77.54439,0,14.7773,23.73886,22.0145,0,0,19.02813,12.67306,48.25796,0,263.295,0,21.29892,0,83.67926,0,92.46233,0,56.32718,0,0,0,2.736902,266.4675,0,123.3505,123.3505,106.8246,451.818,0,0,0,0,1162.602,0,50.35762,0,492.1158,0,0,61.67524,79.62239,800.989,0,320.4741,0,188.421,0,308.3763,0,410.6542,0,1006.527,0,0,0,0.0001318089,0.03181931,0,0.1983536,0.1983536,0.05277714,0.1848223,0,0,0,0,0.1732616,0,0.01099043,0,0.09649643,0,0,0.02076811,0.01943912,0.0986014,0,0.06968427,0,0.02262717,0,0.0501273,0,0.09243105,0,0.1140924,0,0,0,0.0002422867,0.0301522,0,0.1664388,0.1664388,0.06608377,0.1746365,0,0,0,0,0.1219675,0,0.03120795,0.02089006,0.191121,0,0,0.05282386,0.1230491,0.132313,0,0.1563289,0,0.1201027,0,0.07496756,0,0.2128733,0,0.1295621,0,0,0,0.6482942,0.6482942,0.3908437,0.2462142,2.20727,0.4407654,2.198303,0,0,0,0.06246772,0.7009112,0.01259374,0.7825191,0,0.05933357,0.7005652,0.0126137,0.784183,0,1.293153,0.05930657,1.176858,0.1060746,0.4099538,0,1.307064,0.05850688,1.167702,0.1071833,1.238692,0,0,0,0,0,0,0,0,0,0,0,0.09646741,0.1138623
0,63.63243,10.94306,21.23267,21.23267,13.05635,41.08279,0,0,0,0,58.79921,0,13.16381,22.61429,32.87216,0,0,16.61718,9.642754,59.41894,0,252.6215,0,24.72719,0,87.40986,0,106.1541,0,89.64601,0,0,0,4.800543,159.2448,0,118.0991,118.0991,151.0729,428.78,0,0,0,0,484.3245,0,71.21642,275.8201,1459.515,0,0,230.7677,1142.247,789.8303,0,830.5214,0,643.9094,0,441.8866,0,843.3985,0,1454.293,0,0,0,0.0002311936,0.01901567,0,0.1899091,0.1899091,0.07463815,0.1753983,0,0,0,0,0.07217848,0,0.01554281,0.02802412,0.2861886,0,0,0.07770718,0.2788697,0.09722777,0,0.1805896,0,0.07732603,0,0.07182971,0,0.1898342,0,0.1648478,0,0,0,0.0002725833,0.02908498,0,0.1604158,0.1604158,0.07931727,0.1666889,0,0,0,0,0.1147669,0,0.01803266,0.0234024,0.3125667,0,0,0.05953889,0.1641016,0.1494539,0,0.2128165,0,0.1380498,0,0.08722569,0,0.2280443,0,0.1354869,0,0,0,0.6482942,0.6482942,0.3908437,0.2462142,2.20727,0.4407654,2.198303,0,0,0,0.06246772,0.7009112,0.01259374,0.7825191,0,0.05933357,0.7005652,0.0126137,0.784183,0,1.293153,0.05930657,1.176858,0.1060746,0.4099538,0,1.307064,0.05850688,1.167702,0.1071833,1.238692,0,0,0,0,0,0,0,0,0,0,0,0.1145846,0.1202301
0,63.31057,11.00724,22.55191,22.55191,14.537,31.26872,0,0,0,0,59.72639,0,10.54976,13.37615,55.88774,0,0,8.882252,47.78856,81.64237,0,224.9332,0,21.16621,0,74.40094,0,78.01537,0,92.30981,0,0,0,7.095284,266.4675,0,79.62239,79.62239,216.5963,375.156,0,0,0,0,509.8326,0,106.8246,431.727,3183.429,0,0,330.2171,1087.077,2938.586,0,1565.967,0,2473.229,0,990.6548,0,1907.976,0,1307.369,0,0,0,0.000341708,0.03181931,0,0.1280367,0.1280367,0.1070103,0.1534627,0,0,0,0,0.07597992,0,0.02331422,0.04386471,0.624222,0,0,0.1111951,0.2654004,0.3617387,0,0.3405057,0,0.297006,0,0.1610333,0,0.429452,0,0.1481936,0,0,0,0.0003499572,0.02998636,0.01498221,0.1440018,0.1440018,0.08768648,0.1470439,0,0,0,0,0.1239049,0,0.01953673,0.02629193,0.3885945,0,0,0.08187563,0.157709,0.1946284,0,0.3191346,0,0.1802954,0,0.1074642,0,0.2511667,0,0.1190965,0,0,0,0.6482942,0.6482942,0.3908437,0.2462142,2.20727,0.4407654,2.198303,0,0,0,0.06246772,0.7009112,0.01259374,0.7825191,0,0.05933357,0.7005652,0.0126137,0.784183,0,1.293153,0.05930657,1.176858,0.1060746,0.4099538,0,1.307064,0.05850688,1.167702,0.1071833,1.238692,0,0,0,0,0,0,0,0,0,0,0,0.1665331,0.1315465
0,56.40216,10.94306,24.9258,24.9258,17.72482,24.52696,0,0,0,0,69.66763,0,7.022036,0,152.5332,0,0,2.055841,11.56887,179.4212,0,172.7292,0,99.44472,0,41.96494,0,14.3909,0,54.97272,0,0,0,9.689824,334.0348,0,50.35762,50.35762,244.1177,278.1091,0,0,0,0,1302.51,0,128.3873,174.4439,2120.745,0,0,35.60821,0,178.0411,0,2252.669,0,1949.396,0,564.1409,0,970.6132,0,745.2263,0,0,0,0.0004666607,0.03988762,0,0.08097751,0.08097751,0.1206073,0.1137643,0,0,0,0,0.194112,0,0.02802021,0.01772401,0.4158458,0,0,0.01199047,0,0.02191678,0,0.489823,0,0.2340998,0,0.09170244,0,0.218468,0,0.08447332,0,0,0,0.0004709412,0.03276082,0.04494664,0.1501425,0.1501425,0.08333313,0.132228,0,0,0,0,0.1357479,0,0.02211612,0.02670105,0.3631237,0,0,0.1059007,0.1154587,0.2284151,0,0.3860009,0,0.2282635,0,0.1177729,0,0.2157769,0,0.09184209,0,0,0,0.6482942,0.6482942,0.3908437,0.2462142,2.20727,0.4407654,2.198303,0,0,0,0.06246772,0.7009112,0.01259374,0.7825191,0,0.05933357,0.7005652,0.0126137,0.784183,0,1.293153,0.05930657,1.176858,0.1060746,0.4099538,0,1.307064,0.05850688,1.167702,0.1071833,1.238692,0,0,0,0,0,0,0,0,0,0,0,0.1129934,0.1376258
0,46.8507,11.00724,25.15087,25.15087,22.89292,20.55844,0,0,0,0,99.56508,0,2.65408,6.818455,220.1183,0,0,0,12.16253,184.9261,0,97.63589,0,164.2944,0,26.90987,0,17.92243,0,38.91665,0,0,0,12.39566,207.6298,35.60821,106.8246,106.8246,50.35762,244.1177,0,0,0,0,1216.954,0,35.60821,133.2337,632.9865,0,0,603.2422,188.421,2677.093,0,2024.384,0,717.4871,0,657.549,0,280.3795,0,128.3873,0,0,0,0.0005969733,0.02479341,0.1348399,0.1717792,0.1717792,0.02487938,0.09985968,0,0,0,0,0.1813616,0,0.007771407,0.01353693,0.124119,0,0,0.2031318,0.04600135,0.329549,0,0.4401844,0,0.08616185,0,0.1068861,0,0.0631085,0,0.01455303,0,0,0,0.0005678606,0.03977322,0.1145503,0.2120142,0.2120142,0.06535614,0.1391621,0,0,0,0,0.1370088,0,0.02903003,0.03158453,0.3092822,0,0,0.1325478,0.129263,0.2855548,0,0.3723178,0,0.2480885,0,0.1287484,0,0.1476702,0,0.07138991,0,0,0,0.6482942,0.6482942,0.3908437,0.2462142,2.20727,0.4407654,2.198303,0,0,0,0.06246772,0.7009112,0.01259374,0.7825191,0,0.05933357,0.7005652,0.0126137,0.784183,0,1.293153,0.05930657,1.176858,0.1060746,0.4099538,0,1.307064,0.05850688,1.167702,0.1071833,1.238692,0,0,0,0,0,0,0,0,0,0,0,0.1326961,0.1489416
0,51.35538,11.07105,23.59002,23.59002,21.88614,13.27041,0,0,0,0,136.3677,0,1.18694,2.373881,208.9708,0,0,19.32202,18.50259,99.35966,0,30.168,0,140.6259,0,46.26058,0,8.559152,0,38.84418,0,0,0,15.15643,359.6255,35.60821,198.2582,198.2582,100.7152,407.5549,0,0,0,0,352.5035,0,170.771,436.1101,1212.256,0,0,625.9362,563.016,4144.469,0,1207.54,0,4233.633,0,1089.989,0,495.9655,0,730.621,0,0,0,0.000729932,0.04294345,0.1348399,0.3188089,0.3188089,0.04975876,0.1667159,0,0,0,0,0.0525333,0,0.03727036,0.04431004,0.237705,0,0,0.2107736,0.1374555,0.5101824,0,0.262569,0,0.50841,0,0.1771802,0,0.1116331,0,0.08281777,0,0,0,0.0005924415,0.0575229,0.2082087,0.3081074,0.3081074,0.05951798,0.1785928,0,0,0,0,0.1213966,0,0.05626813,0.05250688,0.2796786,0,0,0.1544964,0.1697847,0.3259497,0,0.3058005,0,0.2984163,0,0.1481622,0,0.1010741,0,0.0980014,0,0,0,0.6482942,0.6482942,0.3908437,0.2462142,2.20727,0.4407654,2.198303,0,0,0,0.06246772,0.7009112,0.01259374,0.7825191,0,0.05933357,0.7005652,0.0126137,0.784183,0,1.293153,0.05930657,1.176858,0.1060746,0.4099538,0,1.307064,0.05850688,1.167702,0.1071833,1.238692,0,0,0,0,0,0,0,0,0,0,0,0.1866093,0.172268
0,49.82367,11.38474,21.26582,21.26582,18.84212,8.64106,0,0,0,0,141.2808,0,7.219878,11.98752,173.0838,0,0,40.25134,0,70.15131,0,10.07153,0,20.35182,0,81.94382,0,8.050224,0,53.57089,0,0,0,12.14562,721.0129,94.21048,289.2826,289.2826,133.2337,582.9324,0,0,0,0,803.36,0,385.162,745.2263,2447.199,0,0,79.62239,1986.765,1262.469,0,850.8823,0,1601.198,0,856.8222,0,222.3733,0,1024.011,0,0,0,0.0005849316,0.08609729,0.3567529,0.4651805,0.4651805,0.06582466,0.2384565,0,0,0,0,0.1197241,0,0.08406068,0.07571715,0.4798586,0,0,0.02681152,0.4850514,0.1554093,0,0.1850169,0,0.1922853,0,0.1392785,0,0.05005232,0,0.1160743,0,0,0,0.000511604,0.07793807,0.3168492,0.3738125,0.3738125,0.06624059,0.2158299,0,0,0,0,0.1108912,0,0.09844807,0.07904638,0.3014348,0,0,0.2007937,0.2874871,0.307513,0,0.2411198,0,0.2832151,0,0.1733509,0,0.1376694,0,0.1400038,0,0,0,0.6482942,0.6482942,0.3908437,0.2462142,2.20727,0.4407654,2.198303,0,0,0,0.06246772,0.7009112,0.01259374,0.7825191,0,0.05933357,0.7005652,0.0126137,0.784183,0,1.293153,0.05930657,1.176858,0.1060746,0.4099538,0,1.307064,0.05850688,1.167702,0.1071833,1.238692,0,0,0,0,0,0,0,0,0,0,0,0.1766477,0.1952412
0,45.50832,10.81355,21.06614,21.06614,15.01375,23.94567,0,0,0,0,127.6352,0,20.03789,36.85272,95.99865,0,0,37.23305,65.96971,70.36188,0,38.46147,0,34.23674,0,101.6657,0,15.56659,0,81.78032,0,0,0,6.472328,1065.28,128.3873,287.0827,287.0827,170.771,774.4293,0,0,0,0,930.5978,0,838.1201,1411.373,918.9434,0,0,850.1368,219.5038,3340.113,0,1031.414,0,3077.084,0,1340.412,0,577.4689,0,2539.257,0,0,0,0.0003117065,0.1272067,0.4861724,0.461643,0.461643,0.08437009,0.3167909,0,0,0,0,0.1386862,0,0.1829177,0.1433995,0.1801908,0,0,0.2862695,0.05358995,0.4111665,0,0.2242719,0,0.369522,0,0.2178871,0,0.1299781,0,0.2878313,0,0,0,0.0003721181,0.08977612,0.3858506,0.3697824,0.3689468,0.08583193,0.252361,0,0,0,0,0.1236386,0,0.16466,0.1222446,0.2993312,0,0,0.3003391,0.37562,0.2814111,0,0.2081804,0,0.2795605,0,0.221682,0,0.2931271,0,0.1815237,0,0,0,0.6482942,0.6482942,0.3908437,0.2462142,2.20727,0.4407654,2.198303,0,0,0,0.06246772,0.7009112,0.01259374,0.7825191,0,0.05933357,0.7005652,0.0126137,0.784183,0,1.293153,0.05930657,1.176858,0.1060746,0.4099538,0,1.307064,0.05850688,1.167702,0.1071833,1.238692,0,0,0,0,0,0,0,0,0,0,0,0.2589028,0.2233369
0,52.85603,10.27921,23.67944,23.67944,11.26031,49.15466,0,0,0,0,135.0072,0,47.99449,83.91466,66.37425,0,0,8.882252,58.55911,149.5804,0,3.936636,0,118.8957,0,126.9044,0,34.80808,0,147.431,0,0,0,3.517266,653.681,106.8246,146.8164,146.8164,213.6493,391.6906,0,0,0,0,503.5767,0,850.8823,938.0617,1598.424,0,0,1572.431,2884.14,1049.088,0,925.1317,0,1082.987,0,1509.063,0,2410.392,0,1375.889,0,0,0,0.0001693911,0.07805707,0.4045198,0.236088,0.236088,0.1055543,0.1602264,0,0,0,0,0.07504761,0,0.185703,0.09530979,0.3134267,0,0,0.5294902,0.7041377,0.1291423,0,0.2011617,0,0.1300541,0,0.2453017,0,0.5425369,0,0.1559605,0,0,0,0.0002654485,0.08456543,0.4014351,0.3092439,0.3075729,0.105793,0.2701156,0,0,0,0,0.1582232,0,0.197831,0.1681889,0.2845915,0,0,0.3901691,0.4877142,0.2296847,0,0.1901754,0,0.2518334,0,0.2836235,0,0.522184,0,0.182591,0,0,0,0.6482942,0.6482942,0.3908437,0.2462142,2.20727,0.4407654,2.198303,0,0,0,0.06246772,0.7009112,0.01259374,0.7825191,0,0.05933357,0.7005652,0.0126137,0.784183,0,1.293153,0.05930657,1.176858,0.1060746,0.4099538,0,1.307064,0.05850688,1.167702,0.1071833,1.238692,0,0,0,0,0,0,0,0,0,0,0,0.2035075,0.2393997
0,60.75545,10.41536,21.72462,21.72462,10.21045,61.36691,0,0,0,0,124.6977,0,19.6115,52.61559,19.28553,0,0,43.51424,37.57206,175.5338,0,26.726,0,132.6219,0,108.6209,0,45.6011,0,189.3065,0,0,0,3.641327,461.5356,94.21048,137.91,133.2337,256.7745,872.2222,0,0,0,0,1708.472,0,1632.956,2791.642,1678.522,0,0,1546.822,2883.48,1786.476,0,762.8823,0,2118.352,0,2430.822,0,4226.887,0,1264.476,0,0,0,0.0001753658,0.05511269,0.3567529,0.2217661,0.2142464,0.1268605,0.3567944,0,0,0,0,0.2546121,0,0.3563887,0.2836389,0.3291326,0,0,0.5208665,0.7039766,0.2199145,0,0.165882,0,0.2543894,0,0.3951359,0,0.9513981,0,0.1433316,0,0,0,0.000257442,0.06883958,0.3870552,0.2874928,0.2849862,0.1302842,0.3018356,0,0,0,0,0.2025711,0,0.2090792,0.2229651,0.2440299,0,0,0.3895222,0.4690988,0.2133654,0,0.1686246,0,0.2686009,0,0.3465893,0,0.656108,0,0.1910861,0,0,0,0.6482942,0.6482942,0.3908437,0.2462142,2.20727,0.4407654,2.198303,0,0,0,0.06246772,0.7009112,0.01259374,0.7825191,0,0.05933357,0.7005652,0.0126137,0.784183,0,1.293153,0.05930657,1.176858,0.1060746,0.4099538,0,1.307064,0.05850688,1.167702,0.1071833,1.238692,0,0,0,0,0,0,0,0,0,0,0,0.2864036,0.2546248
0,51.03891,10.87849,18.69198,18.69198,14.72956,47.74432,0,0,0,0,67.81271,0,34.80808,40.40854,50.21799,0,0,95.0843,133.7014,149.472,0,52.1854,0,63.24377,0,115.7732,0,186.467,0,164.1957,0,0,0,6.681648,637.9746,94.21048,151.0729,151.0729,297.9198,891.6313,0,0,0,0,1963.008,0,278.1091,2932.755,624.9225,0,0,837.3633,1133.891,2129.695,0,656.5841,0,3632.574,0,2776.84,0,3817.445,0,1738.271,0,0,0,0.0003217873,0.07618155,0.3567529,0.2429326,0.2429326,0.1471885,0.364734,0,0,0,0,0.2925455,0,0.06069665,0.2979764,0.1225378,0,0,0.2819682,0.2768297,0.2621645,0,0.1427684,0,0.4362299,0,0.4513818,0,0.8592399,0,0.1970374,0,0,0,0.0003508809,0.05692792,0.3827264,0.3436939,0.3420228,0.1590828,0.313614,0,0,0,0,0.236876,0,0.1574317,0.2401738,0.1955634,0,0,0.2886041,0.45905,0.1855607,0,0.1991686,0,0.2723152,0,0.3515024,0,0.5928515,0,0.2510762,0,0,0,0.6482942,0.6482942,0.3908437,0.2462142,2.20727,0.4407654,2.198303,0,0,0,0.06246772,0.7009112,0.01259374,0.7825191,0,0.05933357,0.7005652,0.0126137,0.784183,0,1.293153,0.05930657,1.176858,0.1060746,0.4099538,0,1.307064,0.05850688,1.167702,0.1071833,1.238692,0,0,0,0,0,0,0,0,0,0,0,0.2768143,0.2593193
0,45.90902,11.3227,14.6336,14.6336,23.19858,43.27074,0,0,0,0,4.893881,0,44.12513,138.1847,63.07647,0,0,123.0139,171.5009,127.9274,0,74.0688,0,62.23322,0,191.6082,0,313.6791,0,143.6646,0,0,0,10.316,155.2126,106.8246,312.4609,312.4609,409.1075,683.0853,0,0,0,0,1244.259,0,626.9483,2222.349,799.4044,0,0,100.7152,386.8044,542.3688,0,495.9655,0,1266.98,0,1984.849,0,520.9038,0,2610.907,0,0,0,0.0004968175,0.01853418,0.4045198,0.5024524,0.5024524,0.2021212,0.2794254,0,0,0,0,0.1854308,0,0.13683,0.2257971,0.1567511,0,0,0.03391419,0.09443495,0.06676536,0,0.1078433,0,0.1521496,0,0.3226419,0,0.1172463,0,0.295953,0,0,0,0.0004996276,0.04539039,0.4111642,0.4488904,0.4480549,0.1813623,0.320259,0,0,0,0,0.2438151,0,0.1211246,0.2152484,0.1416223,0,0,0.1663484,0.4331827,0.1547511,0,0.2394313,0,0.2263058,0,0.302938,0,0.380238,0,0.3764746,0,0,0,0.6482942,0.6482942,0.3908437,0.2462142,2.20727,0.4407654,2.198303,0,0,0,0.06246772,0.7009112,0.01259374,0.7825191,0,0.05933357,0.7005652,0.0126137,0.784183,0,1.293153,0.05930657,1.176858,0.1060746,0.4099538,0,1.307064,0.05850688,1.167702,0.1071833,1.238692,0,0,0,0,0,0,0,0,0,0,0,0.212866,0.2591853
