vRoot,vBones#Bone_Hips,vBones#Bone_SpineA,vBones#Bone_SpineB,vBones#Bone_SpineC,vBones#Bone_Neck,vBones#Bone_Head,vBones#Bone_Eye_L 1,vBones#Bone_Eye_R 1,vBones#Bone_Shoulder_L,vBones#Bone_UpperArm_L,vBones#Bone_Forearm_L,vBones#Bone_Hand_L,vBones#Bone_Shoulder_R,vBones#Bone_UpperArm_R,vBones#Bone_Forearm_R,vBones#Bone_Hand_R,vBones#Bone_UpperLeg_L,vBones#Bone_LowerLeg_L,vBones#Bone_Foot_L,vBones#Bone_Toes_L,vBones#Bone_UpperLeg_R,vBones#Bone_LowerLeg_R,vBones#Bone_Foot_R,aRoot,aBones#Bone_Hips,aBones#Bone_SpineA,aBones#Bone_SpineB,aBones#Bone_SpineC,aBones#Bone_Neck,aBones#Bone_Head,aBones#Bone_Eye_L 1,aBones#Bone_Eye_R 1,aBones#Bone_Shoulder_L,aBones#Bone_UpperArm_L,aBones#Bone_Forearm_L,aBones#Bone_Hand_L,aBones#Bone_Shoulder_R,aBones#Bone_UpperArm_R,aBones#Bone_Forearm_R,aBones#Bone_Hand_R,aBones#Bone_UpperLeg_L,aBones#Bone_LowerLeg_L,aBones#Bone_Foot_L,aBones#Bone_Toes_L,aBones#Bone_UpperLeg_R,aBones#Bone_LowerLeg_R,aBones#Bone_Foot_R,p0Root,p0Bones#Bone_Hips,p0Bones#Bone_SpineA,p0Bones#Bone_SpineB,p0Bones#Bone_SpineC,p0Bones#Bone_Neck,p0Bones#Bone_Head,p0Bones#Bone_Eye_L 1,p0Bones#Bone_Eye_R 1,p0Bones#Bone_Shoulder_L,p0Bones#Bone_UpperArm_L,p0Bones#Bone_Forearm_L,p0Bones#Bone_Hand_L,p0Bones#Bone_Shoulder_R,p0Bones#Bone_UpperArm_R,p0Bones#Bone_Forearm_R,p0Bones#Bone_Hand_R,p0Bones#Bone_UpperLeg_L,p0Bones#Bone_LowerLeg_L,p0Bones#Bone_Foot_L,p0Bones#Bone_Toes_L,p0Bones#Bone_UpperLeg_R,p0Bones#Bone_LowerLeg_R,p0Bones#Bone_Foot_R,pRoot,pBones#Bone_Hips,pBones#Bone_SpineA,pBones#Bone_SpineB,pBones#Bone_SpineC,pBones#Bone_Neck,pBones#Bone_Head,pBones#Bone_Eye_L 1,pBones#Bone_Eye_R 1,pBones#Bone_Shoulder_L,pBones#Bone_UpperArm_L,pBones#Bone_Forearm_L,pBones#Bone_Hand_L,pBones#Bone_Shoulder_R,pBones#Bone_UpperArm_R,pBones#Bone_Forearm_R,pBones#Bone_Hand_R,pBones#Bone_UpperLeg_L,pBones#Bone_LowerLeg_L,pBones#Bone_Foot_L,pBones#Bone_Toes_L,pBones#Bone_UpperLeg_R,pBones#Bone_LowerLeg_R,pBones#Bone_Foot_R,wRoot,wBones#Bone_Hips,wBones#Bone_SpineA,wBones#Bone_SpineB,wBones#Bone_SpineC,wBones#Bone_Neck,wBones#Bone_Head,wBones#Bone_Eye_L 1,wBones#Bone_Eye_R 1,wBones#Bone_Shoulder_L,wBones#Bone_UpperArm_L,wBones#Bone_Forearm_L,wBones#Bone_Hand_L,wBones#Bone_Shoulder_R,wBones#Bone_UpperArm_R,wBones#Bone_Forearm_R,wBones#Bone_Hand_R,wBones#Bone_UpperLeg_L,wBones#Bone_LowerLeg_L,wBones#Bone_Foot_L,wBones#Bone_Toes_L,wBones#Bone_UpperLeg_R,wBones#Bone_LowerLeg_R,wBones#Bone_Foot_R,pEndEff#Bone_Hand_L,pEndEff#Bone_Hand_R,pEndEff#Bone_Foot_L,pEndEff#Bone_Foot_R,wEndEff#Bone_Hand_L,wEndEff#Bone_Hand_R,wEndEff#Bone_Foot_L,wEndEff#Bone_Foot_R,p0,p
0,35.46962,13.73984,9.039472,9.039472,18.07896,18.07896,0,16.70175,21.98248,70.36188,26.43448,101.8803,11.44645,53.28081,13.11019,125.1264,16.36086,17.52498,22.92367,2.055841,13.21722,1.18694,24.58434,0.000436632,207.6298,0,50.35762,50.35762,133.2337,133.2337,0,501.0525,118.0991,447.5887,0,415.2598,100.7152,1319.436,137.91,942.7808,118.0991,79.62239,71.21642,0,61.67524,0,112.6031,1.422752E-05,0.1046916,0,0.09950362,0.09975083,0.1292529,0.1292529,0,0.005997726,0.06405339,0.08362413,0,0.03144654,0.09518373,0.2077408,0.06203208,0.05738094,0.02883941,0.01236764,0.006561267,0,0.01850397,0,0.00686411,0.01170337,0.1036155,0,0.09950363,0.09975082,0.1270291,0.1270291,0,0.005331312,0.06300578,0.08611345,0,0.04203126,0.0929688,0.2039695,0.05869888,0.06660037,0.0285335,0.01222256,0.006647317,0,0.01850397,0,0.006901336,1.083471,1.083471,0.4281604,0.2345561,2.381796,0.482536,22.27411,0.1600211,0.1609351,0.06507728,0.7738473,0.8350295,0.6738143,0.06507733,0.773849,0.848226,0.6609387,1.445779,1.432617,0.4378318,0.3410682,1.446724,1.431687,0.4378316,0,0,0,0,0,0,0,0,0.09400582,0.0932396
0,35.46962,13.73984,9.039472,9.039472,18.07896,18.07896,0,16.70175,21.98248,70.36188,26.43448,101.8803,11.44645,53.28081,13.11019,125.1264,16.36086,17.52498,22.92367,2.055841,13.21722,1.18694,24.58434,0.000436632,207.6298,0,50.35762,50.35762,133.2337,133.2337,0,501.0525,118.0991,447.5887,0,415.2598,100.7152,1319.436,137.91,942.7808,118.0991,79.62239,71.21642,0,61.67524,0,112.6031,1.422752E-05,0.1046916,0,0.09950362,0.09975083,0.1292529,0.1292529,0,0.005997726,0.06405339,0.08362413,0,0.03144654,0.09518373,0.2077408,0.06203208,0.05738094,0.02883941,0.01236764,0.006561267,0,0.01850397,0,0.00686411,0.02339357,0.1000489,0,0.08844767,0.0886674,0.1205989,0.1198456,0.0006519046,0.003998484,0.06051857,0.09127614,0.001311017,0.05588151,0.08765624,0.1915916,0.04847322,0.0798686,0.02718361,0.01176774,0.006897213,0,0.01850397,0,0.006938562,1.083471,1.083471,0.4281604,0.2345561,2.381796,0.482536,22.27411,0.1600211,0.1609351,0.06507728,0.7738473,0.8350295,0.6738143,0.06507733,0.773849,0.848226,0.6609387,1.445779,1.432617,0.4378318,0.3410682,1.446724,1.431687,0.4378316,0,0,0,0,0,0,0,0,0.09400582,0.08869852
0,28.51137,13.53321,7.873274,7.783291,13.63692,13.63692,0,0,18.03995,56.48952,27.68405,97.11498,8.392939,88.6662,17.88308,154.7302,12.22031,14.82489,20.45539,1.678587,10.74821,1.18694,20.66098,3.229015,188.421,0,50.35762,50.35762,112.6031,112.6031,0,0,100.7152,567.5023,0,1673.226,79.62239,1103.86,71.21642,2306.075,106.8246,71.21642,79.62239,0,61.67524,0,118.0991,0.1052165,0.09500611,0,0.09950362,0.09975083,0.1092386,0.1092386,0,0,0.05462492,0.1060279,0,0.126709,0.07524935,0.1737991,0.03203323,0.1403558,0.02608623,0.01106195,0.00733572,0,0.01850397,0,0.007199139,0.04862933,0.0930752,0.002873627,0.06633575,0.06650055,0.1074838,0.1059772,0.001955714,0.001999242,0.0561706,0.1004528,0.00524407,0.06975736,0.07705569,0.1655786,0.03491435,0.09178355,0.02430276,0.01080785,0.007310954,0,0.01812669,0,0.006975787,1.083471,1.083471,0.4281604,0.2345561,2.381796,0.482536,22.27411,0.1600211,0.1609351,0.06507728,0.7738473,0.8350295,0.6738143,0.06507733,0.773849,0.848226,0.6609387,1.445779,1.432617,0.4378318,0.3410682,1.446724,1.431687,0.4378316,0,0,0,0,0,0,0,0,0.08710981,0.07960917
0,22.23736,12.948,6.71435,6.71435,9.715529,9.715529,0,0,14.43976,37.79637,27.06648,47.18032,5.814797,52.27981,20.2129,80.87947,8.802588,12.33505,17.76452,0,8.559152,1.18694,16.8278,0.0007296398,163.1774,0,0,0,94.21048,87.22195,516.0126,0,94.21048,576.37,61.67524,803.36,71.21642,827.4623,0,1541.484,79.62239,61.67524,87.22195,0,61.67524,0,112.6031,2.377509E-05,0.08227771,0,0,0,0.09139559,0.08461587,0.005867141,0,0.05109693,0.1076847,0.01179916,0.06083635,0.06730506,0.1302812,0,0.09382011,0.01944353,0.009579931,0.008035878,0,0.01850397,0,0.00686411,0.05303694,0.08353215,0.009266715,0.03316788,0.03325028,0.09110295,0.0876231,0.003911428,0.001354357,0.05159911,0.1043217,0.01303665,0.06063789,0.06559702,0.1284307,0.02846702,0.07981662,0.01979551,0.009378474,0.00785457,0,0.01737212,0,0.006858043,1.083471,1.083471,0.4281604,0.2345561,2.381796,0.482536,22.27411,0.1600211,0.1609351,0.06507728,0.7738473,0.8350295,0.6738143,0.06507733,0.773849,0.848226,0.6609387,1.445779,1.432617,0.4378318,0.3410682,1.446724,1.431687,0.4378316,0,0,0,0,0,0,0,0,0.06003218,0.06570472
0,16.74387,11.98752,5.934703,5.934703,6.501142,6.608606,17.20042,0,11.19758,21.19947,24.64158,28.53607,4.111682,25.23476,20.07301,36.9291,6.052233,10.00134,14.87233,0,6.608606,2.055841,13.05635,3.741766,146.8164,50.35762,0,0,71.21642,71.21642,516.0126,0,87.22195,640.9489,123.3505,418.3021,50.35762,540.0259,71.21642,742.6698,61.67524,50.35762,87.22195,0,50.35762,0,112.6031,0.1219243,0.07402816,0.02586265,0,0,0.06908857,0.06908857,0.005867141,0,0.04730657,0.1197501,0.02359831,0.03167692,0.04759187,0.08502528,0.03203323,0.04520148,0.01506089,0.007821981,0.008035878,0,0.01510843,0,0.00686411,0.05871704,0.0733224,0.01972373,0.01105596,0.01108343,0.06877339,0.0648269,0.005215236,0.003651163,0.04708153,0.1001637,0.0182072,0.0428986,0.05349682,0.08541375,0.03394568,0.05536215,0.01417186,0.008063521,0.008372468,0,0.01574859,0,0.006701162,1.083471,1.083471,0.4281604,0.2345561,2.381796,0.482536,22.27411,0.1600211,0.1609351,0.06507728,0.7738473,0.8350295,0.6738143,0.06507733,0.773849,0.848226,0.6609387,1.445779,1.432617,0.4378318,0.3410682,1.446724,1.431687,0.4378316,0,0,0,0,0,0,0,0,0.05307123,0.04955496
0,11.92861,10.61632,5.439245,5.30816,3.936636,3.936636,0,0,8.223367,13.84199,20.35182,22.26902,3.560822,9.194004,17.48475,25.42941,3.936636,8.050224,11.86941,0,4.893881,1.678587,9.495527,0.7047887,123.3505,61.67524,0,0,61.67524,50.35762,516.0126,517.2397,79.62239,431.727,181.567,198.2582,50.35762,251.7882,146.8164,137.91,35.60821,35.60821,100.7152,0,50.35762,0,100.7152,0.02296533,0.06219609,0.03167514,0,0,0.05983246,0.048853,0.005867141,0.006191491,0.04318479,0.08066065,0.03473578,0.01501357,0.04759187,0.03964321,0.0660382,0.008393687,0.008695409,0.005530975,0.009279033,0,0.01510843,0,0.006139447,0.03730625,0.06275516,0.02443348,0,0,0.04545223,0.04103911,0.005215237,0.0110142,0.04220314,0.08416818,0.02052726,0.02288521,0.04139661,0.04823272,0.0391983,0.02791968,0.008405726,0.006999084,0.00892719,0,0.01282363,0,0.006505142,1.083471,1.083471,0.4281604,0.2345561,2.381796,0.482536,22.27411,0.1600211,0.1609351,0.06507728,0.7738473,0.8350295,0.6738143,0.06507733,0.773849,0.848226,0.6609387,1.445779,1.432617,0.4378318,0.3410682,1.446724,1.431687,0.4378316,0,0,0,0,0,0,0,0,0.03687803,0.0324631
0,7.962241,8.882252,5.035762,4.893881,2.055841,2.055841,17.20042,17.24132,5.692367,23.31973,14.2433,16.18773,3.753435,6.71435,12.5052,21.4308,2.65408,6.167525,8.64106,0,3.560822,2.055841,6.052233,0.352488,106.8246,71.21642,0,0,0,0,516.0126,1710.697,71.21642,318.4897,0,167.0173,35.60821,0,100.7152,293.633,0,50.35762,100.7152,0,35.60821,0,106.8246,0.01148571,0.05386339,0.0365753,0,0,0,0,0.005867141,0.02047748,0.03862565,0.05950424,0,0.01264779,0.03365253,0,0.04530183,0.01787153,0,0.007821981,0.009279033,0,0.01068327,0,0.006511867,0.02376149,0.05237815,0.02210431,0,0,0.02097261,0.01853273,0.003911428,0.01957544,0.03683228,0.06646416,0.01643927,0.01440694,0.02708147,0.0215531,0.03333502,0.01474548,0.003605745,0.0065492,0.00938768,0,0.009784264,0,0.006426865,1.083471,1.083471,0.4281604,0.2345561,2.381796,0.482536,22.27411,0.1600211,0.1609351,0.06507728,0.7738473,0.8350295,0.6738143,0.06507733,0.773849,0.848226,0.6609387,1.445779,1.432617,0.4378318,0.3410682,1.446724,1.431687,0.4378316,0,0,0,0,0,0,0,0,0.005850704,0.01721934
0,5.035762,6.920994,4.597001,4.597001,0,0,34.48276,64.40272,3.560822,16.95292,13.11019,15.79123,4.279575,5.692367,8.802588,20.07301,2.055841,4.441125,5.439245,0,2.373881,2.055841,3.357175,0.0005060782,79.62239,0,0,0,0,0,0,3308.066,50.35762,264.0777,112.6031,151.0729,0,94.21048,0,100.7152,0,35.60821,106.8246,0,0,0,106.8246,1.64904E-05,0.0401474,0,0,0,0,0,0,0.0395984,0.02731246,0.04933831,0.02154222,0.01144035,0,0.01483313,0,0.006129882,0,0.005530975,0.009841901,0,0,0,0.006511867,0.01022204,0.04763728,0.0116473,0,0,0.006648051,0.005428111,0.002667,0.02497177,0.03070125,0.05088936,0.0136623,0.009877648,0.01276632,0.009349176,0.01740465,0.008505897,0.003126548,0.005425535,0.009887998,0,0.007613865,0,0.006302289,1.083471,1.083471,0.4281604,0.2345561,2.381796,0.482536,22.27411,0.1600211,0.1609351,0.06507728,0.7738473,0.8350295,0.6738143,0.06507733,0.773849,0.848226,0.6609387,1.445779,1.432617,0.4378318,0.3410682,1.446724,1.431687,0.4378316,0,0,0,0,0,0,0,0,0.00365775,0.00787132
0,3.560822,5.692367,4.597001,4.441125,0,0,34.46232,75.3325,2.055841,15.15385,17.07712,20.62686,4.747762,5.814797,8.392939,16.53218,2.055841,2.907398,2.65408,0,2.055841,2.055841,3.140349,0.3531827,61.67524,0,0,0,0,0,0,1935.36,50.35762,213.6493,61.67524,94.21048,0,0,0,79.62239,0,35.60821,112.6031,0,35.60821,0,100.7152,0.01150835,0.03109804,0,0,0,0,0,0,0.02316676,0.02731246,0.03991665,0.01179916,0.007134313,0,0,0,0.004846097,0,0.005530975,0.01037428,0,0.01068327,0,0.006139447,0.02281873,0.05672351,0.004063922,0,0,0,0,0.004082289,0.02364638,0.02590294,0.0401077,0.009477128,0.006325715,0.00373917,0.00329625,0.005033536,0.006267054,0.009247236,0.003941873,0.01040838,0,0.01068327,0,0.006175471,1.083471,1.083471,0.4281604,0.2345561,2.381796,0.482536,22.27411,0.1600211,0.1609351,0.06507728,0.7738473,0.8350295,0.6738143,0.06507733,0.773849,0.848226,0.6609387,1.445779,1.432617,0.4378318,0.3410682,1.446724,1.431687,0.4378316,0,0,0,0,0,0,0,0,0.003279169,0.004760411
0,4.111682,5.692367,4.597001,4.597001,0,0,34.42142,17.32285,2.055841,16.61718,19.32202,23.64967,5.035762,6.052233,8.223367,13.68847,2.65408,1.678587,3.936636,0,2.373881,2.055841,5.567245,0.7057135,151.0729,0,0,0,0,0,563.016,1041.811,35.60821,163.1774,0,0,0,0,0,71.21642,79.62239,0,118.0991,0,35.60821,0,94.21048,0.02299546,0.07617435,0,0,0,0,0,0.006401577,0.01247074,0.01931283,0.03048684,0,0,0,0,0,0.004334481,0.01944353,0,0.01088063,0,0.01068327,0,0.005742927,0.03541264,0.0808712,0,0,0,0.003838254,0.005428111,0.03341313,0.04339645,0.0198335,0.03150873,0.008383505,0.003526508,0,0.002529085,0,0.003883933,0.02116486,0.001843658,0.01106613,0,0.01911002,0,0.005957261,1.083471,1.083471,0.4281604,0.2345561,2.381796,0.482536,22.27411,0.1600211,0.1609351,0.06507728,0.7738473,0.8350295,0.6738143,0.06507733,0.773849,0.848226,0.6609387,1.445779,1.432617,0.4378318,0.3410682,1.446724,1.431687,0.4378316,0,0,0,0,0,0,0,0,0.004730861,0.009234472
