vRoot,vBones#Bone_Hips,vBones#Bone_SpineA,vBones#Bone_SpineB,vBones#Bone_SpineC,vBones#Bone_Neck,vBones#Bone_Head,vBones#Bone_Eye_L,vBones#Bone_Eye_R,vBones#Bone_Shoulder_L,vBones#Bone_UpperArm_L,vBones#Bone_Forearm_L,vBones#Bone_Hand_L,vBones#Bone_Fingers_L,vBones#Bone_Thumb_L,vBones#Bone_Shoulder_R,vBones#Bone_UpperArm_R,vBones#Bone_Forearm_R,vBones#Bone_Hand_R,vBones#Bone_Fingers_R,vBones#Bone_Thumb_R,vBones#Bone_UpperLeg_L,vBones#Bone_LowerLeg_L,vBones#Bone_Foot_L,vBones#Bone_Toes_L,vBones#Bone_UpperLeg_R,vBones#Bone_LowerLeg_R,vBones#Bone_Foot_R,vBones#Bone_Toes_R,aRoot,aBones#Bone_Hips,aBones#Bone_SpineA,aBones#Bone_SpineB,aBones#Bone_SpineC,aBones#Bone_Neck,aBones#Bone_Head,aBones#Bone_Eye_L,aBones#Bone_Eye_R,aBones#Bone_Shoulder_L,aBones#Bone_UpperArm_L,aBones#Bone_Forearm_L,aBones#Bone_Hand_L,aBones#Bone_Fingers_L,aBones#Bone_Thumb_L,aBones#Bone_Shoulder_R,aBones#Bone_UpperArm_R,aBones#Bone_Forearm_R,aBones#Bone_Hand_R,aBones#Bone_Fingers_R,aBones#Bone_Thumb_R,aBones#Bone_UpperLeg_L,aBones#Bone_LowerLeg_L,aBones#Bone_Foot_L,aBones#Bone_Toes_L,aBones#Bone_UpperLeg_R,aBones#Bone_LowerLeg_R,aBones#Bone_Foot_R,aBones#Bone_Toes_R,p0Root,p0Bones#Bone_Hips,p0Bones#Bone_SpineA,p0Bones#Bone_SpineB,p0Bones#Bone_SpineC,p0Bones#Bone_Neck,p0Bones#Bone_Head,p0Bones#Bone_Eye_L,p0Bones#Bone_Eye_R,p0Bones#Bone_Shoulder_L,p0Bones#Bone_UpperArm_L,p0Bones#Bone_Forearm_L,p0Bones#Bone_Hand_L,p0Bones#Bone_Fingers_L,p0Bones#Bone_Thumb_L,p0Bones#Bone_Shoulder_R,p0Bones#Bone_UpperArm_R,p0Bones#Bone_Forearm_R,p0Bones#Bone_Hand_R,p0Bones#Bone_Fingers_R,p0Bones#Bone_Thumb_R,p0Bones#Bone_UpperLeg_L,p0Bones#Bone_LowerLeg_L,p0Bones#Bone_Foot_L,p0Bones#Bone_Toes_L,p0Bones#Bone_UpperLeg_R,p0Bones#Bone_LowerLeg_R,p0Bones#Bone_Foot_R,p0Bones#Bone_Toes_R,pRoot,pBones#Bone_Hips,pBones#Bone_SpineA,pBones#Bone_SpineB,pBones#Bone_SpineC,pBones#Bone_Neck,pBones#Bone_Head,pBones#Bone_Eye_L,pBones#Bone_Eye_R,pBones#Bone_Shoulder_L,pBones#Bone_UpperArm_L,pBones#Bone_Forearm_L,pBones#Bone_Hand_L,pBones#Bone_Fingers_L,pBones#Bone_Thumb_L,pBones#Bone_Shoulder_R,pBones#Bone_UpperArm_R,pBones#Bone_Forearm_R,pBones#Bone_Hand_R,pBones#Bone_Fingers_R,pBones#Bone_Thumb_R,pBones#Bone_UpperLeg_L,pBones#Bone_LowerLeg_L,pBones#Bone_Foot_L,pBones#Bone_Toes_L,pBones#Bone_UpperLeg_R,pBones#Bone_LowerLeg_R,pBones#Bone_Foot_R,pBones#Bone_Toes_R,wRoot,wBones#Bone_Hips,wBones#Bone_SpineA,wBones#Bone_SpineB,wBones#Bone_SpineC,wBones#Bone_Neck,wBones#Bone_Head,wBones#Bone_Eye_L,wBones#Bone_Eye_R,wBones#Bone_Shoulder_L,wBones#Bone_UpperArm_L,wBones#Bone_Forearm_L,wBones#Bone_Hand_L,wBones#Bone_Fingers_L,wBones#Bone_Thumb_L,wBones#Bone_Shoulder_R,wBones#Bone_UpperArm_R,wBones#Bone_Forearm_R,wBones#Bone_Hand_R,wBones#Bone_Fingers_R,wBones#Bone_Thumb_R,wBones#Bone_UpperLeg_L,wBones#Bone_LowerLeg_L,wBones#Bone_Foot_L,wBones#Bone_Toes_L,wBones#Bone_UpperLeg_R,wBones#Bone_LowerLeg_R,wBones#Bone_Foot_R,wBones#Bone_Toes_R,p0,p
0,18.23415,15.92449,16.01272,16.01272,19.17563,19.21233,25.86883,29.64985,38.88044,151.0943,39.84679,55.60975,0,0,17.44441,102.8027,6.501142,74.29671,0,0,12.78375,2.055841,16.14415,7.962241,7.692255,9.495527,14.19375,0,1.38609,71.21642,195.0343,151.0729,155.2126,128.3873,128.3873,61.67524,106.8246,287.0827,1850.624,94.21048,443.3191,0,0,167.0173,1700.661,0,398.1122,0,0,50.35762,0,35.60821,71.21642,0,71.21642,71.21642,0,0.1762318,0.1137758,0.2354837,0.2927698,0.3007923,0.07092836,0.07094209,0.000937385,0.0007863776,0.1941147,0.02615116,0.002218027,0.006877962,0,0,0.1213887,0.01795643,0,0.004454341,0,0,0.01859145,0,0.008871607,0.06372498,0,0.05443273,0.01565722,0,0.1740648,0.1100732,0.2317251,0.287885,0.2960597,0.06960476,0.06997301,0.0009534976,0.0007760601,0.1916513,0.02559699,0.002235043,0.007938813,0,0,0.1194034,0.01701809,0.000223599,0.00459013,0,0,0.01652574,0,0.007885873,0.06277637,0,0.05362245,0.01542414,0,1.083471,1.083471,0.4281605,0.2345555,2.381794,0.4825363,1.212464,0.2355198,0.2359147,0.06507698,0.7738472,0.8350288,0.6738147,0.2815987,0.2102147,0.06507736,0.7738488,0.8482259,0.6609392,0.2805817,0.2079925,1.445778,1.432617,0.4378318,0.3410683,1.446721,1.431686,0.4378317,0.3410683,0.07473028,0.07337334
0,18.23415,15.92449,16.01272,16.01272,19.17563,19.21233,25.86883,29.64985,38.88044,151.0943,39.84679,55.60975,0,0,17.44441,102.8027,6.501142,74.29671,0,0,12.78375,2.055841,16.14415,7.962241,7.692255,9.495527,14.19375,0,1.38609,71.21642,195.0343,151.0729,155.2126,128.3873,128.3873,61.67524,106.8246,287.0827,1850.624,94.21048,443.3191,0,0,167.0173,1700.661,0,398.1122,0,0,50.35762,0,35.60821,71.21642,0,71.21642,71.21642,0,0.1762318,0.1137758,0.2354837,0.2927698,0.3007923,0.07092836,0.07094209,0.000937385,0.0007863776,0.1941147,0.02615116,0.002218027,0.006877962,0,0,0.1213887,0.01795643,0,0.004454341,0,0,0.01859145,0,0.008871607,0.06372498,0,0.05443273,0.01565722,0,0.1675838,0.1026678,0.2190255,0.2747166,0.2809079,0.06618325,0.0669056,0.000985723,0.000749709,0.1845392,0.02364461,0.002328286,0.009086,0,0,0.1134676,0.0150372,0.0009581705,0.005518569,0,0,0.0123943,0,0.005914405,0.05828748,0,0.05104072,0.01468152,0,1.083471,1.083471,0.4281605,0.2345555,2.381794,0.4825363,1.212464,0.2355198,0.2359147,0.06507698,0.7738472,0.8350288,0.6738147,0.2815987,0.2102147,0.06507736,0.7738488,0.8482259,0.6609392,0.2805817,0.2079925,1.445778,1.432617,0.4378318,0.3410683,1.446721,1.431686,0.4378317,0.3410683,0.07473028,0.06948391
0,18.61646,9.569424,10.87849,10.94306,17.11832,17.15942,24.29612,28.16335,29.31536,90.71626,36.77618,41.06564,0,0,12.44874,64.47924,7.219878,68.55658,0,0,11.98752,2.65408,16.10046,5.692367,7.506873,7.121644,13.58516,0,1.232693,50.35762,167.0173,128.3873,133.2337,106.8246,112.6031,71.21642,94.21048,254.2936,1497.676,100.7152,1058.713,0,0,142.4329,900.8274,106.8246,507.3394,0,0,0,0,0,61.67524,0,61.67524,61.67524,0,0.1567284,0.08045168,0.2016562,0.2488065,0.2581986,0.05901595,0.06222032,0.001082399,0.0006935199,0.1719439,0.02116365,0.00237117,0.01642562,0,0,0.1035206,0.009511388,0.002012391,0.005676447,0,0,0,0,0,0.05518746,0,0.04714014,0.01355955,0,0.1546687,0.08894154,0.194492,0.2493042,0.2526206,0.05976835,0.06131082,0.001034061,0.0007011082,0.1702652,0.02001781,0.002535845,0.009971413,0,0,0.1010878,0.01243146,0.001841808,0.008414048,0,0,0.006197151,0,0.002957202,0.05025831,0,0.04668755,0.01342936,0,1.083471,1.083471,0.4281605,0.2345555,2.381794,0.4825363,1.212464,0.2355198,0.2359147,0.06507698,0.7738472,0.8350288,0.6738147,0.2815987,0.2102147,0.06507736,0.7738488,0.8482259,0.6609392,0.2805817,0.2079925,1.445778,1.432617,0.4378318,0.3410683,1.446721,1.431686,0.4378317,0.3410683,0.06251786,0.06234153
0,18.95394,4.441125,6.501142,6.501142,15.61178,15.61178,22.70755,26.64681,20.96558,42.89467,33.12831,13.84199,0,0,8.64106,46.15387,3.357175,67.35406,0,0,11.13449,2.373881,15.83577,3.753435,7.219878,5.035762,13.16381,0,1.08072,50.35762,128.3873,112.6031,106.8246,94.21048,94.21048,71.21642,87.22195,225.2062,960.1055,123.3505,493.4023,0,0,118.0991,811.9943,244.1177,1035.708,0,0,0,0,0,35.60821,0,50.35762,50.35762,0,0.1374061,0.08045168,0.1550144,0.2182177,0.2070195,0.05204718,0.05205725,0.001082399,0.0006420746,0.1522761,0.01356724,0.002904078,0.007654989,0,0,0.08583476,0.008573444,0.004598753,0.01158818,0,0,0,0,0,0.03186249,0,0.03848976,0.01107133,0,0.1375831,0.07629978,0.160865,0.2164663,0.2175221,0.05300727,0.05512682,0.001050174,0.0006508928,0.1513137,0.01561391,0.002868949,0.008553243,0,0,0.08494232,0.01202226,0.003137804,0.01319025,0,0,0.002065717,0,0.001971468,0.0405861,0,0.03790687,0.01090366,0,1.083471,1.083471,0.4281605,0.2345555,2.381794,0.4825363,1.212464,0.2355198,0.2359147,0.06507698,0.7738472,0.8350288,0.6738147,0.2815987,0.2102147,0.06507736,0.7738488,0.8482259,0.6609392,0.2805817,0.2079925,1.445778,1.432617,0.4378318,0.3410683,1.446721,1.431686,0.4378317,0.3410683,0.05193774,0.05377521
0,19.02813,2.65408,2.65408,2.373881,14.04408,14.04408,21.13291,24.9258,13.79101,10.94306,28.90398,18.65425,0,0,5.934703,27.91211,11.56887,45.92435,0,0,10.34751,2.65408,15.38452,2.055841,7.022036,3.140349,12.948,0,0.9306479,35.60821,106.8246,94.21048,94.21048,79.62239,87.22195,71.21642,79.62239,191.7561,784.1915,137.91,291.4659,0,0,87.22195,1168.042,71.21642,1980.372,0,0,0,0,0,35.60821,0,50.35762,50.35762,0,0.1183255,0.05688792,0.1289797,0.182574,0.182574,0.0439879,0.04819565,0.001082399,0.0005861313,0.1296584,0.0110814,0.003246859,0.004522006,0,0,0.06339317,0.01233278,0.001341594,0.0221577,0,0,0,0,0,0.03186249,0,0.03848976,0.01107133,0,0.1186289,0.06474251,0.125711,0.1785088,0.183121,0.04834411,0.05144051,0.001034061,0.0006167112,0.129737,0.01218486,0.003268891,0.00653995,0,0,0.06819066,0.01212903,0.003984354,0.01683773,0,0,0,0,0.002957202,0.03091388,0,0.02662099,0.007657353,0,1.083471,1.083471,0.4281605,0.2345555,2.381794,0.4825363,1.212464,0.2355198,0.2359147,0.06507698,0.7738472,0.8350288,0.6738147,0.2815987,0.2102147,0.06507736,0.7738488,0.8482259,0.6609392,0.2805817,0.2079925,1.445778,1.432617,0.4378318,0.3410683,1.446721,1.431686,0.4378317,0.3410683,0.04545387,0.04532731
0,18.8047,4.747762,0,0,12.39203,12.33505,19.53953,22.89292,8.050224,18.84212,24.15071,26.22043,0,0,4.893881,43.41701,8.882252,54.62563,0,0,9.642754,2.373881,14.68165,0,6.818455,1.678587,12.72853,0,0.7840753,35.60821,71.21642,71.21642,79.62239,79.62239,87.22195,61.67524,79.62239,159.2448,649.79,155.2126,337.8093,0,0,71.21642,1973.316,410.6542,2129.397,0,0,0,0,35.60821,35.60821,0,0,0,0,0.09968981,0.05688792,0.08598648,0.138013,0.1543032,0.0439879,0.04819565,0.000937385,0.0005861313,0.1076755,0.009182177,0.003654219,0.00524101,0,0,0.0517603,0.02083527,0.007736011,0.0238251,0,0,0,0,0.008871607,0.03186249,0,0,0,0,0.1001942,0.05950612,0.08805962,0.1325094,0.1492366,0.04869881,0.05183987,0.0009857229,0.0006220316,0.1079936,0.01039677,0.003695376,0.004436343,0,0,0.05371485,0.01298609,0.004681839,0.01716113,0,0,0,0,0.00632271,0.02124166,0,0.01282992,0.004560287,0,1.083471,1.083471,0.4281605,0.2345555,2.381794,0.4825363,1.212464,0.2355198,0.2359147,0.06507698,0.7738472,0.8350288,0.6738147,0.2815987,0.2102147,0.06507736,0.7738488,0.8482259,0.6609392,0.2805817,0.2079925,1.445778,1.432617,0.4378318,0.3410683,1.446721,1.431686,0.4378317,0.3410683,0.03748989,0.03752727
0,18.23415,7.022036,2.907398,2.907398,10.14123,10.14123,17.96169,20.45539,4.893881,39.31286,18.7672,31.51556,0,0,5.035762,26.19356,4.747762,41.57707,0,0,8.961206,2.373881,13.73984,0,6.391871,0,12.39203,0,0.6430811,35.60821,50.35762,50.35762,61.67524,94.21048,100.7152,61.67524,87.22195,128.3873,690.4702,178.0411,198.2582,0,0,61.67524,363.1341,273.512,765.3713,0,0,0,0,35.60821,0,0,0,0,0,0.08176336,0.05688792,0.06080163,0.09758991,0.1195227,0.05204718,0.05565154,0.000937385,0.0006420746,0.08681074,0.009757028,0.004191677,0.003075916,0,0,0.04482574,0.003834152,0.00515249,0.008563478,0,0,0,0,0.008871607,0,0,0,0,0,0.08269821,0.06151513,0.0537064,0.08348552,0.1097513,0.0489269,0.05153422,0.0009696102,0.0006750507,0.08606082,0.009542286,0.003705007,0.003130393,0,0,0.04330571,0.01052055,0.004050469,0.01346683,0,0,0,0,0.00942409,0.01062083,0,0.00427664,0.003839683,0,1.083471,1.083471,0.4281605,0.2345555,2.381794,0.4825363,1.212464,0.2355198,0.2359147,0.06507698,0.7738472,0.8350288,0.6738147,0.2815987,0.2102147,0.06507736,0.7738488,0.8482259,0.6609392,0.2805817,0.2079925,1.445778,1.432617,0.4378318,0.3410683,1.446721,1.431686,0.4378317,0.3410683,0.03021101,0.02964099
0,17.32285,8.392939,5.035762,5.035762,7.600129,7.506873,16.36086,17.56513,5.692367,48.73729,12.78375,33.50887,0,0,5.173754,36.48774,14.04408,57.85718,0,0,8.137257,2.055841,12.44874,1.678587,5.934703,0,11.92861,0,0.5119762,35.60821,0,0,35.60821,112.6031,112.6031,61.67524,100.7152,94.21048,762.8823,191.7561,87.22195,0,0,35.60821,1274.961,71.21642,888.7827,0,0,0,0,50.35762,0,0,0,35.60821,0,0.06509427,0.05688792,0,0,0.06900648,0.06220828,0.06222032,0.000937385,0.000741404,0.06370166,0.01078028,0.004514574,0.001353223,0,0,0.02588015,0.01346168,0.001341594,0.009944285,0,0,0,0,0.01254635,0,0,0,0.007828608,0,0.06699992,0.07246321,0.02982126,0.03702142,0.06670757,0.04337199,0.04464569,0.000985723,0.0007695292,0.06175633,0.008389378,0.00370227,0.002114228,0,0,0.03822363,0.008470972,0.002967642,0.009741048,0,0,0,0,0.01226134,0.003540277,0,0,0.005579374,0,1.083471,1.083471,0.4281605,0.2345555,2.381794,0.4825363,1.212464,0.2355198,0.2359147,0.06507698,0.7738472,0.8350288,0.6738147,0.2815987,0.2102147,0.06507736,0.7738488,0.8482259,0.6609392,0.2805817,0.2079925,1.445778,1.432617,0.4378318,0.3410683,1.446721,1.431686,0.4378317,0.3410683,0.02200819,0.0220415
0,15.92449,8.882252,6.2807,6.2807,4.597001,4.747762,14.82489,14.09415,7.783291,58.34217,6.167525,30.97448,0,0,5.173754,20.83075,11.19758,30.12127,0,0,7.219878,1.678587,10.87849,2.055841,5.30816,1.18694,11.26031,0,0.4019101,61.67524,0,0,0,50.35762,50.35762,71.21642,123.3505,61.67524,396.5165,50.35762,79.62239,0,0,50.35762,213.6493,79.62239,519.6854,0,0,0,0,61.67524,0,0,0,35.60821,0,0.05110012,0.09853278,0,0,0,0.02782039,0.02782577,0.001082399,0.0009080307,0.04170252,0.005603172,0.001185585,0.001235318,0,0,0.03660006,0.002255817,0.001499948,0.005814582,0,0,0,0,0.01536608,0,0,0,0.007828608,0,0.05466827,0.09122435,0.03094897,0.01084332,0.02861508,0.02888054,0.0292855,0.001048257,0.0008946284,0.0377024,0.006434448,0.003365995,0.001437048,0,0,0.04147778,0.004962012,0.001932945,0.006665801,0,0,0,0,0.01428199,0,0,0,0.008039668,0,1.083471,1.083471,0.4281605,0.2345555,2.381794,0.4825363,1.212464,0.2355198,0.2359147,0.06507698,0.7738472,0.8350288,0.6738147,0.2815987,0.2102147,0.06507736,0.7738488,0.8482259,0.6609392,0.2805817,0.2079925,1.445778,1.432617,0.4378318,0.3410683,1.446721,1.431686,0.4378317,0.3410683,0.01168578,0.01597993
0,14.14404,8.392939,6.920994,6.818455,3.357175,3.140349,13.27041,10.07153,9.495527,61.57318,7.783291,29.64985,0,0,5.035762,26.43448,8.223367,15.61178,0,0,6.2807,1.678587,9.039472,2.907398,4.597001,1.678587,10.27921,0,0.3326934,71.21642,50.35762,0,0,0,0,71.21642,137.91,0,230.7677,228.0039,71.21642,0,0,71.21642,268.8362,87.22195,469.705,0,0,0,0,61.67524,0,0,0,50.35762,0,0.04229969,0.1137758,0.06080163,0,0,0,0,0.001082399,0.001015209,0,0.003260976,0.005367966,0.001104901,0,0,0.0517603,0.002838508,0.00164311,0.005255369,0,0,0,0,0.01536608,0,0,0,0.01107133,0,0.04770075,0.1098931,0.05596181,0.007667387,0.007667387,0.01309434,0.01309687,0.001108873,0.0009796658,0.01634519,0.004633804,0.003172281,0.001313222,0,0,0.0452253,0.003377312,0.001621678,0.005117104,0,0,0.001460682,0,0.01628823,0,0,0,0.01026689,0,1.083471,1.083471,0.4281605,0.2345555,2.381794,0.4825363,1.212464,0.2355198,0.2359147,0.06507698,0.7738472,0.8350288,0.6738147,0.2815987,0.2102147,0.06507736,0.7738488,0.8482259,0.6609392,0.2805817,0.2079925,1.445778,1.432617,0.4378318,0.3410683,1.446721,1.431686,0.4378317,0.3410683,0.0110654,0.01324068
