vRoot,vBones#Bone_Hips,vBones#Bone_SpineA,vBones#Bone_SpineB,vBones#Bone_SpineC,vBones#Bone_Neck,vBones#Bone_Head,vBones#Bone_Eye_L,vBones#Bone_Eye_R,vBones#Bone_Shoulder_L,vBones#Bone_UpperArm_L,vBones#Bone_Forearm_L,vBones#Bone_Hand_L,vBones#Bone_Fingers_L,vBones#Bone_Thumb_L,vBones#Bone_Shoulder_R,vBones#Bone_UpperArm_R,vBones#Bone_Forearm_R,vBones#Bone_Hand_R,vBones#Bone_Fingers_R,vBones#Bone_Thumb_R,vBones#Bone_UpperLeg_L,vBones#Bone_LowerLeg_L,vBones#Bone_Foot_L,vBones#Bone_Toes_L,vBones#Bone_UpperLeg_R,vBones#Bone_LowerLeg_R,vBones#Bone_Foot_R,vBones#Bone_Toes_R,aRoot,aBones#Bone_Hips,aBones#Bone_SpineA,aBones#Bone_SpineB,aBones#Bone_SpineC,aBones#Bone_Neck,aBones#Bone_Head,aBones#Bone_Eye_L,aBones#Bone_Eye_R,aBones#Bone_Shoulder_L,aBones#Bone_UpperArm_L,aBones#Bone_Forearm_L,aBones#Bone_Hand_L,aBones#Bone_Fingers_L,aBones#Bone_Thumb_L,aBones#Bone_Shoulder_R,aBones#Bone_UpperArm_R,aBones#Bone_Forearm_R,aBones#Bone_Hand_R,aBones#Bone_Fingers_R,aBones#Bone_Thumb_R,aBones#Bone_UpperLeg_L,aBones#Bone_LowerLeg_L,aBones#Bone_Foot_L,aBones#Bone_Toes_L,aBones#Bone_UpperLeg_R,aBones#Bone_LowerLeg_R,aBones#Bone_Foot_R,aBones#Bone_Toes_R,p0Root,p0Bones#Bone_Hips,p0Bones#Bone_SpineA,p0Bones#Bone_SpineB,p0Bones#Bone_SpineC,p0Bones#Bone_Neck,p0Bones#Bone_Head,p0Bones#Bone_Eye_L,p0Bones#Bone_Eye_R,p0Bones#Bone_Shoulder_L,p0Bones#Bone_UpperArm_L,p0Bones#Bone_Forearm_L,p0Bones#Bone_Hand_L,p0Bones#Bone_Fingers_L,p0Bones#Bone_Thumb_L,p0Bones#Bone_Shoulder_R,p0Bones#Bone_UpperArm_R,p0Bones#Bone_Forearm_R,p0Bones#Bone_Hand_R,p0Bones#Bone_Fingers_R,p0Bones#Bone_Thumb_R,p0Bones#Bone_UpperLeg_L,p0Bones#Bone_LowerLeg_L,p0Bones#Bone_Foot_L,p0Bones#Bone_Toes_L,p0Bones#Bone_UpperLeg_R,p0Bones#Bone_LowerLeg_R,p0Bones#Bone_Foot_R,p0Bones#Bone_Toes_R,pRoot,pBones#Bone_Hips,pBones#Bone_SpineA,pBones#Bone_SpineB,pBones#Bone_SpineC,pBones#Bone_Neck,pBones#Bone_Head,pBones#Bone_Eye_L,pBones#Bone_Eye_R,pBones#Bone_Shoulder_L,pBones#Bone_UpperArm_L,pBones#Bone_Forearm_L,pBones#Bone_Hand_L,pBones#Bone_Fingers_L,pBones#Bone_Thumb_L,pBones#Bone_Shoulder_R,pBones#Bone_UpperArm_R,pBones#Bone_Forearm_R,pBones#Bone_Hand_R,pBones#Bone_Fingers_R,pBones#Bone_Thumb_R,pBones#Bone_UpperLeg_L,pBones#Bone_LowerLeg_L,pBones#Bone_Foot_L,pBones#Bone_Toes_L,pBones#Bone_UpperLeg_R,pBones#Bone_LowerLeg_R,pBones#Bone_Foot_R,pBones#Bone_Toes_R,wRoot,wBones#Bone_Hips,wBones#Bone_SpineA,wBones#Bone_SpineB,wBones#Bone_SpineC,wBones#Bone_Neck,wBones#Bone_Head,wBones#Bone_Eye_L,wBones#Bone_Eye_R,wBones#Bone_Shoulder_L,wBones#Bone_UpperArm_L,wBones#Bone_Forearm_L,wBones#Bone_Hand_L,wBones#Bone_Fingers_L,wBones#Bone_Thumb_L,wBones#Bone_Shoulder_R,wBones#Bone_UpperArm_R,wBones#Bone_Forearm_R,wBones#Bone_Hand_R,wBones#Bone_Fingers_R,wBones#Bone_Thumb_R,wBones#Bone_UpperLeg_L,wBones#Bone_LowerLeg_L,wBones#Bone_Foot_L,wBones#Bone_Toes_L,wBones#Bone_UpperLeg_R,wBones#Bone_LowerLeg_R,wBones#Bone_Foot_R,wBones#Bone_Toes_R,p0,p
0,35.46962,13.73984,9.039472,9.039472,18.07896,18.07896,0,0,21.98248,70.37188,26.43448,101.8803,0,0,11.38474,53.28081,13.16381,125.1264,0,0,16.36086,17.52498,22.92367,2.055841,13.21722,1.18694,24.58434,0,1.415406,207.6298,0,50.35762,50.35762,133.2337,133.2337,0,0,112.6031,446.17,0,415.2598,0,0,100.7152,1319.917,137.91,942.7808,0,0,118.0991,71.21642,71.21642,0,61.67524,0,112.6031,0,0.04731849,0.1046916,0,0.09950362,0.09950362,0.1292529,0.1292529,0,0,0.06108391,0.08336092,0,0.03144666,0,0,0.09512988,0.2078165,0.06203208,0.05738081,0,0,0.0288405,0.01106161,0.006561302,0,0.01850397,0,0.006863947,0,0.04688143,0.1036155,0,0.09950363,0.09950363,0.1270291,0.1270291,0,0,0.06036738,0.0859029,0,0.04203141,0,0,0.09291621,0.2040267,0.05869888,0.06660022,0,0,0.02853458,0.01089695,0.006647353,0,0.01850397,0,0.006863947,0,1.083471,1.083471,0.4281605,0.2345556,2.381794,0.4825368,1.212464,0.2355203,0.2359149,0.06507711,0.7738469,0.8350289,0.6738139,0.281599,0.2102147,0.06507724,0.7738489,0.848226,0.6609389,0.2805817,0.2079925,1.445778,1.432617,0.4378315,0.3410683,1.446721,1.431686,0.4378315,0.3410687,0.05309782,0.05325456
0,35.46962,13.73984,9.039472,9.039472,18.07896,18.07896,0,0,21.98248,70.37188,26.43448,101.8803,0,0,11.38474,53.28081,13.16381,125.1264,0,0,16.36086,17.52498,22.92367,2.055841,13.21722,1.18694,24.58434,0,1.415406,207.6298,0,50.35762,50.35762,133.2337,133.2337,0,0,112.6031,446.17,0,415.2598,0,0,100.7152,1319.917,137.91,942.7808,0,0,118.0991,71.21642,71.21642,0,61.67524,0,112.6031,0,0.04731849,0.1046916,0,0.09950362,0.09950362,0.1292529,0.1292529,0,0,0.06108391,0.08336092,0,0.03144666,0,0,0.09512988,0.2078165,0.06203208,0.05738081,0,0,0.0288405,0.01106161,0.006561302,0,0.01850397,0,0.006863947,0,0.04557225,0.1000489,0,0.08844767,0.08844767,0.1205989,0.1198456,0,0,0.05854224,0.09114779,0.001513868,0.05588172,0,0,0.08848885,0.1916085,0.04847322,0.07986841,0,0,0.02718463,0.01056762,0.006897251,0,0.01850397,0,0.006863947,0,1.083471,1.083471,0.4281605,0.2345556,2.381794,0.4825368,1.212464,0.2355203,0.2359149,0.06507711,0.7738469,0.8350289,0.6738139,0.281599,0.2102147,0.06507724,0.7738489,0.848226,0.6609389,0.2805817,0.2079925,1.445778,1.432617,0.4378315,0.3410683,1.446721,1.431686,0.4378315,0.3410687,0.05309782,0.05111397
0,28.51137,13.53321,7.873274,7.783291,13.63692,13.63692,0,0,18.03995,56.50199,27.68405,97.11498,0,0,8.308585,88.65825,17.84365,154.7302,0,0,12.22031,14.82489,20.45539,1.678587,10.74821,1.18694,20.66098,0,1.297746,188.421,0,50.35762,50.35762,112.6031,112.6031,0,0,100.7152,568.6183,0,1673.226,0,0,79.62239,1103.285,71.21642,2306.075,0,0,106.8246,61.67524,79.62239,0,61.67524,0,112.6031,0,0.04338501,0.09500611,0,0.09950362,0.09950362,0.1092386,0.1092386,0,0,0.05463511,0.1062388,0,0.1267095,0,0,0.07520677,0.1737086,0.03203323,0.1403555,0,0,0.02608722,0.009579637,0.00733576,0,0.01850397,0,0.006863947,0,0.04295992,0.0930752,0.002873627,0.06633575,0.06633575,0.1074838,0.1059772,0,0,0.05518726,0.1004362,0.005756899,0.06975763,0,0,0.07877649,0.1655263,0.03491435,0.09178334,0,0,0.02430368,0.009878307,0.007310994,0,0.01812669,0,0.00682481,0,1.083471,1.083471,0.4281605,0.2345556,2.381794,0.4825368,1.212464,0.2355203,0.2359149,0.06507711,0.7738469,0.8350289,0.6738139,0.281599,0.2102147,0.06507724,0.7738489,0.848226,0.6609389,0.2805817,0.2079925,1.445778,1.432617,0.4378315,0.3410683,1.446721,1.431686,0.4378315,0.3410687,0.05450849,0.04619144
0,22.23736,12.948,6.71435,6.71435,9.715529,9.715529,0,0,14.43976,37.79637,27.09249,47.18032,0,0,5.934703,52.27981,20.17802,80.87947,0,0,8.802588,12.33505,17.76452,0,8.559152,1.18694,16.86961,0,1.180621,163.1774,0,0,0,94.21048,87.22195,0,0,94.21048,576.37,71.21642,803.36,0,0,79.62239,826.6957,0,1541.484,0,0,79.62239,61.67524,87.22195,0,61.67524,0,112.6031,0,0.03946938,0.08227771,0,0,0,0.09139559,0.08461587,0,0,0.05110646,0.1076871,0.01362481,0.06083658,0,0,0.07520677,0.1301605,0,0.0938199,0,0,0.01944426,0.009579637,0.008035921,0,0.01850397,0,0.006863947,0,0.03949089,0.08353215,0.009266715,0.03316788,0.03316788,0.09110295,0.0876231,0,0,0.0507708,0.1043408,0.01385955,0.06063812,0,0,0.06820651,0.1283377,0.02867975,0.07981643,0,0,0.01979627,0.008903787,0.007854613,0,0.01737212,0,0.006705157,0,1.083471,1.083471,0.4281605,0.2345556,2.381794,0.4825368,1.212464,0.2355203,0.2359149,0.06507711,0.7738469,0.8350289,0.6738139,0.281599,0.2102147,0.06507724,0.7738489,0.848226,0.6609389,0.2805817,0.2079925,1.445778,1.432617,0.4378315,0.3410683,1.446721,1.431686,0.4378315,0.3410687,0.03242182,0.03752987
0,16.74387,11.98752,5.934703,5.934703,6.501142,6.608606,0,0,11.19758,21.19947,24.64158,28.53607,0,0,4.111682,25.20683,20.07301,36.9291,0,0,6.052233,10.07153,14.87233,0,6.608606,1.678587,13.11019,0,1.064579,146.8164,50.35762,0,0,71.21642,71.21642,0,0,87.22195,640.9489,128.3873,418.3021,0,0,50.35762,538.8507,71.21642,742.6698,0,0,61.67524,50.35762,87.22195,0,50.35762,0,106.8246,0,0.03559,0.07402816,0.02586265,0,0,0.06908857,0.06908857,0,0,0.04731539,0.1197528,0.02456248,0.03167704,0,0,0.04756494,0.08484025,0.03203323,0.04520138,0,0,0.01506146,0.007821742,0.008035921,0,0.01510843,0,0.006511712,0,0.03561274,0.0733224,0.01972373,0.01105596,0.01105596,0.06877339,0.0648269,0,0,0.04550188,0.1001891,0.01893447,0.04289876,0,0,0.05523095,0.08531519,0.03437114,0.05536203,0,0,0.0141724,0.00789861,0.008372513,0,0.01574859,0,0.006504986,0,1.083471,1.083471,0.4281605,0.2345556,2.381794,0.4825368,1.212464,0.2355203,0.2359149,0.06507711,0.7738469,0.8350289,0.6738139,0.281599,0.2102147,0.06507724,0.7738489,0.848226,0.6609389,0.2805817,0.2079925,1.445778,1.432617,0.4378315,0.3410683,1.446721,1.431686,0.4378315,0.3410687,0.0280604,0.0289099
0,11.92861,10.61632,5.439245,5.30816,3.936636,3.936636,0,0,8.223367,13.84199,20.35182,22.26902,0,0,3.560822,9.194004,17.48475,25.42941,0,0,3.936636,8.050224,11.86941,0,4.893881,1.678587,9.495527,0,0.9494587,123.3505,61.67524,0,0,61.67524,50.35762,0,0,71.21642,431.727,181.567,198.2582,0,0,50.35762,251.7882,151.0729,137.91,0,0,35.60821,35.60821,100.7152,0,50.35762,0,100.7152,0,0.0317414,0.06219609,0.03167514,0,0,0.05983246,0.048853,0,0,0.03863285,0.08066244,0.03473658,0.01501363,0,0,0.04756494,0.03964321,0.06795274,0.008393669,0,0,0.008695737,0.005530806,0.009279083,0,0.01510843,0,0.006139301,0,0.0317744,0.06275516,0.02443348,0,0,0.04545223,0.04103911,0,0,0.03954082,0.08417004,0.02106152,0.02284948,0,0,0.04225538,0.04817819,0.03983648,0.02791961,0,0,0.008406044,0.00699887,0.008927238,0,0.01282363,0,0.006343954,0,1.083471,1.083471,0.4281605,0.2345556,2.381794,0.4825368,1.212464,0.2355203,0.2359149,0.06507711,0.7738469,0.8350289,0.6738139,0.281599,0.2102147,0.06507724,0.7738489,0.848226,0.6609389,0.2805817,0.2079925,1.445778,1.432617,0.4378315,0.3410683,1.446721,1.431686,0.4378315,0.3410687,0.02226773,0.02086325
0,7.962241,8.882252,5.035762,4.893881,2.055841,2.055841,0,0,5.567245,23.31973,14.2433,16.18773,0,0,3.753435,6.71435,12.44874,21.4308,0,0,2.65408,6.167525,8.64106,0,3.560822,2.055841,6.052233,0,0.8356923,106.8246,71.21642,0,0,0,0,0,0,61.67524,318.4897,0,167.0173,0,0,35.60821,0,100.7152,293.633,0,0,0,50.35762,100.7152,0,35.60821,0,100.7152,0,0.02793807,0.05386339,0.0365753,0,0,0,0,0,0,0.03345703,0.05950556,0,0.01264783,0,0,0.03363349,0,0.04530183,0.01787149,0,0,0,0.007821742,0.009279083,0,0.01068327,0,0.006139301,0,0.02799397,0.05237815,0.02210431,0,0,0.02097261,0.01853273,0,0,0.03410054,0.06646562,0.01678038,0.01427656,0,0,0.02706615,0.02153255,0.03376047,0.01474545,0,0,0.003605882,0.005934465,0.009387732,0,0.009784264,0,0.006219381,0,1.083471,1.083471,0.4281605,0.2345556,2.381794,0.4825368,1.212464,0.2355203,0.2359149,0.06507711,0.7738469,0.8350289,0.6738139,0.281599,0.2102147,0.06507724,0.7738489,0.848226,0.6609389,0.2805817,0.2079925,1.445778,1.432617,0.4378315,0.3410683,1.446721,1.431686,0.4378315,0.3410687,0.01212035,0.01462687
0,5.035762,6.920994,4.597001,4.597001,0,0,0,0,3.560822,16.95292,13.05635,15.79123,0,0,4.279575,5.692367,8.882252,20.07301,0,0,2.055841,4.441125,5.439245,0,2.373881,2.055841,3.140349,0,0.7244741,79.62239,0,0,0,0,0,0,0,50.35762,264.0777,118.0991,146.8164,0,0,0,94.21048,0,100.7152,0,0,0,35.60821,106.8246,0,0,0,106.8246,0,0.02421993,0.0401474,0,0,0,0,0,0,0,0.02731755,0.0493394,0.02259419,0.01111807,0,0,0,0.01483313,0,0.006129868,0,0,0,0.005530806,0.009841954,0,0,0,0.006511712,0,0.0247174,0.04763728,0.0116473,0,0,0.006648051,0.005428111,0,0,0.02905012,0.05089049,0.01401311,0.009952251,0,0,0.0127591,0.009349176,0.01761738,0.008505878,0,0,0.003126667,0.004196301,0.009888052,0,0.007613865,0,0.006131268,0,1.083471,1.083471,0.4281605,0.2345556,2.381794,0.4825368,1.212464,0.2355203,0.2359149,0.06507711,0.7738469,0.8350289,0.6738139,0.281599,0.2102147,0.06507724,0.7738489,0.848226,0.6609389,0.2805817,0.2079925,1.445778,1.432617,0.4378315,0.3410683,1.446721,1.431686,0.4378315,0.3410687,0.008182692,0.01031195
0,3.560822,5.692367,4.597001,4.441125,0,0,0,0,2.055841,15.15385,17.07712,20.59268,0,0,4.893881,5.814797,8.476453,16.53218,0,0,2.055841,2.907398,2.65408,0,2.055841,2.055841,2.907398,0,0.6167568,61.67524,0,0,0,0,0,0,0,50.35762,213.6493,61.67524,87.22195,0,0,0,0,0,79.62239,0,0,0,0,112.6031,0,35.60821,0,94.21048,0,0.02061882,0.03109804,0,0,0,0,0,0,0,0.02731755,0.03991753,0.01179943,0.006605115,0,0,0,0,0,0.004846086,0,0,0,0,0.01037433,0,0.01068327,0,0.00574279,0,0.02563192,0.05672351,0.004063922,0,0,0,0.003838254,0,0,0.02533268,0.04010858,0.009711008,0.00667693,0,0,0.003737054,0.00329625,0.005033536,0.00626704,0,0,0.009247586,0.00209815,0.01040844,0,0.01068327,0,0.005957718,0,1.083471,1.083471,0.4281605,0.2345556,2.381794,0.4825368,1.212464,0.2355203,0.2359149,0.06507711,0.7738469,0.8350289,0.6738139,0.281599,0.2102147,0.06507724,0.7738489,0.848226,0.6609389,0.2805817,0.2079925,1.445778,1.432617,0.4378315,0.3410683,1.446721,1.431686,0.4378315,0.3410687,0.006319502,0.009383045
0,4.111682,5.692367,4.597001,4.597001,0,0,0,0,2.055841,16.61718,19.32202,23.64967,0,0,5.035762,6.052233,8.137257,13.68847,0,0,2.65408,1.18694,3.936636,0,2.373881,2.055841,5.567245,0,0.6264129,151.0729,0,0,0,0,0,0,0,35.60821,163.1774,0,35.60821,0,0,0,0,0,71.21642,0,0,79.62239,0,118.0991,0,35.60821,0,94.21048,0,0.02094164,0.07617435,0,0,0,0,0,0,0,0.01931643,0.03048752,0,0.002696527,0,0,0,0,0,0.004334471,0,0,0.01944426,0,0.01088069,0,0.01068327,0,0.00574279,0,0.03217171,0.0808712,0,0,0,0.003838254,0.01310462,0,0,0.0198372,0.03150942,0.00850053,0.004271944,0,0,0,0.002529085,0,0.003883925,0,0,0.02116566,0.000614534,0.01106619,0,0.01911002,0,0.005828226,0,1.083471,1.083471,0.4281605,0.2345556,2.381794,0.4825368,1.212464,0.2355203,0.2359149,0.06507711,0.7738469,0.8350289,0.6738139,0.281599,0.2102147,0.06507724,0.7738489,0.848226,0.6609389,0.2805817,0.2079925,1.445778,1.432617,0.4378315,0.3410683,1.446721,1.431686,0.4378315,0.3410687,0.009112,0.0121225
