vRoot,vBones#Bone_Hips,vBones#Bone_SpineA,vBones#Bone_SpineB,vBones#Bone_SpineC,vBones#Bone_Neck,vBones#Bone_Head,aRoot,aBones#Bone_Hips,aBones#Bone_SpineA,aBones#Bone_SpineB,aBones#Bone_SpineC,aBones#Bone_Neck,aBones#Bone_Head,p0Root,p0Bones#Bone_Hips,p0Bones#Bone_SpineA,p0Bones#Bone_SpineB,p0Bones#Bone_SpineC,p0Bones#Bone_Neck,p0Bones#Bone_Head,pRoot,pBones#Bone_Hips,pBones#Bone_SpineA,pBones#Bone_SpineB,pBones#Bone_SpineC,pBones#Bone_Neck,pBones#Bone_Head,wRoot,wBones#Bone_Hips,wBones#Bone_SpineA,wBones#Bone_SpineB,wBones#Bone_SpineC,wBones#Bone_Neck,wBones#Bone_Head,pEndEff#Bone_Hand_L,pEndEff#Bone_Hand_R,pEndEff#Bone_Foot_L,pEndEff#Bone_Foot_R,wEndEff#Bone_Hand_L,wEndEff#Bone_Hand_R,wEndEff#Bone_Foot_L,wEndEff#Bone_Foot_R,p0,p
0,7.316793,2.373881,0,1.18694,2.907398,2.65408,0,35.60821,71.21642,0,35.60821,0,0,0,0.03266842,0.03863285,0,0.06008409,0,0,0,0.05791268,0.02580269,0,0.03116853,0.01055158,0.01055158,0.3475436,0.3475436,0.3475436,0.4083006,0.4515448,0.6745197,1,0,0,0,0,0,0,0,0,0.01607423,0.01890793
0,7.316793,2.373881,0,1.18694,2.907398,2.65408,0,35.60821,71.21642,0,35.60821,0,0,0,0.03266842,0.03863285,0,0.06008409,0,0,0,0.06938015,0.02147087,0,0.02492771,0.02422744,0.02422744,0.3475436,0.3475436,0.3475436,0.4083006,0.4515448,0.6745197,1,0,0,0,0,0,0,0,0,0.01607423,0.02605212
0,5.934703,2.65408,1.678587,1.678587,3.140349,3.357175,0,71.21642,50.35762,0,0,0,0,0,0.06533684,0.02731755,0,0,0,0,0,0.08347207,0.01721252,0,0.01894957,0.04117194,0.04204597,0.3475436,0.3475436,0.3475436,0.4083006,0.4515448,0.6745197,1,0,0,0,0,0,0,0,0,0.009971176,0.03555489
0,3.936636,3.936636,2.65408,2.65408,3.357175,3.357175,0,100.7152,0,0,0,0,0,0,0.09240025,0,0,0,0,0,0,0.1003033,0.01492655,0,0.01776886,0.06299357,0.06418565,0.3475436,0.3475436,0.3475436,0.4083006,0.4515448,0.6745197,1,0,0,0,0,0,0,0,0,0.009943826,0.04861992
0,3.140349,4.747762,3.357175,3.140349,2.907398,3.140349,0,123.3505,0,0,0,50.35762,50.35762,0,0.1131667,0,0,0,0.09829453,0.09829453,0,0.1199001,0.01460806,0.005278743,0.02016818,0.09262288,0.09474816,0.3475436,0.3475436,0.3475436,0.4083006,0.4515448,0.6745197,1,0,0,0,0,0,0,0,0,0.06314585,0.06660426
0,6.052233,5.173754,3.357175,3.357175,2.907398,2.65408,0,159.2448,0,0,0,71.21642,71.21642,0,0.1460976,0,0,0,0.1390094,0.1390094,0,0.1465175,0.01574208,0.01423188,0.02536815,0.1307264,0.1339262,0.3475436,0.3475436,0.3475436,0.4083006,0.4515448,0.6745197,1,0,0,0,0,0,0,0,0,0.08780107,0.09125412
0,11.07105,4.893881,3.140349,3.357175,3.753435,3.560822,0,191.7561,0,0,0,87.22195,94.21048,0,0.1759249,0,0,0,0.1702511,0.1838922,0,0.1748468,0.02003118,0.02628017,0.0359649,0.172366,0.176817,0.3475436,0.3475436,0.3475436,0.4083006,0.4515448,0.6745197,1,0,0,0,0,0,0,0,0,0.1114342,0.1196098
0,17.32285,3.936636,2.65408,2.907398,6.167525,6.167525,0,222.3733,50.35762,0,35.60821,112.6031,112.6031,0,0.2040143,0.02731755,0,0.06008409,0.2197933,0.2197933,0,0.1957339,0.02991429,0.04262763,0.05471691,0.2169326,0.2215225,0.3475436,0.3475436,0.3475436,0.4083006,0.4515448,0.6745197,1,0,0,0,0,0,0,0,0,0.1472623,0.1509895
0,24.67015,3.357175,2.055841,2.373881,9.569424,9.569424,0,251.7882,79.62239,50.35762,50.35762,133.2337,137.91,0,0.2310007,0.04319285,0.08497175,0.08497175,0.2600629,0.2691907,0,0.2041996,0.04421537,0.06429645,0.07606719,0.2399853,0.2450309,0.3475436,0.3475436,0.3475436,0.4083006,0.4515448,0.6745197,1,0,0,0,0,0,0,0,0,0.1898046,0.1711634
0,33.08576,3.936636,2.373881,2.65408,13.9434,13.9434,0,282.6315,100.7152,61.67524,61.67524,155.2126,159.2448,0,0.2592976,0.05463511,0.1040687,0.1040687,0.3029641,0.3108346,0,0.2019248,0.05755182,0.0879162,0.0990227,0.257396,0.2621634,0.3475436,0.3475436,0.3475436,0.4083006,0.4515448,0.6745197,1,0,0,0,0,0,0,0,0,0.2210214,0.1869226
