vRoot,vBones#Bone_Hips,vBones#Bone_SpineA,vBones#Bone_SpineB,vBones#Bone_SpineC,vBones#Bone_Neck,vBones#Bone_Head,vBones#Bone_Eye_L 1,vBones#Bone_Eye_R 1,vBones#Bone_Shoulder_L,vBones#Bone_UpperArm_L,vBones#Bone_Forearm_L,vBones#Bone_Hand_L,vBones#Bone_Shoulder_R,vBones#Bone_UpperArm_R,vBones#Bone_Forearm_R,vBones#Bone_Hand_R,vBones#Bone_UpperLeg_L,vBones#Bone_LowerLeg_L,vBones#Bone_Foot_L,vBones#Bone_Toes_L,vBones#Bone_UpperLeg_R,vBones#Bone_LowerLeg_R,vBones#Bone_Foot_R,aRoot,aBones#Bone_Hips,aBones#Bone_SpineA,aBones#Bone_SpineB,aBones#Bone_SpineC,aBones#Bone_Neck,aBones#Bone_Head,aBones#Bone_Eye_L 1,aBones#Bone_Eye_R 1,aBones#Bone_Shoulder_L,aBones#Bone_UpperArm_L,aBones#Bone_Forearm_L,aBones#Bone_Hand_L,aBones#Bone_Shoulder_R,aBones#Bone_UpperArm_R,aBones#Bone_Forearm_R,aBones#Bone_Hand_R,aBones#Bone_UpperLeg_L,aBones#Bone_LowerLeg_L,aBones#Bone_Foot_L,aBones#Bone_Toes_L,aBones#Bone_UpperLeg_R,aBones#Bone_LowerLeg_R,aBones#Bone_Foot_R,p0Root,p0Bones#Bone_Hips,p0Bones#Bone_SpineA,p0Bones#Bone_SpineB,p0Bones#Bone_SpineC,p0Bones#Bone_Neck,p0Bones#Bone_Head,p0Bones#Bone_Eye_L 1,p0Bones#Bone_Eye_R 1,p0Bones#Bone_Shoulder_L,p0Bones#Bone_UpperArm_L,p0Bones#Bone_Forearm_L,p0Bones#Bone_Hand_L,p0Bones#Bone_Shoulder_R,p0Bones#Bone_UpperArm_R,p0Bones#Bone_Forearm_R,p0Bones#Bone_Hand_R,p0Bones#Bone_UpperLeg_L,p0Bones#Bone_LowerLeg_L,p0Bones#Bone_Foot_L,p0Bones#Bone_Toes_L,p0Bones#Bone_UpperLeg_R,p0Bones#Bone_LowerLeg_R,p0Bones#Bone_Foot_R,pRoot,pBones#Bone_Hips,pBones#Bone_SpineA,pBones#Bone_SpineB,pBones#Bone_SpineC,pBones#Bone_Neck,pBones#Bone_Head,pBones#Bone_Eye_L 1,pBones#Bone_Eye_R 1,pBones#Bone_Shoulder_L,pBones#Bone_UpperArm_L,pBones#Bone_Forearm_L,pBones#Bone_Hand_L,pBones#Bone_Shoulder_R,pBones#Bone_UpperArm_R,pBones#Bone_Forearm_R,pBones#Bone_Hand_R,pBones#Bone_UpperLeg_L,pBones#Bone_LowerLeg_L,pBones#Bone_Foot_L,pBones#Bone_Toes_L,pBones#Bone_UpperLeg_R,pBones#Bone_LowerLeg_R,pBones#Bone_Foot_R,wRoot,wBones#Bone_Hips,wBones#Bone_SpineA,wBones#Bone_SpineB,wBones#Bone_SpineC,wBones#Bone_Neck,wBones#Bone_Head,wBones#Bone_Eye_L 1,wBones#Bone_Eye_R 1,wBones#Bone_Shoulder_L,wBones#Bone_UpperArm_L,wBones#Bone_Forearm_L,wBones#Bone_Hand_L,wBones#Bone_Shoulder_R,wBones#Bone_UpperArm_R,wBones#Bone_Forearm_R,wBones#Bone_Hand_R,wBones#Bone_UpperLeg_L,wBones#Bone_LowerLeg_L,wBones#Bone_Foot_L,wBones#Bone_Toes_L,wBones#Bone_UpperLeg_R,wBones#Bone_LowerLeg_R,wBones#Bone_Foot_R,pEndEff#Bone_Hand_L,pEndEff#Bone_Hand_R,pEndEff#Bone_Foot_L,pEndEff#Bone_Foot_R,wEndEff#Bone_Hand_L,wEndEff#Bone_Hand_R,wEndEff#Bone_Foot_L,wEndEff#Bone_Foot_R,p0,p
0,7.316793,2.373881,0,1.18694,2.907398,2.65408,0,0,6.608606,20.99915,18.61646,14.34187,9.715529,31.04263,39.54511,34.38047,6.052233,2.907398,8.308585,2.907398,4.279575,3.560822,7.873274,0.8931113,35.60821,71.21642,0,35.60821,0,0,0,0,185.0257,827.4623,236.1982,210.6611,128.3873,660.4351,50.35762,251.7882,0,0,94.21048,0,0,0,71.21642,0.07684972,0.03266842,0.03863285,0,0.06008409,0,0,0,0,0.07277313,0.01950457,0.01056392,0.005240846,0.04575226,0.01436113,0.002088312,0.006336665,0,0,0.01733089,0,0,0,0.01396514,0.07684967,0.03629825,0.0373756,0,0.05340808,0,0,0,0.000654149,0.07110333,0.01883828,0.01000313,0.00672086,0.04465657,0.01386048,0.00202035,0.006695719,0,0,0.01718804,0,0.0008435685,0,0.01396514,1.083471,1.083471,0.4281607,0.2345561,2.381797,0.4825364,22.27411,0.1600207,0.1609356,0.06507737,0.7738478,0.8350298,0.6738148,0.06507735,0.7738492,0.848226,0.6609396,1.445779,1.432618,0.4378318,0.3410682,1.446724,1.431687,0.4378317,0,0,0,0,0,0,0,0,0.008615036,0.008324293
0,7.316793,2.373881,0,1.18694,2.907398,2.65408,0,0,6.608606,20.99915,18.61646,14.34187,9.715529,31.04263,39.54511,34.38047,6.052233,2.907398,8.308585,2.907398,4.279575,3.560822,7.873274,0.8931113,35.60821,71.21642,0,35.60821,0,0,0,0,185.0257,827.4623,236.1982,210.6611,128.3873,660.4351,50.35762,251.7882,0,0,94.21048,0,0,0,71.21642,0.07684972,0.03266842,0.03863285,0,0.06008409,0,0,0,0,0.07277313,0.01950457,0.01056392,0.005240846,0.04575226,0.01436113,0.002088312,0.006336665,0,0,0.01733089,0,0,0,0.01396514,0.07826172,0.04656494,0.0318258,0,0.04005606,0,0,0.0006197275,0.001962447,0.06601602,0.01686967,0.008268576,0.01017015,0.04163,0.01240795,0.001720354,0.008126309,0.00134299,0,0.01717815,0,0.002530706,0,0.01414829,1.083471,1.083471,0.4281607,0.2345561,2.381797,0.4825364,22.27411,0.1600207,0.1609356,0.06507737,0.7738478,0.8350298,0.6738148,0.06507735,0.7738492,0.848226,0.6609396,1.445779,1.432618,0.4378318,0.3410682,1.446724,1.431687,0.4378317,0,0,0,0,0,0,0,0,0.008615036,0.007864691
0,5.934703,2.65408,1.678587,1.678587,3.140349,3.357175,0,0,4.279575,46.30624,10.68247,12.04614,7.219878,44.75915,37.64698,26.69963,5.814797,2.373881,5.035762,2.373881,4.279575,3.140349,5.814797,0.8931055,71.21642,50.35762,0,0,0,0,0,506.0883,146.8164,573.0607,123.3505,746.0766,100.7152,453.219,35.60821,380.1919,0,0,87.22195,0,35.60821,0,71.21642,0.07684921,0.06533684,0.02731755,0,0,0,0,0,0.005887341,0.05774489,0.01350793,0.005516827,0.01856097,0.03589102,0.009855228,0.001476659,0.009568157,0,0,0.01604528,0,0.007592116,0,0.01396514,0.08343697,0.06577589,0.02198347,0,0.02002803,0.01092162,0.01092162,0.002125591,0.003937722,0.0555381,0.01317131,0.005828422,0.01451356,0.03551378,0.009814993,0.001188324,0.01005182,0.004585256,0.0009307205,0.0174261,0,0.005678946,0,0.01468017,1.083471,1.083471,0.4281607,0.2345561,2.381797,0.4825364,22.27411,0.1600207,0.1609356,0.06507737,0.7738478,0.8350298,0.6738148,0.06507735,0.7738492,0.848226,0.6609396,1.445779,1.432618,0.4378318,0.3410682,1.446724,1.431687,0.4378317,0,0,0,0,0,0,0,0,0.005998342,0.01362773
0,3.936636,3.936636,2.65408,2.65408,3.357175,3.357175,0,16.86961,7.121644,64.55567,6.391871,24.9258,6.608606,58.05167,36.23589,20.52415,5.035762,1.678587,2.055841,1.678587,4.111682,2.65408,4.597001,1.040809,100.7152,0,0,0,0,0,506.0883,506.0883,106.8246,330.2171,0,923.0735,79.62239,266.4675,0,634.9865,50.35762,0,100.7152,0,35.60821,0,79.62239,0.08955872,0.09240025,0,0,0,0,0,0.005577547,0.005887341,0.04201558,0.007783731,0,0.02296431,0.02837434,0.005794325,0,0.01598048,0.01208691,0,0.0185275,0,0.007592116,0,0.0156135,0.09523647,0.09033044,0.01036311,0,0.00667601,0.03728873,0.03728873,0.004249646,0.005533234,0.0403139,0.00939602,0.004367875,0.01603794,0.02791531,0.007310532,0.0005601812,0.01081859,0.01034003,0.002792162,0.01833567,0,0.009026326,0,0.01571306,1.083471,1.083471,0.4281607,0.2345561,2.381797,0.4825364,22.27411,0.1600207,0.1609356,0.06507737,0.7738478,0.8350298,0.6738148,0.06507735,0.7738492,0.848226,0.6609396,1.445779,1.432618,0.4378318,0.3410682,1.446724,1.431687,0.4378317,0,0,0,0,0,0,0,0,0.007095318,0.02897747
0,3.140349,4.747762,3.357175,3.140349,2.907398,3.140349,16.86961,0,10.27921,74.46719,5.934703,52.90932,7.022036,66.75524,35.35026,29.6023,3.753435,0,2.373881,0,4.441125,2.373881,5.035762,1.286718,123.3505,0,0,0,50.35762,50.35762,723.6459,516.0126,61.67524,167.0173,94.21048,534.1238,50.35762,188.421,0,428.78,71.21642,35.60821,106.8246,0,61.67524,0,87.22195,0.1107184,0.1131667,0,0,0,0.09829453,0.09829453,0.007975226,0.00600279,0.02425771,0.003936858,0.004213546,0.01328798,0.01794551,0.004097207,0,0.01079096,0.01709348,0.008376485,0.01965138,0,0.01314993,0,0.01710373,0.113967,0.1175286,0.003035284,0,0,0.08257262,0.0840883,0.006020383,0.006474598,0.0238388,0.007496932,0.005653885,0.01375123,0.02050493,0.006458009,0.0001640733,0.009053084,0.01669846,0.005969841,0.01957496,0,0.01321728,0,0.01728138,1.083471,1.083471,0.4281607,0.2345561,2.381797,0.4825364,22.27411,0.1600207,0.1609356,0.06507737,0.7738478,0.8350298,0.6738148,0.06507735,0.7738492,0.848226,0.6609396,1.445779,1.432618,0.4378318,0.3410682,1.446724,1.431687,0.4378317,0,0,0,0,0,0,0,0,0.0646188,0.05677667
0,6.052233,5.173754,3.357175,3.357175,2.907398,2.65408,17.15942,17.20042,12.5052,76.03062,9.194004,68.20632,7.316793,70.57182,34.9696,40.96259,3.936636,0,5.439245,0,5.692367,2.373881,7.022036,1.585956,159.2448,0,0,0,71.21642,71.21642,504.8341,718.3701,0,289.2826,207.6298,261.6659,35.60821,282.6315,0,94.21048,94.21048,35.60821,112.6031,0,79.62239,0,94.21048,0.136467,0.1460976,0,0,0,0.1390094,0.1390094,0.005563724,0.008356822,0,0.00681884,0.009286206,0.00650975,0.01268939,0.006145811,0,0.002370962,0.02261255,0.008376485,0.02071437,0,0.01697649,0,0.01847414,0.1382078,0.1458767,0.003035284,0,0.00667601,0.1304348,0.1334661,0.03133572,0.02581968,0.0122597,0.00851085,0.008559363,0.009761542,0.0161842,0.007572543,0,0.005938587,0.0231738,0.008602316,0.02109621,0,0.01728382,0,0.01928815,1.083471,1.083471,0.4281607,0.2345561,2.381797,0.4825364,22.27411,0.1600207,0.1609356,0.06507737,0.7738478,0.8350298,0.6738148,0.06507735,0.7738492,0.848226,0.6609396,1.445779,1.432618,0.4378318,0.3410682,1.446724,1.431687,0.4378317,0,0,0,0,0,0,0,0,0.08966193,0.08735092
0,11.07105,4.893881,3.140349,3.357175,3.753435,3.560822,24.12153,16.86961,13.48106,69.53604,16.05665,73.59171,7.219878,62.3802,35.07018,40.73841,6.2807,2.055841,9.270305,0,7.873274,2.055841,9.93066,1.913449,191.7561,0,0,0,87.22195,94.21048,723.6459,506.0883,0,549.3375,316.4929,256.7745,35.60821,556.2188,0,112.6031,123.3505,50.35762,123.3505,0,106.8246,0,112.6031,0.1646469,0.1759249,0,0,0,0.1702511,0.1838922,0.007975226,0.005887341,0,0.01294874,0.01415509,0.006388062,0.01268939,0.01209495,0,0.002833842,0.02960677,0.01184614,0.02269146,0,0.02277635,0,0.02208083,0.1656156,0.1746851,0.01086977,0.009441306,0.02279333,0.1763018,0.181863,0.08073155,0.06340902,0.01057633,0.0107511,0.01026447,0.007156328,0.0161842,0.009636101,0.0002320347,0.003745975,0.02927638,0.01098541,0.02279799,0,0.0216885,0,0.02174606,1.083471,1.083471,0.4281607,0.2345561,2.381797,0.4825364,22.27411,0.1600207,0.1609356,0.06507737,0.7738478,0.8350298,0.6738148,0.06507735,0.7738492,0.848226,0.6609396,1.445779,1.432618,0.4378318,0.3410682,1.446724,1.431687,0.4378317,0,0,0,0,0,0,0,0,0.1176208,0.1184086
0,17.32285,3.936636,2.65408,2.907398,6.167525,6.167525,0,0,13.27041,52.98914,26.62037,68.75154,6.2807,46.0163,35.70715,40.6172,9.93066,4.111682,13.32338,0,10.94306,2.373881,13.58516,2.256664,222.3733,50.35762,0,35.60821,112.6031,112.6031,20674.53,15270.23,50.35762,618.8057,278.1091,241.5067,50.35762,530.551,0,123.3505,146.8164,50.35762,133.2337,0,118.0991,0,123.3505,0.1941796,0.2040143,0.02731755,0,0.06008409,0.2197933,0.2197933,0.2278519,0.177639,0.01980633,0.01458621,0.01243838,0.006008227,0.01794551,0.01153681,0,0.003104318,0.03523911,0.01184614,0.02450958,0,0.0251802,0,0.02418833,0.1947775,0.2034766,0.02477483,0.0304458,0.05047383,0.2179979,0.2239322,0.1289748,0.1006353,0.01848227,0.0118877,0.009486093,0.007276355,0.02074684,0.01015736,0.001316619,0.003144525,0.03534405,0.01259746,0.02468836,0,0.0254543,0,0.02432357,1.083471,1.083471,0.4281607,0.2345561,2.381797,0.4825364,22.27411,0.1600207,0.1609356,0.06507737,0.7738478,0.8350298,0.6738148,0.06507735,0.7738492,0.848226,0.6609396,1.445779,1.432618,0.4378318,0.3410682,1.446724,1.431687,0.4378317,0,0,0,0,0,0,0,0,0.145598,0.1467135
0,24.67015,3.357175,2.055841,2.373881,9.569424,9.569424,689.151,509.0075,11.80991,35.31039,35.86462,60.66262,4.597001,31.82694,36.85272,40.70382,14.82489,6.052233,17.76452,0,14.72956,2.65408,17.76452,2.61006,251.7882,79.62239,50.35762,50.35762,133.2337,137.91,20674.53,15045.49,79.62239,473.7369,50.35762,278.1091,79.62239,504.8341,50.35762,137.91,174.4439,61.67524,146.8164,0,137.91,0,137.91,0.2245883,0.2310007,0.04319285,0.08497175,0.08497175,0.2600629,0.2691907,0.2278519,0.1750246,0.03131657,0.01116671,0.002252235,0.006918826,0.02837434,0.0109776,0.002088312,0.003470734,0.0418703,0.0145085,0.02700824,0,0.02940414,0,0.02704338,0.2249577,0.2315634,0.03972769,0.06301349,0.07815434,0.2603865,0.2666938,0.129213,0.09921916,0.02816173,0.01090566,0.007964558,0.008418043,0.02575761,0.009008816,0.004417371,0.004226148,0.04085205,0.01458892,0.02688128,0,0.02913122,0,0.02706532,1.083471,1.083471,0.4281607,0.2345561,2.381797,0.4825364,22.27411,0.1600207,0.1609356,0.06507737,0.7738478,0.8350298,0.6738148,0.06507735,0.7738492,0.848226,0.6609396,1.445779,1.432618,0.4378318,0.3410682,1.446724,1.431687,0.4378317,0,0,0,0,0,0,0,0,0.1776766,0.1751502
0,33.08576,3.936636,2.373881,2.65408,13.9434,13.9434,0,11.3227,9.117065,23.59002,37.34639,51.36909,1.678587,21.98248,38.47978,41.15132,20.55844,8.559152,22.52065,1.678587,19.17563,2.907398,22.45801,2.969553,282.6315,100.7152,61.67524,61.67524,155.2126,159.2448,0,225.2062,112.6031,347.0661,133.2337,576.37,106.8246,207.6298,185.0257,159.2448,195.0343,71.21642,155.2126,0,151.0729,0,151.0729,0.2555216,0.2592976,0.05463511,0.1040687,0.1040687,0.3029641,0.3108346,0,0.00261983,0.04428831,0.008180887,0.005958855,0.01433899,0.03806818,0.004514902,0.007672949,0.004007658,0.04681243,0.01675297,0.02855279,0,0.03221063,0,0.02962454,0.2557659,0.2466292,0.05722328,0.09162658,0.103305,0.3041152,0.3094445,0.08117822,0.06023313,0.03088195,0.008897678,0.009413447,0.009495136,0.03010269,0.006597895,0.009096752,0.006208085,0.0445025,0.0197932,0.02819282,0,0.03054613,0,0.0298815,1.083471,1.083471,0.4281607,0.2345561,2.381797,0.4825364,22.27411,0.1600207,0.1609356,0.06507737,0.7738478,0.8350298,0.6738148,0.06507735,0.7738492,0.848226,0.6609396,1.445779,1.432618,0.4378318,0.3410682,1.446724,1.431687,0.4378317,0,0,0,0,0,0,0,0,0.2033706,0.2027796
