vRoot,vBones#srfBind_Cn_Pelvis,vBones#srfBind_Cn_SpineA,vBones#srfBind_Cn_SpineB,vBones#srfBind_Cn_SpineC,vBones#srfBind_Cn_Neck,vBones#srfBind_Cn_Head,vBones#Bone_Eye_L,vBones#srfBind_Lf_Eye,vBones#Bone_Eye_R,vBones#srfBind_Rt_Eye,vBones#srfBind_Lf_ArmA,vBones#srfBind_Lf_ArmB,vBones#srfBind_Lf_ArmD,vBones#Hand_L,vBones#srfBind_Rt_ArmA,vBones#srfBind_Rt_ArmB,vBones#srfBind_Rt_ArmD,vBones#Hand_R,vBones#srfBind_Lf_LegA,vBones#srfBind_Lf_LegC,vBones#srfBind_Lf_FootA,vBones#srfBind_Rt_LegA,vBones#srfBind_Rt_LegC,vBones#srfBind_Rt_FootA,aRoot,aBones#srfBind_Cn_Pelvis,aBones#srfBind_Cn_SpineA,aBones#srfBind_Cn_SpineB,aBones#srfBind_Cn_SpineC,aBones#srfBind_Cn_Neck,aBones#srfBind_Cn_Head,aBones#Bone_Eye_L,aBones#srfBind_Lf_Eye,aBones#Bone_Eye_R,aBones#srfBind_Rt_Eye,aBones#srfBind_Lf_ArmA,aBones#srfBind_Lf_ArmB,aBones#srfBind_Lf_ArmD,aBones#Hand_L,aBones#srfBind_Rt_ArmA,aBones#srfBind_Rt_ArmB,aBones#srfBind_Rt_ArmD,aBones#Hand_R,aBones#srfBind_Lf_LegA,aBones#srfBind_Lf_LegC,aBones#srfBind_Lf_FootA,aBones#srfBind_Rt_LegA,aBones#srfBind_Rt_LegC,aBones#srfBind_Rt_FootA,p0Root,p0Bones#srfBind_Cn_Pelvis,p0Bones#srfBind_Cn_SpineA,p0Bones#srfBind_Cn_SpineB,p0Bones#srfBind_Cn_SpineC,p0Bones#srfBind_Cn_Neck,p0Bones#srfBind_Cn_Head,p0Bones#Bone_Eye_L,p0Bones#srfBind_Lf_Eye,p0Bones#Bone_Eye_R,p0Bones#srfBind_Rt_Eye,p0Bones#srfBind_Lf_ArmA,p0Bones#srfBind_Lf_ArmB,p0Bones#srfBind_Lf_ArmD,p0Bones#Hand_L,p0Bones#srfBind_Rt_ArmA,p0Bones#srfBind_Rt_ArmB,p0Bones#srfBind_Rt_ArmD,p0Bones#Hand_R,p0Bones#srfBind_Lf_LegA,p0Bones#srfBind_Lf_LegC,p0Bones#srfBind_Lf_FootA,p0Bones#srfBind_Rt_LegA,p0Bones#srfBind_Rt_LegC,p0Bones#srfBind_Rt_FootA,pRoot,pBones#srfBind_Cn_Pelvis,pBones#srfBind_Cn_SpineA,pBones#srfBind_Cn_SpineB,pBones#srfBind_Cn_SpineC,pBones#srfBind_Cn_Neck,pBones#srfBind_Cn_Head,pBones#Bone_Eye_L,pBones#srfBind_Lf_Eye,pBones#Bone_Eye_R,pBones#srfBind_Rt_Eye,pBones#srfBind_Lf_ArmA,pBones#srfBind_Lf_ArmB,pBones#srfBind_Lf_ArmD,pBones#Hand_L,pBones#srfBind_Rt_ArmA,pBones#srfBind_Rt_ArmB,pBones#srfBind_Rt_ArmD,pBones#Hand_R,pBones#srfBind_Lf_LegA,pBones#srfBind_Lf_LegC,pBones#srfBind_Lf_FootA,pBones#srfBind_Rt_LegA,pBones#srfBind_Rt_LegC,pBones#srfBind_Rt_FootA,wRoot,wBones#srfBind_Cn_Pelvis,wBones#srfBind_Cn_SpineA,wBones#srfBind_Cn_SpineB,wBones#srfBind_Cn_SpineC,wBones#srfBind_Cn_Neck,wBones#srfBind_Cn_Head,wBones#Bone_Eye_L,wBones#srfBind_Lf_Eye,wBones#Bone_Eye_R,wBones#srfBind_Rt_Eye,wBones#srfBind_Lf_ArmA,wBones#srfBind_Lf_ArmB,wBones#srfBind_Lf_ArmD,wBones#Hand_L,wBones#srfBind_Rt_ArmA,wBones#srfBind_Rt_ArmB,wBones#srfBind_Rt_ArmD,wBones#Hand_R,wBones#srfBind_Lf_LegA,wBones#srfBind_Lf_LegC,wBones#srfBind_Lf_FootA,wBones#srfBind_Rt_LegA,wBones#srfBind_Rt_LegC,wBones#srfBind_Rt_FootA,pEndEff#Hand_L,pEndEff#Hand_R,pEndEff#srfBind_Lf_FootA,pEndEff#srfBind_Rt_FootA,wEndEff#Hand_L,wEndEff#Hand_R,wEndEff#srfBind_Lf_FootA,wEndEff#srfBind_Rt_FootA,p0,p
0,49.55431,13.27041,12.61736,12.67306,45.43085,58.12443,0,23.88676,0,23.70916,0,84.9493,114.6603,39.43809,0,112.9891,58.58317,23.10731,103.2745,77.68053,66.14034,169.542,137.4126,151.5321,20.00287,843.3985,547.0244,801.7801,802.5704,2396.41,1841.351,0,519.6854,0,514.7825,0,1134.45,471.0528,630.9801,0,1189.022,484.3245,912.0182,519.6854,3125.133,1410.024,7475.8,5049.594,8363.097,0.7243198,0.2781238,0.6544546,0.3321277,0.332419,0.3868476,0.3738417,0,0.1913663,0,0.1518344,0,0.1713286,0.129787,0.1627793,0,0.03682148,0.09282272,0.0233319,0.1044179,0.472845,0.1322932,1,1,0.9447248,0.6882187,0.280587,0.6271394,0.3017803,0.3020385,0.3586511,0.3744278,0,0.1751503,0,0.1388343,0,0.1656397,0.1272078,0.1503756,0,0.03413789,0.0873644,0.02147634,0.16821,0.5237273,0.1215748,0.9054989,0.9744666,0.910544,0.6795313,0.6795313,0.4291649,0.2701965,2.381798,0.4825296,2.359691,1.192093E-06,0,0.0003963116,0,0.06507788,0.7664354,0.8350286,0,0.06507783,0.7664343,0.8482242,0,1.416394,1.280006,0.4274614,1.416405,1.280006,1.294026,0,0,0,0,0,0,0,0,0.4501735,0.4388777
0,49.55431,13.27041,12.61736,12.67306,45.43085,58.12443,0,23.88676,0,23.70916,0,84.9493,114.6603,39.43809,0,112.9891,58.58317,23.10731,103.2745,77.68053,66.14034,169.542,137.4126,151.5321,20.00287,843.3985,547.0244,801.7801,802.5704,2396.41,1841.351,0,519.6854,0,514.7825,0,1134.45,471.0528,630.9801,0,1189.022,484.3245,912.0182,519.6854,3125.133,1410.024,7475.8,5049.594,8363.097,0.7243198,0.2781238,0.6544546,0.3321277,0.332419,0.3868476,0.3738417,0,0.1913663,0,0.1518344,0,0.1713286,0.129787,0.1627793,0,0.03682148,0.09282272,0.0233319,0.1044179,0.472845,0.1322932,1,1,0.9447248,0.6573621,0.3559879,0.546041,0.2638935,0.2640831,0.290328,0.3732036,0,0.1526711,0,0.1208069,0,0.1570584,0.112878,0.1245627,0,0.03074744,0.08703967,0.01841247,0.3315114,0.6331823,0.1139521,0.7599211,0.8655018,0.882505,0.6795313,0.6795313,0.4291649,0.2701965,2.381798,0.4825296,2.359691,1.192093E-06,0,0.0003963116,0,0.06507788,0.7664354,0.8350286,0,0.06507783,0.7664343,0.8482242,0,1.416394,1.280006,0.4274614,1.416405,1.280006,1.294026,0,0,0,0,0,0,0,0,0.4501735,0.4289438
0,54.22439,6.71435,16.70175,16.70175,37.13833,45.29109,0,6.501142,0,6.608606,0,67.92688,98.9618,60.49982,0,76.44644,74.71275,7.219878,91.21192,26.48773,47.92104,82.78206,30.95173,129.9709,11.03012,910.6269,341.5421,142.4329,142.4329,824.3919,1867.336,0,123.3505,0,118.0991,0,795.4293,386.8044,198.2582,0,409.1075,228.0039,259.2318,3377.116,6151.761,381.8558,1117.559,3889.195,5639.857,0.3994094,0.3002934,0.4086177,0.0590011,0.05899468,0.1330799,0.3791172,0,0.04542196,0,0.03483316,0,0.1201285,0.1065744,0.05114634,0,0.01266918,0.04369785,0.006631853,0.6785476,0.9307856,0.035827,0.1494902,0.7701997,0.6370981,0.5826242,0.4498762,0.4047489,0.1962476,0.1963353,0.1889573,0.3433188,0,0.1278128,0,0.1014783,0,0.1731343,0.1952386,0.1707186,0,0.02538079,0.09390745,0.01465248,0.5092145,0.7279273,0.1419798,0.5440257,0.6755892,0.7849581,0.6795313,0.6795313,0.4291649,0.2701965,2.381798,0.4825296,2.359691,1.192093E-06,0,0.0003963116,0,0.06507788,0.7664354,0.8350286,0,0.06507783,0.7664343,0.8482242,0,1.416394,1.280006,0.4274614,1.416405,1.280006,1.294026,0,0,0,0,0,0,0,0,0.3485112,0.3977182
0,49.88019,17.20042,19.17563,19.17563,30.02758,54.87011,0,10.68247,0,10.74821,0,57.09731,86.02882,53.75467,0,82.87561,67.59419,16.01272,28.11328,231.5519,43.62742,96.63501,160.5414,311.4969,21.30639,2834.02,142.4329,637.9746,637.9746,159.2448,1761.099,0,366.6092,0,361.3841,0,962.0845,87.22195,163.1774,0,983.59,725.396,486.9355,4976.978,6609.213,1706.987,4039.241,1257.941,8852.416,0.7715213,0.9345621,0.1704053,0.2642733,0.2642446,0.02570656,0.3575483,0,0.1349983,0,0.1065897,0,0.1452973,0.02403185,0.04209624,0,0.03045968,0.139025,0.01245713,1,1,0.1601553,0.5403088,0.2491172,1,0.5375692,0.5246437,0.269966,0.169738,0.1696783,0.1100739,0.3184495,0,0.1600107,0,0.130542,0,0.2165721,0.2895309,0.2988652,0,0.02322343,0.1140666,0.01331918,0.5976247,0.708002,0.2530228,0.4279003,0.4622911,0.6888651,0.6795313,0.6795313,0.4291649,0.2701965,2.381798,0.4825296,2.359691,1.192093E-06,0,0.0003963116,0,0.06507788,0.7664354,0.8350286,0,0.06507783,0.7664343,0.8482242,0,1.416394,1.280006,0.4274614,1.416405,1.280006,1.294026,0,0,0,0,0,0,0,0,0.4624313,0.3699758
0,107.1187,21.52918,39.52729,39.52729,29.48308,55.27941,0,22.70755,0,22.42662,0,59.32402,89.03885,48.27255,0,114.648,44.07721,0,193.5332,451.8527,52.02316,195.3889,118.6881,144.12,9.096395,1347.958,94.21048,155.2126,155.2126,553.9344,570.8438,0,461.5356,0,475.0732,0,2603.855,3629.431,3141.727,0,614.694,822.0817,667.1208,1164.781,2250.134,4829.787,2744.687,1370.811,2825.281,0.3293876,0.4445101,0.1127125,0.06429496,0.06428796,0.0894205,0.115896,0,0.1699536,0,0.1401222,0,0.3932432,1,0.8104978,0,0.01903576,0.1575552,0.01706676,0.2340339,0.3404542,0.4531469,0.3671429,0.2714695,0.3191537,0.4429709,0.481476,0.1889663,0.1441728,0.1440019,0.07646361,0.2849686,0,0.2469276,0,0.2086459,0,0.2585883,0.3929037,0.4888887,0,0.0214295,0.1267567,0.01353671,0.5072428,0.5671009,0.3771496,0.3213634,0.3408296,0.5065137,0.6795313,0.6795313,0.4291649,0.2701965,2.381798,0.4825296,2.359691,1.192093E-06,0,0.0003963116,0,0.06507788,0.7664354,0.8350286,0,0.06507783,0.7664343,0.8482242,0,1.416394,1.280006,0.4274614,1.416405,1.280006,1.294026,0,0,0,0,0,0,0,0,0.2585469,0.3157922
0,68.6182,19.32202,36.04096,36.04096,28.38757,70.14126,0,37.02435,0,37.00532,0,72.32683,31.93742,56.4521,0,125.1996,19.24896,22.45801,189.9792,376.8511,207.3998,118.7652,73.02475,76.03989,9.434887,456.008,185.0257,376.8421,375.156,506.0883,2115.656,0,1121.523,0,1198.052,0,2086.993,692.3041,2625.92,0,561.8889,595.8402,460.1599,2234.867,2357.466,7316.921,1472.058,1666.011,3032.458,0.3416447,0.1503757,0.221363,0.1561023,0.155387,0.0816968,0.4295327,0,0.412984,0,0.3533639,0,0.3151849,0.1907473,0.6774308,0,0.0174005,0.1141951,0.01177214,0.4490409,0.3566939,0.6864982,0.1969098,0.3299296,0.342557,0.419758,0.4327716,0.1698371,0.1589504,0.158776,0.08372251,0.3086611,0,0.3675773,0,0.3179037,0,0.2525608,0.3103858,0.5453944,0,0.02317646,0.1282701,0.01690762,0.4170842,0.4621975,0.4225126,0.2765301,0.2727513,0.3795124,0.6795313,0.6795313,0.4291649,0.2701965,2.381798,0.4825296,2.359691,1.192093E-06,0,0.0003963116,0,0.06507788,0.7664354,0.8350286,0,0.06507783,0.7664343,0.8482242,0,1.416394,1.280006,0.4274614,1.416405,1.280006,1.294026,0,0,0,0,0,0,0,0,0.2781985,0.2827116
0,53.64973,14.6336,29.5785,29.6023,39.36658,101.9356,0,70.61173,0,72.87022,0,56.05136,8.722198,31.06531,0,122.3132,13.21722,37.77773,162.0226,298.2685,75.88223,103.4381,17.48475,74.64671,10.29622,1605.943,142.4329,494.6856,494.6856,446.17,1299.099,0,1550.915,0,1704.385,0,705.0081,0,1854.047,0,883.7753,615.7245,607.4315,1425.675,2897.3,3259.017,1247.82,1639.929,2469.38,0.3728341,0.5295846,0.1704053,0.2049176,0.2048953,0.0720243,0.2637504,0,0.5711011,0,0.5027061,0,0.1064727,0,0.4783042,0,0.02736863,0.1180061,0.01553974,0.2864539,0.4383729,0.3057719,0.1669146,0.3247646,0.2789499,0.4030993,0.407025,0.1585126,0.1647073,0.1646854,0.09522405,0.291828,0,0.4351035,0,0.3834475,0,0.2054897,0.2172139,0.4612511,0,0.02459357,0.1114068,0.01928176,0.3262354,0.4358578,0.3228423,0.2175881,0.2370775,0.2544241,0.6795313,0.6795313,0.4291649,0.2701965,2.381798,0.4825296,2.359691,1.192093E-06,0,0.0003963116,0,0.06507788,0.7664354,0.8350286,0,0.06507783,0.7664343,0.8482242,0,1.416394,1.280006,0.4274614,1.416405,1.280006,1.294026,0,0,0,0,0,0,0,0,0.236718,0.2446509
0,80.58278,12.72853,38.42482,38.44315,42.41575,107.5126,0,117.9796,0,125.402,0,60.14949,8.802588,30.7233,0,108.0552,28.11328,58.03953,176.3309,201.6901,161.181,143.0797,37.17625,17.72482,15.93236,1701.406,106.8246,385.162,386.8044,990.0146,1834.798,0,1227.845,0,1385.989,0,1210.162,715.7177,994.4872,0,1069.438,634.9865,1531.581,1819.879,3516.38,694.1332,2165.125,118.0991,1697.302,0.5769233,0.5610653,0.127804,0.1595487,0.1602117,0.159816,0.3725111,0,0.4521357,0,0.4087955,0,0.1827629,0.1971983,0.2565563,0,0.03311819,0.1216977,0.039182,0.3656594,0.5320421,0.06512592,0.2896178,0.02338784,0.1917333,0.415608,0.3728127,0.1377212,0.1635618,0.1635472,0.1046019,0.2607951,0,0.419379,0,0.3750065,0,0.1629122,0.1282538,0.2953923,0,0.02960385,0.1137648,0.02536154,0.2998542,0.4660401,0.1777716,0.1843888,0.1634688,0.1839319,0.6795313,0.6795313,0.4291649,0.2701965,2.381798,0.4825296,2.359691,1.192093E-06,0,0.0003963116,0,0.06507788,0.7664354,0.8350286,0,0.06507783,0.7664343,0.8482242,0,1.416394,1.280006,0.4274614,1.416405,1.280006,1.294026,0,0,0,0,0,0,0,0,0.2568481,0.2170532
0,27.68405,11.75012,31.8048,31.8048,58.93085,108.7376,0,153.3763,0,166.2726,0,60.25481,32.76484,63.87552,0,106.8751,47.93574,7.022036,147.6984,84.47527,139.7716,76.58454,41.23682,51.58804,9.468656,627.9587,87.22195,415.2598,415.2598,424.3211,567.5023,0,821.3101,0,944.1247,0,932.6393,649.79,146.8164,0,618.8057,100.7152,310.4253,1061.703,3236.369,339.6809,877.2954,915.4873,577.4689,0.3428675,0.2070791,0.1043515,0.1720164,0.1719977,0.06849729,0.1152176,0,0.3024351,0,0.2784683,0,0.1408504,0.1790336,0.03787547,0,0.01916309,0.01930248,0.007941522,0.2133228,0.4896754,0.03187,0.1173514,0.1812992,0.06523292,0.3572012,0.2722538,0.1126472,0.1430817,0.1427744,0.1070979,0.1729355,0,0.3589498,0,0.3231216,0,0.1392234,0.1153717,0.2047717,0,0.03875952,0.1432266,0.02693196,0.2379973,0.4538034,0.09571767,0.1302163,0.1200822,0.1196273,0.6795313,0.6795313,0.4291649,0.2701965,2.381798,0.4825296,2.359691,1.192093E-06,0,0.0003963116,0,0.06507788,0.7664354,0.8350286,0,0.06507783,0.7664343,0.8482242,0,1.416394,1.280006,0.4274614,1.416405,1.280006,1.294026,0,0,0,0,0,0,0,0,0.1630648,0.1758748
0,21.56188,10.87849,20.28248,20.28248,68.99702,116.471,0,172.619,0,189.7044,0,76.82333,54.41891,68.87438,0,95.05466,51.10787,17.32285,132.9774,23.41017,129.1825,49.41195,10.61632,32.41903,6.53548,146.8164,71.21642,201.4305,198.2582,614.694,207.6298,0,700.4974,0,789.8303,0,715.7177,50.35762,694.1332,0,1828.22,1408.675,2031.574,762.0508,2547.483,456.008,188.421,297.9198,436.1101,0.2366549,0.048415,0.08520263,0.08344017,0.08211713,0.09922879,0.04215419,0,0.2579477,0,0.2329594,0,0.1080902,0.0138748,0.1790714,0,0.05661608,0.2699781,0.05197318,0.1531152,0.3854443,0.04278421,0.02520412,0.05899877,0.04926452,0.2934972,0.1449952,0.1023681,0.1106971,0.1101693,0.1140026,0.1310402,0,0.3440123,0,0.3074309,0,0.1324682,0.09593917,0.2170335,0,0.05114712,0.2061563,0.05299759,0.208543,0.4086682,0.1020189,0.07713702,0.09026755,0.09905027,0.6795313,0.6795313,0.4291649,0.2701965,2.381798,0.4825296,2.359691,1.192093E-06,0,0.0003963116,0,0.06507788,0.7664354,0.8350286,0,0.06507783,0.7664343,0.8482242,0,1.416394,1.280006,0.4274614,1.416405,1.280006,1.294026,0,0,0,0,0,0,0,0,0.1051706,0.147052
