vRoot,vBones#srfBind_Cn_Pelvis,vBones#srfBind_Cn_SpineA,vBones#srfBind_Cn_SpineB,vBones#srfBind_Cn_SpineC,vBones#srfBind_Cn_Neck,vBones#srfBind_Cn_Head,aRoot,aBones#srfBind_Cn_Pelvis,aBones#srfBind_Cn_SpineA,aBones#srfBind_Cn_SpineB,aBones#srfBind_Cn_SpineC,aBones#srfBind_Cn_Neck,aBones#srfBind_Cn_Head,p0Root,p0Bones#srfBind_Cn_Pelvis,p0Bones#srfBind_Cn_SpineA,p0Bones#srfBind_Cn_SpineB,p0Bones#srfBind_Cn_SpineC,p0Bones#srfBind_Cn_Neck,p0Bones#srfBind_Cn_Head,pRoot,pBones#srfBind_Cn_Pelvis,pBones#srfBind_Cn_SpineA,pBones#srfBind_Cn_SpineB,pBones#srfBind_Cn_SpineC,pBones#srfBind_Cn_Neck,pBones#srfBind_Cn_Head,wRoot,wBones#srfBind_Cn_Pelvis,wBones#srfBind_Cn_SpineA,wBones#srfBind_Cn_SpineB,wBones#srfBind_Cn_SpineC,wBones#srfBind_Cn_Neck,wBones#srfBind_Cn_Head,pEndEff#Hand_L,pEndEff#Hand_R,pEndEff#srfBind_Lf_FootA,pEndEff#srfBind_Rt_FootA,wEndEff#Hand_L,wEndEff#Hand_R,wEndEff#srfBind_Lf_FootA,wEndEff#srfBind_Rt_FootA,p0,p
0,49.55431,13.27041,12.61736,12.61736,45.43085,52.97585,0,843.3985,547.0244,801.7801,801.7801,2396.41,1867.676,0,0.2781238,0.6544546,0.3321277,0.3321277,0.3868476,0.3791763,0,0.3520322,0.5067638,0.2417922,0.2417922,0.2568969,0.3471819,0.3341464,0.3341464,0.3431739,0.4024453,0.4515461,0.6745228,1,0,0,0,0,0,0,0,0,0.3871921,0.3159778
0,49.55431,13.27041,12.61736,12.61736,45.43085,52.97585,0,843.3985,547.0244,801.7801,801.7801,2396.41,1867.676,0,0.2781238,0.6544546,0.3321277,0.3321277,0.3868476,0.3791763,0,0.3465898,0.4614492,0.2234984,0.2234984,0.2244724,0.3460888,0.3341464,0.3341464,0.3431739,0.4024453,0.4515461,0.6745228,1,0,0,0,0,0,0,0,0,0.3871921,0.2984364
0,54.22439,6.71435,16.70175,16.70175,37.13833,39.45594,0,910.6269,341.5421,142.4329,142.4329,824.3919,1825.444,0,0.3002934,0.4086177,0.0590011,0.0590011,0.1330799,0.3706024,0,0.3695445,0.3660236,0.1962894,0.1962894,0.1709785,0.3334704,0.3341464,0.3341464,0.3431739,0.4024453,0.4515461,0.6745228,1,0,0,0,0,0,0,0,0,0.2343612,0.2761817
0,49.88019,17.20042,19.17563,19.17563,30.02758,39.59852,0,2834.02,142.4329,637.9746,637.9746,159.2448,1769.001,0,0.9345621,0.1704053,0.2642733,0.2642733,0.02570656,0.3591433,0,0.5378803,0.279289,0.193207,0.193207,0.1434623,0.3283215,0.3341464,0.3341464,0.3431739,0.4024453,0.4515461,0.6745228,1,0,0,0,0,0,0,0,0,0.303487,0.2651702
0,107.1187,21.52918,39.52729,39.52729,29.48308,41.2539,0,1347.958,94.21048,155.2126,155.2126,553.9344,466.9977,0,0.4445101,0.1127125,0.06429496,0.06429496,0.0894205,0.09481008,0,0.4155772,0.2330332,0.1762714,0.1762714,0.1274115,0.2966782,0.3341464,0.3341464,0.3431739,0.4024453,0.4515461,0.6745228,1,0,0,0,0,0,0,0,0,0.1239131,0.2418681
0,68.6182,19.32202,36.04096,36.04096,28.38757,49.52587,0,456.008,185.0257,376.8421,376.8421,506.0883,2085.169,0,0.1503757,0.221363,0.1561023,0.1561023,0.0816968,0.423332,0,0.3491411,0.1963259,0.162033,0.162033,0.1049469,0.2890174,0.3341464,0.3341464,0.3431739,0.4024453,0.4515461,0.6745228,1,0,0,0,0,0,0,0,0,0.2301934,0.2179609
0,53.64973,14.6336,29.5785,29.5785,39.36658,75.6684,0,1605.943,142.4329,494.6856,494.6856,446.17,1257.437,0,0.5295846,0.1704053,0.2049176,0.2049176,0.0720243,0.2552853,0,0.3980004,0.1578583,0.1480531,0.1480531,0.09576228,0.2497966,0.3341464,0.3341464,0.3431739,0.4024453,0.4515461,0.6745228,1,0,0,0,0,0,0,0,0,0.2228133,0.1943245
0,80.58278,12.72853,38.42482,38.42482,42.41575,77.10708,0,1701.406,106.8246,385.162,385.162,990.0146,1828.914,0,0.5610653,0.127804,0.1595487,0.1595487,0.159816,0.3713069,0,0.3648553,0.1352917,0.1437772,0.1437772,0.09890042,0.2345719,0.3341464,0.3341464,0.3431739,0.4024453,0.4515461,0.6745228,1,0,0,0,0,0,0,0,0,0.2641111,0.1794587
0,27.68405,11.75012,31.8048,31.8048,58.93085,84.99075,0,627.9587,87.22195,415.2598,415.2598,424.3211,553.9344,0,0.2070791,0.1043515,0.1720164,0.1720164,0.06849729,0.11246,0,0.229578,0.1298434,0.1285271,0.1285271,0.1007945,0.1880809,0.3341464,0.3341464,0.3431739,0.4024453,0.4515461,0.6745228,1,0,0,0,0,0,0,0,0,0.1280693,0.1551003
0,21.56188,10.87849,20.28248,20.28248,68.99702,94.54187,0,146.8164,71.21642,201.4305,201.4305,614.694,225.2062,0,0.048415,0.08520263,0.08344017,0.08344017,0.09922879,0.04572145,0,0.1679518,0.1216882,0.1190317,0.1190317,0.1023581,0.1843725,0.3341464,0.3341464,0.3431739,0.4024453,0.4515461,0.6745228,1,0,0,0,0,0,0,0,0,0.07153448,0.1466335
0,22.52065,9.642754,15.56659,15.56659,51.98252,90.42847,0,244.1177,87.22195,195.0343,195.0343,1042.419,623.9072,0,0.0805016,0.1043515,0.08079059,0.08079059,0.1682756,0.1266659,0,0.1532197,0.1106505,0.1057118,0.1057118,0.1031659,0.1789804,0.3341464,0.3341464,0.3431739,0.4024453,0.4515461,0.6745228,1,0,0,0,0,0,0,0,0,0.1159998,0.136478
0,21.03267,7.692255,11.44645,11.44645,23.50027,82.48367,0,71.21642,100.7152,195.0343,195.0343,588.3451,1115.856,0,0.02348472,0.1204947,0.08079059,0.08079059,0.09497534,0.2265415,0,0.1270594,0.1024079,0.08941483,0.08941483,0.1009597,0.186024,0.3341464,0.3341464,0.3431739,0.4024453,0.4515461,0.6745228,1,0,0,0,0,0,0,0,0,0.1275166,0.1281762
0,18.87947,5.173754,8.722198,8.722198,12.44874,92.94868,0,300.0403,142.4329,210.6611,210.6611,151.0729,361.3841,0,0.09894295,0.1704053,0.08726382,0.08726382,0.02438739,0.07336836,0,0.1134738,0.09230748,0.07704772,0.07704772,0.1053876,0.1904988,0.3341464,0.3341464,0.3431739,0.4024453,0.4515461,0.6745228,1,0,0,0,0,0,0,0,0,0.07981723,0.125812
0,17.44441,4.279575,9.569424,9.569424,7.873274,84.34174,0,563.016,35.60821,137.91,137.91,742.6698,1810.098,0,0.1856633,0.04260131,0.05712757,0.05712757,0.1198877,0.3674868,0,0.1218473,0.07867325,0.06842025,0.06842025,0.1089733,0.2238321,0.3341464,0.3341464,0.3431739,0.4024453,0.4515461,0.6745228,1,0,0,0,0,0,0,0,0,0.1789857,0.1303082
0,28.31303,5.035762,8.802588,8.802588,20.2129,44.17299,0,591.5689,61.67524,195.0343,195.0343,670.9114,1308.823,0,0.195079,0.07378764,0.08079059,0.08079059,0.1083039,0.2657177,0,0.139512,0.06480473,0.06918786,0.06918786,0.1126976,0.2325962,0.3341464,0.3341464,0.3431739,0.4024453,0.4515461,0.6745228,1,0,0,0,0,0,0,0,0,0.1554268,0.1359067
0,44.90057,4.597001,7.873274,7.873274,38.13037,36.08003,0,443.3191,50.35762,79.62239,79.62239,507.3394,964.7168,0,0.1461913,0.06024736,0.03298262,0.03298262,0.08189877,0.1958572,0,0.1416113,0.05108123,0.0686221,0.0686221,0.1095139,0.2272074,0.3341464,0.3341464,0.3431739,0.4024453,0.4515461,0.6745228,1,0,0,0,0,0,0,0,0,0.1087989,0.1329665
0,56.13927,5.035762,7.783291,7.783291,34.09241,17.15942,0,163.1774,0,87.22195,87.22195,1665.25,1705.5,0,0.05381027,0,0.03613064,0.03613064,0.2688178,0.3462514,0,0.1542999,0.04122766,0.06778904,0.06778904,0.116447,0.224592,0.3341464,0.3341464,0.3431739,0.4024453,0.4515461,0.6745228,1,0,0,0,0,0,0,0,0,0.1798006,0.1318835
0,61.29799,5.692367,5.035762,5.035762,22.58312,49.24057,0,642.9241,0,201.4305,201.4305,318.4897,1028.336,0,0.2120142,0,0.08344017,0.08344017,0.05141314,0.2087732,0,0.1802535,0.02991389,0.07030288,0.07030288,0.1135194,0.225027,0.3341464,0.3341464,0.3431739,0.4024453,0.4515461,0.6745228,1,0,0,0,0,0,0,0,0,0.1202662,0.1353976
0,58.97865,6.391871,9.194004,9.194004,27.06648,81.08824,0,706.8043,0,316.4929,316.4929,738.3892,711.2749,0,0.2330797,0,0.1311034,0.1311034,0.1191967,0.1444033,0,0.2101437,0.03203622,0.07544114,0.07544114,0.1099929,0.2039913,0.3341464,0.3341464,0.3431739,0.4024453,0.4515461,0.6745228,1,0,0,0,0,0,0,0,0,0.1293417,0.1332692
0,64.27132,7.121644,19.6115,19.6115,13.79101,102.8301,0,79.62239,35.60821,159.2448,159.2448,343.3933,343.3933,0,0.02625672,0.04260131,0.06596524,0.06596524,0.05543328,0.06971586,0,0.2258695,0.0352392,0.08081855,0.08081855,0.1177194,0.2054983,0.3341464,0.3341464,0.3431739,0.4024453,0.4515461,0.6745228,1,0,0,0,0,0,0,0,0,0.05827932,0.1417528
0,63.54381,8.137257,24.55567,24.55567,11.56887,113.9824,0,856.082,71.21642,100.7152,100.7152,776.8813,1019.046,0,0.2823063,0.08520263,0.04172008,0.04172008,0.1254104,0.2068872,0,0.273064,0.04056619,0.08502596,0.08502596,0.1351829,0.2352345,0.3341464,0.3341464,0.3431739,0.4024453,0.4515461,0.6745228,1,0,0,0,0,0,0,0,0,0.1405808,0.1587853
0,61.45866,9.421051,24.41181,24.41181,29.86291,105.7485,0,1395.108,0,236.1982,236.1982,526.954,1804.133,0,0.4600584,0,0.09784228,0.09784228,0.08506511,0.3662759,0,0.3314883,0.04434297,0.09033217,0.09033217,0.1411645,0.2726238,0.3341464,0.3341464,0.3431739,0.4024453,0.4515461,0.6745228,1,0,0,0,0,0,0,0,0,0.2061671,0.1754907
0,92.37848,8.961206,20.2129,20.2129,34.03036,104.1102,0,1506.119,71.21642,256.7745,256.7745,616.7532,578.5658,0,0.4966661,0.08520263,0.1063658,0.1063658,0.09956121,0.1174607,0,0.3450049,0.04577672,0.09212598,0.09212598,0.1657223,0.2795314,0.3341464,0.3341464,0.3431739,0.4024453,0.4515461,0.6745228,1,0,0,0,0,0,0,0,0,0.1468107,0.1905372
0,67.89576,6.391871,11.98752,11.98752,35.82532,86.12703,0,1275.955,61.67524,314.4833,314.4833,2040.604,1982.612,0,0.4207661,0.07378764,0.1302709,0.1302709,0.3294106,0.4025107,0,0.3545271,0.04315897,0.08853754,0.08853754,0.1888542,0.3378925,0.3341464,0.3341464,0.3431739,0.4024453,0.4515461,0.6745228,1,0,0,0,0,0,0,0,0,0.2813231,0.2068073
0,75.06081,4.279575,7.783291,7.783291,34.72703,59.00253,0,268.8362,50.35762,146.8164,146.8164,1829.607,2770.21,0,0.08865292,0.06024736,0.06081694,0.06081694,0.2953497,0.5624092,0,0.3311854,0.03585516,0.08337989,0.08337989,0.1940892,0.363499,0.3341464,0.3341464,0.3431739,0.4024453,0.4515461,0.6745228,1,0,0,0,0,0,0,0,0,0.2694665,0.2123809
0,66.55443,2.65408,6.167525,6.167525,32.26657,52.00962,0,1484.068,0,256.7745,256.7745,1020.29,2070.523,0,0.4893946,0,0.1063658,0.1063658,0.1647033,0.4203585,0,0.3530616,0.0255145,0.07752643,0.07752643,0.1813276,0.3519033,0.3341464,0.3341464,0.3431739,0.4024453,0.4515461,0.6745228,1,0,0,0,0,0,0,0,0,0.2451217,0.2050791
0,48.03849,1.678587,4.279575,4.279575,7.783291,58.46279,0,475.0732,0,225.2062,225.2062,1425.23,1460.383,0,0.1566628,0,0.09328895,0.09328895,0.2300719,0.2964876,0,0.2771317,0.01945906,0.06825411,0.06825411,0.1680259,0.3182419,0.3341464,0.3341464,0.3431739,0.4024453,0.4515461,0.6745228,1,0,0,0,0,0,0,0,0,0.182072,0.1857814
0,35.90388,2.055841,10.00134,10.00134,50.98367,99.01874,0,1498.099,0,94.21048,94.21048,930.5978,1768.643,0,0.4940216,0,0.03902556,0.03902556,0.1502245,0.3590706,0,0.2820752,0.01016651,0.06223454,0.06223454,0.1444035,0.2970775,0.3341464,0.3341464,0.3431739,0.4024453,0.4515461,0.6745228,1,0,0,0,0,0,0,0,0,0.2055014,0.1666347
0,30.30778,2.055841,10.68247,10.68247,20.14308,44.69615,0,985.5217,0,0,0,399.7014,903.6381,0,0.3249911,0,0,0,0.06452299,0.183457,0,0.2247059,0.003768064,0.05623613,0.05623613,0.1135297,0.2396354,0.3341464,0.3341464,0.3431739,0.4024453,0.4515461,0.6745228,1,0,0,0,0,0,0,0,0,0.1046759,0.138321
0,17.68503,2.373881,10.34751,10.34751,7.316793,73.65869,0,79.62239,0,71.21642,71.21642,133.2337,1065.875,0,0.02625672,0,0.02950055,0.02950055,0.02150765,0.2163943,0,0.1788176,0.004599238,0.06344466,0.06344466,0.0906307,0.2157398,0.3341464,0.3341464,0.3431739,0.4024453,0.4515461,0.6745228,1,0,0,0,0,0,0,0,0,0.08262077,0.1248215
0,19.71896,2.373881,8.308585,8.308585,6.608606,42.86182,0,155.2126,0,142.4329,142.4329,188.421,440.4496,0,0.05118377,0,0.0590011,0.0590011,0.03041642,0.08942026,0,0.1733944,0.01726205,0.07393719,0.07393719,0.08496143,0.1932655,0.3341464,0.3341464,0.3431739,0.4024453,0.4515461,0.6745228,1,0,0,0,0,0,0,0,0,0.05534475,0.1215868
0,20.17802,2.65408,5.814797,5.814797,11.13449,32.57077,0,100.7152,0,264.0777,264.0777,524.5424,348.888,0,0.03321242,0,0.109391,0.109391,0.0846758,0.07083139,0,0.1730489,0.03237145,0.08911713,0.08911713,0.08230206,0.1963769,0.3341464,0.3341464,0.3431739,0.4024453,0.4515461,0.6745228,1,0,0,0,0,0,0,0,0,0.07251276,0.1285244
0,23.59002,2.907398,8.308585,8.308585,14.48847,35.58858,0,551.6407,0,155.2126,155.2126,695.046,550.4903,0,0.1819121,0,0.06429496,0.06429496,0.1121999,0.1117608,0,0.1787053,0.04822665,0.09939163,0.09939163,0.08542598,0.2052121,0.3341464,0.3341464,0.3431739,0.4024453,0.4515461,0.6745228,1,0,0,0,0,0,0,0,0,0.0945572,0.1350902
0,32.15723,3.560822,8.722198,8.722198,32.54914,53.59718,0,873.6747,61.67524,431.727,431.727,404.4319,2151.907,0,0.2881078,0.07378764,0.1788377,0.1788377,0.06528661,0.4368811,0,0.1900723,0.0602684,0.1084826,0.1084826,0.09057904,0.2372738,0.3341464,0.3341464,0.3431739,0.4024453,0.4515461,0.6745228,1,0,0,0,0,0,0,0,0,0.2355818,0.1462816
0,56.78802,1.678587,7.873274,7.873274,37.57206,62.3576,0,1788.604,146.8164,428.78,428.78,961.4253,1327.102,0,0.58982,0.1756497,0.1776169,0.1776169,0.1552009,0.2694288,0,0.238075,0.06824797,0.1093081,0.1093081,0.09495793,0.2284004,0.3341464,0.3341464,0.3431739,0.4024453,0.4515461,0.6745228,1,0,0,0,0,0,0,0,0,0.2442931,0.1492779
0,85.60194,3.753435,12.22031,12.22031,57.17128,74.01171,0,401.2844,106.8246,376.8421,376.8421,803.36,1719.937,0,0.1323298,0.127804,0.1561023,0.1561023,0.1296848,0.3491824,0,0.1759125,0.07099008,0.1048713,0.1048713,0.0979626,0.2341862,0.3341464,0.3341464,0.3431739,0.4024453,0.4515461,0.6745228,1,0,0,0,0,0,0,0,0,0.2052646,0.1486906
0,86.65707,7.316793,21.29892,21.29892,81.68551,83.66243,0,146.8164,71.21642,79.62239,79.62239,537.6729,1142.247,0,0.048415,0.08520263,0.03298262,0.03298262,0.08679544,0.2318995,0,0.1756613,0.07326216,0.09650932,0.09650932,0.09885113,0.2250729,0.3341464,0.3341464,0.3431739,0.4024453,0.4515461,0.6745228,1,0,0,0,0,0,0,0,0,0.113552,0.1455441
0,89.55953,9.495527,22.55191,22.55191,99.38802,106.3199,0,249.2576,0,79.62239,79.62239,341.5421,626.9483,0,0.08219655,0,0.03298262,0.03298262,0.05513445,0.1272833,0,0.1837612,0.07647456,0.09468318,0.09473059,0.09869032,0.2152937,0.3341464,0.3341464,0.3431739,0.4024453,0.4515461,0.6745228,1,0,0,0,0,0,0,0,0,0.06865772,0.1431129
0,86.46989,10.48278,21.85393,21.85393,104.5289,117.3508,0,170.771,0,142.4329,142.4329,324.4064,441.8866,0,0.05631439,0,0.0590011,0.0590011,0.05236826,0.08971201,0,0.1978374,0.08346816,0.09163012,0.09174953,0.1022984,0.2024571,0.3341464,0.3341464,0.3431739,0.4024453,0.4515461,0.6745228,1,0,0,0,0,0,0,0,0,0.0605893,0.1411615
0,80.81847,10.21045,19.50345,19.50345,95.21757,112.0122,0,680.2952,50.35762,207.6298,207.6298,738.3892,798.611,0,0.2243379,0.06024736,0.08600815,0.08600815,0.1191967,0.1621343,0,0.2336143,0.08739419,0.08972201,0.08998898,0.1036382,0.2051876,0.3341464,0.3341464,0.3431739,0.4024453,0.4515461,0.6745228,1,0,0,0,0,0,0,0,0,0.1283979,0.1438858
0,61.45866,8.802588,16.65952,16.65952,70.78113,89.08631,0,1268.48,100.7152,282.6315,282.6315,904.3393,1145.573,0,0.4183011,0.1204947,0.1170767,0.1170767,0.1459856,0.2325746,0,0.2787261,0.09563054,0.0881604,0.08851714,0.1031128,0.2007406,0.3341464,0.3341464,0.3431739,0.4024453,0.4515461,0.6745228,1,0,0,0,0,0,0,0,0,0.1909494,0.1458198
0,42.33263,6.71435,16.53218,16.53218,40.89374,62.23322,0,1064.089,133.2337,337.8093,339.6809,758.7158,1302.023,0,0.3508998,0.1593996,0.1399335,0.1407087,0.1224779,0.2643374,0,0.2907336,0.1033626,0.09533202,0.0957651,0.1040952,0.2106779,0.3341464,0.3341464,0.3431739,0.4024453,0.4515461,0.6745228,1,0,0,0,0,0,0,0,0,0.1992483,0.1538001
0,17.60519,5.439245,14.6336,14.6336,16.8278,53.64973,0,1453.421,178.0411,330.2171,332.1314,738.3892,1477.646,0,0.479288,0.2130066,0.1367885,0.1375815,0.1191967,0.2999924,0,0.3149317,0.1096613,0.09784495,0.09831229,0.1004805,0.2363509,0.3341464,0.3341464,0.3431739,0.4024453,0.4515461,0.6745228,1,0,0,0,0,0,0,0,0,0.227965,0.1642895
0,41.08279,8.308585,17.80413,17.84365,11.00724,80.00371,0,1065.875,79.62239,163.1774,167.0173,732.3544,1189.555,0,0.3514887,0.09525944,0.06759426,0.06918493,0.1182225,0.241504,0,0.3104835,0.1070333,0.09601974,0.09647963,0.09249678,0.2528017,0.3341464,0.3341464,0.3431739,0.4024453,0.4515461,0.6745228,1,0,0,0,0,0,0,0,0,0.1652706,0.1678696
0,60.28987,10.00134,23.1682,23.1682,33.50887,109.0611,0,320.4741,61.67524,71.21642,71.21642,282.6315,451.818,0,0.1056813,0.07378764,0.02950055,0.02950055,0.04562463,0.09172828,0,0.2759882,0.09851956,0.09371415,0.09411127,0.0791302,0.2472871,0.3341464,0.3341464,0.3431739,0.4024453,0.4515461,0.6745228,1,0,0,0,0,0,0,0,0,0.06498506,0.1610844
0,69.13981,7.962241,20.66098,20.66098,36.0605,101.8042,0,428.78,50.35762,293.633,293.633,499.7856,1335.199,0,0.1413969,0.06024736,0.1216339,0.1216339,0.08067937,0.2710726,0,0.2564922,0.08631046,0.08985507,0.09017155,0.07813312,0.2647442,0.3341464,0.3341464,0.3431739,0.4024453,0.4515461,0.6745228,1,0,0,0,0,0,0,0,0,0.1551201,0.1599652
0,58.88301,6.167525,12.5614,12.5614,26.83123,57.42945,0,1107.873,50.35762,213.6493,213.6493,178.0411,2332.048,0,0.3653383,0.06024736,0.08850166,0.08850166,0.02874081,0.4734533,0,0.2593091,0.07437728,0.08386765,0.08406468,0.08437385,0.28057,0.3341464,0.3341464,0.3431739,0.4024453,0.4515461,0.6745228,1,0,0,0,0,0,0,0,0,0.2218365,0.1597105
0,31.51556,4.893881,6.71435,6.71435,25.51238,22.04648,0,970.6132,50.35762,195.0343,195.0343,159.2448,1458.646,0,0.3200748,0.06024736,0.08079059,0.08079059,0.02570656,0.2961349,0,0.2354257,0.05993759,0.08100739,0.08110759,0.09088096,0.2611811,0.3341464,0.3341464,0.3431739,0.4024453,0.4515461,0.6745228,1,0,0,0,0,0,0,0,0,0.1591149,0.152883
0,27.55653,3.753435,3.140349,3.140349,26.83123,69.41437,0,361.3841,50.35762,251.7882,251.7882,241.5067,433.1929,0,0.119172,0.06024736,0.1043002,0.1043002,0.03898593,0.08794701,0,0.2162907,0.05711009,0.08526841,0.08526841,0.09711446,0.2500777,0.3341464,0.3341464,0.3431739,0.4024453,0.4515461,0.6745228,1,0,0,0,0,0,0,0,0,0.08229109,0.1534626
0,28.78186,3.357175,8.882252,8.882252,28.43715,63.25491,0,680.2952,50.35762,174.4439,174.4439,1517.442,1763.976,0,0.2243379,0.06024736,0.0722613,0.0722613,0.2449575,0.3581232,0,0.2412408,0.0602639,0.0896473,0.0896473,0.1115941,0.2664519,0.3341464,0.3341464,0.3431739,0.4024453,0.4515461,0.6745228,1,0,0,0,0,0,0,0,0,0.2123317,0.1616725
0,20.31718,3.936636,14.48847,14.48847,73.83064,40.42597,0,941.4349,50.35762,112.6031,112.6031,1495.134,1344.19,0,0.3104528,0.06024736,0.04664446,0.04664446,0.2413564,0.272898,0,0.2782193,0.06484775,0.09210544,0.09210544,0.1119673,0.2507755,0.3341464,0.3341464,0.3431739,0.4024453,0.4515461,0.6745228,1,0,0,0,0,0,0,0,0,0.1871414,0.1656498
0,15.47582,4.597001,14.43976,14.43976,33.23446,73.22705,0,330.2171,0,213.6493,213.6493,597.9644,472.3967,0,0.1088942,0,0.08850166,0.08850166,0.09652817,0.09590618,0,0.2674103,0.06981499,0.09838998,0.09838998,0.104922,0.21987,0.3341464,0.3341464,0.3431739,0.4024453,0.4515461,0.6745228,1,0,0,0,0,0,0,0,0,0.0851519,0.1628976
0,13.05635,5.30816,13.48106,13.48106,28.06313,71.07909,0,502.3162,71.21642,348.888,348.888,254.2936,1645.718,0,0.1656466,0.08520263,0.1445227,0.1445227,0.04105009,0.3341143,0,0.293696,0.07380167,0.1070179,0.1070179,0.09531677,0.2169208,0.3341464,0.3341464,0.3431739,0.4024453,0.4515461,0.6745228,1,0,0,0,0,0,0,0,0,0.1777429,0.164657
0,14.537,4.747762,17.68503,17.68503,21.19947,56.52692,0,2292.84,118.0991,256.7745,256.7745,337.8093,1044.242,0,0.7560998,0.1412926,0.1063658,0.1063658,0.05453187,0.2120025,0,0.5096603,0.07348999,0.1112472,0.1112472,0.08423647,0.2027532,0.3341464,0.3341464,0.3431739,0.4024453,0.4515461,0.6745228,1,0,0,0,0,0,0,0,0,0.1998721,0.1635789
