vRoot,vBones#Bone_Hips,vBones#Bone_SpineA,vBones#Bone_SpineB,vBones#Bone_SpineC,vBones#Bone_Neck,vBones#Bone_Head,aRoot,aBones#Bone_Hips,aBones#Bone_SpineA,aBones#Bone_SpineB,aBones#Bone_SpineC,aBones#Bone_Neck,aBones#Bone_Head,p0Root,p0Bones#Bone_Hips,p0Bones#Bone_SpineA,p0Bones#Bone_SpineB,p0Bones#Bone_SpineC,p0Bones#Bone_Neck,p0Bones#Bone_Head,pRoot,pBones#Bone_Hips,pBones#Bone_SpineA,pBones#Bone_SpineB,pBones#Bone_SpineC,pBones#Bone_Neck,pBones#Bone_Head,wRoot,wBones#Bone_Hips,wBones#Bone_SpineA,wBones#Bone_SpineB,wBones#Bone_SpineC,wBones#Bone_Neck,wBones#Bone_Head,pEndEff#Bone_Hand_L,pEndEff#Bone_Hand_R,pEndEff#Bone_Foot_L,pEndEff#Bone_Foot_R,wEndEff#Bone_Hand_L,wEndEff#Bone_Hand_R,wEndEff#Bone_Foot_L,wEndEff#Bone_Foot_R,p0,p
0,43.51424,8.308585,10.07153,10.07153,28.03801,28.03801,0,50.35762,163.1774,100.7152,100.7152,191.7561,195.0343,0,0.01252369,0.04374848,0.05075835,0.05075835,0.4472133,0.4548586,0,0.01436062,0.03299038,0.04337394,0.0441479,0.4033375,0.4101066,0.3475436,0.3475436,0.3475437,0.4083007,0.4515449,0.6745197,1,0,0,0,0,0,0,0,0,0.2538245,0.2277188
0,43.51424,8.308585,10.07153,10.07153,28.03801,28.03801,0,50.35762,163.1774,100.7152,100.7152,191.7561,195.0343,0,0.01252369,0.04374848,0.05075835,0.05075835,0.4472133,0.4548586,0,0.01567874,0.03234439,0.03992367,0.04074062,0.3833692,0.3897614,0.3475436,0.3475436,0.3475437,0.4083007,0.4515449,0.6745197,1,0,0,0,0,0,0,0,0,0.2538245,0.2161111
0,42.1659,10.07153,7.783291,7.692255,21.65967,21.62712,0,50.35762,94.21048,87.22195,87.22195,170.771,170.771,0,0.01252369,0.02525819,0.04395802,0.04395802,0.3982719,0.3982719,0,0.01842274,0.03019929,0.03640623,0.03723164,0.3576076,0.363383,0.3475436,0.3475436,0.3475437,0.4083007,0.4515449,0.6745197,1,0,0,0,0,0,0,0,0,0.2222798,0.2016383
0,40.32128,11.56887,6.391871,6.501142,16.05665,16.01272,0,71.21642,61.67524,61.67524,71.21642,146.8164,151.0729,0,0.01771117,0.01653537,0.03108302,0.03589157,0.3424051,0.3523319,0,0.02215978,0.02953715,0.03160826,0.03239897,0.3267444,0.332267,0.3475436,0.3475436,0.3475437,0.4083007,0.4515449,0.6745197,1,0,0,0,0,0,0,0,0,0.1932497,0.18471
0,38.00083,11.3227,6.167525,6.167525,11.13449,11.13449,0,87.22195,79.62239,50.35762,50.35762,123.3505,128.3873,0,0.02169167,0.02134707,0.02537918,0.02537918,0.2876778,0.2994246,0,0.0257429,0.02811215,0.02649474,0.02719159,0.2917631,0.2966193,0.3475436,0.3475436,0.3475437,0.4083007,0.4515449,0.6745197,1,0,0,0,0,0,0,0,0,0.1641916,0.1656453
0,35.17046,8.882252,6.501142,6.501142,7.219878,7.121644,0,100.7152,155.2126,35.60821,35.60821,106.8246,106.8246,0,0.02504738,0.0416131,0.01794579,0.01794579,0.2491363,0.2491363,0,0.02934385,0.02507296,0.02011453,0.02070383,0.2431522,0.2464348,0.3475436,0.3475436,0.3475437,0.4083007,0.4515449,0.6745197,1,0,0,0,0,0,0,0,0,0.1411328,0.1381844
0,31.89327,4.597001,7.022036,7.022036,4.111682,4.111682,0,174.4439,61.67524,35.60821,35.60821,79.62239,79.62239,0,0.04338335,0.01653537,0.01794579,0.01794579,0.1856952,0.1856952,0,0.03166051,0.02327909,0.01524795,0.01456422,0.1919623,0.1941541,0.3475436,0.3475436,0.3475437,0.4083007,0.4515449,0.6745197,1,0,0,0,0,0,0,0,0,0.1075121,0.1101599
0,26.11275,5.814797,7.316793,7.316793,2.65408,2.907398,0,210.6611,137.91,0,0,61.67524,61.67524,0,0.05239037,0.03697421,0,0,0.1438389,0.1438389,0,0.03204474,0.0238228,0.01237551,0.01100916,0.1446521,0.1461186,0.3475436,0.3475436,0.3475437,0.4083007,0.4515449,0.6745197,1,0,0,0,0,0,0,0,0,0.08419977,0.08468901
0,19.06511,10.14123,7.412442,7.412442,3.140349,2.907398,0,163.1774,61.67524,0,0,50.35762,50.35762,0,0.04058141,0.01653537,0,0,0.117444,0.117444,0,0.02988463,0.02406498,0.01197619,0.009774614,0.1028294,0.1085939,0.3475436,0.3475436,0.3475437,0.4083007,0.4515449,0.6745197,1,0,0,0,0,0,0,0,0,0.06704319,0.06381132
0,13.58516,12.10447,7.022036,6.920994,3.753435,3.753435,0,112.6031,0,0,0,0,0,0,0.02800383,0,0,0,0,0,0,0.02585775,0.02268824,0.01139089,0.008790147,0.06489634,0.07277533,0.3475436,0.3475436,0.3475437,0.4083007,0.4515449,0.6745197,1,0,0,0,0,0,0,0,0,0.003013685,0.04489796
