vRoot,vBones#Bone_Hips,vBones#Bone_SpineA,vBones#Bone_SpineB,vBones#Bone_SpineC,vBones#Bone_Neck,vBones#Bone_Head,vBones#Bone_Eye_L,vBones#Bone_Eye2_R 1,vBones#srfBind_Lf_Eye,vBones#Bone_Eye_R,vBones#Bone_Eye2_R,vBones#srfBind_Rt_Eye,vBones#Bone_Shoulder_L,vBones#Bone_UpperArm_L,vBones#Bone_Forearm_L,vBones#Bone_Hand_L,vBones#Bone_Fingers_L,vBones#Bone_Thumb_L,vBones#Bone_Shoulder_R,vBones#Bone_UpperArm_R,vBones#Bone_Forearm_R,vBones#Bone_Hand_R,vBones#Bone_Fingers_R,vBones#Bone_Thumb_R,vBones#Bone_UpperLeg_L,vBones#Bone_LowerLeg_L,vBones#Bone_Foot_L,vBones#Bone_Toes_L,vBones#Bone_FootNub_L,vBones#Bone_UpperLeg_R,vBones#Bone_LowerLeg_R,vBones#Bone_Foot_R,vBones#Bone_Toes_R,vBones#Bone_FootNub_R,aRoot,aBones#Bone_Hips,aBones#Bone_SpineA,aBones#Bone_SpineB,aBones#Bone_SpineC,aBones#Bone_Neck,aBones#Bone_Head,aBones#Bone_Eye_L,aBones#Bone_Eye2_R 1,aBones#srfBind_Lf_Eye,aBones#Bone_Eye_R,aBones#Bone_Eye2_R,aBones#srfBind_Rt_Eye,aBones#Bone_Shoulder_L,aBones#Bone_UpperArm_L,aBones#Bone_Forearm_L,aBones#Bone_Hand_L,aBones#Bone_Fingers_L,aBones#Bone_Thumb_L,aBones#Bone_Shoulder_R,aBones#Bone_UpperArm_R,aBones#Bone_Forearm_R,aBones#Bone_Hand_R,aBones#Bone_Fingers_R,aBones#Bone_Thumb_R,aBones#Bone_UpperLeg_L,aBones#Bone_LowerLeg_L,aBones#Bone_Foot_L,aBones#Bone_Toes_L,aBones#Bone_FootNub_L,aBones#Bone_UpperLeg_R,aBones#Bone_LowerLeg_R,aBones#Bone_Foot_R,aBones#Bone_Toes_R,aBones#Bone_FootNub_R,p0Root,p0Bones#Bone_Hips,p0Bones#Bone_SpineA,p0Bones#Bone_SpineB,p0Bones#Bone_SpineC,p0Bones#Bone_Neck,p0Bones#Bone_Head,p0Bones#Bone_Eye_L,p0Bones#Bone_Eye2_R 1,p0Bones#srfBind_Lf_Eye,p0Bones#Bone_Eye_R,p0Bones#Bone_Eye2_R,p0Bones#srfBind_Rt_Eye,p0Bones#Bone_Shoulder_L,p0Bones#Bone_UpperArm_L,p0Bones#Bone_Forearm_L,p0Bones#Bone_Hand_L,p0Bones#Bone_Fingers_L,p0Bones#Bone_Thumb_L,p0Bones#Bone_Shoulder_R,p0Bones#Bone_UpperArm_R,p0Bones#Bone_Forearm_R,p0Bones#Bone_Hand_R,p0Bones#Bone_Fingers_R,p0Bones#Bone_Thumb_R,p0Bones#Bone_UpperLeg_L,p0Bones#Bone_LowerLeg_L,p0Bones#Bone_Foot_L,p0Bones#Bone_Toes_L,p0Bones#Bone_FootNub_L,p0Bones#Bone_UpperLeg_R,p0Bones#Bone_LowerLeg_R,p0Bones#Bone_Foot_R,p0Bones#Bone_Toes_R,p0Bones#Bone_FootNub_R,pRoot,pBones#Bone_Hips,pBones#Bone_SpineA,pBones#Bone_SpineB,pBones#Bone_SpineC,pBones#Bone_Neck,pBones#Bone_Head,pBones#Bone_Eye_L,pBones#Bone_Eye2_R 1,pBones#srfBind_Lf_Eye,pBones#Bone_Eye_R,pBones#Bone_Eye2_R,pBones#srfBind_Rt_Eye,pBones#Bone_Shoulder_L,pBones#Bone_UpperArm_L,pBones#Bone_Forearm_L,pBones#Bone_Hand_L,pBones#Bone_Fingers_L,pBones#Bone_Thumb_L,pBones#Bone_Shoulder_R,pBones#Bone_UpperArm_R,pBones#Bone_Forearm_R,pBones#Bone_Hand_R,pBones#Bone_Fingers_R,pBones#Bone_Thumb_R,pBones#Bone_UpperLeg_L,pBones#Bone_LowerLeg_L,pBones#Bone_Foot_L,pBones#Bone_Toes_L,pBones#Bone_FootNub_L,pBones#Bone_UpperLeg_R,pBones#Bone_LowerLeg_R,pBones#Bone_Foot_R,pBones#Bone_Toes_R,pBones#Bone_FootNub_R,wRoot,wBones#Bone_Hips,wBones#Bone_SpineA,wBones#Bone_SpineB,wBones#Bone_SpineC,wBones#Bone_Neck,wBones#Bone_Head,wBones#Bone_Eye_L,wBones#Bone_Eye2_R 1,wBones#srfBind_Lf_Eye,wBones#Bone_Eye_R,wBones#Bone_Eye2_R,wBones#srfBind_Rt_Eye,wBones#Bone_Shoulder_L,wBones#Bone_UpperArm_L,wBones#Bone_Forearm_L,wBones#Bone_Hand_L,wBones#Bone_Fingers_L,wBones#Bone_Thumb_L,wBones#Bone_Shoulder_R,wBones#Bone_UpperArm_R,wBones#Bone_Forearm_R,wBones#Bone_Hand_R,wBones#Bone_Fingers_R,wBones#Bone_Thumb_R,wBones#Bone_UpperLeg_L,wBones#Bone_LowerLeg_L,wBones#Bone_Foot_L,wBones#Bone_Toes_L,wBones#Bone_FootNub_L,wBones#Bone_UpperLeg_R,wBones#Bone_LowerLeg_R,wBones#Bone_Foot_R,wBones#Bone_Toes_R,wBones#Bone_FootNub_R,p0,p
0,23.31973,14.04408,13.21722,13.21722,29.88649,29.88649,41.94815,0,0,41.94815,0,0,2.373881,42.1993,21.26582,7.506873,0,0,11.3227,23.22893,13.05635,13.00229,0,0,17.72482,9.859471,19.17563,4.279575,0,46.71518,47.26982,94.43749,0,0,6.277961,530.551,261.6659,159.2448,155.2126,71.21642,61.67524,71.21642,0,0,71.21642,0,0,0,1169.67,320.4741,280.3795,0,0,0,71.21642,0,326.3548,0,0,514.7825,50.35762,428.78,0,0,1915.935,821.3101,1890.953,0,0,0.5475194,0.4864895,0.1420788,0.2682205,0.261429,0.1393465,0.1206776,0.02932874,0,0,0.02932874,0,0,0,0.02770031,0.01433314,0.006975231,0,0,0,0.001561895,0,0.008213494,0,0,0.1236991,0.0118578,0.07900872,0,0,0.4088905,0.2957715,0.3711403,0,0,0.4849169,0.3809443,0.1384565,0.2405191,0.2347968,0.130751,0.1232718,0.02827039,0,0,0.02827039,0,0,0.006598229,0.01900518,0.008707037,0.01025874,0,0,0.005267031,0.007043723,0.001524499,0.00756315,0,0,0.112102,0.01249057,0.07964939,0.001779818,0,0.2594961,0.2120156,0.3112849,0,0,1.083471,1.083471,0.4281606,0.2345556,2.381796,0.4825369,1.212465,0.2355198,0,0,0.2359152,0,0,0.06507696,0.7738474,0.835029,0.6738147,0.2815987,0.2102149,0.06507733,0.7738491,0.848226,0.6609397,0.2805813,0.2079927,1.445778,1.432618,0.4378316,0.3410683,0,1.446721,1.431686,0.4378317,0.3410683,0,0.1741286,0.1429178
0,21.82167,18.00086,18.46448,18.50259,27.70948,27.70948,41.35623,0,0,41.35623,0,0,0,21.36496,10.54976,2.65408,0,0,12.5614,21.33197,12.5614,12.5052,0,0,34.46232,11.80991,22.67651,3.357175,0,47.44831,19.89677,56.43962,0,0,4.311625,542.3688,371.7608,188.421,188.421,87.22195,87.22195,79.62239,0,0,79.62239,0,0,0,396.5165,0,594.7753,0,0,0,479.0599,71.21642,225.2062,0,0,648.8136,94.21048,575.269,0,0,1133.332,436.1101,1462.986,0,0,0.3760294,0.4973258,0.2018579,0.3173628,0.3173628,0.1706639,0.1706639,0.03279053,0,0,0.03279053,0,0,0,0.009390372,0,0.01479671,0,0,0,0.01050658,0.002953341,0.005667849,0,0,0.1559059,0.0221839,0.1060014,0,0,0.2418708,0.1570527,0.2871424,0,0,0.3732645,0.3687314,0.1496978,0.2368531,0.229947,0.1767292,0.1690144,0.02960949,0,0,0.02960949,0,0,0.00219941,0.01797293,0.007179728,0.01417771,0,0,0.001411297,0.007644008,0.001582622,0.006425334,0,0,0.1216198,0.02627868,0.104289,0.005739457,0,0.2188689,0.18301,0.2321549,0,0,1.083471,1.083471,0.4281606,0.2345556,2.381796,0.4825369,1.212465,0.2355198,0,0,0.2359152,0,0,0.06507696,0.7738474,0.835029,0.6738147,0.2815987,0.2102149,0.06507733,0.7738491,0.848226,0.6609397,0.2805813,0.2079927,1.445778,1.432618,0.4378316,0.3410683,0,1.446721,1.431686,0.4378317,0.3410683,0,0.1572731,0.1354049
0,29.43526,23.25923,24.84088,24.84088,24.89753,24.89753,40.59985,0,0,40.59985,0,0,0,29.26726,9.421051,19.93215,0,0,13.37615,15.1073,15.0606,18.95394,0,0,55.88774,15.20027,36.69949,2.65408,0,80.19719,5.173754,53.83324,0,0,2.423909,155.2126,155.2126,79.62239,71.21642,112.6031,106.8246,71.21642,0,0,71.21642,0,0,0,1302.997,256.7745,864.9231,0,0,0,529.3547,0,118.0991,0,0,347.0661,137.91,660.4351,50.35762,0,291.4659,473.7369,578.5658,0,0,0.2113962,0.1423224,0.08427702,0.1341103,0.1199518,0.2203261,0.2090197,0.02932874,0,0,0.02932874,0,0,0,0.03085779,0.01148419,0.02151741,0,0,0,0.01160963,0,0.002972244,0,0,0.08339787,0.03247391,0.1216944,0.01601836,0,0.06220338,0.1706029,0.113556,0,0,0.2589815,0.3148316,0.1393683,0.2100956,0.2012511,0.2020926,0.1923146,0.02878826,0,0,0.02878826,0,0,0,0.02005014,0.007258856,0.01930977,0,0,0,0.008986798,0.001386346,0.007206883,0,0,0.1163888,0.0458812,0.1190022,0.01221614,0,0.1759186,0.1410009,0.1815061,0,0,1.083471,1.083471,0.4281606,0.2345556,2.381796,0.4825369,1.212465,0.2355198,0,0,0.2359152,0,0,0.06507696,0.7738474,0.835029,0.6738147,0.2815987,0.2102149,0.06507733,0.7738491,0.848226,0.6609397,0.2805813,0.2079927,1.445778,1.432618,0.4378316,0.3410683,0,1.446721,1.431686,0.4378317,0.3410683,0,0.08732863,0.1191954
0,31.71608,23.22893,27.53095,27.50535,21.4308,21.4308,39.68736,0,0,39.68736,0,0,1.18694,62.91992,18.07896,48.22875,0,0,13.73984,24.67015,15.74656,18.23415,0,0,64.19455,19.96746,41.49227,0,0,89.46508,10.41536,64.20554,0,0,1.160781,300.0403,304.2368,94.21048,87.22195,133.2337,128.3873,61.67524,0,0,61.67524,0,0,0,361.3841,79.62239,767.0262,0,0,0,106.8246,35.60821,368.3344,0,0,504.8341,345.2346,893.7619,61.67524,0,545.8642,50.35762,318.4897,0,0,0.1012351,0.2751224,0.1651939,0.1586814,0.1469104,0.2606934,0.2512105,0.02539944,0,0,0.02539944,0,0,0,0.008558359,0.003561097,0.01908194,0,0,0,0.002342843,0.001476671,0.009270011,0,0,0.1213085,0.08129299,0.1646882,0.0196184,0,0.116496,0.01813487,0.06251046,0,0,0.2053972,0.2907512,0.1331807,0.2191798,0.2106006,0.2067532,0.1955971,0.02657597,0,0,0.02657597,0,0,0,0.0168502,0.006392376,0.02170265,0,0,0,0.01107417,0.002300667,0.01009578,0,0,0.116388,0.0645169,0.1177261,0.01513319,0,0.1597763,0.09320951,0.1422433,0,0,1.083471,1.083471,0.4281606,0.2345556,2.381796,0.4825369,1.212465,0.2355198,0,0,0.2359152,0,0,0.06507696,0.7738474,0.835029,0.6738147,0.2815987,0.2102149,0.06507733,0.7738491,0.848226,0.6609397,0.2805813,0.2079927,1.445778,1.432618,0.4378316,0.3410683,0,1.446721,1.431686,0.4378317,0.3410683,0,0.09485832,0.1125022
0,23.56014,15.65683,24.38294,24.38294,17.48475,17.48475,38.58946,0,0,38.58946,0,0,1.678587,51.99607,20.89828,25.62258,0,0,13.58516,28.23829,14.6336,7.506873,0,0,57.64983,31.56023,48.70837,0,0,72.96684,12.10447,58.78724,0,0,2.231277,409.1075,230.7677,159.2448,155.2126,79.62239,71.21642,61.67524,0,0,61.67524,0,0,0,1025.249,210.6611,1386.904,0,0,0,856.8222,87.22195,709.4901,0,0,495.9655,410.6542,464.2747,71.21642,0,1269.979,308.3763,1133.332,0,0,0.1945962,0.3751317,0.1253017,0.2682205,0.261429,0.1557941,0.1393465,0.02539944,0,0,0.02539944,0,0,0,0.02428011,0.009421778,0.03450314,0,0,0,0.01879154,0.00361709,0.017856,0,0,0.1191775,0.09669745,0.08554912,0.02265338,0,0.2710334,0.111053,0.2224408,0,0,0.2488682,0.2839234,0.1125146,0.2765306,0.2700778,0.1844478,0.1719466,0.0242824,0,0,0.0242824,0,0,0,0.0157298,0.006327114,0.02328224,0,0,0.001995875,0.01455207,0.003800367,0.01347951,0,0,0.117841,0.06801867,0.1004543,0.01856482,0,0.1723116,0.0762666,0.1424323,0,0,1.083471,1.083471,0.4281606,0.2345556,2.381796,0.4825369,1.212465,0.2355198,0,0,0.2359152,0,0,0.06507696,0.7738474,0.835029,0.6738147,0.2815987,0.2102149,0.06507733,0.7738491,0.848226,0.6609397,0.2805813,0.2079927,1.445778,1.432618,0.4378316,0.3410683,0,1.446721,1.431686,0.4378317,0.3410683,0,0.1323816,0.1196999
0,13.37615,11.13449,19.06511,19.10202,15.01375,15.01375,37.32753,0,0,37.32753,0,0,2.055841,24.23806,13.84199,27.01438,0,0,13.00229,17.92243,11.56887,18.65425,0,0,52.66912,45.27554,55.48293,2.907398,0,42.92751,1.18694,44.79061,0,0,4.091773,282.6315,151.0729,222.3733,222.3733,79.62239,71.21642,50.35762,0,0,50.35762,0,0,0,266.4675,112.6031,451.818,0,0,0,972.5708,146.8164,624.9225,0,0,509.8326,238.8672,244.1177,0,0,844.1498,178.0411,680.2952,0,0,0.3568555,0.2591594,0.08202923,0.3745496,0.3745496,0.1557941,0.1393465,0.02073856,0,0,0.02073856,0,0,0,0.006310529,0.005036152,0.01124025,0,0,0,0.0213301,0.00608847,0.01572766,0,0,0.1225097,0.05624648,0.04498211,0,0,0.1801548,0.06411645,0.1335226,0,0,0.3634675,0.2691907,0.09015335,0.3421862,0.339369,0.161967,0.1517758,0.02281006,0,0,0.02281006,0,0,0,0.01115591,0.004522027,0.0193002,0,0,0.005403046,0.02134587,0.005984602,0.02190489,0,0,0.1203726,0.05496186,0.09337036,0.0202921,0,0.1703348,0.05456339,0.1461618,0,0,1.083471,1.083471,0.4281606,0.2345556,2.381796,0.4825369,1.212465,0.2355198,0,0,0.2359152,0,0,0.06507696,0.7738474,0.835029,0.6738147,0.2815987,0.2102149,0.06507733,0.7738491,0.848226,0.6609397,0.2805813,0.2079927,1.445778,1.432618,0.4378316,0.3410683,0,1.446721,1.431686,0.4378317,0.3410683,0,0.1312515,0.1294394
0,7.600129,11.92861,11.6296,11.69001,14.34187,14.34187,35.86462,0,0,35.86462,0,0,2.055841,24.09231,9.93066,11.86941,0,0,11.98752,40.94539,6.71435,38.77158,0,0,49.75293,53.28081,51.05271,1.18694,0,36.64185,4.279575,43.70808,0,0,6.059282,238.8672,106.8246,287.0827,287.0827,71.21642,71.21642,50.35762,0,0,50.35762,0,0,0,343.3933,0,959.4449,0,0,50.35762,713.0554,198.2582,587.2665,0,0,549.3375,61.67524,577.4689,137.91,0,385.162,50.35762,555.0778,0,0,0.5284477,0.2190297,0.05800342,0.4835415,0.4835415,0.1393465,0.1393465,0.02073856,0,0,0.02073856,0,0,0,0.008132298,0,0.0238689,0,0,0.01796287,0.01563849,0.008221757,0.01477996,0,0,0.1320024,0.01452277,0.1064067,0.04386808,0,0.08219959,0.01813487,0.108946,0,0,0.4786789,0.2289051,0.06264837,0.3395096,0.338755,0.144829,0.1393465,0.02324665,0,0,0.02324665,0,0,0.001555217,0.008856233,0.003722452,0.01640454,0,0,0.01080609,0.02949986,0.006815843,0.03241,0,0,0.1138138,0.03610395,0.1043196,0.02557902,0,0.1403712,0.04537197,0.1371605,0,0,1.083471,1.083471,0.4281606,0.2345556,2.381796,0.4825369,1.212465,0.2355198,0,0,0.2359152,0,0,0.06507696,0.7738474,0.835029,0.6738147,0.2815987,0.2102149,0.06507733,0.7738491,0.848226,0.6609397,0.2805813,0.2079927,1.445778,1.432618,0.4378316,0.3410683,0,1.446721,1.431686,0.4378317,0.3410683,0,0.1406058,0.1276641
0,9.421051,13.21722,1.678587,2.055841,13.73984,13.73984,34.21616,0,0,34.21616,0,0,2.055841,19.06511,9.194004,20.45539,0,0,10.48278,18.00086,0,21.13291,0,0,50.20396,55.57174,33.96821,2.65408,0,23.85726,6.052233,30.7233,0,0,7.491066,198.2582,61.67524,174.4439,174.4439,71.21642,71.21642,61.67524,0,0,61.67524,0,0,0,341.5421,71.21642,167.0173,0,0,35.60821,2595.319,251.7882,2996.701,0,0,383.5124,94.21048,850.8823,94.21048,0,794.6318,61.67524,966.0301,0,0,0.6533177,0.1817931,0.03348829,0.2938209,0.2938209,0.1393465,0.1393465,0.02539944,0,0,0.02539944,0,0,0,0.008088458,0.003185142,0.004155028,0,0,0.01270167,0.05691966,0.01044164,0.07541911,0,0,0.09215569,0.0221839,0.156787,0.0299676,0,0.1695869,0.02221059,0.1896042,0,0,0.5361176,0.1835958,0.0454123,0.2470106,0.2470106,0.1430015,0.141174,0.02515558,0,0,0.02515558,0,0,0.003110435,0.006388837,0.004654515,0.01169584,0,0,0.01362869,0.03707802,0.007337095,0.0437539,0,0,0.09985013,0.0259974,0.1505589,0.0232973,0,0.1213049,0.03416556,0.1257508,0,0,1.083471,1.083471,0.4281606,0.2345556,2.381796,0.4825369,1.212465,0.2355198,0,0,0.2359152,0,0,0.06507696,0.7738474,0.835029,0.6738147,0.2815987,0.2102149,0.06507733,0.7738491,0.848226,0.6609397,0.2805813,0.2079927,1.445778,1.432618,0.4378316,0.3410683,0,1.446721,1.431686,0.4378317,0.3410683,0,0.1303665,0.1136105
0,14.19375,13.84199,3.936636,3.753435,13.05635,13.11019,32.3102,0,0,32.3102,0,0,2.055841,11.26031,11.80991,25.4571,0,0,8.722198,101.8872,8.308585,107.3684,0,0,47.86221,52.1584,18.15672,5.934703,0,18.11788,3.753435,35.48948,0,0,5.822809,159.2448,61.67524,0,0,71.21642,71.21642,71.21642,0,0,71.21642,0,0,35.60821,94.21048,170.771,431.727,0,0,50.35762,1973.959,0,1875.467,0,0,332.1314,118.0991,708.5959,50.35762,0,216.5963,195.0343,198.2582,0,0,0.5078242,0.1460197,0.03348829,0,0,0.1393465,0.1393465,0.02932874,0,0,0.02932874,0,0,0.01399696,0.002231108,0.007637702,0.01074043,0,0,0.01796287,0.04329221,0,0.04720058,0,0,0.07980915,0.02780899,0.1305687,0.01601836,0,0.04622505,0.07023606,0.03891244,0,0,0.5130212,0.1504531,0.04073305,0.1190204,0.1190204,0.1464812,0.144829,0.02823349,0,0,0.02823349,0,0,0.00622087,0.005685648,0.007747469,0.01026577,0,0,0.01362869,0.03441999,0.007134363,0.0405659,0,0,0.08720576,0.02795486,0.196303,0.03036929,0,0.1215419,0.03385275,0.1192541,0,0,1.083471,1.083471,0.4281606,0.2345556,2.381796,0.4825369,1.212465,0.2355198,0,0,0.2359152,0,0,0.06507696,0.7738474,0.835029,0.6738147,0.2815987,0.2102149,0.06507733,0.7738491,0.848226,0.6609397,0.2805813,0.2079927,1.445778,1.432618,0.4378316,0.3410683,0,1.446721,1.431686,0.4378317,0.3410683,0,0.07154208,0.09449852
0,18.72963,13.16381,4.441125,4.597001,12.44874,12.5052,30.168,0,0,30.168,0,0,2.65408,12.89348,17.56513,24.9258,0,0,7.022036,36.50703,7.962241,45.95502,0,0,39.43809,47.99449,10.41536,7.692255,0,17.56513,2.65408,35.9431,0,0,4.995884,128.3873,79.62239,0,0,79.62239,79.62239,71.21642,0,0,71.21642,0,0,0,261.6659,268.8362,495.9655,0,0,35.60821,1082.987,293.633,1106.155,0,0,316.4929,112.6031,1984.849,0,0,684.0127,0,681.2265,0,0,0.4357057,0.1177249,0.0432332,0,0,0.1557941,0.1557941,0.02932874,0,0,0.02932874,0,0,0,0.006196816,0.01202365,0.01233854,0,0,0.01270167,0.0237517,0.01217694,0.02783902,0,0,0.07605129,0.02651484,0.3657363,0,0,0.145979,0,0.1337054,0,0,0.4546214,0.1232555,0.04451975,0.03264676,0.03264676,0.1552681,0.1519637,0.03108932,0,0,0.03108932,0,0,0.007776087,0.005484125,0.01055136,0.008641941,0,0,0.009636936,0.02514912,0.00867145,0.02919967,0,0,0.07950745,0.03943723,0.2399738,0.05242085,0,0.1354844,0.02707095,0.1263537,0,0,1.083471,1.083471,0.4281606,0.2345556,2.381796,0.4825369,1.212465,0.2355198,0,0,0.2359152,0,0,0.06507696,0.7738474,0.835029,0.6738147,0.2815987,0.2102149,0.06507733,0.7738491,0.848226,0.6609397,0.2805813,0.2079927,1.445778,1.432618,0.4378316,0.3410683,0,1.446721,1.431686,0.4378317,0.3410683,0,0.07584762,0.08125339
0,22.26902,11.26031,5.035762,5.035762,11.86941,11.92861,27.73489,0,0,27.73489,0,0,2.65408,20.0027,26.59389,29.24318,0,0,5.567245,6.052233,1.18694,18.23415,0,0,30.99721,44.10916,74.01171,7.783291,0,5.692367,3.936636,17.24132,0,0,4.439977,106.8246,100.7152,0,0,87.22195,79.62239,87.22195,0,0,87.22195,0,0,35.60821,328.2917,366.6092,133.2337,0,0,0,133.2337,259.2318,87.22195,0,0,320.4741,238.8672,1213.302,381.8558,0,1133.332,87.22195,1024.011,0,0,0.3872234,0.09795301,0.05468615,0,0,0.1706639,0.1557941,0.03592023,0,0,0.03592023,0,0,0.01399696,0.007774658,0.01639653,0.003314566,0,0,0,0.002922038,0.01075033,0.002195148,0,0,0.07700796,0.05624648,0.2235678,0.1214653,0,0.2418708,0.03141051,0.2009843,0,0,0.3913263,0.1044947,0.05158872,0,0,0.1668133,0.1618567,0.03404285,0,0,0.03404285,0,0,0.009331304,0.004941629,0.01141293,0.007566207,0,0,0.004818468,0.01336072,0.009329609,0.01418539,0,0,0.07954697,0.05927841,0.2254634,0.0838843,0,0.1462796,0.03108727,0.1358261,0,0,1.083471,1.083471,0.4281606,0.2345556,2.381796,0.4825369,1.212465,0.2355198,0,0,0.2359152,0,0,0.06507696,0.7738474,0.835029,0.6738147,0.2815987,0.2102149,0.06507733,0.7738491,0.848226,0.6609397,0.2805813,0.2079927,1.445778,1.432618,0.4378316,0.3410683,0,1.446721,1.431686,0.4378317,0.3410683,0,0.08282635,0.07570145
0,24.67015,7.692255,5.173754,5.30816,11.50782,11.50782,25.06671,0,0,25.06671,0,0,1.678587,29.50696,38.82605,33.19204,0,0,4.597001,7.121644,10.41536,20.79691,0,0,22.39519,36.13856,105.1673,20.66098,0,43.33581,0,28.26322,0,0,3.910691,94.21048,112.6031,0,0,87.22195,87.22195,87.22195,0,0,87.22195,0,0,35.60821,112.6031,170.771,341.5421,0,0,0,261.6659,230.7677,201.4305,0,0,339.6809,361.3841,1071.806,524.5424,0,167.0173,50.35762,339.6809,0,0,0.3410628,0.08638643,0.06114097,0,0,0.1706639,0.1706639,0.03592023,0,0,0.03592023,0,0,0.01399696,0.002666685,0.007637702,0.008496826,0,0,0,0.00573877,0.009569922,0.005069477,0,0,0.08162323,0.08509573,0.1974953,0.1668528,0,0.03564412,0.01813487,0.06666969,0,0,0.3437236,0.09673318,0.05590994,0.006663992,0,0.171399,0.1680946,0.0367244,0,0,0.0367244,0,0,0.007776087,0.004038638,0.01015849,0.007021242,0,0,0.001411297,0.008157469,0.009545861,0.007840889,0,0,0.07969946,0.0792482,0.1984973,0.1012698,0,0.1263905,0.03260629,0.1249043,0,0,1.083471,1.083471,0.4281606,0.2345556,2.381796,0.4825369,1.212465,0.2355198,0,0,0.2359152,0,0,0.06507696,0.7738474,0.835029,0.6738147,0.2815987,0.2102149,0.06507733,0.7738491,0.848226,0.6609397,0.2805813,0.2079927,1.445778,1.432618,0.4378316,0.3410683,0,1.446721,1.431686,0.4378317,0.3410683,0,0.06463434,0.07253812
0,26.0317,3.753435,5.035762,5.173754,11.50782,11.50782,22.11029,0,0,22.11029,0,0,1.678587,32.72181,44.56989,40.513,0,0,3.753435,13.48106,18.11788,23.19858,0,0,14.04408,24.09231,107.2239,38.1673,0,37.94518,2.65408,18.65425,0,0,3.427304,100.7152,106.8246,0,0,100.7152,100.7152,94.21048,0,0,94.21048,0,0,0,50.35762,146.8164,230.7677,0,0,0,419.8149,198.2582,320.4741,0,0,373.4623,483.0138,550.4903,128.3873,0,850.1368,219.5038,916.1795,0,0,0.2989052,0.09235098,0.05800342,0,0,0.1970657,0.1970657,0.03879828,0,0,0.03879828,0,0,0,0.001192578,0.006566338,0.005740997,0,0,0,0.009207242,0.008221757,0.008065491,0,0,0.08974071,0.1137361,0.1014355,0.04083897,0,0.1814325,0.07904807,0.17982,0,0,0.3017341,0.1022235,0.05516888,0.01999198,0,0.1644905,0.1628383,0.03983495,0,0,0.03983495,0,0,0.004665652,0.003644578,0.009667534,0.006881939,0,0,0,0.006877235,0.008270922,0.006274846,0,0,0.07514058,0.08832747,0.1747872,0.1069352,0,0.106876,0.04583236,0.1060661,0,0,1.083471,1.083471,0.4281606,0.2345556,2.381796,0.4825369,1.212465,0.2355198,0,0,0.2359152,0,0,0.06507696,0.7738474,0.835029,0.6738147,0.2815987,0.2102149,0.06507733,0.7738491,0.848226,0.6609397,0.2805813,0.2079927,1.445778,1.432618,0.4378316,0.3410683,0,1.446721,1.431686,0.4378317,0.3410683,0,0.0803281,0.06916212
0,26.48773,0,4.747762,4.597001,12.10447,12.10447,18.87947,0,0,18.87947,0,0,1.678587,31.38116,39.66961,43.1403,0,0,2.65408,6.391871,24.75566,15.74656,0,0,10.68247,7.873274,96.47449,42.41575,0,10.48278,10.27921,20.3864,0,0,3.008286,123.3505,94.21048,35.60821,0,71.21642,71.21642,106.8246,0,0,106.8246,0,0,0,178.0411,236.1982,291.4659,0,0,0,373.4623,170.771,278.1091,0,0,261.6659,388.44,967.3419,271.1841,0,178.0411,50.35762,146.8164,0,0,0.2623614,0.1131064,0.05115421,0.05997592,0,0.1393465,0.1393465,0.04399312,0,0,0.04399312,0,0,0,0.004216399,0.01056392,0.007251037,0,0,0,0.008190651,0.007081865,0.006999277,0,0,0.06287672,0.09146663,0.1782463,0.08626152,0,0.03799676,0.01813487,0.02881589,0,0,0.2665648,0.1054025,0.05006279,0.04274426,0.006663992,0.1311,0.1311,0.04345722,0,0,0.04345722,0,0,0.001555217,0.004906439,0.01110935,0.008243646,0,0,0,0.006363568,0.006985992,0.006590308,0,0,0.06251733,0.0789194,0.2019234,0.1234242,0,0.07183253,0.04786414,0.07030541,0,0,1.083471,1.083471,0.4281606,0.2345556,2.381796,0.4825369,1.212465,0.2355198,0,0,0.2359152,0,0,0.06507696,0.7738474,0.835029,0.6738147,0.2815987,0.2102149,0.06507733,0.7738491,0.848226,0.6609397,0.2805813,0.2079927,1.445778,1.432618,0.4378316,0.3410683,0,1.446721,1.431686,0.4378317,0.3410683,0,0.05678349,0.06206413
