vRoot,vBones#Bone_Hips,vBones#Bone_SpineA,vBones#Bone_SpineB,vBones#Bone_SpineC,vBones#Bone_Neck,vBones#Bone_Head,vBones#Bone_Eye_L,vBones#Bone_Eye2_R 1,vBones#srfBind_Lf_Eye,vBones#Bone_Eye_R,vBones#Bone_Eye2_R,vBones#srfBind_Rt_Eye,vBones#Bone_Shoulder_L,vBones#Bone_UpperArm_L,vBones#Bone_Forearm_L,vBones#Bone_Hand_L,vBones#Bone_Fingers_L,vBones#Bone_Thumb_L,vBones#Bone_Shoulder_R,vBones#Bone_UpperArm_R,vBones#Bone_Forearm_R,vBones#Bone_Hand_R,vBones#Bone_Fingers_R,vBones#Bone_Thumb_R,vBones#Bone_UpperLeg_L,vBones#Bone_LowerLeg_L,vBones#Bone_Foot_L,vBones#Bone_Toes_L,vBones#Bone_FootNub_L,vBones#Bone_UpperLeg_R,vBones#Bone_LowerLeg_R,vBones#Bone_Foot_R,vBones#Bone_Toes_R,vBones#Bone_FootNub_R,aRoot,aBones#Bone_Hips,aBones#Bone_SpineA,aBones#Bone_SpineB,aBones#Bone_SpineC,aBones#Bone_Neck,aBones#Bone_Head,aBones#Bone_Eye_L,aBones#Bone_Eye2_R 1,aBones#srfBind_Lf_Eye,aBones#Bone_Eye_R,aBones#Bone_Eye2_R,aBones#srfBind_Rt_Eye,aBones#Bone_Shoulder_L,aBones#Bone_UpperArm_L,aBones#Bone_Forearm_L,aBones#Bone_Hand_L,aBones#Bone_Fingers_L,aBones#Bone_Thumb_L,aBones#Bone_Shoulder_R,aBones#Bone_UpperArm_R,aBones#Bone_Forearm_R,aBones#Bone_Hand_R,aBones#Bone_Fingers_R,aBones#Bone_Thumb_R,aBones#Bone_UpperLeg_L,aBones#Bone_LowerLeg_L,aBones#Bone_Foot_L,aBones#Bone_Toes_L,aBones#Bone_FootNub_L,aBones#Bone_UpperLeg_R,aBones#Bone_LowerLeg_R,aBones#Bone_Foot_R,aBones#Bone_Toes_R,aBones#Bone_FootNub_R,p0Root,p0Bones#Bone_Hips,p0Bones#Bone_SpineA,p0Bones#Bone_SpineB,p0Bones#Bone_SpineC,p0Bones#Bone_Neck,p0Bones#Bone_Head,p0Bones#Bone_Eye_L,p0Bones#Bone_Eye2_R 1,p0Bones#srfBind_Lf_Eye,p0Bones#Bone_Eye_R,p0Bones#Bone_Eye2_R,p0Bones#srfBind_Rt_Eye,p0Bones#Bone_Shoulder_L,p0Bones#Bone_UpperArm_L,p0Bones#Bone_Forearm_L,p0Bones#Bone_Hand_L,p0Bones#Bone_Fingers_L,p0Bones#Bone_Thumb_L,p0Bones#Bone_Shoulder_R,p0Bones#Bone_UpperArm_R,p0Bones#Bone_Forearm_R,p0Bones#Bone_Hand_R,p0Bones#Bone_Fingers_R,p0Bones#Bone_Thumb_R,p0Bones#Bone_UpperLeg_L,p0Bones#Bone_LowerLeg_L,p0Bones#Bone_Foot_L,p0Bones#Bone_Toes_L,p0Bones#Bone_FootNub_L,p0Bones#Bone_UpperLeg_R,p0Bones#Bone_LowerLeg_R,p0Bones#Bone_Foot_R,p0Bones#Bone_Toes_R,p0Bones#Bone_FootNub_R,pRoot,pBones#Bone_Hips,pBones#Bone_SpineA,pBones#Bone_SpineB,pBones#Bone_SpineC,pBones#Bone_Neck,pBones#Bone_Head,pBones#Bone_Eye_L,pBones#Bone_Eye2_R 1,pBones#srfBind_Lf_Eye,pBones#Bone_Eye_R,pBones#Bone_Eye2_R,pBones#srfBind_Rt_Eye,pBones#Bone_Shoulder_L,pBones#Bone_UpperArm_L,pBones#Bone_Forearm_L,pBones#Bone_Hand_L,pBones#Bone_Fingers_L,pBones#Bone_Thumb_L,pBones#Bone_Shoulder_R,pBones#Bone_UpperArm_R,pBones#Bone_Forearm_R,pBones#Bone_Hand_R,pBones#Bone_Fingers_R,pBones#Bone_Thumb_R,pBones#Bone_UpperLeg_L,pBones#Bone_LowerLeg_L,pBones#Bone_Foot_L,pBones#Bone_Toes_L,pBones#Bone_FootNub_L,pBones#Bone_UpperLeg_R,pBones#Bone_LowerLeg_R,pBones#Bone_Foot_R,pBones#Bone_Toes_R,pBones#Bone_FootNub_R,wRoot,wBones#Bone_Hips,wBones#Bone_SpineA,wBones#Bone_SpineB,wBones#Bone_SpineC,wBones#Bone_Neck,wBones#Bone_Head,wBones#Bone_Eye_L,wBones#Bone_Eye2_R 1,wBones#srfBind_Lf_Eye,wBones#Bone_Eye_R,wBones#Bone_Eye2_R,wBones#srfBind_Rt_Eye,wBones#Bone_Shoulder_L,wBones#Bone_UpperArm_L,wBones#Bone_Forearm_L,wBones#Bone_Hand_L,wBones#Bone_Fingers_L,wBones#Bone_Thumb_L,wBones#Bone_Shoulder_R,wBones#Bone_UpperArm_R,wBones#Bone_Forearm_R,wBones#Bone_Hand_R,wBones#Bone_Fingers_R,wBones#Bone_Thumb_R,wBones#Bone_UpperLeg_L,wBones#Bone_LowerLeg_L,wBones#Bone_Foot_L,wBones#Bone_Toes_L,wBones#Bone_FootNub_L,wBones#Bone_UpperLeg_R,wBones#Bone_LowerLeg_R,wBones#Bone_Foot_R,wBones#Bone_Toes_R,wBones#Bone_FootNub_R,p0,p
0,21.82167,11.19758,5.035762,5.173754,36.4491,36.4491,26.48773,0,0,26.48773,0,0,4.279575,18.72963,8.308585,9.787766,0,0,2.373881,63.56597,58.75127,48.47642,0,0,7.873274,1.18694,23.04626,2.65408,0,11.75012,8.223367,7.121644,0,0,0.65009,146.8164,35.60821,0,0,207.6298,207.6298,106.8246,0,0,106.8246,0,0,0,142.4329,50.35762,278.1091,0,0,0,431.727,877.2954,273.512,0,0,50.35762,0,219.5038,0,0,159.2448,167.0173,230.7677,0,0,0.05669625,0.1346235,0.01933447,0,0,0.4062613,0.4062613,0.04399312,0,0,0.04399312,0,0,0,0.003373119,0.002252235,0.00691875,0,0,0,0.009468492,0.03638139,0.006883578,0,0,0.01210063,0,0.04044665,0,0,0.03398533,0.06014656,0.04529312,0,0,0.06514973,0.1184658,0.01839026,0.01884862,0.01884862,0.3867336,0.3812048,0.04216886,0,0,0.04216886,0,0,0,0.003578653,0.001363726,0.00494668,0,0,0.003456957,0.01116036,0.03966023,0.01281174,0,0,0.01303885,0,0.02787622,0,0,0.03993619,0.03749229,0.04710645,0,0,1.083471,1.083471,0.4281606,0.2345556,2.381796,0.4825369,1.212465,0.2355198,0,0,0.2359152,0,0,0.06507696,0.7738474,0.835029,0.6738147,0.2815987,0.2102149,0.06507733,0.7738491,0.848226,0.6609397,0.2805813,0.2079927,1.445778,1.432618,0.4378316,0.3410683,0,1.446721,1.431686,0.4378317,0.3410683,0,0.05729974,0.05627089
0,17.15942,12.33505,5.934703,5.934703,30.37743,30.37743,24.46946,0,0,24.46946,0,0,4.597001,21.03267,6.391871,13.05635,0,0,3.140349,75.30444,88.00426,56.12672,0,0,7.873274,0,15.92449,2.907398,0,15.52127,2.65408,4.747762,0,0,0.9606091,118.0991,0,0,0,316.4929,316.4929,112.6031,0,0,112.6031,0,0,0,100.7152,0,123.3505,0,0,0,618.8057,1454.729,830.5214,0,0,79.62239,0,87.22195,0,0,61.67524,106.8246,61.67524,0,0,0.08377753,0.1082911,0,0,0,0.6192694,0.6192694,0.04637282,0,0,0.04637282,0,0,0,0.002385155,0,0.003068691,0,0,0,0.01357144,0.06032752,0.02090205,0,0,0.01913277,0,0.01607187,0,0,0.01316246,0.03846987,0.01210509,0,0,0.07767311,0.1107213,0.01689339,0.009424308,0.009424308,0.4633315,0.4640245,0.04064686,0,0,0.04064686,0,0,0,0.003456752,0.001057236,0.004685663,0,0,0.01338129,0.01427889,0.04802065,0.01810135,0,0,0.01572162,0,0.02171206,0,0,0.0364687,0.03164397,0.03638115,0,0,1.083471,1.083471,0.4281606,0.2345556,2.381796,0.4825369,1.212465,0.2355198,0,0,0.2359152,0,0,0.06507696,0.7738474,0.835029,0.6738147,0.2815987,0.2102149,0.06507733,0.7738491,0.848226,0.6609397,0.2805813,0.2079927,1.445778,1.432618,0.4378316,0.3410683,0,1.446721,1.431686,0.4378317,0.3410683,0,0.07232383,0.06180656
0,13.37615,12.16253,6.2807,6.391871,21.52918,21.49644,22.42662,0,0,22.42662,0,0,4.893881,21.19947,5.30816,15.01375,0,0,3.560822,75.67771,136.5071,49.05424,0,0,8.137257,0,13.84199,3.140349,0,13.63692,0,5.30816,0,0,1.146001,94.21048,35.60821,0,0,271.1841,273.512,87.22195,0,0,87.22195,0,0,0,128.3873,0,207.6298,0,0,87.22195,861.9861,1437.19,700.4974,0,0,106.8246,0,71.21642,0,0,249.2576,50.35762,213.6493,0,0,0.09994609,0.08638643,0.01933447,0,0,0.5306156,0.5351704,0.03592023,0,0,0.03592023,0,0,0,0.003040489,0,0.005165378,0,0,0.03111261,0.01890479,0.0596002,0.01762968,0,0,0.02566931,0,0.01312262,0,0,0.05319547,0.01813487,0.04193328,0,0,0.08964074,0.08917337,0.02686317,0,0,0.4305724,0.4359329,0.03563308,0,0,0.03563308,0,0,0.004665653,0.003983752,0.001057236,0.005106504,0,0,0.029773,0.0181455,0.04572278,0.02701938,0,0,0.01818622,0,0.01680724,0,0,0.03372106,0.02329175,0.03002593,0,0,1.083471,1.083471,0.4281606,0.2345556,2.381796,0.4825369,1.212465,0.2355198,0,0,0.2359152,0,0,0.06507696,0.7738474,0.835029,0.6738147,0.2815987,0.2102149,0.06507733,0.7738491,0.848226,0.6609397,0.2805813,0.2079927,1.445778,1.432618,0.4378316,0.3410683,0,1.446721,1.431686,0.4378317,0.3410683,0,0.06779256,0.05732418
0,10.48278,10.68247,6.167525,6.2807,15.1073,15.1073,20.31718,0,0,20.31718,0,0,5.173754,19.13886,3.936636,8.882252,0,0,5.934703,65.9163,184.4147,38.58946,0,0,9.569424,0,15.74656,3.140349,0,5.814797,2.373881,7.600129,0,0,1.105244,79.62239,87.22195,0,0,123.3505,128.3873,61.67524,0,0,61.67524,0,0,0,259.2318,50.35762,225.2062,0,0,163.1774,952.8143,802.5704,1572.028,0,0,0,0,50.35762,0,0,178.0411,0,151.0729,0,0,0.0963916,0.07300986,0.04735959,0,0,0.2413551,0.2512105,0.02539944,0,0,0.02539944,0,0,0,0.006139171,0.002252235,0.00560264,0,0,0.05820638,0.02089681,0.03328256,0.03956382,0,0,0,0,0.009279097,0,0,0.03799676,0,0.0296513,0,0,0.09300549,0.06582718,0.04587727,0.009424308,0.009424308,0.3172778,0.3248795,0.02954989,0,0,0.02954989,0,0,0.01799039,0.00468571,0.001717631,0.005029656,0,0,0.04671867,0.02314645,0.04043706,0.03487843,0,0,0.01890367,0,0.0165298,0,0,0.02848241,0.01684001,0.0253651,0,0,1.083471,1.083471,0.4281606,0.2345556,2.381796,0.4825369,1.212465,0.2355198,0,0,0.2359152,0,0,0.06507696,0.7738474,0.835029,0.6738147,0.2815987,0.2102149,0.06507733,0.7738491,0.848226,0.6609397,0.2805813,0.2079927,1.445778,1.432618,0.4378316,0.3410683,0,1.446721,1.431686,0.4378317,0.3410683,0,0.03896173,0.04792828
0,8.308585,7.692255,5.814797,5.814797,12.27781,12.22031,18.23415,0,0,18.23415,0,0,5.30816,11.00724,2.373881,4.893881,0,0,10.41536,53.37328,211.1719,40.18127,0,0,8.392939,0,14.82489,3.357175,0,4.279575,2.65408,11.3227,0,0,1.03074,50.35762,128.3873,0,0,79.62239,87.22195,61.67524,0,0,61.67524,0,0,106.8246,266.4675,61.67524,249.2576,0,0,163.1774,1285.361,219.5038,2482.185,0,0,151.0729,0,112.6031,0,0,35.60821,50.35762,79.62239,0,0,0.08989386,0.04617549,0.06971145,0,0,0.1557941,0.1706639,0.02539944,0,0,0.02539944,0,0,0.04199087,0.006310529,0.002758414,0.006200986,0,0,0.05820638,0.02819012,0.009102811,0.06247008,0,0,0.03630189,0,0.02074869,0,0,0.00759935,0.01813487,0.01562761,0,0,0.09014482,0.04121474,0.06455342,0.0321766,0.0321766,0.215971,0.2221044,0.02501479,0,0,0.02501479,0,0,0.03844203,0.005012616,0.002523455,0.004817493,0,0,0.0597663,0.02960351,0.04454733,0.04164148,0,0,0.02286706,0,0.02047017,0,0,0.01857619,0.01908622,0.0199242,0,0,1.083471,1.083471,0.4281606,0.2345556,2.381796,0.4825369,1.212465,0.2355198,0,0,0.2359152,0,0,0.06507696,0.7738474,0.835029,0.6738147,0.2815987,0.2102149,0.06507733,0.7738491,0.848226,0.6609397,0.2805813,0.2079927,1.445778,1.432618,0.4378316,0.3410683,0,1.446721,1.431686,0.4378317,0.3410683,0,0.03266912,0.04164405
0,7.121644,3.357175,4.747762,4.747762,10.00134,10.00134,16.31775,0,0,16.31775,0,0,1.678587,2.055841,0,9.569424,0,0,14.87233,52.5352,203.821,113.0826,0,0,5.439245,0,11.13449,3.560822,0,5.035762,0,9.039472,0,0,0.9679428,0,170.771,50.35762,50.35762,71.21642,71.21642,50.35762,0,0,50.35762,0,0,198.2582,112.6031,71.21642,106.8246,0,0,188.421,1726.56,1600.01,560.7594,0,0,112.6031,0,201.4305,0,0,35.60821,112.6031,61.67524,0,0,0.08441713,0,0.09272488,0.08481877,0.08481877,0.1393465,0.1393465,0.02073856,0,0,0.02073856,0,0,0.07793177,0.002666685,0.003185142,0.002657565,0,0,0.06721094,0.03786633,0.06635234,0.01411284,0,0,0.02705783,0,0.03711639,0,0,0.00759935,0.0405508,0.01210509,0,0,0.08517934,0.01837343,0.07486314,0.06983003,0.06983003,0.1767633,0.178124,0.02229218,0,0,0.02229218,0,0,0.05538146,0.005202618,0.003216795,0.003765155,0,0,0.07090177,0.03561483,0.06937847,0.048525,0,0,0.02183994,0,0.02304356,0,0,0.008443723,0.02359186,0.01235551,0,0,1.083471,1.083471,0.4281606,0.2345556,2.381796,0.4825369,1.212465,0.2355198,0,0,0.2359152,0,0,0.06507696,0.7738474,0.835029,0.6738147,0.2815987,0.2102149,0.06507733,0.7738491,0.848226,0.6609397,0.2805813,0.2079927,1.445778,1.432618,0.4378316,0.3410683,0,1.446721,1.431686,0.4378317,0.3410683,0,0.04122209,0.04260145
0,7.506873,2.373881,3.753435,3.753435,7.783291,7.783291,14.537,0,0,14.537,0,0,5.30816,1.678587,2.055841,11.38474,0,0,19.4673,86.79517,150.4869,126.6321,0,0,5.814797,0,4.441125,3.357175,0,5.814797,2.907398,7.316793,0,0,0.9179628,0,133.2337,71.21642,71.21642,94.21048,87.22195,50.35762,0,0,50.35762,0,0,163.1774,233.4987,79.62239,123.3505,0,0,228.0039,2071.441,2767.004,2478.606,0,0,71.21642,0,87.22195,0,0,0,50.35762,35.60821,0,0,0.08005822,0,0.07234298,0.1199518,0.1199518,0.184338,0.1706639,0.02073856,0,0,0.02073856,0,0,0.06414213,0.005529756,0.003561097,0.003068691,0,0,0.08133039,0.04543016,0.1147475,0.06238002,0,0,0.01711287,0,0.01607187,0,0,0,0.01813487,0.006988878,0,0,0.07966575,0.00513061,0.07197779,0.1086268,0.1074835,0.2042542,0.2005663,0.02125643,0,0,0.02125643,0,0,0.05966837,0.005707797,0.003761898,0.002937278,0,0,0.08372214,0.03849072,0.09929406,0.06370737,0,0,0.01860283,0,0.01955596,0,0,0.002533117,0.02252601,0.006756048,0,0,1.083471,1.083471,0.4281606,0.2345556,2.381796,0.4825369,1.212465,0.2355198,0,0,0.2359152,0,0,0.06507696,0.7738474,0.835029,0.6738147,0.2815987,0.2102149,0.06507733,0.7738491,0.848226,0.6609397,0.2805813,0.2079927,1.445778,1.432618,0.4378316,0.3410683,0,1.446721,1.431686,0.4378317,0.3410683,0,0.04862885,0.04935269
0,8.137257,6.71435,3.936636,3.753435,5.692367,5.814797,12.948,0,0,12.948,0,0,10.74821,9.039472,5.035762,9.642754,0,0,25.06671,143.8508,58.25759,55.57174,0,0,7.219878,1.18694,1.18694,3.140349,0,6.391871,4.747762,5.934703,0,0,0.883664,0,118.0991,79.62239,79.62239,128.3873,128.3873,50.35762,0,0,50.35762,0,0,133.2337,380.1919,100.7152,71.21642,0,0,278.1091,1769.001,3481.221,4176.933,0,0,35.60821,0,71.21642,0,0,0,50.35762,0,0,0,0.07706692,0,0.06412519,0.1341103,0.1341103,0.2512105,0.2512105,0.02073856,0,0,0.02073856,0,0,0.05237182,0.009003769,0.004504471,0.00177171,0,0,0.09920324,0.03879714,0.1443661,0.1051224,0,0,0.008556436,0,0.01312262,0,0,0,0.01813487,0,0,0,0.07843016,0.003627889,0.06257495,0.1428696,0.1415657,0.2665598,0.261957,0.01843427,0,0,0.01843427,0,0,0.05351096,0.006016857,0.004378875,0.002404873,0,0,0.09732053,0.03601163,0.1169502,0.07848236,0,0,0.01251358,0,0.01479057,0,0,0.0008443722,0.018855,0.002898094,0,0,1.083471,1.083471,0.4281606,0.2345556,2.381796,0.4825369,1.212465,0.2355198,0,0,0.2359152,0,0,0.06507696,0.7738474,0.835029,0.6738147,0.2815987,0.2102149,0.06507733,0.7738491,0.848226,0.6609397,0.2805813,0.2079927,1.445778,1.432618,0.4378316,0.3410683,0,1.446721,1.431686,0.4378317,0.3410683,0,0.0581891,0.05862226
0,8.050224,9.93066,5.439245,5.567245,5.814797,5.934703,11.50782,0,0,11.50782,0,0,15.20027,21.13291,8.392939,10.87849,0,0,32.15723,197.3986,57.78408,104.0087,0,0,8.392939,1.18694,3.560822,2.907398,0,6.920994,3.140349,4.893881,0,0,0.7333218,0,87.22195,106.8246,100.7152,178.0411,174.4439,50.35762,0,0,50.35762,0,0,106.8246,216.5963,112.6031,87.22195,0,0,332.1314,1304.456,2866.277,3388.737,0,0,35.60821,0,35.60821,0,0,0,35.60821,0,0,0,0.06395514,0,0.04735959,0.1799278,0.1696375,0.3483662,0.3413278,0.02073856,0,0,0.02073856,0,0,0.04199087,0.005129471,0.005036152,0.002169892,0,0,0.1184733,0.02860889,0.1188644,0.08528563,0,0,0.008556436,0,0.006561312,0,0,0,0.01282329,0,0,0,0.08394929,0.01451156,0.05192995,0.1731196,0.1716551,0.3193173,0.3143981,0.0138257,0,0,0.0138257,0,0,0.04449574,0.005675405,0.00430135,0.002479011,0,0,0.1014929,0.03038282,0.107426,0.08638397,0,0,0.0108852,0,0.01171987,0,0,0,0.013169,0.001874738,0,0,1.083471,1.083471,0.4281606,0.2345556,2.381796,0.4825369,1.212465,0.2355198,0,0,0.2359152,0,0,0.06507696,0.7738474,0.835029,0.6738147,0.2815987,0.2102149,0.06507733,0.7738491,0.848226,0.6609397,0.2805813,0.2079927,1.445778,1.432618,0.4378316,0.3410683,0,1.446721,1.431686,0.4378317,0.3410683,0,0.06679618,0.06635612
0,7.600129,12.78375,8.308585,8.308585,10.27921,10.27921,10.21045,0,0,10.21045,0,0,18.65425,27.81098,12.16253,13.68847,0,0,41.18554,238.5845,153.3257,215.1105,0,0,8.882252,0,4.597001,2.055841,0,7.316793,1.678587,3.560822,0,0,1.172152,35.60821,71.21642,118.0991,123.3505,225.2062,225.2062,0,0,0,0,0,0,87.22195,133.2337,123.3505,128.3873,0,0,312.4609,992.5728,2070.829,3239.502,0,0,35.60821,0,61.67524,0,0,0,35.60821,0,0,0,0.1022268,0.032651,0.03866894,0.1989176,0.2077627,0.4406523,0.4406523,0,0,0,0,0,0,0.0342854,0.003155264,0.005516827,0.003193996,0,0,0.1114567,0.02176878,0.08587717,0.08152977,0,0,0.008556436,0,0.01136453,0,0,0,0.01282329,0,0,0,0.1014412,0.03565644,0.04880909,0.17281,0.1734717,0.3210911,0.3174196,0.006912852,0,0,0.006912852,0,0,0.03972634,0.004840955,0.003854261,0.002536719,0,0,0.08880151,0.03574206,0.08231727,0.09718485,0,0,0.0136552,0,0.01473461,0,0,0,0.009139034,0.003749477,0,0,1.083471,1.083471,0.4281606,0.2345556,2.381796,0.4825369,1.212465,0.2355198,0,0,0.2359152,0,0,0.06507696,0.7738474,0.835029,0.6738147,0.2815987,0.2102149,0.06507733,0.7738491,0.848226,0.6609397,0.2805813,0.2079927,1.445778,1.432618,0.4378316,0.3410683,0,1.446721,1.431686,0.4378317,0.3410683,0,0.08096085,0.06803946
0,6.71435,14.91962,12.16253,12.16253,17.44441,17.44441,9.039472,0,0,9.039472,0,0,21.29892,29.21908,16.23118,17.84365,0,0,51.0803,267.2502,222.3518,321.3484,0,0,8.722198,0,4.597001,2.055841,0,7.412442,0,2.373881,0,0,1.433646,71.21642,87.22195,137.91,137.91,133.2337,128.3873,0,0,0,0,0,0,94.21048,246.701,0,112.6031,0,0,155.2126,960.1055,844.1498,3413.719,0,0,87.22195,0,112.6031,0,0,0,0,50.35762,0,0,0.1250325,0.065302,0.04735959,0.2322858,0.2322858,0.2606934,0.2512105,0,0,0,0,0,0,0.03703247,0.005842415,0,0.002801319,0,0,0.0553653,0.02105672,0.03500685,0.08591434,0,0,0.0209589,0,0.02074869,0,0,0,0,0.009883767,0,0,0.1252127,0.0615779,0.055436,0.1665589,0.1664741,0.2531655,0.2492225,0.002304284,0,0,0.002304284,0,0,0.03794242,0.004149264,0.002972566,0.002396098,0,0,0.06984599,0.05482682,0.06055781,0.1231501,0,0,0.01776971,0,0.02265675,0,0,0,0.004274429,0.008455294,0,0,1.083471,1.083471,0.4281606,0.2345556,2.381796,0.4825369,1.212465,0.2355198,0,0,0.2359152,0,0,0.06507696,0.7738474,0.835029,0.6738147,0.2815987,0.2102149,0.06507733,0.7738491,0.848226,0.6609397,0.2805813,0.2079927,1.445778,1.432618,0.4378316,0.3410683,0,1.446721,1.431686,0.4378317,0.3410683,0,0.06988781,0.06490622
0,6.2807,16.74387,16.65952,16.70175,21.72462,21.69217,7.962241,0,0,7.962241,0,0,23.22893,26.726,16.95292,21.33197,0,0,56.15181,287.3576,250.4858,416.802,0,0,8.722198,0,5.692367,1.18694,0,7.600129,0,2.65408,0,0,1.734236,100.7152,128.3873,0,0,50.35762,50.35762,0,0,0,0,0,0,112.6031,133.2337,79.62239,61.67524,0,0,50.35762,5391.467,750.3133,7253.516,0,0,123.3505,0,167.0173,0,0,0,0,71.21642,0,0,0.1512478,0.09235098,0.06971145,0,0,0.09853283,0.09853283,0,0,0,0,0,0,0.04426227,0.003155264,0.003561097,0.001534346,0,0,0.01796287,0.1182439,0.03111545,0.182552,0,0,0.02964036,0,0.03077529,0,0,0,0,0.01397776,0,0,0.1533862,0.08749935,0.0623845,0.1456917,0.143832,0.1661685,0.1640612,0,0,0,0,0,0,0.0405272,0.003292186,0.002897858,0.002000301,0,0,0.06672072,0.07731348,0.05813591,0.146841,0,0,0.02030326,0,0.03456919,0,0,0,0.00142481,0.01468888,0,0,1.083471,1.083471,0.4281606,0.2345556,2.381796,0.4825369,1.212465,0.2355198,0,0,0.2359152,0,0,0.06507696,0.7738474,0.835029,0.6738147,0.2815987,0.2102149,0.06507733,0.7738491,0.848226,0.6609397,0.2805813,0.2079927,1.445778,1.432618,0.4378316,0.3410683,0,1.446721,1.431686,0.4378317,0.3410683,0,0.03791551,0.05969956
0,6.920994,18.87947,16.70175,16.65952,21.36496,21.36496,7.022036,0,0,7.022036,0,0,24.75566,26.80496,13.99383,23.01567,0,0,54.81873,151.9408,225.4529,235.7518,0,0,9.859471,0,9.787766,0,0,7.692255,0,4.279575,0,0,2.074382,118.0991,170.771,133.2337,128.3873,35.60821,35.60821,0,0,0,0,0,0,79.62239,87.22195,79.62239,61.67524,0,0,238.8672,5546.184,2101.524,9423.248,0,0,50.35762,0,275.8201,0,0,0,0,94.21048,0,0,0.1809129,0.1082911,0.09272488,0.2244094,0.2162463,0.06967323,0.06967323,0,0,0,0,0,0,0.03129815,0.002065605,0.003561097,0.001534346,0,0,0.08520542,0.1216371,0.0871501,0.2371584,0,0,0.01210063,0,0.05082373,0,0,0,0,0.01849083,0,0,0.1751791,0.1099147,0.06796131,0.1624478,0.1576697,0.1132932,0.1138917,0,0,0,0,0,0,0.0439649,0.002568896,0.002841616,0.002186569,0,0,0.08743404,0.07930276,0.06783766,0.1439064,0,0,0.0185453,0,0.04486579,0,0,0.001194123,0,0.02061617,0,0,1.083471,1.083471,0.4281606,0.2345556,2.381796,0.4825369,1.212465,0.2355198,0,0,0.2359152,0,0,0.06507696,0.7738474,0.835029,0.6738147,0.2815987,0.2102149,0.06507733,0.7738491,0.848226,0.6609397,0.2805813,0.2079927,1.445778,1.432618,0.4378316,0.3410683,0,1.446721,1.431686,0.4378317,0.3410683,0,0.06994357,0.06038693
0,9.345982,22.0145,12.16253,12.16253,20.28248,20.28248,6.052233,0,0,6.052233,0,0,22.76951,28.48665,11.3227,24.86922,0,0,47.09065,156.4782,155.3891,193.3584,0,0,9.859471,1.18694,14.91962,0,0,7.783291,1.678587,4.279575,0,0,2.437882,142.4329,61.67524,118.0991,112.6031,50.35762,50.35762,0,0,0,0,0,0,155.2126,50.35762,61.67524,61.67524,0,0,431.727,1547.231,2403.807,1837.215,0,0,79.62239,0,348.888,0,0,0,0,170.771,0,0,0.2126148,0.130604,0.03348829,0.1989176,0.1896605,0.09853283,0.09853283,0,0,0,0,0,0,0.06101133,0.001192578,0.002758414,0.001534346,0,0,0.1539997,0.03393336,0.09968574,0.04623787,0,0,0.01913277,0,0.06428751,0,0,0,0,0.03351749,0,0,0.177431,0.13143,0.06497485,0.1663383,0.1628608,0.1171206,0.120425,0,0,0,0,0,0,0.04917498,0.002224036,0.002857249,0.003551381,0,0,0.1080643,0.05858142,0.06986017,0.1015239,0,0,0.01504902,0,0.04691672,0,0,0.003582368,0,0.02398746,0,0,1.083471,1.083471,0.4281606,0.2345556,2.381796,0.4825369,1.212465,0.2355198,0,0,0.2359152,0,0,0.06507696,0.7738474,0.835029,0.6738147,0.2815987,0.2102149,0.06507733,0.7738491,0.848226,0.6609397,0.2805813,0.2079927,1.445778,1.432618,0.4378316,0.3410683,0,1.446721,1.431686,0.4378317,0.3410683,0,0.0629259,0.06079478
0,13.37615,21.49644,8.223367,8.308585,18.34968,18.34968,5.173754,0,0,5.173754,0,0,17.68503,27.68405,8.961206,26.88368,0,0,33.14957,174.8782,75.25765,147.5505,0,0,7.873274,2.055841,23.19858,0,0,8.050224,2.055841,7.022036,0,0,2.076706,167.0173,146.8164,94.21048,94.21048,79.62239,87.22195,0,0,0,0,0,0,137.91,100.7152,50.35762,246.701,0,0,370.0516,1067.063,1265.478,1596.837,0,0,50.35762,0,219.5038,0,0,50.35762,0,128.3873,0,0,0.1811156,0.1531468,0.07971808,0.1586814,0.1586814,0.1557941,0.1706639,0,0,0,0,0,0,0.05420999,0.002385155,0.002252235,0.006137384,0,0,0.1319997,0.02340248,0.05247931,0.04018819,0,0,0.01210063,0,0.04044665,0,0,0.0107471,0,0.02519877,0,0,0.1511836,0.1363086,0.06625356,0.1633768,0.1632571,0.1580004,0.162957,0,0,0,0,0,0,0.04960736,0.003018732,0.002510149,0.005451912,0,0,0.1059047,0.03791361,0.05485868,0.06350634,0,0,0.009629784,0,0.03801795,0,0,0.007164737,0,0.02100862,0,0,1.083471,1.083471,0.4281606,0.2345556,2.381796,0.4825369,1.212465,0.2355198,0,0,0.2359152,0,0,0.06507696,0.7738474,0.835029,0.6738147,0.2815987,0.2102149,0.06507733,0.7738491,0.848226,0.6609397,0.2805813,0.2079927,1.445778,1.432618,0.4378316,0.3410683,0,1.446721,1.431686,0.4378317,0.3410683,0,0.06208107,0.06024166
