intervalType,startFrame,endFrame,amplitude,pGS,pGF
GazeFixation,0,11,4.535398,0.1834645,0.8272482
GazeShift,11,24,22.28081,0.7196332,0.2973074
GazeFixation,24,31,4.627492,0.1491347,0.8525888
GazeShift,31,43,33.78994,0.7013937,0.3022972
GazeFixation,43,85,8.636381,0.3669599,0.6415581
GazeShift,85,101,7.107132,0.5635608,0.4494536
