vRoot,vBones#srfBind_Cn_Pelvis,vBones#srfBind_Cn_SpineA,vBones#srfBind_Cn_SpineB,vBones#srfBind_Cn_SpineC,vBones#srfBind_Cn_Neck,vBones#srfBind_Cn_Head,aRoot,aBones#srfBind_Cn_Pelvis,aBones#srfBind_Cn_SpineA,aBones#srfBind_Cn_SpineB,aBones#srfBind_Cn_SpineC,aBones#srfBind_Cn_Neck,aBones#srfBind_Cn_Head,p0Root,p0Bones#srfBind_Cn_Pelvis,p0Bones#srfBind_Cn_SpineA,p0Bones#srfBind_Cn_SpineB,p0Bones#srfBind_Cn_SpineC,p0Bones#srfBind_Cn_Neck,p0Bones#srfBind_Cn_Head,pRoot,pBones#srfBind_Cn_Pelvis,pBones#srfBind_Cn_SpineA,pBones#srfBind_Cn_SpineB,pBones#srfBind_Cn_SpineC,pBones#srfBind_Cn_Neck,pBones#srfBind_Cn_Head,wRoot,wBones#srfBind_Cn_Pelvis,wBones#srfBind_Cn_SpineA,wBones#srfBind_Cn_SpineB,wBones#srfBind_Cn_SpineC,wBones#srfBind_Cn_Neck,wBones#srfBind_Cn_Head,pEndEff#Hand_L,pEndEff#Hand_R,pEndEff#srfBind_Lf_FootA,pEndEff#srfBind_Rt_FootA,wEndEff#Hand_L,wEndEff#Hand_R,wEndEff#srfBind_Lf_FootA,wEndEff#srfBind_Rt_FootA,p0,p
0,53.97699,20.72906,41.2539,41.2539,0,0,0,803.36,721.0129,1022.152,1022.772,35.60821,35.60821,0,0.4904533,0.8273287,0.4268648,0.4271238,0.03774244,0.06772847,0,0.4725904,0.8465145,0.464845,0.4650592,0.03354883,0.06020308,0.3341562,0.3341562,0.3431842,0.4024596,0.4515601,0.6745545,1,0,0,0,0,0,0,0,0,0.2824997,0.2895731
0,53.97699,20.72906,41.2539,41.2539,0,0,0,803.36,721.0129,1022.152,1022.772,35.60821,35.60821,0,0.4904533,0.8273287,0.4268648,0.4271238,0.03774244,0.06772847,0,0.4195561,0.8673666,0.5665068,0.5666475,0.02516162,0.04515231,0.3341562,0.3341562,0.3431842,0.4024596,0.4515601,0.6745545,1,0,0,0,0,0,0,0,0,0.2824997,0.3068892
0,71.83817,16.61718,29.79206,29.79206,1.678587,1.18694,0,540.0259,871.495,1840.662,1840.318,0,0,0,0.3296872,1,0.768686,0.7685422,0,0,0,0.3728943,0.8386384,0.6471239,0.6471623,0.01258081,0.02257616,0.3341562,0.3341562,0.3431842,0.4024596,0.4515601,0.6745545,1,0,0,0,0,0,0,0,0,0.34616,0.3107222
0,85.49488,39.52729,68.74129,68.75154,2.055841,2.055841,0,284.8658,734.0837,2394.557,2394.557,0,0,0,0.1739113,0.8423269,1,1,0,0,0,0.4109623,0.7647889,0.7015007,0.7015116,0.004193604,0.007525385,0.3341562,0.3341562,0.3431842,0.4024596,0.4515601,0.6745545,1,0,0,0,0,0,0,0,0,0.3746845,0.3148068
0,78.22278,61.18295,142.5716,142.5766,2.373881,2.907398,0,897.3016,332.1314,568.6183,568.6183,0,0,0,0.5478048,0.3811054,0.2374628,0.2374628,0,0,0,0.5448436,0.6688843,0.6434133,0.6434255,0,0,0.3341562,0.3341562,0.3431842,0.4024596,0.4515601,0.6745545,1,0,0,0,0,0,0,0,0,0.161152,0.2997917
0,49.44045,60.09091,139.7312,139.7363,2.65408,3.140349,0,1525.775,668.0704,2093.666,2093.969,0,0,0,0.9314894,0.7665797,0.8743435,0.8744701,0,0,0,0.6399629,0.6431212,0.6095427,0.6096311,0,0,0.3341562,0.3341562,0.3431842,0.4024596,0.4515601,0.6745545,1,0,0,0,0,0,0,0,0,0.4120836,0.2979362
0,10.21045,41.35623,75.86366,75.86366,2.907398,3.560822,0,1178.848,574.166,1343.246,1343.246,0,0,0,0.7196896,0.6588287,0.5609582,0.5609582,0,0,0,0.5711071,0.6127854,0.5023359,0.5024564,0,0,0.3341562,0.3341562,0.3431842,0.4024596,0.4515601,0.6745545,1,0,0,0,0,0,0,0,0,0.2949728,0.2589577
0,42.48213,27.53095,45.05719,45.05719,2.907398,3.753435,0,419.8149,493.4023,636.9801,637.9746,0,0,0,0.2562981,0.5661562,0.2660117,0.266427,0,0,0,0.3915211,0.5799847,0.4249847,0.4251372,0,0,0.3341562,0.3341562,0.3431842,0.4024596,0.4515601,0.6745545,1,0,0,0,0,0,0,0,0,0.1582407,0.2161271
0,54.78016,20.14308,41.09993,41.11707,3.140349,3.936636,0,94.21048,428.78,766.1992,766.1992,0,0,0,0.05751573,0.4920051,0.3199753,0.3199753,0,0,0,0.2354702,0.4701368,0.3252231,0.3254468,0,0,0.3341562,0.3341562,0.3431842,0.4024596,0.4515601,0.6745545,1,0,0,0,0,0,0,0,0,0.1439005,0.1615375
0,55.04955,20.35182,37.30865,37.30865,2.907398,4.111682,0,440.4496,394.9144,935.3545,935.3545,0,0,0,0.2688956,0.453146,0.3906169,0.3906169,0,0,0,0.1831444,0.372449,0.27742,0.2776763,0,0,0.3341562,0.3341562,0.3431842,0.4024596,0.4515601,0.6745545,1,0,0,0,0,0,0,0,0,0.1805913,0.1328966
