vRoot,vBones#srfBind_Cn_Pelvis,vBones#srfBind_Cn_SpineA,vBones#srfBind_Cn_SpineB,vBones#srfBind_Cn_SpineC,vBones#srfBind_Cn_Neck,vBones#srfBind_Cn_Head,aRoot,aBones#srfBind_Cn_Pelvis,aBones#srfBind_Cn_SpineA,aBones#srfBind_Cn_SpineB,aBones#srfBind_Cn_SpineC,aBones#srfBind_Cn_Neck,aBones#srfBind_Cn_Head,p0Root,p0Bones#srfBind_Cn_Pelvis,p0Bones#srfBind_Cn_SpineA,p0Bones#srfBind_Cn_SpineB,p0Bones#srfBind_Cn_SpineC,p0Bones#srfBind_Cn_Neck,p0Bones#srfBind_Cn_Head,pRoot,pBones#srfBind_Cn_Pelvis,pBones#srfBind_Cn_SpineA,pBones#srfBind_Cn_SpineB,pBones#srfBind_Cn_SpineC,pBones#srfBind_Cn_Neck,pBones#srfBind_Cn_Head,wRoot,wBones#srfBind_Cn_Pelvis,wBones#srfBind_Cn_SpineA,wBones#srfBind_Cn_SpineB,wBones#srfBind_Cn_SpineC,wBones#srfBind_Cn_Neck,wBones#srfBind_Cn_Head,pEndEff#Hand_L,pEndEff#Hand_R,pEndEff#srfBind_Lf_FootA,pEndEff#srfBind_Rt_FootA,wEndEff#Hand_L,wEndEff#Hand_R,wEndEff#srfBind_Lf_FootA,wEndEff#srfBind_Rt_FootA,p0,p
0,245.8781,6.2807,10.48278,10.48278,0,38.09341,0,7457.869,100.7152,306.3136,306.3136,0,617.7803,0,1,1,1,1,0,1,0,0.8406686,0.8732849,0.8267754,0.8280104,0,0.8615969,0.3341562,0.3341562,0.3431843,0.4024597,0.4515602,0.6745545,1,0,0,0,0,0,0,0,0,0.7895906,0.6342144
0,245.8781,6.2807,10.48278,10.48278,0,38.09341,0,7457.869,100.7152,306.3136,306.3136,0,617.7803,0,1,1,1,1,0,1,0,0.7877446,0.8364217,0.7705293,0.7720346,0,0.8185307,0.3341562,0.3341562,0.3431843,0.4024597,0.4515602,0.6745545,1,0,0,0,0,0,0,0,0,0.7895906,0.5846638
0,8.64106,3.140349,4.893881,4.893881,0,17.52498,0,1899.317,79.62239,170.771,174.4439,0,484.3245,0,0.2546729,0.7905694,0.5575039,0.5694946,0,0.7839752,0,0.2570604,0.711758,0.5352552,0.5423298,0,0.7041059,0.3341562,0.3341562,0.3431843,0.4024597,0.4515602,0.6745545,1,0,0,0,0,0,0,0,0,0.505915,0.4553408
0,66.11903,1.18694,7.873274,7.873274,0,2.373881,0,687.7101,50.35762,61.67524,61.67524,0,352.5035,0,0.09221269,0.5,0.2013467,0.2013467,0,0.5705969,0,0.164532,0.4585619,0.3709317,0.3722489,0,0.5463092,0.3341562,0.3341562,0.3431843,0.4024597,0.4515602,0.6745545,1,0,0,0,0,0,0,0,0,0.2947541,0.3388735
0,43.98121,2.373881,8.392939,8.392939,0,10.68247,0,1192.749,0,123.3505,123.3505,0,219.5038,0,0.1599316,0,0.4026935,0.4026935,0,0.3553104,0,0.1387524,0.1287861,0.3586137,0.3600228,0,0.3905261,0.3341562,0.3341562,0.3431843,0.4024597,0.4515602,0.6745545,1,0,0,0,0,0,0,0,0,0.2347725,0.267891
0,8.308585,3.560822,4.893881,4.893881,0,17.92243,0,198.2582,0,100.7152,100.7152,0,87.22195,0,0.02658376,0,0.3287978,0.3287978,0,0.141186,0,0.08828348,0.1064914,0.272137,0.2729401,0,0.2768781,0.3341562,0.3341562,0.3431843,0.4024597,0.4515602,0.6745545,1,0,0,0,0,0,0,0,0,0.1343982,0.1973166
0,7.962241,4.279575,2.373881,2.373881,0,20.86454,0,460.1599,0,50.35762,50.35762,0,35.60821,0,0.06170127,0,0.1643989,0.1643989,0,0.05763895,0,0.06506135,0.08006133,0.1927585,0.1929952,0,0.2366026,0.3341562,0.3341562,0.3431843,0.4024597,0.4515602,0.6745545,1,0,0,0,0,0,0,0,0,0.06820417,0.1520973
0,13.58516,4.441125,2.65408,2.65408,0,20.86454,0,151.0729,0,50.35762,50.35762,0,128.3873,0,0.02025684,0,0.1643989,0.1643989,0,0.2078203,0,0.04557726,0.06072717,0.1386352,0.1386352,0,0.2302704,0.3341562,0.3341562,0.3431843,0.4024597,0.4515602,0.6745545,1,0,0,0,0,0,0,0,0,0.1107294,0.1240958
0,16.61718,4.111682,3.753435,3.753435,0,22.48935,0,79.62239,0,0,0,0,142.4329,0,0.01067629,0,0,0,0,0.2305558,0,0.03652538,0.04659757,0.08902418,0.08902418,0,0.2267919,0.3341562,0.3341562,0.3431843,0.4024597,0.4515602,0.6745545,1,0,0,0,0,0,0,0,0,0.07302857,0.1082224
0,15.8802,3.357175,4.747762,4.747762,0,24.58434,0,159.2448,50.35762,0,0,0,155.2126,0,0.02135259,0.5,0,0,0,0.2512424,0,0.02691467,0.114855,0.05146439,0.05146439,0,0.2413163,0.3341562,0.3341562,0.3431843,0.4024597,0.4515602,0.6745545,1,0,0,0,0,0,0,0,0,0.1341176,0.1009451
0,11.6296,3.140349,5.30816,5.30816,0,27.24805,0,273.512,0,0,0,0,167.0173,0,0.03667428,0,0,0,0,0.2703507,0,0.02464223,0.04659757,0.02447769,0.02447769,0,0.2706365,0.3341562,0.3341562,0.3431843,0.4024597,0.4515602,0.6745545,1,0,0,0,0,0,0,0,0,0.08815133,0.1012754
0,6.391871,3.140349,5.814797,5.814797,0,30.49315,0,293.633,0,0,0,0,185.0257,0,0.03937224,0,0,0,0,0.2995009,0,0.02018296,0.03908126,0.01701741,0.01701741,0,0.2933393,0.3341562,0.3341562,0.3431843,0.4024597,0.4515602,0.6745545,1,0,0,0,0,0,0,0,0,0.09752516,0.104867
0,10.34751,3.140349,6.052233,6.052233,0,34.48276,0,112.6031,0,0,0,0,201.4305,0,0.01509856,0,0,0,0,0.3260552,0,0.0172996,0.02924307,0.01771027,0.01771027,0,0.2947579,0.3341562,0.3341562,0.3431843,0.4024597,0.4515602,0.6745545,1,0,0,0,0,0,0,0,0,0.103278,0.1031566
