0,0
0.1,18
0.215,5
0.275,13
0.325,15
0.4,19
0.455,20
0.54,7
0.605,4
0.69,15
0.775,19
0.845,1
0.905,19
1.035,0
1.785,0
1.885,7
1.95,4
1.99,13
2.065,2
2.09,13
2.145,6
2.235,7
2.3,18
2.405,13
2.465,2
2.605,21
2.74,0
