Norman,Walking90deg,28,38,Cone1,-1,-1
Norman,Walking90deg,68,82,Cone1,-1,-1
Norman,Walking90deg,128,141,Cone3,-1,-1
Norman,Walking90deg,197,203,Cone6,-1,-1
Norman,Walking90deg,243,257,Cone8,-1,-1
Norman,Walking90deg,315,322,Cone7,-1,-1
Norman,Walking90deg,373,381,Cone5,-1,-1
Norman,Walking90deg,427,437,Cone4,-1,-1
Norman,Walking90deg,495,502,Cone2,-1,-1

