0,0
0.1,2
0.195,15
0.345,6
0.545,0
1.295,0
1.395,1
1.475,19
1.53,6
1.585,18
1.65,6
1.715,7
1.775,12
1.85,1
1.93,19
1.97,1
2.03,19
2.105,4
2.25,2
2.39,18
2.47,19
2.54,1
2.58,21
2.645,2
2.75,13
2.83,8
3.025,0
3.275,12
3.365,2
3.47,7
3.56,4
3.61,19
3.655,6
3.72,7
3.785,15
3.885,21
3.945,4
4.02,19
4.085,19
4.125,6
4.25,19
4.335,0
5.085,0
5.185,7
5.25,2
5.305,19
5.36,7
5.42,4
5.475,19
5.525,6
5.585,7
5.64,21
5.77,14
5.81,1
5.92,19
5.99,2
6.085,19
6.175,19
6.235,7
6.33,6
6.42,20
6.545,0
