0,0
0.1,8
0.24,20
0.345,4
0.545,0
0.795,20
0.845,4
1.045,19
1.125,0
1.875,0
1.975,17
2.025,4
2.1,19
2.155,21
2.21,2
2.325,20
2.43,7
2.5,4
2.585,15
2.665,19
2.745,1
2.785,19
2.84,6
3.035,15
3.18,0
3.43,6
3.495,18
3.56,15
3.67,1
3.735,21
3.815,7
3.865,1
3.92,19
4.02,20
4.095,4
4.23,18
4.29,6
4.35,7
4.43,1
4.495,21
4.575,6
4.64,14
4.715,6
4.77,1
4.81,19
4.885,19
4.945,2
5.05,14
5.12,1
5.18,13
5.265,15
5.405,0
5.655,7
5.72,2
5.775,19
5.83,7
5.89,4
5.94,19
5.985,6
6.05,7
6.115,19
6.18,7
6.28,7
6.34,6
6.38,17
6.435,17
6.475,1
6.515,21
6.595,1
6.665,19
6.72,6
6.89,0
