0,0
0.1,6
0.165,19
0.205,19
0.28,13
0.305,1
0.34,15
0.415,19
0.47,6
0.56,20
0.685,0
1.435,0
1.535,1
1.615,19
1.665,12
1.755,2
1.86,19
1.92,7
1.965,6
2.01,7
2.075,18
2.175,6
2.29,14
2.355,1
2.415,21
2.465,2
2.585,19
2.64,17
2.685,6
2.75,15
2.855,19
2.91,1
2.96,14
3.025,4
3.1,21
3.155,1
3.34,0
4.09,0
4.19,7
4.245,4
4.3,19
4.35,6
4.415,7
4.48,13
4.56,1
4.635,17
4.675,1
4.715,13
4.76,21
4.835,6
4.935,13
5.03,6
5.11,19
5.26,1
5.32,19
5.39,21
5.49,4
5.565,13
5.63,1
5.69,14
5.76,2
5.9,15
6.005,19
6.08,0
6.33,3
6.4,13
6.46,21
6.54,4
6.64,13
6.73,21
6.82,1
6.87,19
6.93,4
7.065,21
7.105,1
7.145,14
7.195,21
7.25,2
7.36,19
7.4,6
7.52,19
7.6,0
7.85,1
7.91,19
7.99,7
8.07,2
8.27,0
