0,0
0.1,12
0.175,2
0.285,1
0.35,21
0.4,2
0.52,19
0.575,17
0.63,6
0.75,15
0.9,0
1.15,6
1.215,18
1.28,6
1.345,7
1.4,20
1.465,4
1.515,19
1.565,19
1.705,7
1.82,15
1.88,21
1.935,6
1.98,19
2.055,7
2.12,6
2.185,19
2.245,21
2.285,6
2.34,20
2.44,1
2.51,21
2.56,6
2.65,20
2.775,0
2.845,1
2.91,21
2.99,6
3.055,14
3.13,6
3.19,1
3.23,19
3.28,4
3.375,13
3.435,21
3.545,4
3.62,13
3.685,1
3.745,14
3.81,2
3.95,15
4.04,19
4.1,18
4.165,13
4.215,2
4.245,21
4.31,17
4.34,1
4.395,7
4.47,4
4.585,15
4.66,19
4.695,19
4.74,2
4.94,19
5.065,0
5.315,3
5.39,13
5.445,21
5.52,6
5.6,6
5.655,20
5.725,21
5.83,4
5.965,13
6.11,0
6.36,21
6.415,1
6.465,19
6.54,4
6.675,21
6.715,1
6.755,14
6.81,21
6.865,2
7.005,19
7.045,6
7.165,19
7.245,0
7.495,7
7.565,6
7.625,19
7.695,7
7.75,4
7.8,19
7.845,6
7.91,7
7.975,19
8.125,7
8.325,15
8.465,0
8.715,1
8.775,19
8.855,7
8.935,2
9.135,0
