0,0
0.1,4
0.175,19
0.22,6
0.29,7
0.345,4
0.54,0
0.79,14
0.865,4
0.94,19
0.99,15
1.045,21
1.125,7
1.235,18
1.295,2
1.405,19
1.47,19
1.515,4
1.56,17
1.605,1
1.645,19
1.72,4
1.805,20
1.85,15
1.925,19
1.98,20
2.065,7
2.13,4
2.215,15
2.3,19
2.37,1
2.435,19
2.56,0
3.31,0
3.41,18
3.515,5
3.61,13
3.71,15
3.825,19
3.91,0
4.16,19
4.215,4
4.28,20
4.39,14
4.435,6
4.525,13
4.59,15
4.71,1
4.78,21
4.855,19
4.905,6
4.96,20
5.025,1
5.16,21
5.28,0
5.53,19
5.585,6
5.67,17
5.715,1
5.76,13
5.84,1
5.885,18
5.94,6
6,7
6.085,6
6.145,15
6.215,1
6.27,21
6.35,6
6.415,14
6.49,6
6.55,1
6.585,19
6.655,4
6.79,13
6.95,0
7.2,13
7.29,2
7.48,19
7.595,0
