Character,AnimationClip,StartFrame,FixationStartFrame,EndFrame,Target,AheadTargetPosition,HeadAlign,TorsoAlign,TurnBody
Norman,BookShelfGaze1Start-Ahead,1,1,124,null,"-3.104403 4.608915 -0.5028266",0,0.08637062,True
Norman,BookShelfGaze1,125,33,173,BookShelf1,"0 0 0",0.9477763,0,True
Norman,BookShelfGaze4,174,15,189,BookShelf4,"0 0 0",0.9,0,True
Norman,BookShelfGaze2-Ahead,190,48,309,null,"-1.32531 4.537935 -6.477257",0.8779979,0,True
Norman,BookShelfGaze3,310,21,380,BookShelf,"0 0 0",0.3,0.2049008,True
Norman,BookShelfGaze4,381,18,438,BookShelf1,"0 0 0",0.5184425,0.177434,True
Norman,BookShelfGaze5,439,27,485,BookShelf2,"0 0 0",0.8,0.6355979,True
Norman,BookShelfGaze5-Ahead,486,48,580,null,"1.149847 4.592572 -5.704891",0.1952395,0.15408,True
Norman,BookShelfGaze6,581,22,671,BookShelf,"0 0 0",0.3333263,0,True
Norman,BookShelfGaze7,672,18,731,BookShelf2,"0 0 0",1,0,True
Norman,BookShelfGaze7-Ahead,732,47,832,null,"-6.701173 5.034768 -6.359016",0.9755349,0,True
Norman,BookShelfGaze8,833,19,917,BookShelf,"0 0 0",0.9999993,0.09068547,True
Norman,BookShelfGaze9,918,29,947,BookShelf2,"0 0 0",0.5489074,0,True
Norman,BookShelfGaze10,948,13,978,BookShelf1,"0 0 0",0.6257942,0,True
Norman,BookShelfGaze10-Ahead,979,48,1066,null,"3.009338 4.628483 -3.703884",0.2607479,0.03439712,True
Norman,BookShelfGaze11,1067,18,1148,BookShelf,"0 0 0",1,0.04271365,True
Norman,BookShelfGaze12,1149,14,1188,BookShelf3,"0 0 0",0.3711652,0,True
Norman,BookShelfGaze13-Ahead,1189,48,1312,null,"-3.571678 4.705585 -7.750229",0.7581577,0,True
Norman,BookShelfGaze14,1313,15,1399,BookShelf,"0 0 0",1,0.1598779,True
Norman,BookShelfGaze15,1400,25,1472,BookShelf3,"0 0 0",0.4877298,0,True
Norman,BookShelfGaze15-Ahead,1473,48,1570,null,"0.942625 4.941298 -6.393833",0.6891422,0.1845259,True
