Character,AnimationClip,StartFrame,FixationStartFrame,EndFrame,Target,AheadTargetPosition,HeadAlign,TorsoAlign,TurnBody
Norman,Walking90degGaze1,1,9,30,Floor-79,"0 0 0",0.7579916,0.8773006,True
Norman,Walking90degGaze2,31,18,54,Floor-80,"0 0 0",1,0.920223,True
Norman,Walking90degGaze3,55,20,128,Floor-81,"0 0 0",1,1,True
Norman,Walking90degGaze4,129,16,146,Floor-82,"0 0 0",1,0.9586309,True
Norman,Walking90degGaze5,147,18,165,Floor-83,"0 0 0",1,0.8905468,True
Norman,Walking90degGaze6,166,11,185,Floor-84,"0 0 0",0.1705835,1,True
Norman,Walking90degGaze7,186,15,201,Floor-3,"0 0 0",1,0.7690342,True
Norman,Walking90degGaze8,202,26,234,Floor-4,"0 0 0",1,1,True
Norman,Walking90degGaze9,235,21,289,Floor-85,"0 0 0",1,1,True
Norman,Walking90degGaze10,290,20,310,Floor-86,"0 0 0",1,0.9993483,True
Norman,Walking90degGaze11,311,16,360,Floor-87,"0 0 0",1,0.7918763,True
Norman,Walking90degGaze12,361,10,371,Floor-88,"0 0 0",1,0.9345009,True
Norman,Walking90degGaze13,372,15,434,Floor-89,"0 0 0",1,0.8579319,True
Norman,Walking90degGaze14,435,28,503,Floor-90,"0 0 0",1,0.9040079,True
Norman,Walking90degGaze15,504,12,545,Floor-91,"0 0 0",1,0.8903722,True
Norman,Walking90degGaze16,546,9,555,Walking90degEnv-32,"0 0 0",1,0.8512331,True
Norman,Walking90degGaze17,556,15,586,Walking90degEnv-33,"0 0 0",1,0.632229,True
Norman,Walking90degGaze18,587,9,596,Walking90degEnv-34,"0 0 0",1,0,True
Norman,Walking90degGaze19,597,11,608,Walking90degEnv-35,"0 0 0",0.6832017,0.1298463,True
