Character,AnimationClip,StartFrame,FixationStartFrame,EndFrame,Target,AheadTargetPosition,HeadAlign,TorsoAlign,TurnBody
NormanNew,MakeSandwichDemoGaze1Start-Ahead,1,-1,12,null,"-1.603385 3.152091 2.30821",0.9701124,0.110298,True
NormanNew,MakeSandwichDemoGaze1,13,12,51,Bacon-0,"0 0 0",0.7595524,0.4336991,True
NormanNew,MakeSandwichDemoGaze2,52,10,105,MakeSandwichDemoEnv-0,"0 0 0",0.3188437,0.1805165,True
NormanNew,MakeSandwichDemoGaze3,106,14,120,MakeSandwichDemoEnv-1,"0 0 0",0.5684276,0.146367,True
NormanNew,MakeSandwichDemoGaze4,121,25,195,Floor-0,"0 0 0",1,0.07308529,True
NormanNew,MakeSandwichDemoGaze5,196,13,283,Floor-1,"0 0 0",0.3313239,0.0921549,True
NormanNew,MakeSandwichDemoGaze6,284,18,308,Bread2-0,"0 0 0",0.4247079,0.6102064,True
NormanNew,MakeSandwichDemoGaze8,309,40,349,Bread2-0,"0 0 0",0.9815657,0.01000532,True
NormanNew,MakeSandwichDemoGaze9,350,11,387,MakeSandwichDemoEnv-2,"0 0 0",0.3087593,0.0641876,True
NormanNew,MakeSandwichDemoGaze10,388,18,515,Bread1-0,"0 0 0",1,0.0974213,True
NormanNew,MakeSandwichDemoGaze11,516,17,533,Floor-2,"0 0 0",0.924494,0.5978377,True
NormanNew,MakeSandwichDemoGaze12,534,15,607,MakeSandwichDemoEnv-3,"0 0 0",0.3046404,0.1793129,True
NormanNew,MakeSandwichDemoGaze13,608,8,630,MakeSandwichDemoEnv-4,"0 0 0",0.3162022,0.08951173,True
NormanNew,MakeSandwichDemoGaze14,631,18,649,Bread2-0,"0 0 0",0.3970504,0.2760596,True
NormanNew,MakeSandwichDemoGaze15,650,20,693,Bacon-0,"0 0 0",1,0.005110384,True
NormanNew,MakeSandwichDemoGaze16,694,21,826,MakeSandwichDemoEnv-5,"0 0 0",0.3968978,0.1454507,True
NormanNew,MakeSandwichDemoGaze17,827,15,842,Bread2-0,"0 0 0",0.1275725,0.311996,True
NormanNew,MakeSandwichDemoGaze18,843,10,882,Bacon-0,"0 0 0",0.8717234,0,True
NormanNew,MakeSandwichDemoGaze19,883,11,894,Floor-3,"0 0 0",0.2683274,0.3570293,True
NormanNew,MakeSandwichDemoGaze20,895,16,1002,MakeSandwichDemoEnv-6,"0 0 0",0.2496487,0.1133186,True
NormanNew,MakeSandwichDemoGaze21,1003,38,1134,Floor-4,"0 0 0",1,0.07615861,True
NormanNew,MakeSandwichDemoGaze22,1135,11,1198,MakeSandwichDemoEnv-7,"0 0 0",0.3266676,0.4106173,True
NormanNew,MakeSandwichDemoGaze23,1199,10,1209,MakeSandwichDemoEnv-8,"0 0 0",0.6137214,0.1098959,True
NormanNew,MakeSandwichDemoGaze24,1210,14,1224,Floor-5,"0 0 0",1,1,True
NormanNew,MakeSandwichDemoGaze25,1225,25,1297,Floor-6,"0 0 0",0.8257014,0.146097,True
NormanNew,MakeSandwichDemoGaze27,1298,13,1334,Floor-7,"0 0 0",0.4511372,0.2630918,True
NormanNew,MakeSandwichDemoGaze28,1335,27,1425,Floor-8,"0 0 0",0.2700924,0.4002426,True
NormanNew,MakeSandwichDemoGaze29,1426,23,1496,MakeSandwichDemoEnv-9,"0 0 0",0.3238254,0.01985449,True
NormanNew,MakeSandwichDemoGaze30,1497,9,1528,Floor-9,"0 0 0",1,0.6889903,True
NormanNew,MakeSandwichDemoGaze31,1529,19,1618,Floor-10,"0 0 0",0.6963932,0.8469259,True
NormanNew,MakeSandwichDemoGaze32,1619,12,1676,Floor-11,"0 0 0",0.7156143,0.534254,True
NormanNew,MakeSandwichDemoGaze33,1677,9,1686,Floor-12,"0 0 0",0.7959172,0.5712683,True
NormanNew,MakeSandwichDemoGaze34,1687,25,1727,MakeSandwichDemoEnv-10,"0 0 0",0.3164466,0.5682465,True
NormanNew,MakeSandwichDemoGaze35,1728,17,1745,Floor-13,"0 0 0",1,0.5810301,True
NormanNew,MakeSandwichDemoGaze36,1746,21,1841,Floor-14,"0 0 0",0.4569099,0.08921234,True
NormanNew,MakeSandwichDemoGaze37,1842,8,1850,Floor-15,"0 0 0",0.8105667,0.4142629,True
NormanNew,MakeSandwichDemoGaze38,1851,10,1904,Floor-16,"0 0 0",0.3859503,0.1116388,True
NormanNew,MakeSandwichDemoGaze39,1905,37,1961,Floor-17,"0 0 0",0.8882937,0.04006182,True
NormanNew,MakeSandwichDemoGaze40,1962,9,2002,MakeSandwichDemoEnv-11,"0 0 0",0.3110567,0.2010781,True
NormanNew,MakeSandwichDemoGaze41,2003,12,2015,MakeSandwichDemoEnv-12,"0 0 0",0.456126,0.5418255,True
NormanNew,MakeSandwichDemoGaze42,2016,11,2066,Bacon-0,"0 0 0",1,0.04630687,True
