Character,AnimationClip,StartFrame,FixationStartFrame,EndFrame,Target,AheadTargetPosition,HeadAlign,TorsoAlign,TurnBody
NormanNew,BookShelfNewGaze1Start-Ahead,1,-1,20,null,"-2.069375 3.381164 -6.278459",1,0.8813854,True
NormanNew,BookShelfNewGaze1,21,14,61,Book1-0,"0 0 0",0.1529705,0.6979241,True
NormanNew,BookShelfNewGaze3,62,14,106,Floor-0,"0 0 0",0.9996334,0.6086018,True
NormanNew,BookShelfNewGaze4,107,9,116,Floor-1,"0 0 0",0.3277567,0.6401461,True
NormanNew,BookShelfNewGaze5,117,16,143,Book3-0,"0 0 0",0.1882624,0.8332288,True
NormanNew,BookShelfNewGaze6,144,7,179,Book1-0,"0 0 0",0.796115,1,True
NormanNew,BookShelfNewGaze7,180,13,201,Book2-0,"0 0 0",0.4621558,0.09997127,True
NormanNew,BookShelfNewGaze8,202,64,282,Book2-0,"0 0 0",1,0.1152932,True
NormanNew,BookShelfNewGaze9,283,13,303,Shelves-0,"0 0 0",0.2172383,0.3710583,True
NormanNew,BookShelfNewGaze10,304,9,330,Floor-2,"0 0 0",0.3806859,0.4859115,True
NormanNew,BookShelfNewGaze11,331,40,381,BookShelfNewEnv-0,"0 0 0",1,0.8813675,True
NormanNew,BookShelfNewGaze12,382,25,439,BookShelfNewEnv-1,"0 0 0",0.4431396,0.3609842,True
NormanNew,BookShelfNewGaze13,440,40,498,Book1-0,"0 0 0",0.9999982,0.8528753,True
NormanNew,BookShelfNewGaze14,499,24,523,Book2-1,"0 0 0",1,1,True
NormanNew,BookShelfNewGaze15,524,31,624,Shelves-1,"0 0 0",0.4960253,0.7363493,True
NormanNew,BookShelfNewGaze16,625,20,645,BookShelfNewEnv-2,"0 0 0",0.7048258,0.8322682,True
NormanNew,BookShelfNewGaze17,646,30,676,Floor-3,"0 0 0",0.5264256,0.7601852,True
NormanNew,BookShelfNewGaze18,677,9,686,Floor-4,"0 0 0",0.3878246,0.3973112,True
NormanNew,BookShelfNewGaze19,687,79,766,Floor-5,"0 0 0",1,0.738474,True
NormanNew,BookShelfNewGaze20,767,25,821,Book2-0,"0 0 0",1,0.9191636,True
NormanNew,BookShelfNewGaze21,822,11,869,Book2-1,"0 0 0",1,0,True
NormanNew,BookShelfNewGaze22,870,16,886,Book2-0,"0 0 0",1,0,True
NormanNew,BookShelfNewGaze23,887,26,931,Book1-0,"0 0 0",1,1,True
NormanNew,BookShelfNewGaze24,932,13,962,Book3-0,"0 0 0",0.992429,0.5227857,True
NormanNew,BookShelfNewGaze25,963,62,1058,Floor-6,"0 0 0",1,1,True
NormanNew,BookShelfNewGaze26,1059,43,1102,Floor-7,"0 0 0",1,0.3806515,True
NormanNew,BookShelfNewGaze27,1103,50,1181,Book2-2,"0 0 0",1,1,True
NormanNew,BookShelfNewGaze28,1182,26,1208,Book2-1,"0 0 0",0.5839503,0.6931079,True
NormanNew,BookShelfNewGaze29,1209,20,1237,Book3-1,"0 0 0",0.7344716,0,True
NormanNew,BookShelfNewGaze30,1238,23,1275,Book3-2,"0 0 0",1,0,True
NormanNew,BookShelfNewGaze31,1276,49,1325,BookShelfNewEnv-3,"0 0 0",0.5826061,0.7889904,True
NormanNew,BookShelfNewGaze32,1326,65,1401,Floor-8,"0 0 0",1,0.8930518,True
NormanNew,BookShelfNewGaze33,1402,47,1470,Book1-0,"0 0 0",0.9999988,0.9863541,True
NormanNew,BookShelfNewGaze34,1471,19,1510,Book1-0,"0 0 0",1,0,True
NormanNew,BookShelfNewGaze35,1511,25,1546,Book3-0,"0 0 0",0.6003309,0,True
NormanNew,BookShelfNewGaze36,1547,19,1583,Book3-0,"0 0 0",0.8255672,0.3462322,True
NormanNew,BookShelfNewGaze37,1584,29,1623,Book3-3,"0 0 0",0.6828967,0.04995337,True
NormanNew,BookShelfNewGaze38,1624,34,1682,Floor-9,"0 0 0",0.6535706,0.8657492,True
NormanNew,BookShelfNewGaze39,1683,57,1747,BookShelfNewEnv-4,"0 0 0",1,0.4039753,True
NormanNew,BookShelfNewGaze40,1748,12,1760,Floor-10,"0 0 0",0.4725507,0.5855682,True
NormanNew,BookShelfNewGaze41,1761,23,1802,Book1-0,"0 0 0",0.6228518,0.7231485,True
NormanNew,BookShelfNewGaze42,1803,27,1855,Book1-0,"0 0 0",0.9809984,1,True
NormanNew,BookShelfNewGaze43,1856,10,1866,Shelves-2,"0 0 0",1,0.6361901,True
NormanNew,BookShelfNewGaze44,1867,17,1940,Floor-11,"0 0 0",0.5005118,0.5923232,True
NormanNew,BookShelfNewGaze45,1941,16,1957,BookShelfNewEnv-5,"0 0 0",0.5537231,0.6399,True
NormanNew,BookShelfNewGaze46,1958,42,2031,BookShelfNewEnv-6,"0 0 0",0.7533485,0.7837178,True
