Character,AnimationClip,StartFrame,FixationStartFrame,EndFrame,Target,AheadTargetPosition,HeadAlign,TorsoAlign,TurnBody
NormanNew,ChatWithFriendGaze1,1,16,67,RomanTall-0,"0 0 0",1,0.1756704,True
NormanNew,ChatWithFriendGaze2,68,24,118,RomanTall-1,"0 0 0",1,0.01146203,True
NormanNew,ChatWithFriendGaze3,119,15,134,RomanTall-2,"0 0 0",0.9814253,0.3340683,True
NormanNew,ChatWithFriendGaze4,135,11,146,RomanTall-3,"0 0 0",0.9222526,0,True
NormanNew,ChatWithFriendGaze5,147,10,219,RomanTall-4,"0 0 0",0.1063759,0.007404051,True
NormanNew,ChatWithFriendGaze32,220,10,238,Floor-0,"0 0 0",0.1063759,0.007404051,True
NormanNew,ChatWithFriendGaze33,239,10,312,RomanTall-4,"0 0 0",0.1063759,0.007404051,True
NormanNew,ChatWithFriendGaze6,313,19,449,RomanTall-5,"0 0 0",1,0,True
NormanNew,ChatWithFriendGaze7,450,14,469,Floor-0,"0 0 0",1,0.008921708,True
NormanNew,ChatWithFriendGaze8,470,12,559,RomanTall-6,"0 0 0",1,0.04122975,True
NormanNew,ChatWithFriendGaze9,560,11,582,RomanTall-7,"0 0 0",0.4058643,0.1730518,True
NormanNew,ChatWithFriendGaze10,583,21,636,RomanTall-4,"0 0 0",0.9051124,0.008175237,True
NormanNew,ChatWithFriendGaze11,637,18,697,RomanTall-8,"0 0 0",0.2534663,0,True
NormanNew,ChatWithFriendGaze12,698,8,706,RomanTall-9,"0 0 0",0.8356282,0,True
NormanNew,ChatWithFriendGaze13,707,19,726,RomanTall-10,"0 0 0",0.9999899,0.0489082,True
NormanNew,ChatWithFriendGaze14,727,21,851,RomanTall-4,"0 0 0",0.4362198,0.02621554,True
NormanNew,ChatWithFriendGaze15,852,10,945,RomanTall-11,"0 0 0",0.7873445,0.005842124,True
NormanNew,ChatWithFriendGaze16,946,13,1112,RomanTall-11,"0 0 0",0.8627636,0.0005219981,True
NormanNew,ChatWithFriendGaze17,1113,15,1157,ChatWithFriendEnv-0,"0 0 0",0.3399382,0.285518,True
NormanNew,ChatWithFriendGaze18,1158,13,1217,RomanTall-12,"0 0 0",0.9306843,0.1891252,True
NormanNew,ChatWithFriendGaze19,1218,42,1260,RomanTall-7,"0 0 0",1,0.03136698,True
NormanNew,ChatWithFriendGaze20,1261,15,1297,RomanTall-6,"0 0 0",0.9355995,0.02319949,True
NormanNew,ChatWithFriendGaze21,1298,13,1332,RomanTall-2,"0 0 0",0.1431389,0.05259359,True
NormanNew,ChatWithFriendGaze22,1333,17,1448,RomanTall-3,"0 0 0",1,0.1139701,True
NormanNew,ChatWithFriendGaze23,1449,24,1589,RomanTall-13,"0 0 0",0.4752761,0,True
NormanNew,ChatWithFriendGaze24,1590,7,1597,RomanTall-11,"0 0 0",0.9899235,0.002864684,True
NormanNew,ChatWithFriendGaze25,1598,27,1625,RomanTall-7,"0 0 0",1,0.3221045,True
NormanNew,ChatWithFriendGaze26,1626,9,1696,RomanTall-1,"0 0 0",0.9966429,0.007377886,True
NormanNew,ChatWithFriendGaze27,1697,28,1790,RomanTall-7,"0 0 0",0.01461506,0,True
NormanNew,ChatWithFriendGaze28,1791,22,1813,RomanTall-11,"0 0 0",0.871164,0.01825834,True
NormanNew,ChatWithFriendGaze29,1814,20,1844,RomanTall-10,"0 0 0",1,0,True
NormanNew,ChatWithFriendGaze30,1845,30,1875,RomanTall-12,"0 0 0",0.09814433,0.02503921,True
NormanNew,ChatWithFriendGaze31,1876,20,1900,RomanTall-14,"0 0 0",1,0,True
