Character,AnimationClip,StartFrame,FixationStartFrame,EndFrame,Target,AheadTargetPosition,HeadAlign,TorsoAlign,TurnBody
NormanNew,BookShelfNewGaze1Start-Ahead,1,-1,20,null,"-2.069376 3.381169 -6.278461",1,0.8813856,True
NormanNew,BookShelfNewGaze1,21,14,54,Book1-0,"0 0 0",0.2313342,0.7025316,True
NormanNew,BookShelfNewGaze2,55,8,106,Floor-0,"0 0 0",0.9949832,0.455777,True
NormanNew,BookShelfNewGaze3,107,11,201,Floor-1,"0 0 0",0.4325438,1,True
NormanNew,BookShelfNewGaze4,202,15,282,Book2-0,"0 0 0",0.3412515,0.7236443,True
NormanNew,BookShelfNewGaze5,283,13,303,Shelves-0,"0 0 0",0.5289735,0.3076087,True
NormanNew,BookShelfNewGaze6,304,9,330,Floor-2,"0 0 0",0.4696547,0.4859115,True
NormanNew,BookShelfNewGaze7,331,27,358,Floor-3,"0 0 0",0.7801882,0.7342545,True
NormanNew,BookShelfNewGaze8,359,12,439,BookShelfNewEnv-0,"0 0 0",0.4654733,0.3862066,True
NormanNew,BookShelfNewGaze9,440,11,467,Floor-4,"0 0 0",1,0.2970525,True
NormanNew,BookShelfNewGaze10,468,12,498,Book3-0,"0 0 0",1,0.8470209,True
NormanNew,BookShelfNewGaze11,499,26,624,Book2-1,"0 0 0",1,1,True
NormanNew,BookShelfNewGaze12,625,9,634,Book3-1,"0 0 0",1,0.04042074,True
NormanNew,BookShelfNewGaze13,635,10,656,BookShelfNewEnv-6,"0 0 0",0.6031651,0.4073523,True
NormanNew,BookShelfNewGaze14,657,10,676,Floor-5,"0 0 0",0.608674,0.7601852,True
NormanNew,BookShelfNewGaze15,677,11,699,Floor-6,"0 0 0",0.4515862,0.3904206,True
NormanNew,BookShelfNewGaze16,700,28,728,Floor-7,"0 0 0",0.6678529,0.4246271,True
NormanNew,BookShelfNewGaze17,729,15,744,Floor-8,"0 0 0",0.5373106,0.3897304,True
NormanNew,BookShelfNewGaze18,745,21,766,Floor-9,"0 0 0",0.4579934,0.1926463,True
NormanNew,BookShelfNewGaze19,767,25,886,Book2-2,"0 0 0",1,0.9208069,True
NormanNew,BookShelfNewGaze20,887,11,898,Book3-0,"0 0 0",1,0,True
NormanNew,BookShelfNewGaze21,899,14,962,Book1-0,"0 0 0",0.9774377,0,True
NormanNew,BookShelfNewGaze23,963,18,981,Book1-1,"0 0 0",1,0.003076514,True
NormanNew,BookShelfNewGaze24,982,8,1010,Floor-10,"0 0 0",1,0.2491241,True
NormanNew,BookShelfNewGaze25,1011,34,1058,BookShelfNewEnv-2,"0 0 0",0.8299519,0.7139596,True
NormanNew,BookShelfNewGaze26,1059,13,1072,Floor-11,"0 0 0",0.7745966,0.2868486,True
NormanNew,BookShelfNewGaze27,1073,14,1087,BookShelfNewEnv-3,"0 0 0",0.5831976,0.3509126,True
NormanNew,BookShelfNewGaze28,1088,16,1114,Floor-12,"0 0 0",0.6202206,0.03163991,True
NormanNew,BookShelfNewGaze29,1115,15,1275,Book1-1,"0 0 0",1,0.6328521,True
NormanNew,BookShelfNewGaze30,1276,19,1295,Floor-13,"0 0 0",1,0.8127756,True
NormanNew,BookShelfNewGaze31,1296,31,1345,BookShelfNewEnv-4,"0 0 0",0.6621029,0.7056831,True
NormanNew,BookShelfNewGaze32,1346,26,1372,Floor-14,"0 0 0",0.8922238,0.4725469,True
NormanNew,BookShelfNewGaze33,1373,18,1401,BookShelfNewEnv-5,"0 0 0",0.5532834,0.4129214,True
NormanNew,BookShelfNewGaze34,1402,21,1423,Floor-15,"0 0 0",0.790572,0.3906522,True
NormanNew,BookShelfNewGaze35,1424,25,1470,Book1-0,"0 0 0",0.9999962,0.9789921,True
NormanNew,BookShelfNewGaze36,1471,19,1510,Book1-0,"0 0 0",1,0.2578633,True
NormanNew,BookShelfNewGaze37,1511,25,1546,Book3-0,"0 0 0",0.6014401,0,True
NormanNew,BookShelfNewGaze38,1547,19,1583,Book3-0,"0 0 0",0.828423,0.3474953,True
NormanNew,BookShelfNewGaze39,1584,13,1597,Book3-2,"0 0 0",0.3386124,0,True
NormanNew,BookShelfNewGaze40,1598,15,1623,Floor-16,"0 0 0",0.4364084,0.5631396,True
NormanNew,BookShelfNewGaze41,1624,14,1638,Floor-17,"0 0 0",0.381539,0.6159096,True
NormanNew,BookShelfNewGaze42,1639,19,1700,Floor-18,"0 0 0",0.5657774,0.7547672,True
NormanNew,BookShelfNewGaze43,1701,18,1719,Floor-19,"0 0 0",1,0.5151148,True
NormanNew,BookShelfNewGaze44,1720,20,1747,Floor-20,"0 0 0",0.5214778,0.03274045,True
NormanNew,BookShelfNewGaze45,1748,14,1771,Floor-21,"0 0 0",0.5727437,0.6287684,True
NormanNew,BookShelfNewGaze46,1772,12,1855,Book1-2,"0 0 0",0.5308788,0.696563,True
NormanNew,BookShelfNewGaze47,1856,10,1866,Shelves-1,"0 0 0",0.7269825,0,True
NormanNew,BookShelfNewGaze48,1867,17,1940,Floor-22,"0 0 0",0.5860782,0.5923242,True
NormanNew,BookShelfNewGaze49,1941,16,1957,BookShelfNewEnv-6,"0 0 0",0.5886984,0.6399002,True
NormanNew,BookShelfNewGaze50,1958,32,2031,BookShelfNewEnv-7,"0 0 0",0.6550189,0.7057896,True
