KeyFrame,RootKeyFrame,BoneKeyFrames
15,15,"14 11 18 15 16 15 15 12 15 12 0 0 0 0 15 13 0 15 15 15 13 0 19 12 15 0 15 0 18 0 12 0 19 0 11 0 0 0"
23,21,"22 22 23 23 24 24 24 24 24 24 0 0 0 0 23 22 0 21 22 23 23 0 19 24 27 0 28 0 25 0 21 0 19 0 22 0 0 0"
34,35,"34 34 34 34 34 34 34 29 34 29 0 0 0 0 34 33 0 36 37 34 34 0 32 33 32 0 35 0 33 0 35 0 34 0 34 0 0 0"
42,41,"41 42 41 41 41 46 38 48 38 48 0 0 0 0 42 48 0 42 43 42 45 0 45 46 41 0 44 0 43 0 42 0 41 0 47 0 0 0"
54,54,"54 54 56 56 50 60 55 59 61 58 0 0 0 0 54 56 0 56 49 54 49 0 52 56 54 0 52 0 54 0 54 0 59 0 59 0 0 0"
69,66,"67 69 70 70 70 69 62 72 69 62 0 0 0 0 69 63 0 62 66 69 68 0 67 68 68 0 67 0 64 0 67 0 66 0 71 0 0 0"
