KeyFrame,RootKeyFrame,BoneKeyFrames
10,10,"9 0 12 12 12 10 10 10 10 10 10 10 10 0 9 7 12 14 10 0 10 0 13 7 12 14 10 0 10 0 9 11 9 10 10 9 10 10 10 10"
18,23,"21 0 18 18 18 15 15 18 18 18 18 18 18 0 24 19 18 14 18 0 18 0 21 18 22 14 18 0 18 0 16 17 22 18 18 20 18 22 18 18"
34,34,"34 0 37 33 33 34 34 34 34 34 34 34 34 0 34 27 30 27 34 0 34 0 34 39 32 36 34 0 34 0 34 41 34 34 34 39 40 34 34 34"
51,47,"49 0 51 51 51 56 51 51 51 51 51 51 51 0 47 46 54 56 51 0 51 0 55 45 48 45 51 0 51 0 48 51 48 51 51 51 52 48 51 51"
62,62,"59 0 57 60 60 64 64 62 62 62 62 62 62 0 59 59 65 60 62 0 62 0 57 64 64 59 62 0 62 0 59 58 57 64 62 63 62 61 62 62"
72,73,"72 0 72 71 71 74 75 72 72 72 72 72 72 0 72 71 69 71 72 0 72 0 67 72 68 71 72 0 72 0 72 70 74 72 72 72 70 70 72 72"
82,82,"82 0 79 80 80 84 84 82 82 82 82 82 82 0 82 81 83 82 82 0 82 0 82 79 85 79 82 0 82 0 80 84 82 81 82 85 78 85 82 82"
93,98,"89 0 90 91 91 93 93 93 93 93 93 93 93 0 93 91 96 99 93 0 93 0 93 97 93 97 93 0 93 0 91 96 93 99 93 94 93 93 93 93"
105,106,"106 0 108 105 105 99 99 105 105 105 105 105 105 0 103 110 111 108 105 0 105 0 105 104 105 102 105 0 105 0 101 103 100 99 105 104 108 107 105 105"
118,124,"115 0 121 123 123 118 118 118 118 118 118 118 118 0 118 114 121 120 118 0 118 0 115 119 124 112 118 0 118 0 112 117 116 113 118 112 119 119 118 118"
132,134,"132 0 128 132 132 129 129 132 132 132 132 132 132 0 132 132 127 134 132 0 132 0 132 128 134 136 132 0 132 0 131 130 129 132 132 127 132 128 132 132"
143,143,"141 0 142 144 144 143 143 143 143 143 143 143 143 0 140 142 142 147 143 0 143 0 140 147 142 146 143 0 143 0 138 138 140 146 143 144 143 138 143 143"
151,149,"156 0 150 152 152 150 151 151 151 151 151 151 151 0 148 154 151 147 151 0 151 0 148 147 148 158 151 0 151 0 158 156 158 156 151 149 149 149 151 151"
170,170,"170 0 165 168 168 169 169 170 170 170 170 170 170 0 171 174 173 173 170 0 170 0 168 171 170 171 170 0 170 0 170 167 167 170 170 170 170 165 170 170"
179,179,"176 0 179 181 181 180 180 179 179 179 179 179 179 0 181 180 180 185 179 0 179 0 179 179 176 186 179 0 179 0 178 178 186 175 179 179 179 179 179 179"
197,197,"195 0 201 195 195 201 201 197 197 197 197 197 197 0 201 204 204 204 197 0 197 0 194 199 199 199 197 0 197 0 198 198 198 192 197 193 196 194 197 197"
226,230,"224 0 220 226 227 226 226 223 226 226 223 226 226 0 224 223 221 223 226 0 226 0 219 220 225 220 226 0 226 0 223 223 225 226 226 221 221 230 226 226"
235,235,"235 0 235 234 234 234 234 235 235 235 235 235 235 0 238 234 236 236 235 0 235 0 236 237 231 238 235 0 235 0 231 235 235 237 235 235 234 236 235 235"
243,242,"243 0 244 248 248 246 246 244 243 243 244 243 243 0 243 245 243 247 243 0 243 0 243 250 250 250 243 0 243 0 244 247 245 249 243 243 243 241 243 243"
265,263,"268 0 264 264 264 267 267 263 265 265 263 265 265 0 266 264 258 258 265 0 265 0 264 265 266 266 265 0 265 0 266 266 265 265 265 265 268 268 265 265"
273,273,"277 0 274 275 275 273 271 280 273 273 280 273 273 0 274 279 272 272 273 0 273 0 273 270 272 270 273 0 273 0 273 279 276 275 273 273 273 273 273 273"
293,292,"292 0 297 299 298 293 293 298 293 293 298 293 293 0 293 293 290 299 293 0 293 0 292 295 293 295 293 0 293 0 287 291 292 293 293 291 292 297 293 293"
305,304,"305 0 310 310 310 307 307 304 305 305 304 305 305 0 307 304 305 304 305 0 305 0 308 303 303 303 305 0 305 0 306 308 307 305 305 304 306 311 305 305"
319,315,"319 0 320 319 319 319 319 319 319 319 319 319 319 0 315 313 313 313 319 0 319 0 315 315 315 315 319 0 319 0 314 316 321 322 319 322 319 319 319 319"
332,331,"335 0 335 333 333 331 331 332 332 332 332 332 332 0 328 336 336 332 332 0 332 0 331 332 332 332 332 0 332 0 332 329 331 331 332 332 333 329 332 332"
341,341,"346 0 348 348 341 338 338 340 341 341 340 341 341 0 342 342 342 338 341 0 341 0 338 340 338 337 341 0 341 0 341 341 340 342 341 341 342 343 341 341"
359,352,"354 0 354 359 359 353 353 365 359 359 365 359 359 0 360 363 363 363 359 0 359 0 354 352 357 358 359 0 359 0 359 361 362 361 359 354 355 354 359 359"
374,374,"379 0 369 378 378 374 374 379 374 374 379 374 374 0 368 367 367 367 374 0 374 0 375 374 380 374 374 0 374 0 370 369 369 374 374 378 379 378 374 374"
388,392,"393 0 384 387 388 388 388 388 388 388 388 388 388 0 385 386 386 394 388 0 388 0 392 391 386 390 388 0 388 0 383 388 392 388 388 395 384 392 388 388"
409,415,"409 0 404 403 403 408 409 409 409 409 409 409 409 0 406 411 411 411 409 0 409 0 403 413 412 408 409 0 409 0 409 407 405 408 409 413 408 413 409 409"
422,422,"417 0 421 429 429 422 422 423 422 422 423 422 422 0 427 423 423 423 422 0 422 0 420 423 423 422 422 0 422 0 420 427 419 416 422 416 423 429 422 422"
439,437,"439 0 435 438 438 440 440 444 439 439 444 439 439 0 436 443 443 443 439 0 439 0 434 439 439 444 439 0 439 0 439 444 433 435 439 438 437 437 439 439"
449,446,"448 0 446 447 447 449 449 444 449 449 444 449 449 0 448 451 449 451 449 0 449 0 449 450 450 450 449 0 449 0 449 444 446 449 449 445 449 446 449 449"
458,460,"457 0 454 458 458 458 458 456 458 458 456 458 458 0 458 455 455 456 458 0 458 0 455 460 458 460 458 0 458 0 460 460 460 454 458 457 460 463 458 458"
477,475,"478 0 473 473 475 473 473 476 477 477 476 477 477 0 474 477 477 477 477 0 477 0 474 476 476 476 477 0 477 0 475 481 470 477 477 472 474 478 477 477"
487,485,"485 0 484 490 488 483 483 493 487 487 493 487 487 0 484 488 488 488 487 0 487 0 484 486 486 486 487 0 487 0 489 491 484 490 487 493 491 491 487 487"
500,495,"495 0 504 500 500 499 499 500 500 500 500 500 500 0 496 499 495 495 500 0 500 0 497 502 505 502 500 0 500 0 505 505 495 500 500 499 501 496 500 500"
510,510,"508 0 515 507 507 510 510 510 510 510 510 510 510 0 510 508 515 515 510 0 510 0 515 517 515 516 510 0 510 0 511 512 510 513 510 508 517 507 510 510"
526,527,"525 0 533 520 519 533 533 529 526 526 529 526 526 0 532 533 533 533 526 0 526 0 531 529 524 529 526 0 526 0 523 526 525 531 526 521 523 525 526 526"
546,546,"546 0 545 546 546 545 545 551 546 546 551 546 546 0 542 539 540 540 546 0 546 0 545 546 545 550 546 0 546 0 548 546 548 546 546 539 546 550 546 546"
557,557,"557 0 554 556 556 557 557 557 557 557 557 557 557 0 559 559 555 556 557 0 557 0 555 558 558 559 557 0 557 0 553 557 553 557 557 554 554 554 557 557"
565,563,"565 0 562 564 565 566 566 568 565 565 568 565 565 0 566 565 568 568 565 0 565 0 562 572 562 569 565 0 565 0 564 572 564 566 565 564 563 567 565 565"
579,582,"574 0 579 579 579 578 578 579 579 579 579 579 579 0 579 572 582 576 579 0 579 0 581 583 574 583 579 0 579 0 576 572 576 579 579 577 579 577 579 579"
587,588,"592 0 588 587 587 586 586 588 587 587 588 587 587 0 594 589 593 588 587 0 587 0 587 590 590 583 587 0 587 0 583 587 583 585 587 588 591 590 587 587"
604,602,"605 0 602 605 605 602 602 599 604 604 599 604 604 0 601 604 604 604 604 0 604 0 597 604 604 604 604 0 604 0 603 604 605 601 604 603 601 605 604 604"
615,613,"615 0 615 615 615 615 615 615 615 615 615 615 615 0 615 615 615 615 615 0 615 0 615 615 615 615 615 0 615 0 615 614 616 615 615 615 615 615 615 615"
629,628,"630 0 631 631 631 636 636 631 629 629 631 629 629 0 633 629 629 629 629 0 629 0 626 629 629 629 629 0 629 0 633 633 627 634 629 635 631 624 629 629"
648,649,"646 0 643 642 642 649 649 648 648 648 648 648 648 0 642 648 648 648 648 0 648 0 641 648 648 648 648 0 648 0 647 651 646 648 648 647 655 647 648 648"
668,669,"668 0 669 668 668 672 672 668 668 668 668 668 668 0 668 668 668 668 668 0 668 0 665 668 668 668 668 0 668 0 667 671 670 670 668 663 661 661 668 668"
676,679,"679 0 676 676 676 683 683 675 676 676 675 676 676 0 682 676 676 676 676 0 676 0 676 676 676 676 676 0 676 0 679 676 678 676 676 676 676 679 676 676"
691,690,"692 0 691 690 690 695 695 691 691 691 691 691 691 0 690 691 691 691 691 0 691 0 693 691 691 691 691 0 691 0 691 691 691 686 691 694 697 693 691 691"
719,712,"721 0 716 723 724 717 717 720 719 719 720 719 719 0 725 719 719 719 719 0 719 0 716 719 719 719 719 0 719 0 721 718 718 722 719 721 720 719 719 719"
731,730,"733 0 727 731 731 732 736 734 731 731 734 731 731 0 725 731 731 731 731 0 731 0 729 731 731 731 731 0 731 0 729 726 731 733 731 729 731 736 731 731"
741,742,"747 0 738 741 741 742 742 746 741 741 746 741 741 0 740 741 741 741 741 0 741 0 745 741 741 741 741 0 741 0 736 741 741 739 741 741 747 736 741 741"
753,753,"759 0 751 758 760 753 753 753 753 753 753 753 753 0 756 753 753 753 753 0 753 0 755 753 753 753 753 0 753 0 759 753 759 752 753 752 760 756 753 753"
770,770,"770 0 771 771 771 769 769 770 770 770 770 770 770 0 770 770 770 770 770 0 770 0 769 770 770 770 770 0 770 0 770 770 770 770 770 769 768 767 770 770"
778,777,"778 0 782 779 779 777 777 780 778 778 780 778 778 0 776 778 778 778 778 0 778 0 777 778 778 778 778 0 778 0 780 778 781 778 778 778 781 777 778 778"
792,793,"789 0 794 794 794 792 792 797 792 792 797 792 792 0 792 792 792 792 792 0 792 0 790 792 792 792 792 0 792 0 791 792 791 797 792 789 792 785 792 792"
805,806,"804 0 805 805 805 803 803 805 805 805 805 805 805 0 805 805 805 805 805 0 805 0 803 805 805 805 805 0 805 0 803 809 809 811 805 804 805 805 805 805"
821,823,"818 0 825 820 820 820 820 815 821 821 815 821 821 0 822 821 821 821 821 0 821 0 821 821 821 821 821 0 821 0 827 823 828 818 821 824 822 825 821 821"
849,849,"850 0 848 849 849 850 850 849 849 849 849 849 849 0 842 849 849 849 849 0 849 0 847 849 849 849 849 0 849 0 842 849 843 851 849 843 845 843 849 849"
857,859,"857 0 857 857 857 857 863 857 857 857 857 857 857 0 860 857 857 857 857 0 857 0 857 857 857 857 857 0 857 0 855 857 857 856 857 859 857 855 857 857"
879,879,"872 0 884 885 884 874 874 879 879 879 879 879 879 0 882 879 879 879 879 0 879 0 882 879 879 879 879 0 879 0 880 876 879 879 879 878 879 879 879 879"
893,890,"891 0 896 897 896 893 896 888 893 893 888 893 893 0 895 893 893 893 893 0 893 0 893 893 893 893 893 0 893 0 893 893 893 895 893 898 894 898 893 893"
903,900,"910 0 907 907 907 903 903 903 903 903 903 903 903 0 903 903 903 903 903 0 903 0 909 903 903 903 903 0 903 0 907 902 909 905 903 898 903 905 903 903"
921,917,"920 0 923 922 922 921 921 921 921 921 921 921 921 0 916 921 921 921 921 0 921 0 920 921 921 921 921 0 921 0 921 921 922 921 921 921 925 920 921 921"
930,929,"930 0 927 930 930 936 936 932 930 930 932 930 930 0 926 930 930 930 930 0 930 0 928 930 930 930 930 0 930 0 930 930 930 926 930 928 931 928 930 930"
942,942,"941 0 945 940 941 945 945 949 942 942 949 942 942 0 947 942 942 942 942 0 942 0 947 942 942 942 942 0 942 0 941 942 941 942 942 940 946 946 942 942"
961,961,"962 0 954 967 967 959 959 968 961 961 968 961 961 0 956 961 961 961 961 0 961 0 954 961 961 961 961 0 961 0 955 962 961 964 961 962 960 956 961 961"
979,979,"978 0 979 978 978 981 981 979 979 979 979 979 979 0 979 979 979 979 979 0 979 0 980 979 979 979 979 0 979 0 979 983 980 976 979 974 977 973 979 979"
990,990,"990 0 988 990 991 995 995 986 990 990 986 990 990 0 986 990 990 990 990 0 990 0 987 990 990 990 990 0 990 0 990 989 989 988 990 992 997 991 990 990"
1004,1003,"997 0 1001 1002 1004 1006 1006 1004 1004 1004 1004 1004 1004 0 1008 1004 1004 1004 1004 0 1004 0 1003 1004 1004 1004 1004 0 1004 0 999 998 999 1004 1004 1001 997 997 1004 1004"
1012,1009,"1012 0 1014 1012 1012 1014 1015 1009 1012 1012 1009 1012 1012 0 1014 1012 1012 1012 1012 0 1012 0 1013 1012 1012 1012 1012 0 1012 0 1009 1014 1009 1012 1012 1012 1012 1012 1012 1012"
1023,1030,"1023 0 1030 1030 1030 1023 1023 1028 1023 1023 1028 1023 1023 0 1025 1023 1023 1023 1023 0 1023 0 1024 1023 1023 1023 1023 0 1023 0 1024 1021 1023 1030 1023 1020 1018 1019 1023 1023"
1041,1040,"1040 0 1036 1046 1046 1042 1042 1041 1041 1041 1041 1041 1041 0 1034 1041 1041 1041 1041 0 1041 0 1039 1041 1041 1041 1041 0 1041 0 1043 1042 1039 1040 1041 1034 1035 1043 1041 1041"
1053,1052,"1058 0 1052 1053 1053 1055 1055 1053 1053 1053 1053 1053 1053 0 1058 1053 1053 1053 1053 0 1053 0 1053 1053 1053 1053 1053 0 1053 0 1053 1053 1051 1053 1053 1053 1054 1051 1053 1053"
1063,1065,"1063 0 1070 1062 1062 1059 1060 1063 1063 1063 1063 1063 1063 0 1065 1063 1063 1063 1063 0 1063 0 1060 1063 1063 1063 1063 0 1063 0 1067 1067 1062 1059 1063 1066 1061 1065 1063 1063"
1077,1079,"1079 0 1076 1071 1071 1075 1075 1077 1077 1077 1077 1077 1077 0 1074 1077 1077 1077 1077 0 1077 0 1074 1077 1077 1077 1077 0 1077 0 1078 1077 1076 1073 1077 1075 1073 1079 1077 1077"
