KeyFrame,RootKeyFrame,BoneKeyFrames
9,9,"10 9 16 16 0 13 0 0 0 0 0 0 0 16 0 0 14 9 9 14 0 9 6 0 12 0 8 0 12 0 9 0 14 0 9 0 0 0 0"
23,21,"20 23 23 23 0 23 0 0 0 0 0 0 0 16 0 0 25 21 23 24 0 23 25 0 26 0 25 0 20 0 26 0 23 0 21 0 0 0 0"
32,32,"28 32 32 32 0 31 0 0 0 0 0 0 0 36 0 0 35 34 32 33 0 32 32 0 32 0 37 0 31 0 34 0 32 0 32 0 0 0 0"
43,43,"39 43 43 45 0 42 0 0 0 0 0 0 0 45 0 0 42 41 43 40 0 43 43 0 46 0 42 0 46 0 43 0 47 0 45 0 0 0 0"
56,56,"61 56 56 56 0 62 0 0 0 0 0 0 0 55 0 0 55 59 56 62 0 56 56 0 56 0 52 0 50 0 63 0 56 0 54 0 0 0 0"
70,70,"77 70 73 70 0 70 0 0 0 0 0 0 0 64 0 0 66 71 70 71 0 68 69 0 68 0 68 0 65 0 69 0 70 0 75 0 0 0 0"
85,88,"84 85 82 82 0 88 0 0 0 0 0 0 0 89 0 0 86 86 85 85 0 85 84 0 84 0 87 0 79 0 87 0 88 0 81 0 0 0 0"
93,93,"90 93 93 93 0 93 0 0 0 0 0 0 0 94 0 0 93 95 93 95 0 94 96 0 91 0 94 0 93 0 95 0 93 0 92 0 0 0 0"
104,103,"104 104 104 104 0 100 0 0 0 0 0 0 0 109 0 0 104 108 104 105 0 106 105 0 106 0 106 0 105 0 106 0 105 0 103 0 0 0 0"
115,114,"118 115 111 111 0 113 0 0 0 0 0 0 0 117 0 0 112 115 115 117 0 115 111 0 120 0 113 0 113 0 114 0 115 0 111 0 0 0 0"
129,131,"131 129 136 136 0 127 0 0 0 0 0 0 0 126 0 0 124 126 129 124 0 124 123 0 131 0 130 0 126 0 133 0 129 0 129 0 0 0 0"
148,151,"150 148 148 148 0 148 0 0 0 0 0 0 0 144 0 0 144 144 148 144 0 144 143 0 150 0 152 0 148 0 150 0 148 0 148 0 0 0 0"
157,157,"161 157 157 157 0 157 0 0 0 0 0 0 0 155 0 0 153 155 157 158 0 156 156 0 159 0 158 0 162 0 160 0 163 0 157 0 0 0 0"
171,169,"168 171 171 171 0 171 0 0 0 0 0 0 0 167 0 0 170 172 171 171 0 171 170 0 168 0 171 0 171 0 165 0 165 0 168 0 0 0 0"
193,190,"194 193 193 193 0 193 0 0 0 0 0 0 0 194 0 0 191 194 193 187 0 193 186 0 192 0 194 0 193 0 196 0 197 0 196 0 0 0 0"
201,201,"199 201 201 201 0 208 0 0 0 0 0 0 0 198 0 0 197 198 201 198 0 201 201 0 200 0 208 0 202 0 208 0 202 0 203 0 0 0 0"
