KeyFrame,RootKeyFrame,BoneKeyFrames
586,588,"592 0 588 587 587 586 586 591 0 0 591 0 0 0 0 0 0 0 584 590 582 588 0 0 0 0 586 590 590 583 0 0 0 0 583 587 583 585 0 588 591 586 0 0"
603,602,"605 0 602 605 605 602 602 604 0 0 604 0 0 0 0 0 0 0 601 603 603 603 0 0 0 0 597 603 603 603 0 0 0 0 603 603 596 601 0 603 601 605 0 0"
615,617,"615 0 615 615 615 615 615 621 0 0 618 0 0 0 0 0 0 0 615 615 615 615 0 0 0 0 615 615 615 615 0 0 0 0 615 614 616 615 0 615 615 615 0 0"
628,629,"630 0 631 631 631 628 628 628 0 0 624 0 0 0 0 0 0 0 625 628 628 628 0 0 0 0 626 628 628 628 0 0 0 0 628 629 627 627 0 627 631 625 0 0"
636,641,"636 0 636 642 642 636 636 634 0 0 634 0 0 0 0 0 0 0 637 636 636 636 0 0 0 0 636 636 636 636 0 0 0 0 640 633 635 634 0 635 636 636 0 0"
649,648,"646 0 643 649 649 649 649 649 0 0 646 0 0 0 0 0 0 0 647 649 649 649 0 0 0 0 649 649 649 649 0 0 0 0 647 651 646 647 0 647 643 647 0 0"
657,661,"661 0 658 657 657 657 657 659 0 0 658 0 0 0 0 0 0 0 656 657 657 657 0 0 0 0 657 657 657 657 0 0 0 0 662 657 657 657 0 657 661 661 0 0"
668,669,"668 0 669 668 668 672 672 669 0 0 671 0 0 0 0 0 0 0 668 668 668 668 0 0 0 0 664 668 668 668 0 0 0 0 667 671 670 670 0 663 667 668 0 0"
683,679,"679 0 676 676 676 683 683 686 0 0 686 0 0 0 0 0 0 0 682 683 683 683 0 0 0 0 676 683 683 683 0 0 0 0 679 683 678 676 0 686 687 679 0 0"
695,692,"692 0 695 690 695 695 695 698 0 0 692 0 0 0 0 0 0 0 690 695 695 695 0 0 0 0 693 695 695 695 0 0 0 0 691 691 691 695 0 694 697 693 0 0"
717,712,"721 0 718 724 724 717 717 716 0 0 717 0 0 0 0 0 0 0 712 717 717 717 0 0 0 0 716 717 717 717 0 0 0 0 721 718 718 722 0 721 724 719 0 0"
742,741,"747 0 738 741 741 742 742 739 0 0 739 0 0 0 0 0 0 0 740 742 742 742 0 0 0 0 745 742 742 742 0 0 0 0 736 742 741 739 0 741 747 736 0 0"
753,753,"759 0 751 758 757 753 753 748 0 0 754 0 0 0 0 0 0 0 756 753 753 753 0 0 0 0 755 753 753 753 0 0 0 0 759 753 759 752 0 752 760 756 0 0"
768,768,"770 0 771 771 771 769 767 767 0 0 765 0 0 0 0 0 0 0 770 768 768 768 0 0 0 0 769 768 768 768 0 0 0 0 768 768 768 768 0 769 768 767 0 0"
777,777,"778 0 783 779 779 777 777 780 0 0 779 0 0 0 0 0 0 0 776 777 777 777 0 0 0 0 777 777 777 777 0 0 0 0 780 777 781 777 0 777 781 777 0 0"
792,793,"789 0 794 794 794 792 792 795 0 0 787 0 0 0 0 0 0 0 792 792 792 792 0 0 0 0 790 792 792 792 0 0 0 0 791 795 785 797 0 789 786 785 0 0"
804,805,"804 0 805 805 805 803 803 806 0 0 805 0 0 0 0 0 0 0 805 804 804 804 0 0 0 0 803 804 804 804 0 0 0 0 803 809 809 811 0 804 805 805 0 0"
820,822,"818 0 825 820 820 820 820 817 0 0 822 0 0 0 0 0 0 0 822 820 820 820 0 0 0 0 821 820 820 820 0 0 0 0 827 823 818 818 0 824 822 825 0 0"
836,841,"837 0 831 829 829 837 836 836 0 0 836 0 0 0 0 0 0 0 842 836 836 836 0 0 0 0 837 836 836 836 0 0 0 0 842 832 843 830 0 839 837 843 0 0"
850,850,"851 0 848 850 849 850 850 855 0 0 855 0 0 0 0 0 0 0 850 850 850 850 0 0 0 0 847 850 850 850 0 0 0 0 849 849 843 851 0 843 845 843 0 0"
863,859,"860 0 868 863 863 863 863 863 0 0 864 0 0 0 0 0 0 0 860 863 863 863 0 0 0 0 863 863 863 863 0 0 0 0 867 862 863 863 0 867 857 864 0 0"
874,879,"872 0 874 874 874 874 874 873 0 0 873 0 0 0 0 0 0 0 874 874 874 874 0 0 0 0 870 874 874 874 0 0 0 0 875 876 879 879 0 878 879 879 0 0"
885,889,"891 0 884 884 885 885 885 886 0 0 891 0 0 0 0 0 0 0 884 885 885 885 0 0 0 0 882 885 885 885 0 0 0 0 880 886 885 885 0 885 885 887 0 0"
903,900,"910 0 896 907 907 903 903 901 0 0 901 0 0 0 0 0 0 0 903 903 903 903 0 0 0 0 909 903 903 903 0 0 0 0 907 902 909 905 0 898 897 905 0 0"
921,920,"920 0 923 922 922 921 921 921 0 0 921 0 0 0 0 0 0 0 916 921 921 921 0 0 0 0 920 921 921 921 0 0 0 0 921 921 922 921 0 921 925 920 0 0"
930,929,"930 0 928 930 930 936 936 932 0 0 928 0 0 0 0 0 0 0 929 930 930 930 0 0 0 0 928 930 930 930 0 0 0 0 930 930 930 926 0 928 931 928 0 0"
944,941,"941 0 944 940 941 944 945 939 0 0 939 0 0 0 0 0 0 0 947 944 944 944 0 0 0 0 947 944 944 944 0 0 0 0 941 944 941 944 0 951 946 946 0 0"
960,960,"962 0 954 956 967 959 959 966 0 0 964 0 0 0 0 0 0 0 956 960 960 960 0 0 0 0 954 960 960 960 0 0 0 0 955 962 961 964 0 962 960 956 0 0"
981,979,"978 0 979 978 978 981 981 976 0 0 978 0 0 0 0 0 0 0 986 981 981 981 0 0 0 0 987 981 981 981 0 0 0 0 979 983 980 976 0 974 977 984 0 0"
995,995,"990 0 989 990 991 995 995 994 0 0 996 0 0 0 0 0 0 0 993 995 995 995 0 0 0 0 995 995 995 995 0 0 0 0 999 989 989 988 0 992 997 991 0 0"
1006,1004,"1006 0 1006 1002 1004 1006 1006 1001 0 0 1003 0 0 0 0 0 0 0 1008 1006 1006 1006 0 0 0 0 1003 1006 1006 1006 0 0 0 0 1009 1006 1009 1006 0 1007 1006 1001 0 0"
1015,1014,"1015 0 1015 1015 1015 1015 1015 1016 0 0 1017 0 0 0 0 0 0 0 1014 1015 1015 1015 0 0 0 0 1013 1015 1015 1015 0 0 0 0 1013 1014 1011 1015 0 1012 1012 1019 0 0"
1023,1024,"1023 0 1023 1023 1023 1023 1023 1025 0 0 1021 0 0 0 0 0 0 0 1026 1023 1023 1023 0 0 0 0 1024 1023 1023 1023 0 0 0 0 1024 1020 1023 1026 0 1027 1023 1019 0 0"
1032,1034,"1031 0 1030 1030 1030 1032 1032 1034 0 0 1030 0 0 0 0 0 0 0 1034 1032 1032 1032 0 0 0 0 1030 1032 1032 1032 0 0 0 0 1030 1036 1029 1030 0 1034 1035 1029 0 0"
1042,1040,"1040 0 1043 1046 1046 1043 1043 1046 0 0 1045 0 0 0 0 0 0 0 1045 1042 1042 1042 0 0 0 0 1039 1042 1042 1042 0 0 0 0 1043 1042 1039 1040 0 1041 1048 1043 0 0"
1061,1064,"1063 0 1058 1062 1062 1059 1059 1055 0 0 1059 0 0 0 0 0 0 0 1065 1061 1061 1061 0 0 0 0 1060 1061 1061 1061 0 0 0 0 1067 1067 1062 1059 0 1066 1054 1065 0 0"
1075,1079,"1079 0 1075 1071 1071 1075 1075 1070 0 0 1072 0 0 0 0 0 0 0 1074 1075 1075 1075 0 0 0 0 1074 1075 1075 1075 0 0 0 0 1078 1077 1076 1073 0 1075 1073 1079 0 0"
1085,1085,"1088 0 1083 1086 1086 1086 1086 1081 0 0 1085 0 0 0 0 0 0 0 1087 1085 1085 1085 0 0 0 0 1088 1085 1085 1085 0 0 0 0 1085 1085 1085 1084 0 1089 1085 1089 0 0"
1094,1094,"1096 0 1092 1095 1095 1094 1094 1091 0 0 1091 0 0 0 0 0 0 0 1092 1094 1094 1094 0 0 0 0 1090 1094 1094 1094 0 0 0 0 1092 1093 1093 1094 0 1095 1092 1094 0 0"
