KeyFrame,RootKeyFrame,BoneKeyFrames
8,8,"8 8 8 8 8 6 8 8 8 8 8 8 8 8 8 8 10 8 8 5 8 10 7 8 9 8 11 8 9 8 6 8 8 8 8 8 8 8 8"
19,15,"18 19 14 14 19 19 19 19 19 19 19 19 19 17 19 19 20 20 19 23 19 18 15 19 17 19 14 19 16 19 16 19 19 19 19 19 19 19 19"
28,28,"33 28 28 28 28 31 28 28 28 28 28 28 28 34 28 28 30 28 28 29 28 31 29 28 26 28 24 28 28 28 31 28 25 28 27 28 28 28 28"
41,44,"42 41 41 41 41 38 41 41 41 41 41 41 41 43 41 41 41 41 41 42 41 40 42 41 42 41 42 41 41 41 41 41 40 41 42 41 41 41 41"
50,54,"49 50 48 49 50 46 50 50 50 50 50 50 50 55 50 50 56 50 50 50 50 55 50 50 48 50 50 50 51 50 53 50 51 50 52 50 50 50 50"
62,62,"62 62 62 62 62 61 62 62 62 62 62 62 62 64 62 62 56 57 62 62 62 62 65 62 63 62 58 62 65 62 62 62 62 62 62 62 62 62 62"
75,78,"77 75 72 72 75 76 75 75 75 75 75 75 75 75 75 75 75 69 75 75 75 73 70 75 79 75 69 75 76 75 72 75 80 75 75 75 75 75 75"
85,89,"88 85 82 82 85 87 85 85 85 85 85 85 85 84 85 85 83 85 85 82 85 85 88 85 87 85 80 85 86 85 82 85 80 85 85 85 85 85 85"
93,89,"93 93 92 92 93 94 93 93 93 93 93 93 93 98 93 93 93 91 93 90 93 92 98 93 98 93 95 93 95 93 98 93 96 93 95 93 93 93 93"
104,105,"111 105 104 104 104 109 104 104 104 104 104 104 104 103 104 104 100 101 104 106 104 104 105 104 105 104 101 104 110 104 104 104 100 104 110 104 104 104 104"
121,118,"118 121 120 120 121 115 121 121 121 121 121 121 121 116 121 121 117 116 121 122 121 125 122 121 122 121 119 121 120 121 122 121 121 121 123 121 121 121 121"
129,135,"126 126 134 134 129 128 129 129 129 129 129 129 129 136 129 129 136 132 129 129 129 131 131 129 129 129 133 129 127 129 133 129 127 129 136 129 129 129 129"
144,146,"141 144 145 145 144 137 144 144 144 144 144 144 144 143 144 144 146 146 144 144 144 137 144 144 143 144 142 144 142 144 141 144 143 144 144 144 144 144 144"
153,155,"151 153 155 155 153 153 153 153 153 153 153 153 153 154 153 153 154 154 153 150 153 150 150 153 152 153 154 153 158 153 152 153 150 153 149 153 153 153 153"
163,165,"165 163 166 166 163 164 163 163 163 163 163 163 163 163 163 163 161 162 163 159 163 160 161 163 167 163 167 163 164 163 158 163 161 163 164 163 163 163 163"
172,170,"172 172 171 172 172 168 172 172 172 172 172 172 172 174 172 172 172 177 172 171 172 172 176 172 172 172 172 172 171 172 172 172 169 172 172 172 172 172 172"
184,184,"185 184 181 181 184 184 184 184 184 184 184 184 184 188 184 184 187 183 184 187 184 189 188 184 183 184 184 184 188 184 183 184 184 184 184 184 184 184 184"
195,196,"200 195 194 194 195 198 195 195 195 195 195 195 195 194 195 195 195 199 195 195 195 196 192 195 192 195 198 195 201 195 193 195 194 195 193 195 195 195 195"
210,210,"211 210 215 215 210 217 210 210 210 210 210 210 210 211 210 210 215 217 210 211 210 210 211 210 212 210 216 210 214 210 209 210 208 210 208 210 210 210 210"
