gazeDirectionError
0.9134241
1.453709
1.686511
2.323939
2.830261
8.678022
22.24795
26.75909
23.80337
20.77748
25.45688
36.1083
37.8418
36.41385
31.31969
36.88341
36.90484
35.85074
34.46013
34.72316
29.02634
26.32112
25.45679
22.6809
15.39649
12.70936
10.93195
9.508797
8.65642
6.357322
5.758865
5.19232
4.943594
5.305831
4.663083
4.663083
4.059016
3.493273
2.369633
1.190238
9.673261
20.23928
24.23089
22.31628
18.69971
18.42815
29.00928
31.95837
31.33791
28.08846
25.53006
29.6404
29.78154
28.71454
30.67996
28.40437
23.52154
18.92169
14.08115
10.83038
8.580427
7.224325
6.061727
4.424095
4.600543
3.741697
2.594485
2.020151
1.194833
0.9091296
1.462834
2.295131
2.763087
3.318364
3.947355
4.119511
3.947355
4.119511
3.788891
4.048202
3.269169
3.690295
12.25333
17.86953
22.12477
23.38924
21.55316
16.0333
11.29611
19.14379
15.59207
19.75868
19.72752
15.18668
10.34353
6.404937
2.640834
5.167531
11.95861
8.959642
6.700016
5.288981
4.802858
5.1347
5.720531
7.433779
7.054843
6.926682
9.608399
9.182144
8.77275
8.159151
7.35295
6.918084
5.914352
8.644918
9.329946
8.970218
9.007871
8.492233
7.936253
7.858193
7.29939
7.060836
6.826232
6.826347
9.350582
10.57419
9.934713
9.35075
8.655152
14.26749
23.43573
22.61282
18.81974
16.4131
14.06783
13.17368
23.0168
26.37323
24.35123
20.86162
17.28759
20.23594
27.08402
22.6516
27.26069
26.25834
24.1092
21.33867
23.51155
25.49427
22.44344
19.61509
17.20591
14.98982
13.29801
15.24143
13.26115
11.07493
9.219104
8.052073
7.205871
5.251544
8.463495
7.254725
9.958743
10.10064
10.10064
9.958743
11.43517
18.52612
17.15204
14.83989
12.04296
10.58286
16.38992
21.65015
24.93719
20.59988
21.76249
24.613
27.14213
24.51353
48.93373
24.97648
25.10147
28.83445
26.53068
23.69569
28.85666
26.8064
22.53032
26.32154
24.63453
20.59667
17.91552
19.66795
17.39352
15.20611
11.96877
11.83059
13.45722
11.56355
10.02244
8.491034
7.656244
6.933915
6.532293
5.79627
5.8725
5.336583
5.588706
5.336876
5.588846
5.725319
6.37012
4.565182
14.45378
17.00235
14.8246
22.10468
22.86881
19.43799
16.34511
12.71159
21.66796
26.87661
26.77275
23.30038
19.14009
15.3314
12.67204
20.33024
26.82354
30.48378
27.07139
22.65998
24.82473
21.33966
17.44467
8.167021
12.66294
8.926614
7.190529
6.104335
5.0092
4.737206
4.491184
4.335074
4.269567
4.269567
4.523317
4.890252
4.890252
4.890252
1.666435
3.318364
3.3186
3.096015
2.685218
9.387465
13.71322
16.49705
18.33222
18.22916
18.37334
18.97704
19.02595
19.12858
18.88309
16.70043
12.78062
14.70399
14.28689
9.890363
7.327448
17.25561
19.30593
16.18025
13.66192
12.07723
10.05717
8.901741
8.455253
7.774718
8.116895
8.714419
9.615981
10.45702
11.03721
11.40799
11.54795
11.65674
11.74432
11.07472
10.84007
46.06568
23.10352
22.42841
21.05222
20.18498
18.60957
17.08848
21.60319
26.21992
25.24415
23.76867
23.01731
23.29798
21.81428
21.74099
21.60453
16.25124
16.53039
16.82414
18.88018
19.24481
20.04316
21.39765
21.72845
22.4433
22.21631
22.75515
23.07533
22.60192
22.4715
22.2072
21.38079
20.3278
20.1113
18.68499
17.87727
17.41207
17.02469
15.38869
15.19681
14.89485
15.49393
15.49403
16.05391
15.87463
15.95347
16.26511
16.58025
16.41051
14.78893
14.72969
14.63551
14.71028
14.69443
14.42465
14.42465
14.42476
14.29464
13.83301
12.68472
12.10518
11.37447
10.8753
10.30474
9.685323
9.339346
7.835633
7.198586
6.384977
5.272376
4.37534
3.454288
2.848456
8.964975
9.52806
8.683257
7.586359
6.703755
12.44378
12.74148
11.51252
10.65011
9.802258
8.085954
6.312698
4.886569
3.168242
10.69052
13.61296
12.15186
10.70297
8.965062
7.269608
5.853803
4.197449
2.973758
2.084979
1.755191
2.240948
2.640538
