gazeDirectionError
8.134248
8.305218
8.305218
8.305218
8.081399
8.081399
7.645802
6.192595
5.972847
5.56976
5.048899
11.79754
24.25044
29.30033
42.44615
42.277
39.48988
29.02536
22.71328
17.71845
12.96959
9.144094
6.916726
5.588286
4.913093
4.277628
4.255794
3.809701
3.973447
3.973447
3.973644
3.937625
3.937625
4.133739
3.937625
4.149428
4.149617
4.36979
4.547828
4.736049
4.785058
5.348015
7.313219
23.67086
35.77183
40.38487
37.64146
35.63329
31.30041
26.58492
22.70451
18.85476
15.57751
12.74184
11.09621
10.2421
9.340857
9.032886
9.032972
8.946253
9.127713
9.032972
8.406191
6.762145
7.195211
7.29123
7.29123
7.397023
7.512281
7.684632
7.815915
8.598668
8.862489
9.127713
9.601709
9.458396
9.966216
10.10118
9.879264
9.560489
9.79186
9.79178
9.628847
9.614025
9.613862
9.376774
9.21664
9.062414
9.553602
9.062501
8.580701
8.580883
8.580701
8.580609
9.062414
8.914845
8.914758
9.163011
9.412805
9.30699
9.553602
9.55352
9.55352
10.19263
10.09559
10.7342
10.73413
11.22441
11.28702
11.92493
11.61544
12.20209
14.8309
16.55622
16.90792
17.47248
16.41233
16.82727
17.49576
17.86456
17.68787
18.35776
18.52192
18.54449
17.72665
22.17984
26.8165
26.68505
25.5029
23.2027
22.37307
22.96377
15.04413
1.487769
15.50153
21.16554
23.48364
21.05626
18.14731
16.92139
58.45161
18.65109
16.11591
13.2676
11.34853
9.448946
8.936614
8.570926
11.5247
9.846847
10.68722
15.66777
13.86208
13.86208
17.08343
23.3982
25.59011
23.94345
29.98396
28.19289
24.93409
22.50555
7.593583
14.40652
28.26549
32.00436
28.7206
21.27316
41.72692
20.83418
16.11167
11.92696
9.00178
7.177011
5.428661
5.746342
5.149165
4.856677
4.372118
4.989468
5.499876
5.827392
4.743318
8.359559
11.72367
11.5315
10.87739
10.73456
10.84166
11.54557
12.326
13.26417
13.21286
10.23238
10.57708
10.75659
11.20252
11.96307
9.573513
8.965149
9.20507
9.293342
9.183765
9.081588
6.917405
16.32112
22.02806
19.40482
15.60586
13.1986
9.452015
8.446817
7.565268
8.698942
11.87637
7.559779
6.457054
5.993263
5.693915
5.954201
10.4735
10.20769
11.22378
11.00584
10.11002
10.70905
11.12669
9.12634
7.611303
16.3694
21.64386
24.628
23.48354
19.74343
21.69175
22.65337
18.54869
24.00892
23.07496
20.5083
17.98609
24.78453
27.26536
25.9217
1.452093
28.41253
23.36018
22.99518
20.44309
17.92254
14.86072
12.15108
10.26419
9.193316
8.836904
7.35327
7.091494
6.578763
6.07476
6.325338
6.325214
5.827258
6.055781
4.45917
14.56606
25.57219
30.93677
33.2351
31.22512
31.22512
35.84757
40.06619
41.01415
41.45995
37.91283
36.89742
39.60464
41.34713
40.00937
32.54895
36.84163
36.88142
32.54066
23.36753
23.79502
17.64958
12.30767
8.448671
7.731276
8.709832
10.44885
11.9121
12.76282
13.41355
13.41799
14.04807
10.22518
11.4062
10.21022
15.93476
18.89137
15.18591
10.82162
8.197656
16.122
23.03962
25.20217
26.50733
28.27267
21.24327
23.4881
18.2822
12.2361
7.002921
5.312025
5.877964
7.27962
9.378947
10.53825
11.96326
12.86229
7.199782
15.49373
25.24262
23.40271
19.90065
15.00526
12.11942
10.82712
9.885289
14.56671
11.86197
9.381703
10.332
8.981302
8.208828
7.732288
7.209566
7.209457
7.015435
6.581381
5.951439
5.547222
5.180242
5.138663
4.559175
4.607175
4.890893
4.655017
4.323501
3.130961
4.277994
3.475525
7.804382
13.54166
18.31326
21.23723
23.70284
24.8307
25.88849
25.83807
25.24734
24.13179
53.6052
26.7541
62.39378
59.90839
64.36027
25.3494
28.29621
26.10436
25.92837
24.30283
22.61286
21.16881
20.94205
20.75151
16.84854
17.35281
14.66641
16.45119
21.22062
25.9029
21.68169
19.17838
24.50036
28.52054
27.2087
20.09294
13.85512
9.715616
8.831406
13.69112
18.15891
25.3049
28.47155
29.30473
28.4715
27.07486
25.42598
24.60784
25.79664
13.11938
9.677067
21.59728
19.05432
13.13402
19.35918
24.65331
27.98571
18.87722
19.23439
10.23039
3.281358
2.009273
5.142623
7.142992
8.43308
8.866024
7.778746
6.068312
20.26007
30.93105
36.11843
34.02913
25.46391
23.09619
25.93549
22.08404
18.90764
16.51161
22.64353
19.13619
22.60293
29.3141
30.0727
31.51556
26.02586
21.21598
18.74242
14.20394
12.26292
10.89187
10.19048
9.927296
5.950518
10.54606
10.29469
6.576024
16.65908
13.1901
8.611506
4.323864
9.75104
12.51648
10.85828
8.546304
